index,entry_date,day_of_week,expiry_date,atm_strike,chosen_strike,strike_offset,qty,ce_entry_open,pe_entry_open,sl_pct,ce_exit_ts,ce_exit_price,ce_exit_reason,ce_points_pnl,ce_gross_pnl,pe_exit_ts,pe_exit_price,pe_exit_reason,pe_points_pnl,pe_gross_pnl,gross_pnl,net_pnl
SENSEX,2025-09-04,Thursday,2025-09-04,81100,81100,0,100,190.45,150.60,30%,2025-09-04T09:29:00+05:30,247.58,sl,-58.13,-5813.50,2025-09-04T10:12:00+05:30,195.78,sl,-46.18,-4618.00,-10431.50,-10531.50
SENSEX,2025-09-04,Thursday,2025-09-04,81100,81100,0,100,190.45,150.60,40%,2025-09-04T09:29:00+05:30,266.63,sl,-77.18,-7718.00,2025-09-04T10:13:00+05:30,210.84,sl,-61.24,-6124.00,-13842.00,-13942.00
SENSEX,2025-09-04,Thursday,2025-09-04,81100,81100,0,100,190.45,150.60,50%,2025-09-04T09:29:00+05:30,285.67,sl,-96.22,-9622.50,2025-09-04T10:14:00+05:30,225.90,sl,-76.30,-7630.00,-17252.50,-17352.50
SENSEX,2025-09-04,Thursday,2025-09-04,81100,81100,0,100,190.45,150.60,60%,2025-09-04T09:34:00+05:30,304.72,sl,-115.27,-11527.00,2025-09-04T10:15:00+05:30,240.96,sl,-91.36,-9136.00,-20663.00,-20763.00
SENSEX,2025-09-04,Thursday,2025-09-04,81100,81100,0,100,190.45,150.60,70%,2025-09-04T15:20:00+05:30,0.10,day_close,189.35,18935.00,2025-09-04T10:40:00+05:30,256.02,sl,-106.42,-10642.00,8293.00,8193.00
SENSEX,2025-09-04,Thursday,2025-09-04,81100,81100,0,100,190.45,150.60,80%,2025-09-04T15:20:00+05:30,0.10,day_close,189.35,18935.00,2025-09-04T10:41:00+05:30,271.08,sl,-121.48,-12148.00,6787.00,6687.00
SENSEX,2025-09-04,Thursday,2025-09-04,81100,81100,0,100,190.45,150.60,90%,2025-09-04T15:20:00+05:30,0.10,day_close,189.35,18935.00,2025-09-04T10:41:00+05:30,286.14,sl,-136.54,-13654.00,5281.00,5181.00
SENSEX,2025-09-04,Thursday,2025-09-04,81100,81100,0,100,190.45,150.60,100%,2025-09-04T15:20:00+05:30,0.10,day_close,189.35,18935.00,2025-09-04T10:42:00+05:30,301.20,sl,-151.60,-15160.00,3775.00,3675.00
NIFTY,2025-09-05,Friday,2025-09-09,24850,24850,0,300,82.50,90.30,20%,2025-09-05T15:20:00+05:30,53.25,day_close,28.25,8475.00,2025-09-05T09:23:00+05:30,108.36,sl,-19.06,-5718.00,2757.00,2657.00
NIFTY,2025-09-05,Friday,2025-09-09,24850,24850,0,300,82.50,90.30,30%,2025-09-05T15:20:00+05:30,53.25,day_close,28.25,8475.00,2025-09-05T10:05:00+05:30,117.39,sl,-28.09,-8427.00,48.00,-52.00
NIFTY,2025-09-05,Friday,2025-09-09,24850,24850,0,300,82.50,90.30,40%,2025-09-05T15:20:00+05:30,53.25,day_close,28.25,8475.00,2025-09-05T10:09:00+05:30,126.42,sl,-37.12,-11136.00,-2661.00,-2761.00
NIFTY,2025-09-05,Friday,2025-09-09,24850,24850,0,300,82.50,90.30,50%,2025-09-05T15:20:00+05:30,53.25,day_close,28.25,8475.00,2025-09-05T10:10:00+05:30,135.45,sl,-46.15,-13845.00,-5370.00,-5470.00
NIFTY,2025-09-05,Friday,2025-09-09,24850,24850,0,300,82.50,90.30,60%,2025-09-05T15:20:00+05:30,53.25,day_close,28.25,8475.00,2025-09-05T10:10:00+05:30,144.48,sl,-55.18,-16554.00,-8079.00,-8179.00
NIFTY,2025-09-05,Friday,2025-09-09,24850,24850,0,300,82.50,90.30,70%,2025-09-05T15:20:00+05:30,53.25,day_close,28.25,8475.00,2025-09-05T10:11:00+05:30,153.51,sl,-64.21,-19263.00,-10788.00,-10888.00
NIFTY,2025-09-05,Friday,2025-09-09,24850,24850,0,300,82.50,90.30,80%,2025-09-05T15:20:00+05:30,53.25,day_close,28.25,8475.00,2025-09-05T10:11:00+05:30,162.54,sl,-73.24,-21972.00,-13497.00,-13597.00
NIFTY,2025-09-05,Friday,2025-09-09,24850,24850,0,300,82.50,90.30,90%,2025-09-05T15:20:00+05:30,53.25,day_close,28.25,8475.00,2025-09-05T10:11:00+05:30,171.57,sl,-82.27,-24681.00,-16206.00,-16306.00
NIFTY,2025-09-05,Friday,2025-09-09,24850,24850,0,300,82.50,90.30,100%,2025-09-05T15:20:00+05:30,53.25,day_close,28.25,8475.00,2025-09-05T10:12:00+05:30,180.60,sl,-91.30,-27390.00,-18915.00,-19015.00
NIFTY,2025-09-08,Monday,2025-09-09,24800,24800,0,300,69.60,69.25,20%,2025-09-08T09:31:00+05:30,83.52,sl,-14.92,-4476.00,2025-09-08T15:20:00+05:30,51.00,day_close,17.25,5175.00,699.00,599.00
NIFTY,2025-09-08,Monday,2025-09-09,24800,24800,0,300,69.60,69.25,30%,2025-09-08T09:37:00+05:30,90.48,sl,-21.88,-6564.00,2025-09-08T15:20:00+05:30,51.00,day_close,17.25,5175.00,-1389.00,-1489.00
NIFTY,2025-09-08,Monday,2025-09-09,24800,24800,0,300,69.60,69.25,40%,2025-09-08T09:37:00+05:30,97.44,sl,-28.84,-8652.00,2025-09-08T15:20:00+05:30,51.00,day_close,17.25,5175.00,-3477.00,-3577.00
NIFTY,2025-09-08,Monday,2025-09-09,24800,24800,0,300,69.60,69.25,50%,2025-09-08T12:36:00+05:30,104.40,sl,-35.80,-10740.00,2025-09-08T15:20:00+05:30,51.00,day_close,17.25,5175.00,-5565.00,-5665.00
NIFTY,2025-09-08,Monday,2025-09-09,24800,24800,0,300,69.60,69.25,60%,2025-09-08T12:40:00+05:30,111.36,sl,-42.76,-12828.00,2025-09-08T15:20:00+05:30,51.00,day_close,17.25,5175.00,-7653.00,-7753.00
NIFTY,2025-09-08,Monday,2025-09-09,24800,24800,0,300,69.60,69.25,70%,2025-09-08T12:40:00+05:30,118.32,sl,-49.72,-14916.00,2025-09-08T15:20:00+05:30,51.00,day_close,17.25,5175.00,-9741.00,-9841.00
NIFTY,2025-09-08,Monday,2025-09-09,24800,24800,0,300,69.60,69.25,80%,2025-09-08T15:20:00+05:30,58.95,day_close,9.65,2895.00,2025-09-08T15:20:00+05:30,51.00,day_close,17.25,5175.00,8070.00,7970.00
NIFTY,2025-09-08,Monday,2025-09-09,24800,24800,0,300,69.60,69.25,90%,2025-09-08T15:20:00+05:30,58.95,day_close,9.65,2895.00,2025-09-08T15:20:00+05:30,51.00,day_close,17.25,5175.00,8070.00,7970.00
NIFTY,2025-09-08,Monday,2025-09-09,24800,24800,0,300,69.60,69.25,100%,2025-09-08T15:20:00+05:30,58.95,day_close,9.65,2895.00,2025-09-08T15:20:00+05:30,51.00,day_close,17.25,5175.00,8070.00,7970.00
NIFTY,2025-09-09,Tuesday,2025-09-09,24850,24850,0,300,48.80,44.30,20%,2025-09-09T09:21:00+05:30,58.56,sl,-10.76,-3228.00,2025-09-09T10:12:00+05:30,53.16,sl,-9.86,-2958.00,-6186.00,-6286.00
NIFTY,2025-09-09,Tuesday,2025-09-09,24850,24850,0,300,48.80,44.30,30%,2025-09-09T09:22:00+05:30,63.44,sl,-15.64,-4692.00,2025-09-09T10:13:00+05:30,57.59,sl,-14.29,-4287.00,-8979.00,-9079.00
NIFTY,2025-09-09,Tuesday,2025-09-09,24850,24850,0,300,48.80,44.30,40%,2025-09-09T15:20:00+05:30,16.35,day_close,31.45,9435.00,2025-09-09T10:21:00+05:30,62.02,sl,-18.72,-5616.00,3819.00,3719.00
NIFTY,2025-09-09,Tuesday,2025-09-09,24850,24850,0,300,48.80,44.30,50%,2025-09-09T15:20:00+05:30,16.35,day_close,31.45,9435.00,2025-09-09T15:20:00+05:30,0.10,day_close,43.20,12960.00,22395.00,22295.00
NIFTY,2025-09-09,Tuesday,2025-09-09,24850,24850,0,300,48.80,44.30,60%,2025-09-09T15:20:00+05:30,16.35,day_close,31.45,9435.00,2025-09-09T15:20:00+05:30,0.10,day_close,43.20,12960.00,22395.00,22295.00
NIFTY,2025-09-09,Tuesday,2025-09-09,24850,24850,0,300,48.80,44.30,70%,2025-09-09T15:20:00+05:30,16.35,day_close,31.45,9435.00,2025-09-09T15:20:00+05:30,0.10,day_close,43.20,12960.00,22395.00,22295.00
NIFTY,2025-09-09,Tuesday,2025-09-09,24850,24850,0,300,48.80,44.30,80%,2025-09-09T15:20:00+05:30,16.35,day_close,31.45,9435.00,2025-09-09T15:20:00+05:30,0.10,day_close,43.20,12960.00,22395.00,22295.00
NIFTY,2025-09-09,Tuesday,2025-09-09,24850,24850,0,300,48.80,44.30,90%,2025-09-09T15:20:00+05:30,16.35,day_close,31.45,9435.00,2025-09-09T15:20:00+05:30,0.10,day_close,43.20,12960.00,22395.00,22295.00
NIFTY,2025-09-09,Tuesday,2025-09-09,24850,24850,0,300,48.80,44.30,100%,2025-09-09T15:20:00+05:30,16.35,day_close,31.45,9435.00,2025-09-09T15:20:00+05:30,0.10,day_close,43.20,12960.00,22395.00,22295.00
SENSEX,2025-09-10,Wednesday,2025-09-11,81400,81400,0,100,225.85,215.65,20%,2025-09-10T09:34:00+05:30,271.02,sl,-46.17,-4617.00,2025-09-10T15:20:00+05:30,127.20,day_close,87.45,8745.00,4128.00,4028.00
SENSEX,2025-09-10,Wednesday,2025-09-11,81400,81400,0,100,225.85,215.65,30%,2025-09-10T09:38:00+05:30,293.61,sl,-68.75,-6875.50,2025-09-10T15:20:00+05:30,127.20,day_close,87.45,8745.00,1869.50,1769.50
SENSEX,2025-09-10,Wednesday,2025-09-11,81400,81400,0,100,225.85,215.65,40%,2025-09-10T09:43:00+05:30,316.19,sl,-91.34,-9134.00,2025-09-10T15:20:00+05:30,127.20,day_close,87.45,8745.00,-389.00,-489.00
SENSEX,2025-09-10,Wednesday,2025-09-11,81400,81400,0,100,225.85,215.65,50%,2025-09-10T09:45:00+05:30,338.77,sl,-113.92,-11392.50,2025-09-10T15:20:00+05:30,127.20,day_close,87.45,8745.00,-2647.50,-2747.50
SENSEX,2025-09-10,Wednesday,2025-09-11,81400,81400,0,100,225.85,215.65,60%,2025-09-10T10:26:00+05:30,361.36,sl,-136.51,-13651.00,2025-09-10T15:20:00+05:30,127.20,day_close,87.45,8745.00,-4906.00,-5006.00
SENSEX,2025-09-10,Wednesday,2025-09-11,81400,81400,0,100,225.85,215.65,70%,2025-09-10T10:32:00+05:30,383.94,sl,-159.09,-15909.50,2025-09-10T15:20:00+05:30,127.20,day_close,87.45,8745.00,-7164.50,-7264.50
SENSEX,2025-09-10,Wednesday,2025-09-11,81400,81400,0,100,225.85,215.65,80%,2025-09-10T15:20:00+05:30,233.90,day_close,-9.05,-905.00,2025-09-10T15:20:00+05:30,127.20,day_close,87.45,8745.00,7840.00,7740.00
SENSEX,2025-09-10,Wednesday,2025-09-11,81400,81400,0,100,225.85,215.65,90%,2025-09-10T15:20:00+05:30,233.90,day_close,-9.05,-905.00,2025-09-10T15:20:00+05:30,127.20,day_close,87.45,8745.00,7840.00,7740.00
SENSEX,2025-09-10,Wednesday,2025-09-11,81400,81400,0,100,225.85,215.65,100%,2025-09-10T15:20:00+05:30,233.90,day_close,-9.05,-905.00,2025-09-10T15:20:00+05:30,127.20,day_close,87.45,8745.00,7840.00,7740.00
SENSEX,2025-09-11,Thursday,2025-09-11,81500,81500,0,100,171.75,133.30,20%,2025-09-11T15:20:00+05:30,51.30,day_close,119.45,11945.00,2025-09-11T10:08:00+05:30,159.96,sl,-27.66,-2766.00,9179.00,9079.00
