index,entry_date,day_of_week,expiry_date,atm_strike,chosen_strike,strike_offset,qty,ce_entry_open,pe_entry_open,sl_pct,ce_exit_ts,ce_exit_price,ce_exit_reason,ce_points_pnl,ce_gross_pnl,pe_exit_ts,pe_exit_price,pe_exit_reason,pe_points_pnl,pe_gross_pnl,gross_pnl,net_pnl
NIFTY,2025-11-03,Monday,2025-11-04,25700,25700,0,300,106.05,85.15,80%,2025-11-03T15:20:00+05:30,121.35,day_close,-16.30,-4890.00,2025-11-03T15:20:00+05:30,38.90,day_close,45.25,13575.00,8685.00,8585.00
NIFTY,2025-11-03,Monday,2025-11-04,25700,25700,0,300,106.05,85.15,90%,2025-11-03T15:20:00+05:30,121.35,day_close,-16.30,-4890.00,2025-11-03T15:20:00+05:30,38.90,day_close,45.25,13575.00,8685.00,8585.00
NIFTY,2025-11-03,Monday,2025-11-04,25700,25700,0,300,106.05,85.15,100%,2025-11-03T15:20:00+05:30,121.35,day_close,-16.30,-4890.00,2025-11-03T15:20:00+05:30,38.90,day_close,45.25,13575.00,8685.00,8585.00
NIFTY,2025-11-04,Tuesday,2025-11-04,25750,25750,0,300,64.25,56.00,20%,2025-11-04T15:20:00+05:30,0.15,day_close,63.10,18930.00,2025-11-04T09:22:00+05:30,67.20,sl,-12.20,-3660.00,15270.00,15170.00
NIFTY,2025-11-04,Tuesday,2025-11-04,25750,25750,0,300,64.25,56.00,30%,2025-11-04T15:20:00+05:30,0.15,day_close,63.10,18930.00,2025-11-04T09:26:00+05:30,72.80,sl,-17.80,-5340.00,13590.00,13490.00
NIFTY,2025-11-04,Tuesday,2025-11-04,25750,25750,0,300,64.25,56.00,40%,2025-11-04T15:20:00+05:30,0.15,day_close,63.10,18930.00,2025-11-04T09:30:00+05:30,78.40,sl,-23.40,-7020.00,11910.00,11810.00
NIFTY,2025-11-04,Tuesday,2025-11-04,25750,25750,0,300,64.25,56.00,50%,2025-11-04T15:20:00+05:30,0.15,day_close,63.10,18930.00,2025-11-04T09:30:00+05:30,84.00,sl,-29.00,-8700.00,10230.00,10130.00
NIFTY,2025-11-04,Tuesday,2025-11-04,25750,25750,0,300,64.25,56.00,60%,2025-11-04T15:20:00+05:30,0.15,day_close,63.10,18930.00,2025-11-04T09:34:00+05:30,89.60,sl,-34.60,-10380.00,8550.00,8450.00
NIFTY,2025-11-04,Tuesday,2025-11-04,25750,25750,0,300,64.25,56.00,70%,2025-11-04T15:20:00+05:30,0.15,day_close,63.10,18930.00,2025-11-04T09:35:00+05:30,95.20,sl,-40.20,-12060.00,6870.00,6770.00
NIFTY,2025-11-04,Tuesday,2025-11-04,25750,25750,0,300,64.25,56.00,80%,2025-11-04T15:20:00+05:30,0.15,day_close,63.10,18930.00,2025-11-04T11:25:00+05:30,100.80,sl,-45.80,-13740.00,5190.00,5090.00
NIFTY,2025-11-04,Tuesday,2025-11-04,25750,25750,0,300,64.25,56.00,90%,2025-11-04T15:20:00+05:30,0.15,day_close,63.10,18930.00,2025-11-04T11:25:00+05:30,106.40,sl,-51.40,-15420.00,3510.00,3410.00
NIFTY,2025-11-04,Tuesday,2025-11-04,25750,25750,0,300,64.25,56.00,100%,2025-11-04T15:20:00+05:30,0.15,day_close,63.10,18930.00,2025-11-04T11:26:00+05:30,112.00,sl,-57.00,-17100.00,1830.00,1730.00
SENSEX,2025-11-06,Thursday,2025-11-06,83800,83800,0,100,161.55,159.50,20%,2025-11-06T15:20:00+05:30,0.15,day_close,160.40,16040.00,2025-11-06T09:25:00+05:30,191.40,sl,-32.90,-3290.00,12750.00,12650.00
SENSEX,2025-11-06,Thursday,2025-11-06,83800,83800,0,100,161.55,159.50,30%,2025-11-06T15:20:00+05:30,0.15,day_close,160.40,16040.00,2025-11-06T09:25:00+05:30,207.35,sl,-48.85,-4885.00,11155.00,11055.00
SENSEX,2025-11-06,Thursday,2025-11-06,83800,83800,0,100,161.55,159.50,40%,2025-11-06T15:20:00+05:30,0.15,day_close,160.40,16040.00,2025-11-06T09:25:00+05:30,223.30,sl,-64.80,-6480.00,9560.00,9460.00
SENSEX,2025-11-06,Thursday,2025-11-06,83800,83800,0,100,161.55,159.50,50%,2025-11-06T15:20:00+05:30,0.15,day_close,160.40,16040.00,2025-11-06T09:28:00+05:30,239.25,sl,-80.75,-8075.00,7965.00,7865.00
SENSEX,2025-11-06,Thursday,2025-11-06,83800,83800,0,100,161.55,159.50,60%,2025-11-06T15:20:00+05:30,0.15,day_close,160.40,16040.00,2025-11-06T09:32:00+05:30,255.20,sl,-96.70,-9670.00,6370.00,6270.00
SENSEX,2025-11-06,Thursday,2025-11-06,83800,83800,0,100,161.55,159.50,70%,2025-11-06T15:20:00+05:30,0.15,day_close,160.40,16040.00,2025-11-06T09:36:00+05:30,271.15,sl,-112.65,-11265.00,4775.00,4675.00
SENSEX,2025-11-06,Thursday,2025-11-06,83800,83800,0,100,161.55,159.50,80%,2025-11-06T15:20:00+05:30,0.15,day_close,160.40,16040.00,2025-11-06T10:09:00+05:30,287.10,sl,-128.60,-12860.00,3180.00,3080.00
SENSEX,2025-11-06,Thursday,2025-11-06,83800,83800,0,100,161.55,159.50,90%,2025-11-06T15:20:00+05:30,0.15,day_close,160.40,16040.00,2025-11-06T10:09:00+05:30,303.05,sl,-144.55,-14455.00,1585.00,1485.00
SENSEX,2025-11-06,Thursday,2025-11-06,83800,83800,0,100,161.55,159.50,100%,2025-11-06T15:20:00+05:30,0.15,day_close,160.40,16040.00,2025-11-06T10:09:00+05:30,319.00,sl,-160.50,-16050.00,-10.00,-110.00
NIFTY,2025-11-07,Friday,2025-11-11,25350,25400,1,300,103.65,96.55,20%,2025-11-07T11:28:00+05:30,124.38,sl,-21.73,-6519.00,2025-11-07T09:22:00+05:30,115.86,sl,-20.31,-6093.00,-12612.00,-12712.00
NIFTY,2025-11-07,Friday,2025-11-11,25350,25400,1,300,103.65,96.55,30%,2025-11-07T11:30:00+05:30,134.75,sl,-32.09,-9628.50,2025-11-07T09:22:00+05:30,125.52,sl,-29.96,-8989.50,-18618.00,-18718.00
NIFTY,2025-11-07,Friday,2025-11-11,25350,25400,1,300,103.65,96.55,40%,2025-11-07T11:30:00+05:30,145.11,sl,-42.46,-12738.00,2025-11-07T15:20:00+05:30,45.50,day_close,50.05,15015.00,2277.00,2177.00
NIFTY,2025-11-07,Friday,2025-11-11,25350,25400,1,300,103.65,96.55,50%,2025-11-07T11:32:00+05:30,155.48,sl,-52.83,-15847.50,2025-11-07T15:20:00+05:30,45.50,day_close,50.05,15015.00,-832.50,-932.50
NIFTY,2025-11-07,Friday,2025-11-11,25350,25400,1,300,103.65,96.55,60%,2025-11-07T13:26:00+05:30,165.84,sl,-63.19,-18957.00,2025-11-07T15:20:00+05:30,45.50,day_close,50.05,15015.00,-3942.00,-4042.00
NIFTY,2025-11-07,Friday,2025-11-11,25350,25400,1,300,103.65,96.55,70%,2025-11-07T13:26:00+05:30,176.21,sl,-73.56,-22066.50,2025-11-07T15:20:00+05:30,45.50,day_close,50.05,15015.00,-7051.50,-7151.50
NIFTY,2025-11-07,Friday,2025-11-11,25350,25400,1,300,103.65,96.55,80%,2025-11-07T13:26:00+05:30,186.57,sl,-83.92,-25176.00,2025-11-07T15:20:00+05:30,45.50,day_close,50.05,15015.00,-10161.00,-10261.00
NIFTY,2025-11-07,Friday,2025-11-11,25350,25400,1,300,103.65,96.55,90%,2025-11-07T13:27:00+05:30,196.94,sl,-94.28,-28285.50,2025-11-07T15:20:00+05:30,45.50,day_close,50.05,15015.00,-13270.50,-13370.50
NIFTY,2025-11-07,Friday,2025-11-11,25350,25400,1,300,103.65,96.55,100%,2025-11-07T13:27:00+05:30,207.30,sl,-104.65,-31395.00,2025-11-07T15:20:00+05:30,45.50,day_close,50.05,15015.00,-16380.00,-16480.00
NIFTY,2025-11-10,Monday,2025-11-11,25550,25600,1,300,67.70,87.45,20%,2025-11-10T10:16:00+05:30,81.24,sl,-14.54,-4362.00,2025-11-10T09:24:00+05:30,104.94,sl,-18.49,-5547.00,-9909.00,-10009.00
NIFTY,2025-11-10,Monday,2025-11-11,25550,25600,1,300,67.70,87.45,30%,2025-11-10T10:24:00+05:30,88.01,sl,-21.31,-6393.00,2025-11-10T15:20:00+05:30,51.30,day_close,35.15,10545.00,4152.00,4052.00
NIFTY,2025-11-10,Monday,2025-11-11,25550,25600,1,300,67.70,87.45,40%,2025-11-10T10:32:00+05:30,94.78,sl,-28.08,-8424.00,2025-11-10T15:20:00+05:30,51.30,day_close,35.15,10545.00,2121.00,2021.00
NIFTY,2025-11-10,Monday,2025-11-11,25550,25600,1,300,67.70,87.45,50%,2025-11-10T11:23:00+05:30,101.55,sl,-34.85,-10455.00,2025-11-10T15:20:00+05:30,51.30,day_close,35.15,10545.00,90.00,-10.00
NIFTY,2025-11-10,Monday,2025-11-11,25550,25600,1,300,67.70,87.45,60%,2025-11-10T15:20:00+05:30,69.75,day_close,-3.05,-915.00,2025-11-10T15:20:00+05:30,51.30,day_close,35.15,10545.00,9630.00,9530.00
NIFTY,2025-11-10,Monday,2025-11-11,25550,25600,1,300,67.70,87.45,70%,2025-11-10T15:20:00+05:30,69.75,day_close,-3.05,-915.00,2025-11-10T15:20:00+05:30,51.30,day_close,35.15,10545.00,9630.00,9530.00
NIFTY,2025-11-10,Monday,2025-11-11,25550,25600,1,300,67.70,87.45,80%,2025-11-10T15:20:00+05:30,69.75,day_close,-3.05,-915.00,2025-11-10T15:20:00+05:30,51.30,day_close,35.15,10545.00,9630.00,9530.00
NIFTY,2025-11-10,Monday,2025-11-11,25550,25600,1,300,67.70,87.45,90%,2025-11-10T15:20:00+05:30,69.75,day_close,-3.05,-915.00,2025-11-10T15:20:00+05:30,51.30,day_close,35.15,10545.00,9630.00,9530.00
NIFTY,2025-11-10,Monday,2025-11-11,25550,25600,1,300,67.70,87.45,100%,2025-11-10T15:20:00+05:30,69.75,day_close,-3.05,-915.00,2025-11-10T15:20:00+05:30,51.30,day_close,35.15,10545.00,9630.00,9530.00
NIFTY,2025-11-11,Tuesday,2025-11-11,25550,25550,0,300,61.05,55.00,20%,2025-11-11T13:18:00+05:30,73.26,sl,-13.21,-3963.00,2025-11-11T09:20:00+05:30,66.00,sl,-12.00,-3600.00,-7563.00,-7663.00
NIFTY,2025-11-11,Tuesday,2025-11-11,25550,25550,0,300,61.05,55.00,30%,2025-11-11T13:18:00+05:30,79.36,sl,-19.32,-5794.50,2025-11-11T09:21:00+05:30,71.50,sl,-17.50,-5250.00,-11044.50,-11144.50
NIFTY,2025-11-11,Tuesday,2025-11-11,25550,25550,0,300,61.05,55.00,40%,2025-11-11T13:35:00+05:30,85.47,sl,-25.42,-7626.00,2025-11-11T09:33:00+05:30,77.00,sl,-23.00,-6900.00,-14526.00,-14626.00
NIFTY,2025-11-11,Tuesday,2025-11-11,25550,25550,0,300,61.05,55.00,50%,2025-11-11T13:35:00+05:30,91.57,sl,-31.52,-9457.50,2025-11-11T09:36:00+05:30,82.50,sl,-28.50,-8550.00,-18007.50,-18107.50
NIFTY,2025-11-11,Tuesday,2025-11-11,25550,25550,0,300,61.05,55.00,60%,2025-11-11T13:38:00+05:30,97.68,sl,-37.63,-11289.00,2025-11-11T09:36:00+05:30,88.00,sl,-34.00,-10200.00,-21489.00,-21589.00
NIFTY,2025-11-11,Tuesday,2025-11-11,25550,25550,0,300,61.05,55.00,70%,2025-11-11T13:47:00+05:30,103.78,sl,-43.73,-13120.50,2025-11-11T10:33:00+05:30,93.50,sl,-39.50,-11850.00,-24970.50,-25070.50
NIFTY,2025-11-11,Tuesday,2025-11-11,25550,25550,0,300,61.05,55.00,80%,2025-11-11T13:48:00+05:30,109.89,sl,-49.84,-14952.00,2025-11-11T10:36:00+05:30,99.00,sl,-45.00,-13500.00,-28452.00,-28552.00
NIFTY,2025-11-11,Tuesday,2025-11-11,25550,25550,0,300,61.05,55.00,90%,2025-11-11T13:48:00+05:30,115.99,sl,-55.95,-16783.50,2025-11-11T10:36:00+05:30,104.50,sl,-50.50,-15150.00,-31933.50,-32033.50
NIFTY,2025-11-11,Tuesday,2025-11-11,25550,25550,0,300,61.05,55.00,100%,2025-11-11T13:49:00+05:30,122.10,sl,-62.05,-18615.00,2025-11-11T10:36:00+05:30,110.00,sl,-56.00,-16800.00,-35415.00,-35515.00
SENSEX,2025-11-12,Wednesday,2025-11-13,84300,84300,0,100,250.85,240.30,20%,2025-11-12T09:24:00+05:30,301.02,sl,-51.17,-5117.00,2025-11-12T15:20:00+05:30,111.00,day_close,128.30,12830.00,7713.00,7613.00
SENSEX,2025-11-12,Wednesday,2025-11-13,84300,84300,0,100,250.85,240.30,30%,2025-11-12T09:24:00+05:30,326.11,sl,-76.25,-7625.50,2025-11-12T15:20:00+05:30,111.00,day_close,128.30,12830.00,5204.50,5104.50
SENSEX,2025-11-12,Wednesday,2025-11-13,84300,84300,0,100,250.85,240.30,40%,2025-11-12T10:40:00+05:30,351.19,sl,-101.34,-10134.00,2025-11-12T15:20:00+05:30,111.00,day_close,128.30,12830.00,2696.00,2596.00
SENSEX,2025-11-12,Wednesday,2025-11-13,84300,84300,0,100,250.85,240.30,50%,2025-11-12T11:34:00+05:30,376.27,sl,-126.42,-12642.50,2025-11-12T15:20:00+05:30,111.00,day_close,128.30,12830.00,187.50,87.50
SENSEX,2025-11-12,Wednesday,2025-11-13,84300,84300,0,100,250.85,240.30,60%,2025-11-12T12:35:00+05:30,401.36,sl,-151.51,-15151.00,2025-11-12T15:20:00+05:30,111.00,day_close,128.30,12830.00,-2321.00,-2421.00
SENSEX,2025-11-12,Wednesday,2025-11-13,84300,84300,0,100,250.85,240.30,70%,2025-11-12T12:36:00+05:30,426.44,sl,-176.59,-17659.50,2025-11-12T15:20:00+05:30,111.00,day_close,128.30,12830.00,-4829.50,-4929.50
SENSEX,2025-11-12,Wednesday,2025-11-13,84300,84300,0,100,250.85,240.30,80%,2025-11-12T15:20:00+05:30,353.15,day_close,-103.30,-10330.00,2025-11-12T15:20:00+05:30,111.00,day_close,128.30,12830.00,2500.00,2400.00
SENSEX,2025-11-12,Wednesday,2025-11-13,84300,84300,0,100,250.85,240.30,90%,2025-11-12T15:20:00+05:30,353.15,day_close,-103.30,-10330.00,2025-11-12T15:20:00+05:30,111.00,day_close,128.30,12830.00,2500.00,2400.00
SENSEX,2025-11-12,Wednesday,2025-11-13,84300,84300,0,100,250.85,240.30,100%,2025-11-12T15:20:00+05:30,353.15,day_close,-103.30,-10330.00,2025-11-12T15:20:00+05:30,111.00,day_close,128.30,12830.00,2500.00,2400.00
SENSEX,2025-11-13,Thursday,2025-11-13,84400,84400,0,100,131.00,176.25,20%,2025-11-13T09:25:00+05:30,157.20,sl,-27.20,-2720.00,2025-11-13T09:22:00+05:30,211.50,sl,-36.25,-3625.00,-6345.00,-6445.00
SENSEX,2025-11-13,Thursday,2025-11-13,84400,84400,0,100,131.00,176.25,30%,2025-11-13T09:25:00+05:30,170.30,sl,-40.30,-4030.00,2025-11-13T15:20:00+05:30,0.25,day_close,175.00,17500.00,13470.00,13370.00
SENSEX,2025-11-13,Thursday,2025-11-13,84400,84400,0,100,131.00,176.25,40%,2025-11-13T09:25:00+05:30,183.40,sl,-53.40,-5340.00,2025-11-13T15:20:00+05:30,0.25,day_close,175.00,17500.00,12160.00,12060.00
SENSEX,2025-11-13,Thursday,2025-11-13,84400,84400,0,100,131.00,176.25,50%,2025-11-13T09:26:00+05:30,196.50,sl,-66.50,-6650.00,2025-11-13T15:20:00+05:30,0.25,day_close,175.00,17500.00,10850.00,10750.00
SENSEX,2025-11-13,Thursday,2025-11-13,84400,84400,0,100,131.00,176.25,60%,2025-11-13T09:26:00+05:30,209.60,sl,-79.60,-7960.00,2025-11-13T15:20:00+05:30,0.25,day_close,175.00,17500.00,9540.00,9440.00
SENSEX,2025-11-13,Thursday,2025-11-13,84400,84400,0,100,131.00,176.25,70%,2025-11-13T09:27:00+05:30,222.70,sl,-92.70,-9270.00,2025-11-13T15:20:00+05:30,0.25,day_close,175.00,17500.00,8230.00,8130.00
SENSEX,2025-11-13,Thursday,2025-11-13,84400,84400,0,100,131.00,176.25,80%,2025-11-13T09:28:00+05:30,235.80,sl,-105.80,-10580.00,2025-11-13T15:20:00+05:30,0.25,day_close,175.00,17500.00,6920.00,6820.00
SENSEX,2025-11-13,Thursday,2025-11-13,84400,84400,0,100,131.00,176.25,90%,2025-11-13T10:08:00+05:30,252.85,gap_sl,-122.85,-12285.00,2025-11-13T15:20:00+05:30,0.25,day_close,175.00,17500.00,5215.00,5115.00
SENSEX,2025-11-13,Thursday,2025-11-13,84400,84400,0,100,131.00,176.25,100%,2025-11-13T10:10:00+05:30,262.00,sl,-132.00,-13200.00,2025-11-13T15:20:00+05:30,0.25,day_close,175.00,17500.00,4300.00,4200.00
NIFTY,2025-11-14,Friday,2025-11-18,25800,25850,1,300,131.50,131.60,20%,2025-11-14T09:32:00+05:30,157.80,sl,-27.30,-8190.00,2025-11-14T10:02:00+05:30,157.92,sl,-27.32,-8196.00,-16386.00,-16486.00
NIFTY,2025-11-14,Friday,2025-11-18,25800,25850,1,300,131.50,131.60,30%,2025-11-14T09:34:00+05:30,170.95,sl,-40.45,-12135.00,2025-11-14T15:20:00+05:30,72.45,day_close,58.15,17445.00,5310.00,5210.00
NIFTY,2025-11-14,Friday,2025-11-18,25800,25850,1,300,131.50,131.60,40%,2025-11-14T15:20:00+05:30,147.00,day_close,-16.50,-4950.00,2025-11-14T15:20:00+05:30,72.45,day_close,58.15,17445.00,12495.00,12395.00
NIFTY,2025-11-14,Friday,2025-11-18,25800,25850,1,300,131.50,131.60,50%,2025-11-14T15:20:00+05:30,147.00,day_close,-16.50,-4950.00,2025-11-14T15:20:00+05:30,72.45,day_close,58.15,17445.00,12495.00,12395.00
NIFTY,2025-11-14,Friday,2025-11-18,25800,25850,1,300,131.50,131.60,60%,2025-11-14T15:20:00+05:30,147.00,day_close,-16.50,-4950.00,2025-11-14T15:20:00+05:30,72.45,day_close,58.15,17445.00,12495.00,12395.00
NIFTY,2025-11-14,Friday,2025-11-18,25800,25850,1,300,131.50,131.60,70%,2025-11-14T15:20:00+05:30,147.00,day_close,-16.50,-4950.00,2025-11-14T15:20:00+05:30,72.45,day_close,58.15,17445.00,12495.00,12395.00
NIFTY,2025-11-14,Friday,2025-11-18,25800,25850,1,300,131.50,131.60,80%,2025-11-14T15:20:00+05:30,147.00,day_close,-16.50,-4950.00,2025-11-14T15:20:00+05:30,72.45,day_close,58.15,17445.00,12495.00,12395.00
NIFTY,2025-11-14,Friday,2025-11-18,25800,25850,1,300,131.50,131.60,90%,2025-11-14T15:20:00+05:30,147.00,day_close,-16.50,-4950.00,2025-11-14T15:20:00+05:30,72.45,day_close,58.15,17445.00,12495.00,12395.00
NIFTY,2025-11-14,Friday,2025-11-18,25800,25850,1,300,131.50,131.60,100%,2025-11-14T15:20:00+05:30,147.00,day_close,-16.50,-4950.00,2025-11-14T15:20:00+05:30,72.45,day_close,58.15,17445.00,12495.00,12395.00
NIFTY,2025-11-17,Monday,2025-11-18,25950,25950,0,300,97.40,74.50,20%,2025-11-17T14:04:00+05:30,116.88,sl,-20.48,-6144.00,2025-11-17T15:20:00+05:30,40.45,day_close,33.05,9915.00,3771.00,3671.00
NIFTY,2025-11-17,Monday,2025-11-18,25950,25950,0,300,97.40,74.50,30%,2025-11-17T15:20:00+05:30,104.75,day_close,-8.35,-2505.00,2025-11-17T15:20:00+05:30,40.45,day_close,33.05,9915.00,7410.00,7310.00
NIFTY,2025-11-17,Monday,2025-11-18,25950,25950,0,300,97.40,74.50,40%,2025-11-17T15:20:00+05:30,104.75,day_close,-8.35,-2505.00,2025-11-17T15:20:00+05:30,40.45,day_close,33.05,9915.00,7410.00,7310.00
NIFTY,2025-11-17,Monday,2025-11-18,25950,25950,0,300,97.40,74.50,50%,2025-11-17T15:20:00+05:30,104.75,day_close,-8.35,-2505.00,2025-11-17T15:20:00+05:30,40.45,day_close,33.05,9915.00,7410.00,7310.00
NIFTY,2025-11-17,Monday,2025-11-18,25950,25950,0,300,97.40,74.50,60%,2025-11-17T15:20:00+05:30,104.75,day_close,-8.35,-2505.00,2025-11-17T15:20:00+05:30,40.45,day_close,33.05,9915.00,7410.00,7310.00
NIFTY,2025-11-17,Monday,2025-11-18,25950,25950,0,300,97.40,74.50,70%,2025-11-17T15:20:00+05:30,104.75,day_close,-8.35,-2505.00,2025-11-17T15:20:00+05:30,40.45,day_close,33.05,9915.00,7410.00,7310.00
NIFTY,2025-11-17,Monday,2025-11-18,25950,25950,0,300,97.40,74.50,80%,2025-11-17T15:20:00+05:30,104.75,day_close,-8.35,-2505.00,2025-11-17T15:20:00+05:30,40.45,day_close,33.05,9915.00,7410.00,7310.00
NIFTY,2025-11-17,Monday,2025-11-18,25950,25950,0,300,97.40,74.50,90%,2025-11-17T15:20:00+05:30,104.75,day_close,-8.35,-2505.00,2025-11-17T15:20:00+05:30,40.45,day_close,33.05,9915.00,7410.00,7310.00
NIFTY,2025-11-17,Monday,2025-11-18,25950,25950,0,300,97.40,74.50,100%,2025-11-17T15:20:00+05:30,104.75,day_close,-8.35,-2505.00,2025-11-17T15:20:00+05:30,40.45,day_close,33.05,9915.00,7410.00,7310.00
NIFTY,2025-11-18,Tuesday,2025-11-18,25950,25950,0,300,54.85,62.30,20%,2025-11-18T09:26:00+05:30,65.82,sl,-11.97,-3591.00,2025-11-18T09:50:00+05:30,74.76,sl,-13.46,-4038.00,-7629.00,-7729.00
NIFTY,2025-11-18,Tuesday,2025-11-18,25950,25950,0,300,54.85,62.30,30%,2025-11-18T15:20:00+05:30,0.10,day_close,53.75,16125.00,2025-11-18T09:59:00+05:30,80.99,sl,-19.69,-5907.00,10218.00,10118.00
NIFTY,2025-11-18,Tuesday,2025-11-18,25950,25950,0,300,54.85,62.30,40%,2025-11-18T15:20:00+05:30,0.10,day_close,53.75,16125.00,2025-11-18T09:59:00+05:30,87.22,sl,-25.92,-7776.00,8349.00,8249.00
NIFTY,2025-11-18,Tuesday,2025-11-18,25950,25950,0,300,54.85,62.30,50%,2025-11-18T15:20:00+05:30,0.10,day_close,53.75,16125.00,2025-11-18T10:00:00+05:30,93.45,sl,-32.15,-9645.00,6480.00,6380.00
NIFTY,2025-11-18,Tuesday,2025-11-18,25950,25950,0,300,54.85,62.30,60%,2025-11-18T15:20:00+05:30,0.10,day_close,53.75,16125.00,2025-11-18T15:20:00+05:30,41.00,day_close,20.30,6090.00,22215.00,22115.00
NIFTY,2025-11-18,Tuesday,2025-11-18,25950,25950,0,300,54.85,62.30,70%,2025-11-18T15:20:00+05:30,0.10,day_close,53.75,16125.00,2025-11-18T15:20:00+05:30,41.00,day_close,20.30,6090.00,22215.00,22115.00
NIFTY,2025-11-18,Tuesday,2025-11-18,25950,25950,0,300,54.85,62.30,80%,2025-11-18T15:20:00+05:30,0.10,day_close,53.75,16125.00,2025-11-18T15:20:00+05:30,41.00,day_close,20.30,6090.00,22215.00,22115.00
NIFTY,2025-11-18,Tuesday,2025-11-18,25950,25950,0,300,54.85,62.30,90%,2025-11-18T15:20:00+05:30,0.10,day_close,53.75,16125.00,2025-11-18T15:20:00+05:30,41.00,day_close,20.30,6090.00,22215.00,22115.00
NIFTY,2025-11-18,Tuesday,2025-11-18,25950,25950,0,300,54.85,62.30,100%,2025-11-18T15:20:00+05:30,0.10,day_close,53.75,16125.00,2025-11-18T15:20:00+05:30,41.00,day_close,20.30,6090.00,22215.00,22115.00
SENSEX,2025-11-19,Wednesday,2025-11-20,84500,84600,1,100,256.15,257.00,20%,2025-11-19T09:24:00+05:30,307.38,sl,-52.23,-5223.00,2025-11-19T15:20:00+05:30,65.50,day_close,190.50,19050.00,13827.00,13727.00
SENSEX,2025-11-19,Wednesday,2025-11-20,84500,84600,1,100,256.15,257.00,30%,2025-11-19T09:32:00+05:30,333.00,sl,-77.84,-7784.50,2025-11-19T15:20:00+05:30,65.50,day_close,190.50,19050.00,11265.50,11165.50
SENSEX,2025-11-19,Wednesday,2025-11-20,84500,84600,1,100,256.15,257.00,40%,2025-11-19T10:12:00+05:30,358.61,sl,-103.46,-10346.00,2025-11-19T15:20:00+05:30,65.50,day_close,190.50,19050.00,8704.00,8604.00
SENSEX,2025-11-19,Wednesday,2025-11-20,84500,84600,1,100,256.15,257.00,50%,2025-11-19T10:13:00+05:30,384.22,sl,-129.07,-12907.50,2025-11-19T15:20:00+05:30,65.50,day_close,190.50,19050.00,6142.50,6042.50
SENSEX,2025-11-19,Wednesday,2025-11-20,84500,84600,1,100,256.15,257.00,60%,2025-11-19T10:16:00+05:30,409.84,sl,-154.69,-15469.00,2025-11-19T15:20:00+05:30,65.50,day_close,190.50,19050.00,3581.00,3481.00
SENSEX,2025-11-19,Wednesday,2025-11-20,84500,84600,1,100,256.15,257.00,70%,2025-11-19T12:01:00+05:30,435.45,sl,-180.31,-18030.50,2025-11-19T15:20:00+05:30,65.50,day_close,190.50,19050.00,1019.50,919.50
SENSEX,2025-11-19,Wednesday,2025-11-20,84500,84600,1,100,256.15,257.00,80%,2025-11-19T12:01:00+05:30,461.07,sl,-205.92,-20592.00,2025-11-19T15:20:00+05:30,65.50,day_close,190.50,19050.00,-1542.00,-1642.00
SENSEX,2025-11-19,Wednesday,2025-11-20,84500,84600,1,100,256.15,257.00,90%,2025-11-19T12:01:00+05:30,486.68,sl,-231.53,-23153.50,2025-11-19T15:20:00+05:30,65.50,day_close,190.50,19050.00,-4103.50,-4203.50
SENSEX,2025-11-19,Wednesday,2025-11-20,84500,84600,1,100,256.15,257.00,100%,2025-11-19T12:15:00+05:30,512.30,sl,-257.15,-25715.00,2025-11-19T15:20:00+05:30,65.50,day_close,190.50,19050.00,-6665.00,-6765.00
SENSEX,2025-11-20,Thursday,2025-11-20,85400,85400,0,100,136.75,183.05,20%,2025-11-20T10:47:00+05:30,164.10,sl,-28.35,-2835.00,2025-11-20T09:24:00+05:30,219.66,sl,-37.61,-3761.00,-6596.00,-6696.00
SENSEX,2025-11-20,Thursday,2025-11-20,85400,85400,0,100,136.75,183.05,30%,2025-11-20T10:50:00+05:30,177.78,sl,-42.02,-4202.50,2025-11-20T09:43:00+05:30,237.97,sl,-55.91,-5591.50,-9794.00,-9894.00
SENSEX,2025-11-20,Thursday,2025-11-20,85400,85400,0,100,136.75,183.05,40%,2025-11-20T12:33:00+05:30,191.45,sl,-55.70,-5570.00,2025-11-20T09:43:00+05:30,256.27,sl,-74.22,-7422.00,-12992.00,-13092.00
SENSEX,2025-11-20,Thursday,2025-11-20,85400,85400,0,100,136.75,183.05,50%,2025-11-20T12:46:00+05:30,205.12,sl,-69.38,-6937.50,2025-11-20T09:43:00+05:30,274.58,sl,-92.53,-9252.50,-16190.00,-16290.00
SENSEX,2025-11-20,Thursday,2025-11-20,85400,85400,0,100,136.75,183.05,60%,2025-11-20T13:02:00+05:30,218.80,sl,-83.05,-8305.00,2025-11-20T09:43:00+05:30,292.88,sl,-110.83,-11083.00,-19388.00,-19488.00
SENSEX,2025-11-20,Thursday,2025-11-20,85400,85400,0,100,136.75,183.05,70%,2025-11-20T13:24:00+05:30,232.47,sl,-96.72,-9672.50,2025-11-20T15:20:00+05:30,0.15,day_close,181.90,18190.00,8517.50,8417.50
SENSEX,2025-11-20,Thursday,2025-11-20,85400,85400,0,100,136.75,183.05,80%,2025-11-20T13:26:00+05:30,246.15,sl,-110.40,-11040.00,2025-11-20T15:20:00+05:30,0.15,day_close,181.90,18190.00,7150.00,7050.00
