offset,entry_date,day_of_week,status,skip_reason,expiry_date,spot_open,base_atm,centre_strike,centre_shift,ce_strike,pe_strike,lot_size,lots,qty,balance_ratio,ce_entry,ce_stop,ce_exit_ts,ce_exit_price,ce_exit_reason,pe_entry,pe_stop,pe_exit_ts,pe_exit_price,pe_exit_reason,margin,gross_pnl,brokerage,net_pnl,remarks
0,2020-01-02,Thursday,TRADED,,2020-01-02,12216.80,12200,12200,0,12200,12200,75,4,300,0.41,31.20,49.92,2020-01-02T11:34:00+05:30,49.92,sl,12.65,20.24,2020-01-02T15:20:00+05:30,0.10,day_close,475800.00,-2451.00,100.00,-2551.00,
0,2020-01-09,Thursday,TRADED,,2020-01-09,12162.40,12150,12150,0,12150,12150,75,4,300,0.80,29.35,46.96,2020-01-09T12:01:00+05:30,46.96,sl,23.60,37.76,2020-01-09T15:20:00+05:30,0.05,day_close,473850.00,1182.00,100.00,1082.00,
0,2020-01-16,Thursday,TRADED,,2020-01-16,12372.50,12350,12350,0,12350,12350,75,4,300,0.55,29.70,47.52,2020-01-16T15:20:00+05:30,6.00,day_close,16.30,26.08,2020-01-16T11:13:00+05:30,26.08,sl,481650.00,3576.00,100.00,3476.00,
0,2020-01-23,Thursday,TRADED,,2020-01-23,12117.20,12100,12100,0,12100,12100,75,4,300,0.84,25.55,40.88,2020-01-23T09:23:00+05:30,40.88,sl,21.45,34.32,2020-01-23T15:20:00+05:30,0.10,day_close,471900.00,1206.00,100.00,1106.00,
0,2020-01-30,Thursday,TRADED,,2020-01-30,12095.00,12100,12100,0,12100,12100,75,4,300,0.57,20.90,33.44,2020-01-30T15:20:00+05:30,0.10,day_close,36.40,58.24,2020-01-30T10:07:00+05:30,58.24,sl,471900.00,-912.00,100.00,-1012.00,
0,2020-02-06,Thursday,TRADED,,2020-02-06,12128.00,12150,12100,-1,12100,12100,75,4,300,0.52,40.80,65.28,2020-02-06T15:20:00+05:30,38.90,day_close,21.40,34.24,2020-02-06T15:20:00+05:30,0.05,day_close,471900.00,6375.00,100.00,6275.00,
0,2020-02-13,Thursday,TRADED,,2020-02-13,12183.30,12200,12200,0,12200,12200,75,4,300,0.38,15.40,24.64,2020-02-13T15:20:00+05:30,0.10,day_close,40.50,64.80,2020-02-13T15:20:00+05:30,23.65,day_close,475800.00,9045.00,100.00,8945.00,
0,2020-02-20,Thursday,TRADED,,2020-02-20,12113.00,12100,12100,0,12100,12100,75,4,300,0.95,22.95,36.72,2020-02-20T10:21:00+05:30,36.72,sl,21.70,34.72,2020-02-20T15:20:00+05:30,16.90,day_close,471900.00,-3291.00,100.00,-3391.00,
0,2020-02-27,Thursday,TRADED,,2020-02-27,11633.70,11650,11650,0,11650,11650,75,4,300,0.77,26.70,42.72,2020-02-27T15:20:00+05:30,0.10,day_close,34.60,55.36,2020-02-27T09:39:00+05:30,55.36,sl,454350.00,1152.00,100.00,1052.00,
0,2020-03-05,Thursday,TRADED,,2020-03-05,11311.90,11300,11300,0,11300,11300,75,4,300,0.89,50.65,81.04,2020-03-05T11:30:00+05:30,81.04,sl,44.85,71.76,2020-03-05T09:56:00+05:30,71.76,sl,440700.00,-17790.00,100.00,-17890.00,
