offset,entry_date,day_of_week,status,skip_reason,expiry_date,spot_open,base_atm,centre_strike,centre_shift,ce_strike,pe_strike,lot_size,lots,qty,balance_ratio,ce_entry,ce_stop,ce_exit_ts,ce_exit_price,ce_exit_reason,pe_entry,pe_stop,pe_exit_ts,pe_exit_price,pe_exit_reason,margin,gross_pnl,brokerage,net_pnl,remarks
0,2020-01-02,Thursday,TRADED,,2020-01-02,12216.80,12200,12200,0,12200,12200,75,4,300,0.41,31.20,56.16,2020-01-02T11:54:00+05:30,56.16,sl,12.65,22.77,2020-01-02T15:20:00+05:30,0.10,day_close,475800.00,-4323.00,100.00,-4423.00,
0,2020-01-09,Thursday,TRADED,,2020-01-09,12162.40,12150,12150,0,12150,12150,75,4,300,0.80,29.35,52.83,2020-01-09T12:18:00+05:30,52.83,sl,23.60,42.48,2020-01-09T15:20:00+05:30,0.05,day_close,473850.00,-579.00,100.00,-679.00,
0,2020-01-16,Thursday,TRADED,,2020-01-16,12372.50,12350,12350,0,12350,12350,75,4,300,0.55,29.70,53.46,2020-01-16T15:20:00+05:30,6.00,day_close,16.30,29.34,2020-01-16T11:13:00+05:30,29.34,sl,481650.00,2598.00,100.00,2498.00,
0,2020-01-23,Thursday,TRADED,,2020-01-23,12117.20,12100,12100,0,12100,12100,75,4,300,0.84,25.55,45.99,2020-01-23T09:35:00+05:30,45.99,sl,21.45,38.61,2020-01-23T15:20:00+05:30,0.10,day_close,471900.00,-327.00,100.00,-427.00,
0,2020-01-30,Thursday,TRADED,,2020-01-30,12095.00,12100,12100,0,12100,12100,75,4,300,0.57,20.90,37.62,2020-01-30T15:20:00+05:30,0.10,day_close,36.40,65.52,2020-01-30T10:32:00+05:30,65.52,sl,471900.00,-3096.00,100.00,-3196.00,
0,2020-02-06,Thursday,TRADED,,2020-02-06,12128.00,12150,12100,-1,12100,12100,75,4,300,0.52,40.80,73.44,2020-02-06T15:20:00+05:30,38.90,day_close,21.40,38.52,2020-02-06T15:20:00+05:30,0.05,day_close,471900.00,6375.00,100.00,6275.00,
0,2020-02-13,Thursday,TRADED,,2020-02-13,12183.30,12200,12200,0,12200,12200,75,4,300,0.38,15.40,27.72,2020-02-13T15:20:00+05:30,0.10,day_close,40.50,72.90,2020-02-13T15:20:00+05:30,23.65,day_close,475800.00,9045.00,100.00,8945.00,
0,2020-02-20,Thursday,TRADED,,2020-02-20,12113.00,12100,12100,0,12100,12100,75,4,300,0.95,22.95,41.31,2020-02-20T11:19:00+05:30,41.31,sl,21.70,39.06,2020-02-20T15:20:00+05:30,16.90,day_close,471900.00,-4668.00,100.00,-4768.00,
0,2020-02-27,Thursday,TRADED,,2020-02-27,11633.70,11650,11650,0,11650,11650,75,4,300,0.77,26.70,48.06,2020-02-27T15:20:00+05:30,0.10,day_close,34.60,62.28,2020-02-27T09:44:00+05:30,62.28,sl,454350.00,-924.00,100.00,-1024.00,
0,2020-03-05,Thursday,TRADED,,2020-03-05,11311.90,11300,11300,0,11300,11300,75,4,300,0.89,50.65,91.17,2020-03-05T15:20:00+05:30,0.05,day_close,44.85,80.73,2020-03-05T15:20:00+05:30,29.75,day_close,440700.00,19110.00,100.00,19010.00,
0,2020-03-12,Thursday,TRADED,,2020-03-12,9994.25,10000,10000,0,10000,10000,75,4,300,0.95,75.80,136.44,2020-03-12T15:20:00+05:30,0.10,day_close,72.00,129.60,2020-03-12T10:04:00+05:30,129.60,sl,390000.00,4830.00,100.00,4730.00,
0,2020-03-19,Thursday,TRADED,,2020-03-19,7963.75,7950,7950,0,7950,7950,75,4,300,0.79,132.50,238.50,2020-03-19T11:05:00+05:30,238.50,sl,104.70,188.46,2020-03-19T09:25:00+05:30,188.46,sl,310050.00,-57528.00,100.00,-57628.00,
0,2020-03-26,Thursday,TRADED,,2020-03-26,8336.40,8350,8300,-1,8300,8300,75,4,300,0.99,134.05,241.29,2020-03-26T09:30:00+05:30,241.29,sl,135.95,244.71,2020-03-26T15:20:00+05:30,0.40,day_close,323700.00,7893.00,100.00,7793.00,
0,2020-04-01,Wednesday,TRADED,,2020-04-01,8508.15,8500,8450,-1,8450,8450,75,4,300,0.75,100.05,180.09,2020-04-01T15:20:00+05:30,0.10,day_close,75.15,135.27,2020-04-01T09:52:00+05:30,135.27,sl,329550.00,11349.00,100.00,11249.00,
0,2020-04-09,Thursday,TRADED,,2020-04-09,8969.80,8950,8950,0,8950,8950,75,4,300,0.88,82.55,148.59,2020-04-09T15:06:00+05:30,148.59,sl,93.45,168.21,2020-04-09T15:20:00+05:30,0.20,day_close,349050.00,7563.00,100.00,7463.00,
0,2020-04-16,Thursday,TRADED,,2020-04-16,8830.60,8850,8850,0,8850,8850,75,4,300,0.75,62.85,113.13,2020-04-16T09:40:00+05:30,113.13,sl,83.30,149.94,2020-04-16T15:20:00+05:30,0.05,day_close,345150.00,9291.00,100.00,9191.00,
0,2020-04-23,Thursday,TRADED,,2020-04-23,9219.05,9200,9200,0,9200,9200,75,4,300,0.81,49.20,88.56,2020-04-23T10:46:00+05:30,88.56,sl,60.80,109.44,2020-04-23T15:20:00+05:30,0.10,day_close,358800.00,5802.00,100.00,5702.00,
0,2020-04-30,Thursday,TRADED,,2020-04-30,9749.40,9750,9700,-1,9700,9700,75,4,300,0.67,51.15,92.07,2020-04-30T09:33:00+05:30,92.07,sl,34.50,62.10,2020-04-30T15:20:00+05:30,0.10,day_close,378300.00,-2556.00,100.00,-2656.00,
0,2020-05-07,Thursday,TRADED,,2020-05-07,9211.00,9200,9200,0,9200,9200,75,4,300,0.84,52.85,95.13,2020-05-07T15:20:00+05:30,0.65,day_close,62.90,113.22,2020-05-07T15:20:00+05:30,4.25,day_close,358800.00,32655.00,100.00,32555.00,
