date,net_pnl,equity,peak,drawdown
2020-01-01,1117.50,301117.50,301117.50,0.00
2020-01-08,-10721.25,290396.25,301117.50,10721.25
2020-01-15,3937.50,294333.75,301117.50,6783.75
2020-01-22,-4451.25,289882.50,301117.50,11235.00
2020-01-29,1931.25,291813.75,301117.50,9303.75
2020-02-05,2970.00,294783.75,301117.50,6333.75
2020-02-12,1657.50,296441.25,301117.50,4676.25
2020-02-19,3798.75,300240.00,301117.50,877.50
2020-02-26,-3251.25,296988.75,301117.50,4128.75
2020-03-04,3543.75,300532.50,301117.50,585.00
2020-03-11,7005.00,307537.50,307537.50,0.00
2020-03-25,-10417.50,297120.00,307537.50,10417.50
2020-03-31,38842.50,335962.50,335962.50,0.00
2020-04-08,3708.75,339671.25,339671.25,0.00
2020-04-15,4848.75,344520.00,344520.00,0.00
2020-04-22,8730.00,353250.00,353250.00,0.00
2020-04-29,4818.75,358068.75,358068.75,0.00
2020-05-06,11512.50,369581.25,369581.25,0.00
2020-05-13,-10620.00,358961.25,369581.25,10620.00
2020-05-20,12603.75,371565.00,371565.00,0.00
2020-05-27,-746.25,370818.75,371565.00,746.25
2020-06-03,-4571.25,366247.50,371565.00,5317.50
2020-06-10,7110.00,373357.50,373357.50,0.00
2020-06-17,-6442.50,366915.00,373357.50,6442.50
2020-06-24,13923.75,380838.75,380838.75,0.00
2020-07-01,10860.00,391698.75,391698.75,0.00
2020-07-08,3855.00,395553.75,395553.75,0.00
2020-07-15,1196.25,396750.00,396750.00,0.00
2020-07-22,2823.75,399573.75,399573.75,0.00
2020-07-29,8685.00,408258.75,408258.75,0.00
2020-08-05,10211.25,418470.00,418470.00,0.00
2020-08-12,6712.50,425182.50,425182.50,0.00
2020-08-19,4068.75,429251.25,429251.25,0.00
2020-08-26,4860.00,434111.25,434111.25,0.00
2020-09-02,-1436.25,432675.00,434111.25,1436.25
2020-09-09,8966.25,441641.25,441641.25,0.00
2020-09-16,1657.50,443298.75,443298.75,0.00
2020-09-23,-4856.25,438442.50,443298.75,4856.25
2020-09-30,-1402.50,437040.00,443298.75,6258.75
2020-10-07,1368.75,438408.75,443298.75,4890.00
2020-10-14,5718.75,444127.50,444127.50,0.00
2020-10-21,6750.00,450877.50,450877.50,0.00
2020-10-28,1980.00,452857.50,452857.50,0.00
2020-11-04,8362.50,461220.00,461220.00,0.00
2020-11-11,-20508.75,440711.25,461220.00,20508.75
2020-11-18,277.50,440988.75,461220.00,20231.25
2020-11-25,3555.00,444543.75,461220.00,16676.25
