entry_date,status,skip_reason,expiry_date,next_trading_day,spot_signal_timestamp,spot_signal_close,spot_sma_25,spot_signal_relation,atm_strike,sold_side,sold_contract_name,sold_option_entry_timestamp,sold_option_entry_open,sold_option_exit_timestamp,sold_option_exit_open,hedge_strike,hedge_contract_name,hedge_option_entry_timestamp,hedge_option_entry_open,hedge_option_exit_timestamp,hedge_option_exit_open,gross_pnl,brokerage,net_pnl,remarks
2025-07-03,TRADED,,2025-07-10,2025-07-04,2025-07-03T15:15:00+05:30,25397.4,25498.29,BELOW_SMA,25400,CE,NIFTY_25400_CE_10_JUL_25.csv,2025-07-03T15:29:00+05:30,175.0,2025-07-04T09:16:00+05:30,179.45,25600,NIFTY_25600_CE_10_JUL_25.csv,2025-07-03T15:29:00+05:30,87.2,2025-07-04T09:16:00+05:30,87.8,-5102.50,100.00,-5202.50,
2025-07-04,TRADED,,2025-07-10,2025-07-07,2025-07-04T15:15:00+05:30,25467.8,25397.62,ABOVE_SMA,25450,PE,NIFTY_25450_PE_10_JUL_25.csv,2025-07-04T15:29:00+05:30,124.5,2025-07-07T09:16:00+05:30,140.9,25250,NIFTY_25250_PE_10_JUL_25.csv,2025-07-04T15:29:00+05:30,56.0,2025-07-07T09:16:00+05:30,62.0,-9360.00,100.00,-9460.00,
2025-07-07,TRADED,,2025-07-10,2025-07-08,2025-07-07T15:15:00+05:30,25454.95,25447.43,ABOVE_SMA,25450,PE,NIFTY_25450_PE_10_JUL_25.csv,2025-07-07T15:29:00+05:30,107.4,2025-07-08T09:16:00+05:30,107.1,25250,NIFTY_25250_PE_10_JUL_25.csv,2025-07-07T15:29:00+05:30,43.3,2025-07-08T09:16:00+05:30,39.95,-4582.50,100.00,-4682.50,
2025-07-08,TRADED,,2025-07-10,2025-07-09,2025-07-08T15:15:00+05:30,25523.1,25465.27,ABOVE_SMA,25500,PE,NIFTY_25500_PE_10_JUL_25.csv,2025-07-08T15:29:00+05:30,64.4,2025-07-09T09:16:00+05:30,65.65,25300,NIFTY_25300_PE_10_JUL_25.csv,2025-07-08T15:29:00+05:30,20.0,2025-07-09T09:16:00+05:30,16.8,-5492.50,100.00,-5592.50,
2025-07-09,TRADED,,2025-07-10,2025-07-10,2025-07-09T15:15:00+05:30,25464.65,25514.59,BELOW_SMA,25450,CE,NIFTY_25450_CE_10_JUL_25.csv,2025-07-09T15:29:00+05:30,84.55,2025-07-10T09:16:00+05:30,71.85,25650,NIFTY_25650_CE_10_JUL_25.csv,2025-07-09T15:29:00+05:30,17.9,2025-07-10T09:16:00+05:30,10.2,650.00,100.00,550.00,
2025-07-10,TRADED,,2025-07-17,2025-07-11,2025-07-10T15:15:00+05:30,25348.15,25393.26,BELOW_SMA,25350,CE,NIFTY_25350_CE_17_JUL_25.csv,2025-07-10T15:29:00+05:30,154.0,2025-07-11T09:16:00+05:30,101.35,25550,NIFTY_25550_CE_17_JUL_25.csv,2025-07-10T15:29:00+05:30,68.35,2025-07-11T09:16:00+05:30,40.1,13260.00,100.00,13160.00,
2025-07-11,TRADED,,2025-07-17,2025-07-14,2025-07-11T15:15:00+05:30,25140.55,25188.27,BELOW_SMA,25150,CE,NIFTY_25150_CE_17_JUL_25.csv,2025-07-11T15:29:00+05:30,137.6,2025-07-14T09:16:00+05:30,106.6,25350,NIFTY_25350_CE_17_JUL_25.csv,2025-07-11T15:29:00+05:30,57.25,2025-07-14T09:16:00+05:30,40.05,6370.00,100.00,6270.00,
2025-07-14,TRADED,,2025-07-17,2025-07-15,2025-07-14T15:15:00+05:30,25087.1,25064.73,ABOVE_SMA,25100,PE,NIFTY_25100_PE_17_JUL_25.csv,2025-07-14T15:29:00+05:30,86.55,2025-07-15T09:16:00+05:30,64.7,24900,NIFTY_24900_PE_17_JUL_25.csv,2025-07-14T15:29:00+05:30,30.7,2025-07-15T09:16:00+05:30,21.9,5882.50,100.00,5782.50,
2025-07-15,TRADED,,2025-07-17,2025-07-16,2025-07-15T15:15:00+05:30,25219.65,25182.01,ABOVE_SMA,25200,PE,NIFTY_25200_PE_17_JUL_25.csv,2025-07-15T15:29:00+05:30,52.0,2025-07-16T09:16:00+05:30,73.45,25000,NIFTY_25000_PE_17_JUL_25.csv,2025-07-15T15:29:00+05:30,13.85,2025-07-16T09:16:00+05:30,16.4,-14885.00,100.00,-14985.00,
2025-07-16,TRADED,,2025-07-17,2025-07-17,2025-07-16T15:15:00+05:30,25198.55,25184.42,ABOVE_SMA,25200,PE,NIFTY_25200_PE_17_JUL_25.csv,2025-07-16T15:29:00+05:30,43.0,2025-07-17T09:16:00+05:30,30.05,25000,NIFTY_25000_PE_17_JUL_25.csv,2025-07-16T15:29:00+05:30,8.95,2025-07-17T09:16:00+05:30,4.4,2860.00,100.00,2760.00,
2025-07-17,TRADED,,2025-07-24,2025-07-18,2025-07-17T15:15:00+05:30,25109.5,25166.27,BELOW_SMA,25100,CE,NIFTY_25100_CE_24_JUL_25.csv,2025-07-17T15:29:00+05:30,158.6,2025-07-18T09:16:00+05:30,148.6,25300,NIFTY_25300_CE_24_JUL_25.csv,2025-07-17T15:29:00+05:30,68.25,2025-07-18T09:16:00+05:30,60.6,-1072.50,100.00,-1172.50,
2025-07-18,TRADED,,2025-07-24,2025-07-21,2025-07-18T15:15:00+05:30,24967.45,24968.53,BELOW_SMA,24950,CE,NIFTY_24950_CE_24_JUL_25.csv,2025-07-18T15:29:00+05:30,163.95,2025-07-21T09:16:00+05:30,126.15,25150,NIFTY_25150_CE_24_JUL_25.csv,2025-07-18T15:29:00+05:30,72.25,2025-07-21T09:16:00+05:30,49.5,7182.50,100.00,7082.50,
2025-07-21,TRADED,,2025-07-24,2025-07-22,2025-07-21T15:15:00+05:30,25093.3,25035.60,ABOVE_SMA,25100,PE,NIFTY_25100_PE_24_JUL_25.csv,2025-07-21T15:29:00+05:30,82.9,2025-07-22T09:16:00+05:30,55.15,24900,NIFTY_24900_PE_24_JUL_25.csv,2025-07-21T15:29:00+05:30,27.95,2025-07-22T09:16:00+05:30,17.15,8417.50,100.00,8317.50,
2025-07-22,TRADED,,2025-07-24,2025-07-23,2025-07-22T15:15:00+05:30,25064.9,25086.08,BELOW_SMA,25050,CE,NIFTY_25050_CE_24_JUL_25.csv,2025-07-22T15:29:00+05:30,85.1,2025-07-23T09:16:00+05:30,113.5,25250,NIFTY_25250_CE_24_JUL_25.csv,2025-07-22T15:29:00+05:30,18.5,2025-07-23T09:16:00+05:30,23.3,-17940.00,100.00,-18040.00,
2025-07-23,TRADED,,2025-07-24,2025-07-24,2025-07-23T15:15:00+05:30,25209.2,25156.61,ABOVE_SMA,25200,PE,NIFTY_25200_PE_24_JUL_25.csv,2025-07-23T15:29:00+05:30,36.45,2025-07-24T09:16:00+05:30,29.55,25000,NIFTY_25000_PE_24_JUL_25.csv,2025-07-23T15:29:00+05:30,7.5,2025-07-24T09:16:00+05:30,3.9,-455.00,100.00,-555.00,
2025-07-24,TRADED,,2025-07-31,2025-07-25,2025-07-24T15:15:00+05:30,25051.9,25103.21,BELOW_SMA,25050,CE,NIFTY_25050_CE_31_JUL_25.csv,2025-07-24T15:29:00+05:30,143.1,2025-07-25T09:16:00+05:30,87.4,25250,NIFTY_25250_CE_31_JUL_25.csv,2025-07-24T15:29:00+05:30,58.9,2025-07-25T09:16:00+05:30,33.5,17095.00,100.00,16995.00,
2025-07-25,TRADED,,2025-07-31,2025-07-28,2025-07-25T15:15:00+05:30,24832.2,24867.58,BELOW_SMA,24850,CE,NIFTY_24850_CE_31_JUL_25.csv,2025-07-25T15:29:00+05:30,122.25,2025-07-28T09:16:00+05:30,80.9,25050,NIFTY_25050_CE_31_JUL_25.csv,2025-07-25T15:29:00+05:30,52.2,2025-07-28T09:16:00+05:30,31.35,10725.00,100.00,10625.00,
2025-07-28,TRADED,,2025-07-31,2025-07-29,2025-07-28T15:15:00+05:30,24673.95,24756.14,BELOW_SMA,24650,CE,NIFTY_24650_CE_31_JUL_25.csv,2025-07-28T15:29:00+05:30,139.05,2025-07-29T09:16:00+05:30,110.4,24850,NIFTY_24850_CE_31_JUL_25.csv,2025-07-28T15:29:00+05:30,55.0,2025-07-29T09:16:00+05:30,40.35,6500.00,100.00,6400.00,
2025-07-29,TRADED,,2025-07-31,2025-07-30,2025-07-29T15:15:00+05:30,24830.4,24721.43,ABOVE_SMA,24850,PE,NIFTY_24850_PE_31_JUL_25.csv,2025-07-29T15:29:00+05:30,77.7,2025-07-30T09:16:00+05:30,88.2,24650,NIFTY_24650_PE_31_JUL_25.csv,2025-07-29T15:29:00+05:30,20.35,2025-07-30T09:16:00+05:30,20.9,-9067.50,100.00,-9167.50,
2025-07-30,TRADED,,2025-07-31,2025-07-31,2025-07-30T15:15:00+05:30,24844.55,24853.34,BELOW_SMA,24850,CE,NIFTY_24850_CE_31_JUL_25.csv,2025-07-30T15:29:00+05:30,65.45,2025-07-31T09:16:00+05:30,13.5,25050,NIFTY_25050_CE_31_JUL_25.csv,2025-07-30T15:29:00+05:30,12.4,2025-07-31T09:16:00+05:30,3.35,25285.00,100.00,25185.00,
2025-07-31,TRADED,,2025-08-07,2025-08-01,2025-07-31T15:15:00+05:30,24765.6,24804.71,BELOW_SMA,24750,CE,NIFTY_24750_CE_07_AUG_25.csv,2025-07-31T15:29:00+05:30,178.55,2025-08-01T09:16:00+05:30,133.7,24950,NIFTY_24950_CE_07_AUG_25.csv,2025-07-31T15:29:00+05:30,85.0,2025-08-01T09:16:00+05:30,60.5,10627.50,100.00,10527.50,
2025-08-01,TRADED,,2025-08-07,2025-08-04,2025-08-01T15:15:00+05:30,24572.15,24668.28,BELOW_SMA,24550,CE,NIFTY_24550_CE_07_AUG_25.csv,2025-08-01T15:29:00+05:30,158.8,2025-08-04T09:16:00+05:30,179.2,24750,NIFTY_24750_CE_07_AUG_25.csv,2025-08-01T15:29:00+05:30,75.2,2025-08-04T09:16:00+05:30,83.3,-10595.00,100.00,-10695.00,
2025-08-04,TRADED,,2025-08-07,2025-08-05,2025-08-04T15:15:00+05:30,24726.9,24677.03,ABOVE_SMA,24750,PE,NIFTY_24750_PE_07_AUG_25.csv,2025-08-04T15:29:00+05:30,118.75,2025-08-05T09:16:00+05:30,128.2,24550,NIFTY_24550_PE_07_AUG_25.csv,2025-08-04T15:29:00+05:30,49.3,2025-08-05T09:16:00+05:30,50.3,-8092.50,100.00,-8192.50,
2025-08-05,TRADED,,2025-08-07,2025-08-06,2025-08-05T15:15:00+05:30,24649.5,24631.21,ABOVE_SMA,24650,PE,NIFTY_24650_PE_07_AUG_25.csv,2025-08-05T15:29:00+05:30,84.35,2025-08-06T09:16:00+05:30,88.55,24450,NIFTY_24450_PE_07_AUG_25.csv,2025-08-05T15:29:00+05:30,24.85,2025-08-06T09:16:00+05:30,25.75,-4745.00,100.00,-4845.00,
2025-08-06,TRADED,,2025-08-07,2025-08-07,2025-08-06T15:15:00+05:30,24569.6,24591.81,BELOW_SMA,24550,CE,NIFTY_24550_CE_07_AUG_25.csv,2025-08-06T15:29:00+05:30,88.9,2025-08-07T09:16:00+05:30,38.4,24750,NIFTY_24750_CE_07_AUG_25.csv,2025-08-06T15:29:00+05:30,20.4,2025-08-07T09:16:00+05:30,6.6,21255.00,100.00,21155.00,
2025-08-07,TRADED,,2025-08-14,2025-08-08,2025-08-07T15:15:00+05:30,24626.65,24457.54,ABOVE_SMA,24650,PE,NIFTY_24650_PE_14_AUG_25.csv,2025-08-07T15:29:00+05:30,124.9,2025-08-08T09:16:00+05:30,153.2,24450,NIFTY_24450_PE_14_AUG_25.csv,2025-08-07T15:29:00+05:30,56.3,2025-08-08T09:16:00+05:30,69.0,-12740.00,100.00,-12840.00,
2025-08-08,TRADED,,2025-08-14,2025-08-11,2025-08-08T15:15:00+05:30,24350.85,24433.97,BELOW_SMA,24350,CE,NIFTY_24350_CE_14_AUG_25.csv,2025-08-08T15:29:00+05:30,157.85,2025-08-11T09:16:00+05:30,140.5,24550,NIFTY_24550_CE_14_AUG_25.csv,2025-08-08T15:29:00+05:30,70.45,2025-08-11T09:16:00+05:30,59.35,1462.50,100.00,1362.50,
2025-08-11,TRADED,,2025-08-14,2025-08-12,2025-08-11T15:15:00+05:30,24562.15,24474.58,ABOVE_SMA,24550,PE,NIFTY_24550_PE_14_AUG_25.csv,2025-08-11T15:29:00+05:30,94.0,2025-08-12T09:16:00+05:30,90.75,24350,NIFTY_24350_PE_14_AUG_25.csv,2025-08-11T15:29:00+05:30,35.65,2025-08-12T09:16:00+05:30,30.75,-3672.50,100.00,-3772.50,
2025-08-12,TRADED,,2025-08-14,2025-08-13,2025-08-12T15:15:00+05:30,24485.85,24576.88,BELOW_SMA,24500,CE,NIFTY_24500_CE_14_AUG_25.csv,2025-08-12T15:29:00+05:30,82.0,2025-08-13T09:16:00+05:30,134.4,24700,NIFTY_24700_CE_14_AUG_25.csv,2025-08-12T15:29:00+05:30,20.55,2025-08-13T09:16:00+05:30,36.15,-26520.00,100.00,-26620.00,
2025-08-13,TRADED,,2025-08-14,2025-08-14,2025-08-13T15:15:00+05:30,24630.4,24603.25,ABOVE_SMA,24650,PE,NIFTY_24650_PE_14_AUG_25.csv,2025-08-13T15:29:00+05:30,59.2,2025-08-14T09:16:00+05:30,57.15,24450,NIFTY_24450_PE_14_AUG_25.csv,2025-08-13T15:29:00+05:30,11.4,2025-08-14T09:16:00+05:30,7.95,-3510.00,100.00,-3610.00,
2025-08-14,TRADED,,2025-08-21,2025-08-18,2025-08-14T15:15:00+05:30,24616.05,24639.56,BELOW_SMA,24600,CE,NIFTY_24600_CE_21_AUG_25.csv,2025-08-14T15:29:00+05:30,170.95,2025-08-18T09:16:00+05:30,383.45,24800,NIFTY_24800_CE_21_AUG_25.csv,2025-08-14T15:29:00+05:30,79.8,2025-08-18T09:16:00+05:30,226.9,-45110.00,100.00,-45210.00,
2025-08-18,TRADED,,2025-08-21,2025-08-19,2025-08-18T15:15:00+05:30,24884.05,24937.15,BELOW_SMA,24900,CE,NIFTY_24900_CE_21_AUG_25.csv,2025-08-18T15:29:00+05:30,127.95,2025-08-19T09:16:00+05:30,102.3,25100,NIFTY_25100_CE_21_AUG_25.csv,2025-08-18T15:29:00+05:30,45.85,2025-08-19T09:16:00+05:30,31.65,4842.50,100.00,4742.50,
2025-08-19,TRADED,,2025-08-21,2025-08-20,2025-08-19T15:15:00+05:30,24989.7,24953.05,ABOVE_SMA,25000,PE,NIFTY_25000_PE_21_AUG_25.csv,2025-08-19T15:29:00+05:30,72.7,2025-08-20T09:16:00+05:30,97.35,24800,NIFTY_24800_PE_21_AUG_25.csv,2025-08-19T15:29:00+05:30,18.55,2025-08-20T09:16:00+05:30,23.2,-15600.00,100.00,-15700.00,
2025-08-20,TRADED,,2025-08-21,2025-08-21,2025-08-20T15:15:00+05:30,25047.15,25030.09,ABOVE_SMA,25050,PE,NIFTY_25050_PE_21_AUG_25.csv,2025-08-20T15:29:00+05:30,55.15,2025-08-21T09:16:00+05:30,31.0,24850,NIFTY_24850_PE_21_AUG_25.csv,2025-08-20T15:29:00+05:30,11.45,2025-08-21T09:16:00+05:30,4.3,8450.00,100.00,8350.00,
2025-08-21,TRADED,,2025-08-28,2025-08-22,2025-08-21T15:15:00+05:30,25076.95,25108.29,BELOW_SMA,25100,CE,NIFTY_25100_CE_28_AUG_25.csv,2025-08-21T15:29:00+05:30,128.4,2025-08-22T09:16:00+05:30,95.15,25300,NIFTY_25300_CE_28_AUG_25.csv,2025-08-21T15:29:00+05:30,48.2,2025-08-22T09:16:00+05:30,32.25,8645.00,100.00,8545.00,
2025-08-22,TRADED,,2025-08-28,2025-08-25,2025-08-22T15:15:00+05:30,24869.45,24925.55,BELOW_SMA,24850,CE,NIFTY_24850_CE_28_AUG_25.csv,2025-08-22T15:29:00+05:30,141.0,2025-08-25T09:16:00+05:30,152.95,25050,NIFTY_25050_CE_28_AUG_25.csv,2025-08-22T15:29:00+05:30,56.4,2025-08-25T09:16:00+05:30,55.55,-10920.00,100.00,-11020.00,
2025-08-25,TRADED,,2025-08-28,2025-08-26,2025-08-25T15:15:00+05:30,24978.55,24966.02,ABOVE_SMA,25000,PE,NIFTY_25000_PE_28_AUG_25.csv,2025-08-25T15:29:00+05:30,76.85,2025-08-26T09:16:00+05:30,119.6,24800,NIFTY_24800_PE_28_AUG_25.csv,2025-08-25T15:29:00+05:30,19.65,2025-08-26T09:16:00+05:30,30.15,-23562.50,100.00,-23662.50,
2025-08-26,TRADED,,2025-08-28,2025-08-28,2025-08-26T15:15:00+05:30,24710.7,24786.84,BELOW_SMA,24700,CE,NIFTY_24700_CE_28_AUG_25.csv,2025-08-26T15:29:00+05:30,86.0,2025-08-28T09:16:00+05:30,24.55,24900,NIFTY_24900_CE_28_AUG_25.csv,2025-08-26T15:29:00+05:30,22.6,2025-08-28T09:16:00+05:30,5.45,26195.00,100.00,26095.00,
2025-08-28,TRADED,,2025-09-02,2025-08-29,2025-08-28T15:15:00+05:30,24533.1,24580.83,BELOW_SMA,24550,CE,NIFTY_24550_CE_02_SEP_25.csv,2025-08-28T15:29:00+05:30,114.5,2025-08-29T09:16:00+05:30,129.85,24750,NIFTY_24750_CE_02_SEP_25.csv,2025-08-28T15:29:00+05:30,39.95,2025-08-29T09:16:00+05:30,44.9,-9360.00,100.00,-9460.00,
2025-08-29,TRADED,,2025-09-02,2025-09-01,2025-08-29T15:15:00+05:30,24433.65,24509.28,BELOW_SMA,24450,CE,NIFTY_24450_CE_02_SEP_25.csv,2025-08-29T15:29:00+05:30,97.65,2025-09-01T09:16:00+05:30,136.35,24650,NIFTY_24650_CE_02_SEP_25.csv,2025-08-29T15:29:00+05:30,28.9,2025-09-01T09:16:00+05:30,36.3,-22945.00,100.00,-23045.00,
2025-09-01,TRADED,,2025-09-02,2025-09-02,2025-09-01T15:15:00+05:30,24624.3,24569.60,ABOVE_SMA,24600,PE,NIFTY_24600_PE_02_SEP_25.csv,2025-09-01T15:29:00+05:30,34.0,2025-09-02T09:16:00+05:30,18.4,24400,NIFTY_24400_PE_02_SEP_25.csv,2025-09-01T15:29:00+05:30,7.2,2025-09-02T09:16:00+05:30,2.65,4582.50,100.00,4482.50,
2025-09-02,TRADED,,2025-09-09,2025-09-03,2025-09-02T15:15:00+05:30,24575.0,24677.96,BELOW_SMA,24600,CE,NIFTY_24600_CE_09_SEP_25.csv,2025-09-02T15:29:00+05:30,136.25,2025-09-03T09:16:00+05:30,134.3,24800,NIFTY_24800_CE_09_SEP_25.csv,2025-09-02T15:29:00+05:30,55.75,2025-09-03T09:16:00+05:30,54.3,-2275.00,100.00,-2375.00,
2025-09-03,TRADED,,2025-09-09,2025-09-04,2025-09-03T15:15:00+05:30,24713.6,24620.43,ABOVE_SMA,24700,PE,NIFTY_24700_PE_09_SEP_25.csv,2025-09-03T15:29:00+05:30,94.05,2025-09-04T09:16:00+05:30,43.65,24500,NIFTY_24500_PE_09_SEP_25.csv,2025-09-03T15:29:00+05:30,37.85,2025-09-04T09:16:00+05:30,17.2,16737.50,100.00,16637.50,
2025-09-04,TRADED,,2025-09-09,2025-09-05,2025-09-04T15:15:00+05:30,24739.8,24807.21,BELOW_SMA,24750,CE,NIFTY_24750_CE_09_SEP_25.csv,2025-09-04T15:29:00+05:30,102.35,2025-09-05T09:16:00+05:30,127.25,24950,NIFTY_24950_CE_09_SEP_25.csv,2025-09-04T15:29:00+05:30,32.5,2025-09-05T09:16:00+05:30,38.5,-14885.00,100.00,-14985.00,
2025-09-05,TRADED,,2025-09-09,2025-09-08,2025-09-05T15:15:00+05:30,24743.95,24709.83,ABOVE_SMA,24750,PE,NIFTY_24750_PE_09_SEP_25.csv,2025-09-05T15:29:00+05:30,70.6,2025-09-08T09:16:00+05:30,42.2,24550,NIFTY_24550_PE_09_SEP_25.csv,2025-09-05T15:29:00+05:30,20.4,2025-09-08T09:16:00+05:30,11.15,9847.50,100.00,9747.50,
2025-09-08,TRADED,,2025-09-09,2025-09-09,2025-09-08T15:15:00+05:30,24791.2,24825.36,BELOW_SMA,24800,CE,NIFTY_24800_CE_09_SEP_25.csv,2025-09-08T15:29:00+05:30,59.2,2025-09-09T09:16:00+05:30,88.2,25000,NIFTY_25000_CE_09_SEP_25.csv,2025-09-08T15:29:00+05:30,8.3,2025-09-09T09:16:00+05:30,11.35,-19467.50,100.00,-19567.50,
2025-09-09,TRADED,,2025-09-16,2025-09-10,2025-09-09T15:15:00+05:30,24878.8,24850.16,ABOVE_SMA,24900,PE,NIFTY_24900_PE_16_SEP_25.csv,2025-09-09T15:29:00+05:30,120.45,2025-09-10T09:16:00+05:30,85.0,24700,NIFTY_24700_PE_16_SEP_25.csv,2025-09-09T15:29:00+05:30,51.75,2025-09-10T09:16:00+05:30,34.0,8905.00,100.00,8805.00,
2025-09-10,TRADED,,2025-09-16,2025-09-11,2025-09-10T15:15:00+05:30,24977.55,24981.44,BELOW_SMA,25000,CE,NIFTY_25000_CE_16_SEP_25.csv,2025-09-10T15:29:00+05:30,122.0,2025-09-11T09:16:00+05:30,105.2,25200,NIFTY_25200_CE_16_SEP_25.csv,2025-09-10T15:29:00+05:30,41.95,2025-09-11T09:16:00+05:30,33.2,2632.50,100.00,2532.50,
2025-09-11,TRADED,,2025-09-16,2025-09-12,2025-09-11T15:15:00+05:30,25008.1,24994.45,ABOVE_SMA,25000,PE,NIFTY_25000_PE_16_SEP_25.csv,2025-09-11T15:29:00+05:30,69.85,2025-09-12T09:16:00+05:30,44.4,24800,NIFTY_24800_PE_16_SEP_25.csv,2025-09-11T15:29:00+05:30,23.25,2025-09-12T09:16:00+05:30,12.7,7085.00,100.00,6985.00,
2025-09-12,TRADED,,2025-09-16,2025-09-15,2025-09-12T15:15:00+05:30,25107.7,25102.96,ABOVE_SMA,25100,PE,NIFTY_25100_PE_16_SEP_25.csv,2025-09-12T15:29:00+05:30,55.25,2025-09-15T09:16:00+05:30,53.05,24900,NIFTY_24900_PE_16_SEP_25.csv,2025-09-12T15:29:00+05:30,16.4,2025-09-15T09:16:00+05:30,11.05,-4647.50,100.00,-4747.50,
2025-09-15,TRADED,,2025-09-16,2025-09-16,2025-09-15T15:15:00+05:30,25069.7,25088.68,BELOW_SMA,25050,CE,NIFTY_25050_CE_16_SEP_25.csv,2025-09-15T15:29:00+05:30,77.25,2025-09-16T09:16:00+05:30,67.2,25250,NIFTY_25250_CE_16_SEP_25.csv,2025-09-15T15:29:00+05:30,7.85,2025-09-16T09:16:00+05:30,4.75,1917.50,100.00,1817.50,
2025-09-16,TRADED,,2025-09-23,2025-09-17,2025-09-16T15:15:00+05:30,25254.45,25179.79,ABOVE_SMA,25250,PE,NIFTY_25250_PE_23_SEP_25.csv,2025-09-16T15:29:00+05:30,95.3,2025-09-17T09:16:00+05:30,70.85,25050,NIFTY_25050_PE_23_SEP_25.csv,2025-09-16T15:29:00+05:30,40.5,2025-09-17T09:16:00+05:30,28.15,5265.00,100.00,5165.00,
2025-09-17,TRADED,,2025-09-23,2025-09-18,2025-09-17T15:15:00+05:30,25330.15,25323.42,ABOVE_SMA,25350,PE,NIFTY_25350_PE_23_SEP_25.csv,2025-09-17T15:29:00+05:30,92.85,2025-09-18T09:16:00+05:30,52.2,25150,NIFTY_25150_PE_23_SEP_25.csv,2025-09-17T15:29:00+05:30,35.95,2025-09-18T09:16:00+05:30,17.6,11895.00,100.00,11795.00,
2025-09-18,TRADED,,2025-09-23,2025-09-19,2025-09-18T15:15:00+05:30,25420.75,25400.86,ABOVE_SMA,25400,PE,NIFTY_25400_PE_23_SEP_25.csv,2025-09-18T15:29:00+05:30,51.6,2025-09-19T09:16:00+05:30,67.0,25200,NIFTY_25200_PE_23_SEP_25.csv,2025-09-18T15:29:00+05:30,15.3,2025-09-19T09:16:00+05:30,16.7,-11700.00,100.00,-11800.00,
2025-09-19,TRADED,,2025-09-23,2025-09-22,2025-09-19T15:15:00+05:30,25352.5,25326.67,ABOVE_SMA,25350,PE,NIFTY_25350_PE_23_SEP_25.csv,2025-09-19T15:29:00+05:30,53.0,2025-09-22T09:16:00+05:30,105.5,25150,NIFTY_25150_PE_23_SEP_25.csv,2025-09-19T15:29:00+05:30,12.65,2025-09-22T09:16:00+05:30,24.0,-29347.50,100.00,-29447.50,
2025-09-22,TRADED,,2025-09-23,2025-09-23,2025-09-22T15:15:00+05:30,25200.2,25276.56,BELOW_SMA,25200,CE,NIFTY_25200_CE_23_SEP_25.csv,2025-09-22T15:29:00+05:30,69.45,2025-09-23T09:16:00+05:30,72.2,25400,NIFTY_25400_CE_23_SEP_25.csv,2025-09-22T15:29:00+05:30,11.1,2025-09-23T09:16:00+05:30,7.9,-6467.50,100.00,-6567.50,
2025-09-23,SKIPPED,missing_entry_or_exit_timestamp,2025-09-30,2025-09-24,2025-09-23T15:15:00+05:30,25185.8,25164.55,ABOVE_SMA,25200,PE,NIFTY_25200_PE_30_SEP_25.csv,2025-09-23T15:29:00+05:30,,2025-09-24T09:16:00+05:30,,25000,NIFTY_25000_PE_30_SEP_25.csv,2025-09-23T15:29:00+05:30,,2025-09-24T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_25000_PE_30_SEP_25.csv missing entry timestamp 2025-09-23T15:29:00+05:30; NIFTY_25000_PE_30_SEP_25.csv missing exit timestamp 2025-09-24T09:16:00+05:30
2025-09-24,TRADED,,2025-09-30,2025-09-25,2025-09-24T15:15:00+05:30,25060.9,25086.07,BELOW_SMA,25050,CE,NIFTY_25050_CE_30_SEP_25.csv,2025-09-24T15:29:00+05:30,141.2,2025-09-25T09:16:00+05:30,98.65,25250,NIFTY_25250_CE_30_SEP_25.csv,2025-09-24T15:29:00+05:30,50.0,2025-09-25T09:16:00+05:30,31.2,12837.50,100.00,12737.50,
2025-09-25,TRADED,,2025-09-30,2025-09-26,2025-09-25T15:15:00+05:30,24904.55,24988.58,BELOW_SMA,24900,CE,NIFTY_24900_CE_30_SEP_25.csv,2025-09-25T15:29:00+05:30,132.05,2025-09-26T09:16:00+05:30,81.65,25100,NIFTY_25100_CE_30_SEP_25.csv,2025-09-25T15:29:00+05:30,43.8,2025-09-26T09:16:00+05:30,24.05,17322.50,100.00,17222.50,
2025-09-26,TRADED,,2025-09-30,2025-09-29,2025-09-26T15:15:00+05:30,24673.1,24739.79,BELOW_SMA,24650,CE,NIFTY_24650_CE_30_SEP_25.csv,2025-09-26T15:29:00+05:30,112.2,2025-09-29T09:16:00+05:30,144.5,24850,NIFTY_24850_CE_30_SEP_25.csv,2025-09-26T15:29:00+05:30,33.1,2025-09-29T09:16:00+05:30,36.9,-21125.00,100.00,-21225.00,
2025-09-29,TRADED,,2025-09-30,2025-09-30,2025-09-29T15:15:00+05:30,24677.55,24701.98,BELOW_SMA,24700,CE,NIFTY_24700_CE_30_SEP_25.csv,2025-09-29T15:29:00+05:30,47.6,2025-09-30T09:16:00+05:30,60.65,24900,NIFTY_24900_CE_30_SEP_25.csv,2025-09-29T15:29:00+05:30,8.9,2025-09-30T09:16:00+05:30,7.7,-11862.50,100.00,-11962.50,
2025-09-30,TRADED,,2025-10-07,2025-10-01,2025-09-30T15:15:00+05:30,24633.6,24642.45,BELOW_SMA,24650,CE,NIFTY_24650_CE_07_OCT_25.csv,2025-09-30T15:29:00+05:30,149.7,2025-10-01T09:16:00+05:30,131.7,24850,NIFTY_24850_CE_07_OCT_25.csv,2025-09-30T15:29:00+05:30,59.25,2025-10-01T09:16:00+05:30,50.5,3412.50,100.00,3312.50,
