entry_date,day_of_week,status,skip_reason,expiry_date,expiry_type,spot_entry_timestamp,spot_entry_open,atm_strike,lot_size,lots,quantity,ce_contract_file,ce_entry_open,ce_stop_price,ce_exit_timestamp,ce_exit_price,ce_exit_reason,ce_points_pnl,ce_gross_pnl,pe_contract_file,pe_entry_open,pe_stop_price,pe_exit_timestamp,pe_exit_price,pe_exit_reason,pe_points_pnl,pe_gross_pnl,gross_pnl,brokerage,net_pnl,remarks
2020-08-04,Tuesday,SKIPPED,missing_entry_candle,2020-08-27,current_month,2020-08-04T09:20:00+05:30,10965.1,10950,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-08-04T09:20:00+05:30 candle in: NIFTY_10950_CE_27_AUG_20.csv, NIFTY_10950_PE_27_AUG_20.csv"
2020-08-05,Wednesday,SKIPPED,missing_entry_candle,2020-08-27,current_month,2020-08-05T09:20:00+05:30,11186.0,11200,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-08-05T09:20:00+05:30 candle in: NIFTY_11200_CE_27_AUG_20.csv, NIFTY_11200_PE_27_AUG_20.csv"
2020-08-06,Thursday,SKIPPED,missing_entry_candle,2020-08-27,current_month,2020-08-06T09:20:00+05:30,11161.7,11150,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-08-06T09:20:00+05:30 candle in: NIFTY_11150_CE_27_AUG_20.csv, NIFTY_11150_PE_27_AUG_20.csv"
2020-08-07,Friday,SKIPPED,missing_entry_candle,2020-08-27,current_month,2020-08-07T09:20:00+05:30,11178.5,11200,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-08-07T09:20:00+05:30 candle in: NIFTY_11200_CE_27_AUG_20.csv, NIFTY_11200_PE_27_AUG_20.csv"
2020-08-10,Monday,SKIPPED,missing_entry_candle,2020-08-27,current_month,2020-08-10T09:20:00+05:30,11292.5,11300,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-08-10T09:20:00+05:30 candle in: NIFTY_11300_CE_27_AUG_20.csv, NIFTY_11300_PE_27_AUG_20.csv"
2020-08-11,Tuesday,SKIPPED,missing_entry_candle,2020-08-27,current_month,2020-08-11T09:20:00+05:30,11357.5,11350,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-08-11T09:20:00+05:30 candle in: NIFTY_11350_CE_27_AUG_20.csv, NIFTY_11350_PE_27_AUG_20.csv"
2020-08-12,Wednesday,SKIPPED,missing_entry_candle,2020-08-27,current_month,2020-08-12T09:20:00+05:30,11259.9,11250,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-08-12T09:20:00+05:30 candle in: NIFTY_11250_CE_27_AUG_20.csv, NIFTY_11250_PE_27_AUG_20.csv"
2020-08-13,Thursday,SKIPPED,missing_entry_candle,2020-08-27,current_month,2020-08-13T09:20:00+05:30,11352.5,11350,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-08-13T09:20:00+05:30 candle in: NIFTY_11350_CE_27_AUG_20.csv, NIFTY_11350_PE_27_AUG_20.csv"
2020-08-14,Friday,SKIPPED,missing_entry_candle,2020-08-27,current_month,2020-08-14T09:20:00+05:30,11351.3,11350,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-08-14T09:20:00+05:30 candle in: NIFTY_11350_CE_27_AUG_20.csv, NIFTY_11350_PE_27_AUG_20.csv"
2020-08-17,Monday,SKIPPED,missing_entry_candle,2020-08-27,current_month,2020-08-17T09:20:00+05:30,11221.5,11200,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-08-17T09:20:00+05:30 candle in: NIFTY_11200_CE_27_AUG_20.csv, NIFTY_11200_PE_27_AUG_20.csv"
2020-08-18,Tuesday,SKIPPED,missing_entry_candle,2020-08-27,current_month,2020-08-18T09:20:00+05:30,11294.8,11300,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-08-18T09:20:00+05:30 candle in: NIFTY_11300_CE_27_AUG_20.csv, NIFTY_11300_PE_27_AUG_20.csv"
2020-08-19,Wednesday,SKIPPED,missing_entry_candle,2020-08-27,current_month,2020-08-19T09:20:00+05:30,11450.1,11450,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-08-19T09:20:00+05:30 candle in: NIFTY_11450_CE_27_AUG_20.csv, NIFTY_11450_PE_27_AUG_20.csv"
2020-08-20,Thursday,SKIPPED,missing_entry_candle,2020-08-27,current_month,2020-08-20T09:20:00+05:30,11321.8,11300,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-08-20T09:20:00+05:30 candle in: NIFTY_11300_CE_27_AUG_20.csv, NIFTY_11300_PE_27_AUG_20.csv"
2020-08-21,Friday,TRADED,,2020-08-27,current_month,2020-08-21T09:20:00+05:30,11397.9,11400,75,4,300,NIFTY_11400_CE_27_AUG_20.csv,89.30,107.16,2020-08-21T15:20:00+05:30,76.80,day_close,11.50,3450.00,NIFTY_11400_PE_27_AUG_20.csv,99.45,119.34,2020-08-21T15:20:00+05:30,92.40,day_close,6.05,1815.00,5265.00,100.00,5165.00,
2020-08-24,Monday,SKIPPED,balance_check_failed,2020-08-27,current_month,2020-08-24T09:20:00+05:30,11436.9,11450,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,CE=63.60 PE=85.20 diff>20%
2020-08-25,Tuesday,TRADED,,2020-08-27,current_month,2020-08-25T09:20:00+05:30,11513.2,11500,75,4,300,NIFTY_11500_CE_27_AUG_20.csv,66.55,79.86,2020-08-25T15:20:00+05:30,43.70,day_close,21.85,6555.00,NIFTY_11500_PE_27_AUG_20.csv,60.00,72.00,2020-08-25T09:42:00+05:30,72.00,sl,-13.00,-3900.00,2655.00,100.00,2555.00,
2020-08-26,Wednesday,TRADED,,2020-08-27,current_month,2020-08-26T09:20:00+05:30,11501.5,11500,75,4,300,NIFTY_11500_CE_27_AUG_20.csv,45.75,54.90,2020-08-26T14:01:00+05:30,54.90,sl,-10.15,-3045.00,NIFTY_11500_PE_27_AUG_20.csv,57.15,68.58,2020-08-26T09:52:00+05:30,68.58,sl,-12.43,-3729.00,-6774.00,100.00,-6874.00,
2020-08-27,Thursday,SKIPPED,missing_entry_candle,2020-09-24,next_month,2020-08-27T09:20:00+05:30,11600.3,11600,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-08-27T09:20:00+05:30 candle in: NIFTY_11600_CE_24_SEP_20.csv, NIFTY_11600_PE_24_SEP_20.csv"
2020-08-28,Friday,SKIPPED,missing_entry_candle,2020-09-24,current_month,2020-08-28T09:20:00+05:30,11614.2,11600,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-08-28T09:20:00+05:30 candle in: NIFTY_11600_CE_24_SEP_20.csv, NIFTY_11600_PE_24_SEP_20.csv"
2020-08-31,Monday,SKIPPED,missing_entry_candle,2020-09-24,current_month,2020-08-31T09:20:00+05:30,11781.7,11800,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-08-31T09:20:00+05:30 candle in: NIFTY_11800_CE_24_SEP_20.csv, NIFTY_11800_PE_24_SEP_20.csv"
2020-09-01,Tuesday,SKIPPED,missing_entry_candle,2020-09-24,current_month,2020-09-01T09:20:00+05:30,11422.6,11400,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-09-01T09:20:00+05:30 candle in: NIFTY_11400_CE_24_SEP_20.csv, NIFTY_11400_PE_24_SEP_20.csv"
2020-09-02,Wednesday,SKIPPED,missing_entry_candle,2020-09-24,current_month,2020-09-02T09:20:00+05:30,11459.9,11450,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-09-02T09:20:00+05:30 candle in: NIFTY_11450_CE_24_SEP_20.csv, NIFTY_11450_PE_24_SEP_20.csv"
2020-09-03,Thursday,SKIPPED,missing_entry_candle,2020-09-24,current_month,2020-09-03T09:20:00+05:30,11562.5,11550,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-09-03T09:20:00+05:30 candle in: NIFTY_11550_CE_24_SEP_20.csv, NIFTY_11550_PE_24_SEP_20.csv"
2020-09-04,Friday,SKIPPED,missing_entry_candle,2020-09-24,current_month,2020-09-04T09:20:00+05:30,11351.0,11350,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-09-04T09:20:00+05:30 candle in: NIFTY_11350_CE_24_SEP_20.csv, NIFTY_11350_PE_24_SEP_20.csv"
2020-09-07,Monday,SKIPPED,missing_entry_candle,2020-09-24,current_month,2020-09-07T09:20:00+05:30,11361.5,11350,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-09-07T09:20:00+05:30 candle in: NIFTY_11350_CE_24_SEP_20.csv, NIFTY_11350_PE_24_SEP_20.csv"
2020-09-08,Tuesday,SKIPPED,missing_entry_candle,2020-09-24,current_month,2020-09-08T09:20:00+05:30,11348.2,11350,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-09-08T09:20:00+05:30 candle in: NIFTY_11350_CE_24_SEP_20.csv, NIFTY_11350_PE_24_SEP_20.csv"
2020-09-09,Wednesday,SKIPPED,missing_entry_candle,2020-09-24,current_month,2020-09-09T09:20:00+05:30,11241.0,11250,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-09-09T09:20:00+05:30 candle in: NIFTY_11250_CE_24_SEP_20.csv, NIFTY_11250_PE_24_SEP_20.csv"
2020-09-10,Thursday,SKIPPED,missing_entry_candle,2020-09-24,current_month,2020-09-10T09:20:00+05:30,11346.3,11350,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-09-10T09:20:00+05:30 candle in: NIFTY_11350_CE_24_SEP_20.csv, NIFTY_11350_PE_24_SEP_20.csv"
2020-09-11,Friday,SKIPPED,missing_entry_candle,2020-09-24,current_month,2020-09-11T09:20:00+05:30,11465.5,11450,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-09-11T09:20:00+05:30 candle in: NIFTY_11450_CE_24_SEP_20.csv, NIFTY_11450_PE_24_SEP_20.csv"
2020-09-14,Monday,SKIPPED,missing_entry_candle,2020-09-24,current_month,2020-09-14T09:20:00+05:30,11545.0,11550,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-09-14T09:20:00+05:30 candle in: NIFTY_11550_CE_24_SEP_20.csv, NIFTY_11550_PE_24_SEP_20.csv"
2020-09-15,Tuesday,SKIPPED,missing_entry_candle,2020-09-24,current_month,2020-09-15T09:20:00+05:30,11490.8,11500,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-09-15T09:20:00+05:30 candle in: NIFTY_11500_CE_24_SEP_20.csv, NIFTY_11500_PE_24_SEP_20.csv"
2020-09-16,Wednesday,SKIPPED,missing_entry_candle,2020-09-24,current_month,2020-09-16T09:20:00+05:30,11540.2,11550,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-09-16T09:20:00+05:30 candle in: NIFTY_11550_CE_24_SEP_20.csv, NIFTY_11550_PE_24_SEP_20.csv"
2020-09-17,Thursday,SKIPPED,missing_entry_candle,2020-09-24,current_month,2020-09-17T09:20:00+05:30,11557.4,11550,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-09-17T09:20:00+05:30 candle in: NIFTY_11550_CE_24_SEP_20.csv, NIFTY_11550_PE_24_SEP_20.csv"
2020-09-18,Friday,TRADED,,2020-09-24,current_month,2020-09-18T09:20:00+05:30,11566.7,11550,75,4,300,NIFTY_11550_CE_24_SEP_20.csv,108.40,130.08,2020-09-18T15:20:00+05:30,80.15,day_close,27.25,8175.00,NIFTY_11550_PE_24_SEP_20.csv,96.50,115.80,2020-09-18T14:22:00+05:30,115.80,sl,-20.30,-6090.00,2085.00,100.00,1985.00,
2020-09-21,Monday,TRADED,,2020-09-24,current_month,2020-09-21T09:20:00+05:30,11505.0,11500,75,4,300,NIFTY_11500_CE_24_SEP_20.csv,83.90,100.68,2020-09-21T15:20:00+05:30,20.40,day_close,62.50,18750.00,NIFTY_11500_PE_24_SEP_20.csv,88.55,106.26,2020-09-21T12:38:00+05:30,106.26,sl,-18.71,-5613.00,13137.00,100.00,13037.00,
2020-09-22,Tuesday,SKIPPED,balance_check_failed,2020-09-24,current_month,2020-09-22T09:20:00+05:30,11268.0,11250,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,CE=99.75 PE=75.25 diff>20%
2020-09-23,Wednesday,TRADED,,2020-09-24,current_month,2020-09-23T09:20:00+05:30,11251.3,11250,75,4,300,NIFTY_11250_CE_24_SEP_20.csv,50.50,60.60,2020-09-23T15:20:00+05:30,11.60,day_close,37.90,11370.00,NIFTY_11250_PE_24_SEP_20.csv,62.60,75.12,2020-09-23T09:24:00+05:30,75.12,sl,-13.52,-4056.00,7314.00,100.00,7214.00,
2020-09-24,Thursday,SKIPPED,missing_entry_candle,2020-10-29,next_month,2020-09-24T09:20:00+05:30,10988.1,11000,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-09-24T09:20:00+05:30 candle in: NIFTY_11000_CE_29_OCT_20.csv, NIFTY_11000_PE_29_OCT_20.csv"
2020-09-25,Friday,SKIPPED,missing_entry_candle,2020-10-29,current_month,2020-09-25T09:20:00+05:30,10922.0,10900,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-09-25T09:20:00+05:30 candle in: NIFTY_10900_CE_29_OCT_20.csv, NIFTY_10900_PE_29_OCT_20.csv"
2020-09-28,Monday,SKIPPED,missing_entry_candle,2020-10-29,current_month,2020-09-28T09:20:00+05:30,11113.9,11100,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-09-28T09:20:00+05:30 candle in: NIFTY_11100_CE_29_OCT_20.csv, NIFTY_11100_PE_29_OCT_20.csv"
2020-09-29,Tuesday,SKIPPED,missing_entry_candle,2020-10-29,current_month,2020-09-29T09:20:00+05:30,11298.6,11300,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-09-29T09:20:00+05:30 candle in: NIFTY_11300_CE_29_OCT_20.csv, NIFTY_11300_PE_29_OCT_20.csv"
2020-09-30,Wednesday,SKIPPED,missing_entry_candle,2020-10-29,current_month,2020-09-30T09:20:00+05:30,11226.7,11250,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-09-30T09:20:00+05:30 candle in: NIFTY_11250_CE_29_OCT_20.csv, NIFTY_11250_PE_29_OCT_20.csv"
2020-10-01,Thursday,SKIPPED,missing_entry_candle,2020-10-29,current_month,2020-10-01T09:20:00+05:30,11369.2,11350,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-10-01T09:20:00+05:30 candle in: NIFTY_11350_CE_29_OCT_20.csv, NIFTY_11350_PE_29_OCT_20.csv"
2020-10-05,Monday,SKIPPED,missing_entry_candle,2020-10-29,current_month,2020-10-05T09:20:00+05:30,11526.3,11550,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-10-05T09:20:00+05:30 candle in: NIFTY_11550_CE_29_OCT_20.csv, NIFTY_11550_PE_29_OCT_20.csv"
2020-10-06,Tuesday,SKIPPED,missing_entry_candle,2020-10-29,current_month,2020-10-06T09:20:00+05:30,11585.0,11600,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-10-06T09:20:00+05:30 candle in: NIFTY_11600_CE_29_OCT_20.csv, NIFTY_11600_PE_29_OCT_20.csv"
2020-10-07,Wednesday,SKIPPED,missing_entry_candle,2020-10-29,current_month,2020-10-07T09:20:00+05:30,11643.4,11650,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-10-07T09:20:00+05:30 candle in: NIFTY_11650_CE_29_OCT_20.csv, NIFTY_11650_PE_29_OCT_20.csv"
2020-10-08,Thursday,SKIPPED,missing_entry_candle,2020-10-29,current_month,2020-10-08T09:20:00+05:30,11842.9,11850,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-10-08T09:20:00+05:30 candle in: NIFTY_11850_CE_29_OCT_20.csv, NIFTY_11850_PE_29_OCT_20.csv"
2020-10-09,Friday,SKIPPED,missing_entry_candle,2020-10-29,current_month,2020-10-09T09:20:00+05:30,11863.3,11850,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-10-09T09:20:00+05:30 candle in: NIFTY_11850_CE_29_OCT_20.csv, NIFTY_11850_PE_29_OCT_20.csv"
2020-10-12,Monday,SKIPPED,missing_entry_candle,2020-10-29,current_month,2020-10-12T09:20:00+05:30,11996.5,12000,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-10-12T09:20:00+05:30 candle in: NIFTY_12000_CE_29_OCT_20.csv, NIFTY_12000_PE_29_OCT_20.csv"
2020-10-13,Tuesday,SKIPPED,missing_entry_candle,2020-10-29,current_month,2020-10-13T09:20:00+05:30,11920.2,11900,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-10-13T09:20:00+05:30 candle in: NIFTY_11900_CE_29_OCT_20.csv, NIFTY_11900_PE_29_OCT_20.csv"
2020-10-14,Wednesday,SKIPPED,missing_entry_candle,2020-10-29,current_month,2020-10-14T09:20:00+05:30,11909.5,11900,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-10-14T09:20:00+05:30 candle in: NIFTY_11900_CE_29_OCT_20.csv, NIFTY_11900_PE_29_OCT_20.csv"
2020-10-15,Thursday,SKIPPED,missing_entry_candle,2020-10-29,current_month,2020-10-15T09:20:00+05:30,11951.2,11950,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-10-15T09:20:00+05:30 candle in: NIFTY_11950_CE_29_OCT_20.csv, NIFTY_11950_PE_29_OCT_20.csv"
2020-10-16,Friday,SKIPPED,missing_entry_candle,2020-10-29,current_month,2020-10-16T09:20:00+05:30,11770.5,11750,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-10-16T09:20:00+05:30 candle in: NIFTY_11750_CE_29_OCT_20.csv, NIFTY_11750_PE_29_OCT_20.csv"
2020-10-19,Monday,SKIPPED,missing_entry_candle,2020-10-29,current_month,2020-10-19T09:20:00+05:30,11850.0,11850,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-10-19T09:20:00+05:30 candle in: NIFTY_11850_CE_29_OCT_20.csv, NIFTY_11850_PE_29_OCT_20.csv"
2020-10-20,Tuesday,SKIPPED,missing_entry_candle,2020-10-29,current_month,2020-10-20T09:20:00+05:30,11878.2,11900,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-10-20T09:20:00+05:30 candle in: NIFTY_11900_CE_29_OCT_20.csv, NIFTY_11900_PE_29_OCT_20.csv"
2020-10-21,Wednesday,SKIPPED,missing_entry_candle,2020-10-29,current_month,2020-10-21T09:20:00+05:30,11985.8,12000,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-10-21T09:20:00+05:30 candle in: NIFTY_12000_CE_29_OCT_20.csv, NIFTY_12000_PE_29_OCT_20.csv"
2020-10-22,Thursday,SKIPPED,missing_entry_candle,2020-10-29,current_month,2020-10-22T09:20:00+05:30,11934.0,11950,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-10-22T09:20:00+05:30 candle in: NIFTY_11950_CE_29_OCT_20.csv, NIFTY_11950_PE_29_OCT_20.csv"
2020-10-23,Friday,TRADED,,2020-10-29,current_month,2020-10-23T09:20:00+05:30,11967.6,11950,75,4,300,NIFTY_11950_CE_29_OCT_20.csv,120.25,144.30,2020-10-23T15:20:00+05:30,92.45,day_close,26.80,8040.00,NIFTY_11950_PE_29_OCT_20.csv,105.85,127.02,2020-10-23T11:46:00+05:30,127.02,sl,-22.17,-6651.00,1389.00,100.00,1289.00,
2020-10-26,Monday,TRADED,,2020-10-29,current_month,2020-10-26T09:20:00+05:30,11890.9,11900,75,4,300,NIFTY_11900_CE_29_OCT_20.csv,91.00,109.20,2020-10-26T15:20:00+05:30,49.40,day_close,40.60,12180.00,NIFTY_11900_PE_29_OCT_20.csv,107.00,128.40,2020-10-26T11:24:00+05:30,128.40,sl,-22.40,-6720.00,5460.00,100.00,5360.00,
2020-10-27,Tuesday,SKIPPED,balance_check_failed,2020-10-29,current_month,2020-10-27T09:20:00+05:30,11789.5,11800,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,CE=80.70 PE=103.20 diff>20%
2020-10-28,Wednesday,SKIPPED,balance_check_failed,2020-10-29,current_month,2020-10-28T09:20:00+05:30,11875.8,11900,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,CE=56.70 PE=92.75 diff>20%
2020-10-29,Thursday,SKIPPED,missing_entry_candle,2020-11-26,next_month,2020-10-29T09:20:00+05:30,11616.0,11600,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-10-29T09:20:00+05:30 candle in: NIFTY_11600_CE_26_NOV_20.csv, NIFTY_11600_PE_26_NOV_20.csv"
2020-10-30,Friday,SKIPPED,missing_entry_candle,2020-11-26,current_month,2020-10-30T09:20:00+05:30,11684.3,11700,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-10-30T09:20:00+05:30 candle in: NIFTY_11700_CE_26_NOV_20.csv, NIFTY_11700_PE_26_NOV_20.csv"
2020-11-02,Monday,SKIPPED,missing_entry_candle,2020-11-26,current_month,2020-11-02T09:20:00+05:30,11638.2,11650,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-11-02T09:20:00+05:30 candle in: NIFTY_11650_CE_26_NOV_20.csv, NIFTY_11650_PE_26_NOV_20.csv"
2020-11-03,Tuesday,SKIPPED,missing_entry_candle,2020-11-26,current_month,2020-11-03T09:20:00+05:30,11753.8,11750,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-11-03T09:20:00+05:30 candle in: NIFTY_11750_CE_26_NOV_20.csv, NIFTY_11750_PE_26_NOV_20.csv"
2020-11-04,Wednesday,SKIPPED,missing_entry_candle,2020-11-26,current_month,2020-11-04T09:20:00+05:30,11861.1,11850,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-11-04T09:20:00+05:30 candle in: NIFTY_11850_CE_26_NOV_20.csv, NIFTY_11850_PE_26_NOV_20.csv"
2020-11-05,Thursday,SKIPPED,missing_entry_candle,2020-11-26,current_month,2020-11-05T09:20:00+05:30,12052.6,12050,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-11-05T09:20:00+05:30 candle in: NIFTY_12050_CE_26_NOV_20.csv, NIFTY_12050_PE_26_NOV_20.csv"
2020-11-06,Friday,SKIPPED,missing_entry_candle,2020-11-26,current_month,2020-11-06T09:20:00+05:30,12152.2,12150,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-11-06T09:20:00+05:30 candle in: NIFTY_12150_CE_26_NOV_20.csv, NIFTY_12150_PE_26_NOV_20.csv"
2020-11-09,Monday,SKIPPED,missing_entry_candle,2020-11-26,current_month,2020-11-09T09:20:00+05:30,12409.6,12400,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-11-09T09:20:00+05:30 candle in: NIFTY_12400_CE_26_NOV_20.csv, NIFTY_12400_PE_26_NOV_20.csv"
2020-11-10,Tuesday,SKIPPED,missing_entry_candle,2020-11-26,current_month,2020-11-10T09:20:00+05:30,12513.0,12500,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-11-10T09:20:00+05:30 candle in: NIFTY_12500_CE_26_NOV_20.csv, NIFTY_12500_PE_26_NOV_20.csv"
2020-11-11,Wednesday,SKIPPED,missing_entry_candle,2020-11-26,current_month,2020-11-11T09:20:00+05:30,12699.7,12700,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-11-11T09:20:00+05:30 candle in: NIFTY_12700_CE_26_NOV_20.csv, NIFTY_12700_PE_26_NOV_20.csv"
2020-11-12,Thursday,SKIPPED,missing_entry_candle,2020-11-26,current_month,2020-11-12T09:20:00+05:30,12722.8,12700,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-11-12T09:20:00+05:30 candle in: NIFTY_12700_CE_26_NOV_20.csv, NIFTY_12700_PE_26_NOV_20.csv"
2020-11-13,Friday,SKIPPED,missing_entry_candle,2020-11-26,current_month,2020-11-13T09:20:00+05:30,12634.8,12650,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-11-13T09:20:00+05:30 candle in: NIFTY_12650_CE_26_NOV_20.csv, NIFTY_12650_PE_26_NOV_20.csv"
2020-11-17,Tuesday,SKIPPED,missing_entry_candle,2020-11-26,current_month,2020-11-17T09:20:00+05:30,12874.1,12850,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-11-17T09:20:00+05:30 candle in: NIFTY_12850_CE_26_NOV_20.csv, NIFTY_12850_PE_26_NOV_20.csv"
2020-11-18,Wednesday,SKIPPED,missing_entry_candle,2020-11-26,current_month,2020-11-18T09:20:00+05:30,12893.4,12900,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-11-18T09:20:00+05:30 candle in: NIFTY_12900_CE_26_NOV_20.csv, NIFTY_12900_PE_26_NOV_20.csv"
2020-11-19,Thursday,SKIPPED,missing_entry_candle,2020-11-26,current_month,2020-11-19T09:20:00+05:30,12889.7,12900,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2020-11-19T09:20:00+05:30 candle in: NIFTY_12900_CE_26_NOV_20.csv, NIFTY_12900_PE_26_NOV_20.csv"
