entry_date,status,skip_reason,expiry_date,next_trading_day,spot_signal_timestamp,spot_signal_close,spot_sma_25,spot_signal_relation,atm_strike,bought_side,sold_side,bought_contract_name,bought_option_entry_timestamp,bought_option_entry_open,bought_option_exit_timestamp,bought_option_exit_open,sold_contract_name,sold_option_entry_timestamp,sold_option_entry_open,sold_option_exit_timestamp,sold_option_exit_open,bought_gross_pnl,sold_gross_pnl,gross_pnl,brokerage,net_pnl,remarks
2025-03-26,TRADED,,2025-03-27,2025-03-27,2025-03-26T15:15:00+05:30,23464.3,23597.70,BELOW_SMA,23450,PE,CE,NIFTY_23450_PE_27_MAR_25.csv,2025-03-26T15:29:00+05:30,53.4,2025-03-27T09:16:00+05:30,61.5,NIFTY_23450_CE_27_MAR_25.csv,2025-03-26T15:29:00+05:30,112.3,2025-03-27T09:16:00+05:30,70.0,793.00,5239.00,6032.00,100.00,5932.00,
2025-03-27,TRADED,,2025-04-03,2025-03-28,2025-03-27T15:15:00+05:30,23601.05,23593.97,ABOVE_SMA,23600,CE,PE,NIFTY_23600_CE_03_APR_25.csv,2025-03-27T15:29:00+05:30,208.5,2025-03-28T09:16:00+05:30,188.7,NIFTY_23600_PE_03_APR_25.csv,2025-03-27T15:29:00+05:30,120.35,2025-03-28T09:16:00+05:30,135.0,-2834.00,-2164.50,-4998.50,100.00,-5098.50,
2025-03-28,TRADED,,2025-04-03,2025-04-01,2025-03-28T15:15:00+05:30,23495.15,23547.31,BELOW_SMA,23500,PE,CE,NIFTY_23500_PE_03_APR_25.csv,2025-03-28T15:29:00+05:30,102.75,2025-04-01T09:16:00+05:30,145.5,NIFTY_23500_CE_03_APR_25.csv,2025-03-28T15:29:00+05:30,130.5,2025-04-01T09:16:00+05:30,79.15,5297.50,6415.50,11713.00,100.00,11613.00,
2025-04-01,TRADED,,2025-04-03,2025-04-02,2025-04-01T15:15:00+05:30,23179.7,23249.91,BELOW_SMA,23200,PE,CE,NIFTY_23200_PE_03_APR_25.csv,2025-04-01T15:29:00+05:30,101.5,2025-04-02T09:16:00+05:30,86.55,NIFTY_23200_CE_03_APR_25.csv,2025-04-01T15:29:00+05:30,106.4,2025-04-02T09:16:00+05:30,108.6,-2203.50,-546.00,-2749.50,100.00,-2849.50,
2025-04-02,TRADED,,2025-04-03,2025-04-03,2025-04-02T15:15:00+05:30,23330.8,23278.42,ABOVE_SMA,23350,CE,PE,NIFTY_23350_CE_03_APR_25.csv,2025-04-02T15:29:00+05:30,57.5,2025-04-03T09:16:00+05:30,7.85,NIFTY_23350_PE_03_APR_25.csv,2025-04-02T15:29:00+05:30,93.95,2025-04-03T09:16:00+05:30,181.5,-6714.50,-11641.50,-18356.00,100.00,-18456.00,
2025-04-03,TRADED,,2025-04-09,2025-04-04,2025-04-03T15:15:00+05:30,23241.6,23265.57,BELOW_SMA,23250,PE,CE,NIFTY_23250_PE_09_APR_25.csv,2025-04-03T15:29:00+05:30,162.8,2025-04-04T09:16:00+05:30,244.9,NIFTY_23250_CE_09_APR_25.csv,2025-04-03T15:29:00+05:30,155.05,2025-04-04T09:16:00+05:30,99.05,10413.00,7020.00,17433.00,100.00,17333.00,
2025-04-04,TRADED,,2025-04-09,2025-04-07,2025-04-04T15:15:00+05:30,22912.05,22953.71,BELOW_SMA,22900,PE,CE,NIFTY_22900_PE_09_APR_25.csv,2025-04-04T15:29:00+05:30,121.9,2025-04-07T09:16:00+05:30,686.7,NIFTY_22900_CE_09_APR_25.csv,2025-04-04T15:29:00+05:30,116.0,2025-04-07T09:16:00+05:30,20.95,73164.00,12096.50,85260.50,100.00,85160.50,
2025-04-07,TRADED,,2025-04-09,2025-04-08,2025-04-07T15:15:00+05:30,22238.0,21984.42,ABOVE_SMA,22250,CE,PE,NIFTY_22250_CE_09_APR_25.csv,2025-04-07T15:29:00+05:30,303.85,2025-04-08T09:16:00+05:30,412.5,NIFTY_22250_PE_09_APR_25.csv,2025-04-07T15:29:00+05:30,288.8,2025-04-08T09:16:00+05:30,100.45,13864.50,24225.50,38090.00,100.00,37990.00,
2025-04-08,TRADED,,2025-04-09,2025-04-09,2025-04-08T15:15:00+05:30,22547.2,22516.34,ABOVE_SMA,22550,CE,PE,NIFTY_22550_CE_09_APR_25.csv,2025-04-08T15:29:00+05:30,188.3,2025-04-09T09:16:00+05:30,78.65,NIFTY_22550_PE_09_APR_25.csv,2025-04-08T15:29:00+05:30,165.4,2025-04-09T09:16:00+05:30,233.8,-14514.50,-9152.00,-23666.50,100.00,-23766.50,
2025-04-09,TRADED,,2025-04-17,2025-04-11,2025-04-09T15:15:00+05:30,22420.4,22408.67,ABOVE_SMA,22400,CE,PE,NIFTY_22400_CE_17_APR_25.csv,2025-04-09T15:29:00+05:30,334.15,2025-04-11T09:16:00+05:30,502.0,NIFTY_22400_PE_17_APR_25.csv,2025-04-09T15:29:00+05:30,278.0,2025-04-11T09:16:00+05:30,113.45,21560.50,21131.50,42692.00,100.00,42592.00,
2025-04-11,TRADED,,2025-04-17,2025-04-15,2025-04-11T15:15:00+05:30,22844.5,22841.92,ABOVE_SMA,22850,CE,PE,NIFTY_22850_CE_17_APR_25.csv,2025-04-11T15:29:00+05:30,259.75,2025-04-15T09:16:00+05:30,483.95,NIFTY_22850_PE_17_APR_25.csv,2025-04-11T15:29:00+05:30,231.95,2025-04-15T09:16:00+05:30,39.9,28886.00,24706.50,53592.50,100.00,53492.50,
2025-04-15,TRADED,,2025-04-17,2025-04-16,2025-04-15T15:15:00+05:30,23344.1,23319.80,ABOVE_SMA,23350,CE,PE,NIFTY_23350_CE_17_APR_25.csv,2025-04-15T15:29:00+05:30,85.95,2025-04-16T09:16:00+05:30,34.9,NIFTY_23350_PE_17_APR_25.csv,2025-04-15T15:29:00+05:30,109.9,2025-04-16T09:16:00+05:30,125.55,-6896.50,-2294.50,-9191.00,100.00,-9291.00,
2025-04-16,TRADED,,2025-04-17,2025-04-17,2025-04-16T15:15:00+05:30,23433.3,23355.16,ABOVE_SMA,23450,CE,PE,NIFTY_23450_CE_17_APR_25.csv,2025-04-16T15:29:00+05:30,56.95,2025-04-17T09:16:00+05:30,20.8,NIFTY_23450_PE_17_APR_25.csv,2025-04-16T15:29:00+05:30,112.5,2025-04-17T09:16:00+05:30,109.3,-4959.50,156.00,-4803.50,100.00,-4903.50,
2025-04-17,TRADED,,2025-04-24,2025-04-21,2025-04-17T15:15:00+05:30,23837.75,23636.06,ABOVE_SMA,23850,CE,PE,NIFTY_23850_CE_24_APR_25.csv,2025-04-17T15:29:00+05:30,191.65,2025-04-21T09:16:00+05:30,226.9,NIFTY_23850_PE_24_APR_25.csv,2025-04-17T15:29:00+05:30,193.65,2025-04-21T09:16:00+05:30,114.6,4322.50,10016.50,14339.00,100.00,14239.00,
2025-04-21,TRADED,,2025-04-24,2025-04-22,2025-04-21T15:15:00+05:30,24121.2,24112.33,ABOVE_SMA,24100,CE,PE,NIFTY_24100_CE_24_APR_25.csv,2025-04-21T15:29:00+05:30,133.3,2025-04-22T09:16:00+05:30,126.3,NIFTY_24100_PE_24_APR_25.csv,2025-04-21T15:29:00+05:30,98.9,2025-04-22T09:16:00+05:30,90.4,-1170.00,845.00,-325.00,100.00,-425.00,
2025-04-22,TRADED,,2025-04-24,2025-04-23,2025-04-22T15:15:00+05:30,24134.05,24187.02,BELOW_SMA,24150,PE,CE,NIFTY_24150_PE_24_APR_25.csv,2025-04-22T15:29:00+05:30,86.0,2025-04-23T09:16:00+05:30,36.54,NIFTY_24150_CE_24_APR_25.csv,2025-04-22T15:29:00+05:30,102.75,2025-04-23T09:16:00+05:30,170.8,-6689.80,-9106.50,-15796.30,100.00,-15896.30,
2025-04-23,TRADED,,2025-04-24,2025-04-24,2025-04-23T15:15:00+05:30,24300.85,24254.51,ABOVE_SMA,24300,CE,PE,NIFTY_24300_CE_24_APR_25.csv,2025-04-23T15:29:00+05:30,64.34,2025-04-24T09:16:00+05:30,30.75,NIFTY_24300_PE_24_APR_25.csv,2025-04-23T15:29:00+05:30,59.6,2025-04-24T09:16:00+05:30,60.6,-4626.70,-390.00,-5016.70,100.00,-5116.70,
2025-04-24,TRADED,,2025-04-30,2025-04-25,2025-04-24T15:15:00+05:30,24245.05,24260.66,BELOW_SMA,24250,PE,CE,NIFTY_24250_PE_30_APR_25.csv,2025-04-24T15:29:00+05:30,184.5,2025-04-25T09:16:00+05:30,132.0,NIFTY_24250_CE_30_APR_25.csv,2025-04-24T15:29:00+05:30,205.35,2025-04-25T09:16:00+05:30,250.15,-7085.00,-6084.00,-13169.00,100.00,-13269.00,
2025-04-25,TRADED,,2025-04-30,2025-04-28,2025-04-25T15:15:00+05:30,23991.65,24025.77,BELOW_SMA,24000,PE,CE,NIFTY_24000_PE_30_APR_25.csv,2025-04-25T15:29:00+05:30,165.85,2025-04-28T09:16:00+05:30,94.05,NIFTY_24000_CE_30_APR_25.csv,2025-04-25T15:29:00+05:30,171.4,2025-04-28T09:16:00+05:30,217.8,-9594.00,-6292.00,-15886.00,100.00,-15986.00,
2025-04-28,TRADED,,2025-04-30,2025-04-29,2025-04-28T15:15:00+05:30,24312.9,24285.76,ABOVE_SMA,24300,CE,PE,NIFTY_24300_CE_30_APR_25.csv,2025-04-28T15:29:00+05:30,127.85,2025-04-29T09:16:00+05:30,163.15,NIFTY_24300_PE_30_APR_25.csv,2025-04-28T15:29:00+05:30,81.09,2025-04-29T09:16:00+05:30,41.35,4329.00,4906.20,9235.20,100.00,9135.20,
2025-04-29,TRADED,,2025-04-30,2025-04-30,2025-04-29T15:15:00+05:30,24325.45,24345.77,BELOW_SMA,24350,PE,CE,NIFTY_24350_PE_30_APR_25.csv,2025-04-29T15:29:00+05:30,70.75,2025-04-30T09:16:00+05:30,95.35,NIFTY_24350_CE_30_APR_25.csv,2025-04-29T15:29:00+05:30,39.15,2025-04-30T09:16:00+05:30,16.5,2938.00,2684.50,5622.50,100.00,5522.50,
2025-04-30,TRADED,,2025-05-08,2025-05-02,2025-04-30T15:15:00+05:30,24246.25,24338.16,BELOW_SMA,24250,PE,CE,NIFTY_24250_PE_08_MAY_25.csv,2025-04-30T15:29:00+05:30,218.85,2025-05-02T09:16:00+05:30,134.4,NIFTY_24250_CE_08_MAY_25.csv,2025-04-30T15:29:00+05:30,274.2,2025-05-02T09:16:00+05:30,336.8,-11238.50,-8398.00,-19636.50,100.00,-19736.50,
2025-05-02,TRADED,,2025-05-08,2025-05-05,2025-05-02T15:15:00+05:30,24313.65,24389.81,BELOW_SMA,24300,PE,CE,NIFTY_24300_PE_08_MAY_25.csv,2025-05-02T15:29:00+05:30,160.55,2025-05-05T09:16:00+05:30,87.4,NIFTY_24300_CE_08_MAY_25.csv,2025-05-02T15:29:00+05:30,168.8,2025-05-05T09:16:00+05:30,225.15,-9769.50,-7585.50,-17355.00,100.00,-17455.00,
2025-05-05,TRADED,,2025-05-08,2025-05-06,2025-05-05T15:15:00+05:30,24459.5,24467.32,BELOW_SMA,24450,PE,CE,NIFTY_24450_PE_08_MAY_25.csv,2025-05-05T15:29:00+05:30,89.55,2025-05-06T09:16:00+05:30,88.5,NIFTY_24450_CE_08_MAY_25.csv,2025-05-05T15:29:00+05:30,109.05,2025-05-06T09:16:00+05:30,101.45,-396.50,728.00,331.50,100.00,231.50,
2025-05-06,TRADED,,2025-05-08,2025-05-07,2025-05-06T15:15:00+05:30,24335.9,24388.45,BELOW_SMA,24350,PE,CE,NIFTY_24350_PE_08_MAY_25.csv,2025-05-06T15:29:00+05:30,86.0,2025-05-07T09:16:00+05:30,94.35,NIFTY_24350_CE_08_MAY_25.csv,2025-05-06T15:29:00+05:30,73.9,2025-05-07T09:16:00+05:30,88.95,825.50,-2216.50,-1391.00,100.00,-1491.00,
2025-05-07,TRADED,,2025-05-08,2025-05-08,2025-05-07T15:15:00+05:30,24409.3,24378.63,ABOVE_SMA,24400,CE,PE,NIFTY_24400_CE_08_MAY_25.csv,2025-05-07T15:29:00+05:30,43.75,2025-05-08T09:16:00+05:30,41.8,NIFTY_24400_PE_08_MAY_25.csv,2025-05-07T15:29:00+05:30,66.34,2025-05-08T09:16:00+05:30,29.25,-513.50,4561.70,4048.20,100.00,3948.20,
2025-05-08,TRADED,,2025-05-15,2025-05-09,2025-05-08T15:15:00+05:30,24154.1,24365.21,BELOW_SMA,24150,PE,CE,NIFTY_24150_PE_15_MAY_25.csv,2025-05-08T15:29:00+05:30,283.64,2025-05-09T09:16:00+05:30,300.85,NIFTY_24150_CE_15_MAY_25.csv,2025-05-08T15:29:00+05:30,272.45,2025-05-09T09:16:00+05:30,248.35,1977.30,2873.00,4850.30,100.00,4750.30,
2025-05-09,TRADED,,2025-05-15,2025-05-12,2025-05-09T15:15:00+05:30,24038.65,24023.40,ABOVE_SMA,24050,CE,PE,NIFTY_24050_CE_15_MAY_25.csv,2025-05-09T15:29:00+05:30,209.65,2025-05-12T09:16:00+05:30,497.05,NIFTY_24050_PE_15_MAY_25.csv,2025-05-09T15:29:00+05:30,246.1,2025-05-12T09:16:00+05:30,22.9,37102.00,28756.00,65858.00,100.00,65758.00,
2025-05-12,TRADED,,2025-05-15,2025-05-13,2025-05-12T15:15:00+05:30,24920.25,24769.59,ABOVE_SMA,24900,CE,PE,NIFTY_24900_CE_15_MAY_25.csv,2025-05-12T15:29:00+05:30,235.45,2025-05-13T09:16:00+05:30,218.4,NIFTY_24900_PE_15_MAY_25.csv,2025-05-12T15:29:00+05:30,176.3,2025-05-13T09:16:00+05:30,161.5,-2476.50,1664.00,-812.50,100.00,-912.50,
2025-05-13,TRADED,,2025-05-15,2025-05-14,2025-05-13T15:15:00+05:30,24593.65,24671.45,BELOW_SMA,24600,PE,CE,NIFTY_24600_PE_15_MAY_25.csv,2025-05-13T15:29:00+05:30,161.4,2025-05-14T09:16:00+05:30,135.15,NIFTY_24600_CE_15_MAY_25.csv,2025-05-13T15:29:00+05:30,128.94,2025-05-14T09:16:00+05:30,115.0,-3672.50,1552.20,-2120.30,100.00,-2220.30,
2025-05-14,TRADED,,2025-05-15,2025-05-15,2025-05-14T15:15:00+05:30,24685.75,24671.97,ABOVE_SMA,24700,CE,PE,NIFTY_24700_CE_15_MAY_25.csv,2025-05-14T15:29:00+05:30,70.84,2025-05-15T09:16:00+05:30,42.6,NIFTY_24700_PE_15_MAY_25.csv,2025-05-14T15:29:00+05:30,111.65,2025-05-15T09:16:00+05:30,104.25,-3931.20,702.00,-3229.20,100.00,-3329.20,
2025-05-15,TRADED,,2025-05-22,2025-05-16,2025-05-15T15:15:00+05:30,25035.3,24792.60,ABOVE_SMA,25050,CE,PE,NIFTY_25050_CE_22_MAY_25.csv,2025-05-15T15:29:00+05:30,190.4,2025-05-16T09:16:00+05:30,189.5,NIFTY_25050_PE_22_MAY_25.csv,2025-05-15T15:29:00+05:30,199.0,2025-05-16T09:16:00+05:30,205.65,-377.00,-1124.50,-1501.50,100.00,-1601.50,
2025-05-16,TRADED,,2025-05-22,2025-05-19,2025-05-16T15:15:00+05:30,25013.1,25001.58,ABOVE_SMA,25000,CE,PE,NIFTY_25000_CE_22_MAY_25.csv,2025-05-16T15:29:00+05:30,195.0,2025-05-19T09:16:00+05:30,163.35,NIFTY_25000_PE_22_MAY_25.csv,2025-05-16T15:29:00+05:30,164.1,2025-05-19T09:16:00+05:30,179.5,-4374.50,-2262.00,-6636.50,100.00,-6736.50,
2025-05-19,TRADED,,2025-05-22,2025-05-20,2025-05-19T15:15:00+05:30,24935.35,24991.10,BELOW_SMA,24950,PE,CE,NIFTY_24950_PE_22_MAY_25.csv,2025-05-19T15:29:00+05:30,163.6,2025-05-20T09:16:00+05:30,114.35,NIFTY_24950_CE_22_MAY_25.csv,2025-05-19T15:29:00+05:30,142.5,2025-05-20T09:16:00+05:30,162.3,-6662.50,-2834.00,-9496.50,100.00,-9596.50,
2025-05-20,TRADED,,2025-05-22,2025-05-21,2025-05-20T15:15:00+05:30,24713.85,24824.80,BELOW_SMA,24700,PE,CE,NIFTY_24700_PE_22_MAY_25.csv,2025-05-20T15:29:00+05:30,95.8,2025-05-21T09:16:00+05:30,85.05,NIFTY_24700_CE_22_MAY_25.csv,2025-05-20T15:29:00+05:30,135.44,2025-05-21T09:16:00+05:30,130.9,-1657.50,330.20,-1327.30,100.00,-1427.30,
2025-05-21,TRADED,,2025-05-22,2025-05-22,2025-05-21T15:15:00+05:30,24800.95,24814.12,BELOW_SMA,24800,PE,CE,NIFTY_24800_PE_22_MAY_25.csv,2025-05-21T15:29:00+05:30,123.75,2025-05-22T09:16:00+05:30,173.95,NIFTY_24800_CE_22_MAY_25.csv,2025-05-21T15:29:00+05:30,96.8,2025-05-22T09:16:00+05:30,56.0,6266.00,5044.00,11310.00,100.00,11210.00,
2025-05-22,TRADED,,2025-05-29,2025-05-23,2025-05-22T15:15:00+05:30,24637.0,24573.45,ABOVE_SMA,24650,CE,PE,NIFTY_24650_CE_29_MAY_25.csv,2025-05-22T15:29:00+05:30,210.95,2025-05-23T09:16:00+05:30,203.75,NIFTY_24650_PE_29_MAY_25.csv,2025-05-22T15:29:00+05:30,191.0,2025-05-23T09:16:00+05:30,188.0,-1196.00,130.00,-1066.00,100.00,-1166.00,
2025-05-23,TRADED,,2025-05-29,2025-05-26,2025-05-23T15:15:00+05:30,24845.15,24844.74,ABOVE_SMA,24850,CE,PE,NIFTY_24850_CE_29_MAY_25.csv,2025-05-23T15:29:00+05:30,219.8,2025-05-26T09:16:00+05:30,297.64,NIFTY_24850_PE_29_MAY_25.csv,2025-05-23T15:29:00+05:30,190.15,2025-05-26T09:16:00+05:30,129.0,9859.20,7689.50,17548.70,100.00,17448.70,
2025-05-26,TRADED,,2025-05-29,2025-05-27,2025-05-26T15:15:00+05:30,24996.35,24995.95,ABOVE_SMA,25000,CE,PE,NIFTY_25000_CE_29_MAY_25.csv,2025-05-26T15:29:00+05:30,223.0,2025-05-27T09:16:00+05:30,189.85,NIFTY_25000_PE_29_MAY_25.csv,2025-05-26T15:29:00+05:30,188.7,2025-05-27T09:16:00+05:30,234.3,-4569.50,-6188.00,-10757.50,100.00,-10857.50,
2025-05-27,TRADED,,2025-05-29,2025-05-28,2025-05-27T15:15:00+05:30,24837.7,24831.57,ABOVE_SMA,24850,CE,PE,NIFTY_24850_CE_29_MAY_25.csv,2025-05-27T15:29:00+05:30,189.2,2025-05-28T09:16:00+05:30,190.0,NIFTY_24850_PE_29_MAY_25.csv,2025-05-27T15:29:00+05:30,175.65,2025-05-28T09:16:00+05:30,205.0,-156.00,-4075.50,-4231.50,100.00,-4331.50,
2025-05-28,TRADED,,2025-05-29,2025-05-29,2025-05-28T15:15:00+05:30,24757.15,24773.97,BELOW_SMA,24750,PE,CE,NIFTY_24750_PE_29_MAY_25.csv,2025-05-28T15:29:00+05:30,104.4,2025-05-29T09:16:00+05:30,29.8,NIFTY_24750_CE_29_MAY_25.csv,2025-05-28T15:29:00+05:30,110.0,2025-05-29T09:16:00+05:30,177.8,-9958.00,-9074.00,-19032.00,100.00,-19132.00,
2025-05-29,TRADED,,2025-06-05,2025-05-30,2025-05-29T15:15:00+05:30,24880.85,24763.44,ABOVE_SMA,24900,CE,PE,NIFTY_24900_CE_05_JUN_25.csv,2025-05-29T15:29:00+05:30,195.4,2025-05-30T09:16:00+05:30,172.15,NIFTY_24900_PE_05_JUN_25.csv,2025-05-29T15:29:00+05:30,211.15,2025-05-30T09:16:00+05:30,232.15,-3282.50,-2990.00,-6272.50,100.00,-6372.50,
2025-05-30,TRADED,,2025-06-05,2025-06-02,2025-05-30T15:15:00+05:30,24736.65,24766.73,BELOW_SMA,24750,PE,CE,NIFTY_24750_PE_05_JUN_25.csv,2025-05-30T15:29:00+05:30,189.8,2025-06-02T09:16:00+05:30,298.75,NIFTY_24750_CE_05_JUN_25.csv,2025-05-30T15:29:00+05:30,222.8,2025-06-02T09:16:00+05:30,151.35,13903.50,9028.50,22932.00,100.00,22832.00,
2025-06-02,TRADED,,2025-06-05,2025-06-03,2025-06-02T15:15:00+05:30,24690.35,24658.64,ABOVE_SMA,24700,CE,PE,NIFTY_24700_CE_05_JUN_25.csv,2025-06-02T15:29:00+05:30,224.8,2025-06-03T09:16:00+05:30,270.05,NIFTY_24700_PE_05_JUN_25.csv,2025-06-02T15:29:00+05:30,213.35,2025-06-03T09:16:00+05:30,148.4,5622.50,8183.50,13806.00,100.00,13706.00,
2025-06-03,TRADED,,2025-06-05,2025-06-04,2025-06-03T15:15:00+05:30,24538.4,24598.05,BELOW_SMA,24550,PE,CE,NIFTY_24550_PE_05_JUN_25.csv,2025-06-03T15:29:00+05:30,132.0,2025-06-04T09:16:00+05:30,108.9,NIFTY_24550_CE_05_JUN_25.csv,2025-06-03T15:29:00+05:30,140.75,2025-06-04T09:16:00+05:30,157.1,-3263.00,-2385.50,-5648.50,100.00,-5748.50,
2025-06-04,TRADED,,2025-06-05,2025-06-05,2025-06-04T15:15:00+05:30,24612.0,24598.13,ABOVE_SMA,24600,CE,PE,NIFTY_24600_CE_05_JUN_25.csv,2025-06-04T15:29:00+05:30,83.9,2025-06-05T09:16:00+05:30,78.7,NIFTY_24600_PE_05_JUN_25.csv,2025-06-04T15:29:00+05:30,72.75,2025-06-05T09:16:00+05:30,32.4,-936.00,4985.50,4049.50,100.00,3949.50,
2025-06-05,TRADED,,2025-06-12,2025-06-06,2025-06-05T15:15:00+05:30,24761.1,24750.84,ABOVE_SMA,24750,CE,PE,NIFTY_24750_CE_12_JUN_25.csv,2025-06-05T15:29:00+05:30,213.0,2025-06-06T09:16:00+05:30,188.1,NIFTY_24750_PE_12_JUN_25.csv,2025-06-05T15:29:00+05:30,161.95,2025-06-06T09:16:00+05:30,182.25,-3497.00,-2899.00,-6396.00,100.00,-6496.00,
2025-06-06,TRADED,,2025-06-12,2025-06-09,2025-06-06T15:15:00+05:30,25000.3,24936.37,ABOVE_SMA,25000,CE,PE,NIFTY_25000_CE_12_JUN_25.csv,2025-06-06T15:29:00+05:30,178.0,2025-06-09T09:16:00+05:30,223.75,NIFTY_25000_PE_12_JUN_25.csv,2025-06-06T15:29:00+05:30,154.9,2025-06-09T09:16:00+05:30,108.4,5687.50,5785.00,11472.50,100.00,11372.50,
2025-06-09,TRADED,,2025-06-12,2025-06-10,2025-06-09T15:15:00+05:30,25103.1,25110.09,BELOW_SMA,25100,PE,CE,NIFTY_25100_PE_12_JUN_25.csv,2025-06-09T15:29:00+05:30,129.9,2025-06-10T09:16:00+05:30,101.65,NIFTY_25100_CE_12_JUN_25.csv,2025-06-09T15:29:00+05:30,138.3,2025-06-10T09:16:00+05:30,149.4,-3932.50,-1703.00,-5635.50,100.00,-5735.50,
2025-06-10,TRADED,,2025-06-12,2025-06-11,2025-06-10T15:15:00+05:30,25091.5,25124.96,BELOW_SMA,25100,PE,CE,NIFTY_25100_PE_12_JUN_25.csv,2025-06-10T15:29:00+05:30,98.55,2025-06-11T09:16:00+05:30,84.25,NIFTY_25100_CE_12_JUN_25.csv,2025-06-10T15:29:00+05:30,78.95,2025-06-11T09:16:00+05:30,72.2,-2119.00,617.50,-1501.50,100.00,-1601.50,
2025-06-11,TRADED,,2025-06-12,2025-06-12,2025-06-11T15:15:00+05:30,25126.8,25165.44,BELOW_SMA,25150,PE,CE,NIFTY_25150_PE_12_JUN_25.csv,2025-06-11T15:29:00+05:30,89.6,2025-06-12T09:16:00+05:30,78.5,NIFTY_25150_CE_12_JUN_25.csv,2025-06-11T15:29:00+05:30,58.5,2025-06-12T09:16:00+05:30,44.95,-1703.00,1501.50,-201.50,100.00,-301.50,
2025-06-12,TRADED,,2025-06-19,2025-06-13,2025-06-12T15:15:00+05:30,24856.0,25004.30,BELOW_SMA,24850,PE,CE,NIFTY_24850_PE_19_JUN_25.csv,2025-06-12T15:29:00+05:30,168.65,2025-06-13T09:16:00+05:30,378.4,NIFTY_24850_CE_19_JUN_25.csv,2025-06-12T15:29:00+05:30,191.3,2025-06-13T09:16:00+05:30,92.55,27007.50,12577.50,39585.00,100.00,39485.00,
2025-06-13,TRADED,,2025-06-19,2025-06-16,2025-06-13T15:15:00+05:30,24735.55,24683.42,ABOVE_SMA,24750,CE,PE,NIFTY_24750_CE_19_JUN_25.csv,2025-06-13T15:29:00+05:30,155.15,2025-06-16T09:16:00+05:30,160.2,NIFTY_24750_PE_19_JUN_25.csv,2025-06-13T15:29:00+05:30,200.65,2025-06-16T09:16:00+05:30,141.1,396.50,7481.50,7878.00,100.00,7778.00,
2025-06-16,TRADED,,2025-06-19,2025-06-17,2025-06-16T15:15:00+05:30,24940.95,24892.89,ABOVE_SMA,24950,CE,PE,NIFTY_24950_CE_19_JUN_25.csv,2025-06-16T15:29:00+05:30,140.2,2025-06-17T09:16:00+05:30,112.85,NIFTY_24950_PE_19_JUN_25.csv,2025-06-16T15:29:00+05:30,130.7,2025-06-17T09:16:00+05:30,137.95,-3815.50,-1202.50,-5018.00,100.00,-5118.00,
2025-06-17,TRADED,,2025-06-19,2025-06-18,2025-06-17T15:15:00+05:30,24841.5,24862.50,BELOW_SMA,24850,PE,CE,NIFTY_24850_PE_19_JUN_25.csv,2025-06-17T15:29:00+05:30,117.95,2025-06-18T09:16:00+05:30,120.95,NIFTY_24850_CE_19_JUN_25.csv,2025-06-17T15:29:00+05:30,98.8,2025-06-18T09:16:00+05:30,71.55,130.00,3282.50,3412.50,100.00,3312.50,
2025-06-18,TRADED,,2025-06-19,2025-06-19,2025-06-18T15:15:00+05:30,24798.75,24823.27,BELOW_SMA,24800,PE,CE,NIFTY_24800_PE_19_JUN_25.csv,2025-06-18T15:29:00+05:30,83.95,2025-06-19T09:16:00+05:30,70.25,NIFTY_24800_CE_19_JUN_25.csv,2025-06-18T15:29:00+05:30,74.75,2025-06-19T09:16:00+05:30,42.35,-2041.00,3952.00,1911.00,100.00,1811.00,
2025-06-19,TRADED,,2025-06-26,2025-06-20,2025-06-19T15:15:00+05:30,24744.7,24807.67,BELOW_SMA,24750,PE,CE,NIFTY_24750_PE_26_JUN_25.csv,2025-06-19T15:29:00+05:30,179.9,2025-06-20T09:16:00+05:30,117.0,NIFTY_24750_CE_26_JUN_25.csv,2025-06-19T15:29:00+05:30,205.5,2025-06-20T09:16:00+05:30,251.4,-8437.00,-6227.00,-14664.00,100.00,-14764.00,
2025-06-20,TRADED,,2025-06-26,2025-06-23,2025-06-20T15:15:00+05:30,25079.75,25007.03,ABOVE_SMA,25100,CE,PE,NIFTY_25100_CE_26_JUN_25.csv,2025-06-20T15:29:00+05:30,154.45,2025-06-23T09:16:00+05:30,92.75,NIFTY_25100_PE_26_JUN_25.csv,2025-06-20T15:29:00+05:30,157.7,2025-06-23T09:16:00+05:30,206.95,-8281.00,-6662.50,-14943.50,100.00,-15043.50,
2025-06-23,TRADED,,2025-06-26,2025-06-24,2025-06-23T15:15:00+05:30,24958.9,24950.38,ABOVE_SMA,24950,CE,PE,NIFTY_24950_CE_26_JUN_25.csv,2025-06-23T15:29:00+05:30,152.65,2025-06-24T09:16:00+05:30,326.8,NIFTY_24950_PE_26_JUN_25.csv,2025-06-23T15:29:00+05:30,117.8,2025-06-24T09:16:00+05:30,33.55,22379.50,10692.50,33072.00,100.00,32972.00,
2025-06-24,TRADED,,2025-06-26,2025-06-25,2025-06-24T15:15:00+05:30,25071.55,25173.15,BELOW_SMA,25050,PE,CE,NIFTY_25050_PE_26_JUN_25.csv,2025-06-24T15:29:00+05:30,85.75,2025-06-25T09:16:00+05:30,51.3,NIFTY_25050_CE_26_JUN_25.csv,2025-06-24T15:29:00+05:30,126.45,2025-06-25T09:16:00+05:30,150.4,-4738.50,-3373.50,-8112.00,100.00,-8212.00,
