range_label,moneyness,offset_points,entry_date,status,skip_reason,expiry_date,next_trading_day,spot_signal_timestamp,spot_signal_close,spot_sma_25,spot_signal_relation,atm_strike,target_strike,sold_side,contract_name,option_entry_timestamp,option_entry_open,option_exit_timestamp,option_exit_open,gross_pnl,brokerage,net_pnl,remarks
ITM_100,ITM,100,2025-01-02,TRADED,,2025-01-09,2025-01-03,2025-01-02T15:15:00+05:30,24167.95,24012.97,ABOVE_SMA,24150,24250,PE,NIFTY_24250_PE_09_JAN_25.csv,2025-01-02T15:29:00+05:30,216.15,2025-01-03T09:16:00+05:30,240.5,-6851.00,50.00,-6901.00,
ITM_200,ITM,200,2025-01-02,TRADED,,2025-01-09,2025-01-03,2025-01-02T15:15:00+05:30,24167.95,24012.97,ABOVE_SMA,24150,24350,PE,NIFTY_24350_PE_09_JAN_25.csv,2025-01-02T15:29:00+05:30,272.05,2025-01-03T09:16:00+05:30,301.8,-8255.00,50.00,-8305.00,
ITM_300,ITM,300,2025-01-02,TRADED,,2025-01-09,2025-01-03,2025-01-02T15:15:00+05:30,24167.95,24012.97,ABOVE_SMA,24150,24450,PE,NIFTY_24450_PE_09_JAN_25.csv,2025-01-02T15:29:00+05:30,339.3,2025-01-03T09:16:00+05:30,364.8,-7150.00,50.00,-7200.00,
OTM_100,OTM,100,2025-01-03,TRADED,,2025-01-09,2025-01-06,2025-01-03T15:15:00+05:30,23990.15,24065.33,BELOW_SMA,24000,24100,CE,NIFTY_24100_CE_09_JAN_25.csv,2025-01-03T15:29:00+05:30,105.35,2025-01-06T09:16:00+05:30,116.85,-3510.00,50.00,-3560.00,
OTM_200,OTM,200,2025-01-03,TRADED,,2025-01-09,2025-01-06,2025-01-03T15:15:00+05:30,23990.15,24065.33,BELOW_SMA,24000,24200,CE,NIFTY_24200_CE_09_JAN_25.csv,2025-01-03T15:29:00+05:30,72.59,2025-01-06T09:16:00+05:30,80.4,-2550.60,50.00,-2600.60,
OTM_300,OTM,300,2025-01-03,TRADED,,2025-01-09,2025-01-06,2025-01-03T15:15:00+05:30,23990.15,24065.33,BELOW_SMA,24000,24300,CE,NIFTY_24300_CE_09_JAN_25.csv,2025-01-03T15:29:00+05:30,47.4,2025-01-06T09:16:00+05:30,52.9,-1950.00,50.00,-2000.00,
OTM_400,OTM,400,2025-01-03,TRADED,,2025-01-09,2025-01-06,2025-01-03T15:15:00+05:30,23990.15,24065.33,BELOW_SMA,24000,24400,CE,NIFTY_24400_CE_09_JAN_25.csv,2025-01-03T15:29:00+05:30,29.45,2025-01-06T09:16:00+05:30,32.29,-1258.40,50.00,-1308.40,
OTM_500,OTM,500,2025-01-03,TRADED,,2025-01-09,2025-01-06,2025-01-03T15:15:00+05:30,23990.15,24065.33,BELOW_SMA,24000,24500,CE,NIFTY_24500_CE_09_JAN_25.csv,2025-01-03T15:29:00+05:30,18.5,2025-01-06T09:16:00+05:30,20.14,-946.40,50.00,-996.40,
ITM_100,ITM,100,2025-01-03,TRADED,,2025-01-09,2025-01-06,2025-01-03T15:15:00+05:30,23990.15,24065.33,BELOW_SMA,24000,23900,CE,NIFTY_23900_CE_09_JAN_25.csv,2025-01-03T15:29:00+05:30,200.65,2025-01-06T09:16:00+05:30,221.2,-5863.00,50.00,-5913.00,
ITM_200,ITM,200,2025-01-03,TRADED,,2025-01-09,2025-01-06,2025-01-03T15:15:00+05:30,23990.15,24065.33,BELOW_SMA,24000,23800,CE,NIFTY_23800_CE_09_JAN_25.csv,2025-01-03T15:29:00+05:30,263.8,2025-01-06T09:16:00+05:30,289.5,-7202.00,50.00,-7252.00,
ITM_300,ITM,300,2025-01-03,TRADED,,2025-01-09,2025-01-06,2025-01-03T15:15:00+05:30,23990.15,24065.33,BELOW_SMA,24000,23700,CE,NIFTY_23700_CE_09_JAN_25.csv,2025-01-03T15:29:00+05:30,336.35,2025-01-06T09:16:00+05:30,370.05,-9282.00,50.00,-9332.00,
OTM_100,OTM,100,2025-01-06,TRADED,,2025-01-09,2025-01-07,2025-01-06T15:15:00+05:30,23629.6,23748.89,BELOW_SMA,23650,23750,CE,NIFTY_23750_CE_09_JAN_25.csv,2025-01-06T15:29:00+05:30,138.35,2025-01-07T09:16:00+05:30,166.45,-7826.00,50.00,-7876.00,
OTM_200,OTM,200,2025-01-06,TRADED,,2025-01-09,2025-01-07,2025-01-06T15:15:00+05:30,23629.6,23748.89,BELOW_SMA,23650,23850,CE,NIFTY_23850_CE_09_JAN_25.csv,2025-01-06T15:29:00+05:30,100.8,2025-01-07T09:16:00+05:30,120.95,-5759.00,50.00,-5809.00,
OTM_300,OTM,300,2025-01-06,TRADED,,2025-01-09,2025-01-07,2025-01-06T15:15:00+05:30,23629.6,23748.89,BELOW_SMA,23650,23950,CE,NIFTY_23950_CE_09_JAN_25.csv,2025-01-06T15:29:00+05:30,71.3,2025-01-07T09:16:00+05:30,84.95,-4069.00,50.00,-4119.00,
OTM_400,OTM,400,2025-01-06,TRADED,,2025-01-09,2025-01-07,2025-01-06T15:15:00+05:30,23629.6,23748.89,BELOW_SMA,23650,24050,CE,NIFTY_24050_CE_09_JAN_25.csv,2025-01-06T15:29:00+05:30,49.45,2025-01-07T09:16:00+05:30,58.55,-2886.00,50.00,-2936.00,
