entry_date,status,skip_reason,index,active_expiry,spot,atm_strike,ce_strike,ce_entry_price,ce_stop_price,ce_exit_price,ce_exit_timestamp,ce_exit_reason,ce_points_pnl,ce_gross_pnl,ce_net_pnl,ce_failure_reason,pe_strike,pe_entry_price,pe_stop_price,pe_exit_price,pe_exit_timestamp,pe_exit_reason,pe_points_pnl,pe_gross_pnl,pe_net_pnl,pe_failure_reason,lot_size,lots,total_qty,combined_entry_credit,gross_pnl,brokerage,net_pnl,remarks,cumulative_pnl
2025-01-21,TRADED,,SENSEX,2025-01-21,77200,77200,77800,86.85,173.70,173.70,2025-01-21T11:47:00+05:30,stop_loss,-88.85,-888.50,-938.50,,76600,103.05,206.10,206.10,2025-01-21T09:34:00+05:30,stop_loss,-105.05,-1050.50,-1100.50,,10,1,10,189.90,-1939.00,100.00,-2039.00,,-6720.20
2025-01-22,TRADED,,NIFTY,2025-01-23,23099.15,23100,23300,39.5,79.00,21.40,2025-01-22T15:20:00+05:30,day_close,16.10,1207.50,1157.50,,22900,40.0,80.00,10.10,2025-01-22T15:20:00+05:30,day_close,27.90,2092.50,2042.50,,75,1,75,79.50,3300.00,100.00,3200.00,,-3520.20
2025-01-23,TRADED,,NIFTY,2025-01-23,23128.3,23150,23350,5.6,11.20,11.20,2025-01-23T09:36:00+05:30,stop_loss,-7.60,-570.00,-620.00,,22950,10.7,21.40,0.10,2025-01-23T15:20:00+05:30,day_close,8.60,645.00,595.00,,75,1,75,16.30,75.00,100.00,-25.00,,-3545.20
2025-01-24,TRADED,,SENSEX,2025-01-28,76600,76600,77200,260.6,521.20,110.25,2025-01-24T15:20:00+05:30,day_close,148.35,1483.50,1433.50,,76000,262.2,524.40,275.25,2025-01-24T15:20:00+05:30,day_close,-15.05,-150.50,-200.50,,10,1,10,522.80,1333.00,100.00,1233.00,,-2312.20
2025-01-27,TRADED,,SENSEX,2025-01-28,75800,75800,76400,134.75,269.50,48.25,2025-01-27T15:20:00+05:30,day_close,84.50,845.00,795.00,,75200,142.1,284.20,169.05,2025-01-27T15:20:00+05:30,day_close,-28.95,-289.50,-339.50,,10,1,10,276.85,555.50,100.00,455.50,,-1856.70
2025-01-28,TRADED,,SENSEX,2025-01-28,75700,75700,76300,103.25,206.50,206.50,2025-01-28T11:01:00+05:30,stop_loss,-105.25,-1052.50,-1102.50,,75100,121.95,243.90,0.20,2025-01-28T15:20:00+05:30,day_close,119.75,1197.50,1147.50,,10,1,10,225.20,145.00,100.00,45.00,,-1811.70
2025-01-29,TRADED,,NIFTY,2025-01-30,23026.75,23050,23250,52.25,104.50,104.50,2025-01-29T10:59:00+05:30,stop_loss,-54.25,-4068.75,-4118.75,,22850,83.05,166.10,50.00,2025-01-29T15:20:00+05:30,day_close,31.05,2328.75,2278.75,,75,1,75,135.30,-1740.00,100.00,-1840.00,,-3651.70
2025-01-30,TRADED,,NIFTY,2025-01-30,23169.5,23150,23350,47.5,95.00,0.10,2025-01-30T15:20:00+05:30,day_close,45.40,3405.00,3355.00,,22950,53.0,106.00,0.10,2025-01-30T15:20:00+05:30,day_close,50.90,3817.50,3767.50,,75,1,75,100.50,7222.50,100.00,7122.50,,3470.80
2025-01-31,TRADED,,SENSEX,2025-02-04,77000,77000,77600,679.95,1359.90,695.40,2025-01-31T15:20:00+05:30,day_close,-17.45,-174.50,-224.50,,76400,676.05,1352.10,312.00,2025-01-31T15:20:00+05:30,day_close,362.05,3620.50,3570.50,,10,1,10,1356.00,3446.00,100.00,3346.00,,6816.80
2025-02-01,TRADED,,SENSEX,2025-02-04,77600,77600,78200,407.7,815.40,105.30,2025-02-01T15:20:00+05:30,day_close,300.40,3004.00,2954.00,,77000,444.3,888.60,137.55,2025-02-01T15:20:00+05:30,day_close,304.75,3047.50,2997.50,,10,1,10,852.00,6051.50,100.00,5951.50,,12768.30
2025-02-03,TRADED,,SENSEX,2025-02-04,77100,77100,77700,80.09,160.18,86.80,2025-02-03T15:20:00+05:30,day_close,-8.71,-87.10,-137.10,,76500,125.75,251.50,89.75,2025-02-03T15:20:00+05:30,day_close,34.00,340.00,290.00,,10,1,10,205.84,252.90,100.00,152.90,,12921.20
2025-02-04,TRADED,,SENSEX,2025-02-04,77700,77700,78300,100.75,201.50,201.50,2025-02-04T09:40:00+05:30,stop_loss,-102.75,-1027.50,-1077.50,,77100,104.85,209.70,209.70,2025-02-04T10:14:00+05:30,stop_loss,-106.85,-1068.50,-1118.50,,10,1,10,205.60,-2096.00,100.00,-2196.00,,10725.20
2025-02-05,TRADED,,NIFTY,2025-02-06,23801.75,23800,24000,15.5,31.00,10.19,2025-02-05T15:20:00+05:30,day_close,3.31,248.25,198.25,,23600,40.9,81.80,33.20,2025-02-05T15:20:00+05:30,day_close,5.70,427.50,377.50,,75,1,75,56.40,675.75,100.00,575.75,,11300.95
2025-02-06,TRADED,,NIFTY,2025-02-06,23761.95,23750,23950,11.3,22.60,0.10,2025-02-06T15:20:00+05:30,day_close,9.20,690.00,640.00,,23550,21.05,42.10,0.05,2025-02-06T15:20:00+05:30,day_close,19.00,1425.00,1375.00,,75,1,75,32.35,2115.00,100.00,2015.00,,13315.95
2025-02-07,TRADED,,SENSEX,2025-02-11,78100,78100,78700,311.3,622.60,144.00,2025-02-07T15:20:00+05:30,day_close,165.30,1653.00,1603.00,,77500,325.7,651.40,199.65,2025-02-07T15:20:00+05:30,day_close,124.05,1240.50,1190.50,,10,1,10,637.00,2893.50,100.00,2793.50,,16109.45
2025-02-10,TRADED,,SENSEX,2025-02-11,77600,77600,78200,149.19,298.38,87.75,2025-02-10T15:20:00+05:30,day_close,59.44,594.40,544.40,,77000,103.45,206.90,206.90,2025-02-10T10:10:00+05:30,stop_loss,-105.45,-1054.50,-1104.50,,10,1,10,252.64,-460.10,100.00,-560.10,,15549.35
2025-02-11,TRADED,,SENSEX,2025-02-11,77200,77200,77800,83.6,167.20,0.15,2025-02-11T15:20:00+05:30,day_close,81.45,814.50,764.50,,76600,92.3,184.60,184.60,2025-02-11T13:02:00+05:30,stop_loss,-94.30,-943.00,-993.00,,10,1,10,175.90,-128.50,100.00,-228.50,,15320.85
2025-02-12,TRADED,,NIFTY,2025-02-13,23050.8,23050,23250,26.35,52.70,52.70,2025-02-12T11:45:00+05:30,stop_loss,-28.35,-2126.25,-2176.25,,22850,43.4,86.80,86.80,2025-02-12T09:57:00+05:30,stop_loss,-45.40,-3405.00,-3455.00,,75,1,75,69.75,-5531.25,100.00,-5631.25,,9689.60
2025-02-13,TRADED,,NIFTY,2025-02-13,23055.75,23050,23250,20.39,40.78,40.78,2025-02-13T09:53:00+05:30,stop_loss,-22.39,-1679.25,-1729.25,,22850,26.55,53.10,0.10,2025-02-13T15:20:00+05:30,day_close,24.45,1833.75,1783.75,,75,1,75,46.94,154.50,100.00,54.50,,9744.10
2025-02-14,TRADED,,SENSEX,2025-02-18,76300,76300,76900,237.7,475.40,124.40,2025-02-14T15:20:00+05:30,day_close,111.30,1113.00,1063.00,,75700,255.9,511.80,511.80,2025-02-14T13:02:00+05:30,stop_loss,-257.90,-2579.00,-2629.00,,10,1,10,493.60,-1466.00,100.00,-1566.00,,8178.10
2025-02-17,TRADED,,SENSEX,2025-02-18,75700,75700,76300,193.75,387.50,230.95,2025-02-17T15:20:00+05:30,day_close,-39.20,-392.00,-442.00,,75100,177.4,354.80,84.75,2025-02-17T15:20:00+05:30,day_close,90.65,906.50,856.50,,10,1,10,371.15,514.50,100.00,414.50,,8592.60
2025-02-18,TRADED,,SENSEX,2025-02-18,75900,75900,76500,123.95,247.90,0.10,2025-02-18T15:20:00+05:30,day_close,121.85,1218.50,1168.50,,75300,121.0,242.00,0.10,2025-02-18T15:20:00+05:30,day_close,118.90,1189.00,1139.00,,10,1,10,244.95,2407.50,100.00,2307.50,,10900.10
2025-02-19,TRADED,,NIFTY,2025-02-20,22847.25,22850,23050,36.9,73.80,73.80,2025-02-19T09:49:00+05:30,stop_loss,-38.90,-2917.50,-2967.50,,22650,31.2,62.40,11.75,2025-02-19T15:20:00+05:30,day_close,17.45,1308.75,1258.75,,75,1,75,68.10,-1608.75,100.00,-1708.75,,9191.35
2025-02-20,TRADED,,NIFTY,2025-02-20,22821.1,22800,23000,20.39,40.78,0.05,2025-02-20T15:20:00+05:30,day_close,18.34,1375.50,1325.50,,22600,6.1,12.20,0.05,2025-02-20T15:20:00+05:30,day_close,4.05,303.75,253.75,,75,1,75,26.49,1679.25,100.00,1579.25,,10770.60
2025-02-21,TRADED,,SENSEX,2025-02-25,75800,75800,76400,173.3,346.60,74.95,2025-02-21T15:20:00+05:30,day_close,96.35,963.50,913.50,,75200,200.85,401.70,270.75,2025-02-21T15:20:00+05:30,day_close,-71.90,-719.00,-769.00,,10,1,10,374.15,244.50,100.00,144.50,,10915.10
2025-02-24,TRADED,,SENSEX,2025-02-25,74800,74800,75400,109.5,219.00,44.25,2025-02-24T15:20:00+05:30,day_close,63.25,632.50,582.50,,74200,105.05,210.10,105.95,2025-02-24T15:20:00+05:30,day_close,-2.90,-29.00,-79.00,,10,1,10,214.55,603.50,100.00,503.50,,11418.60
2025-02-25,TRADED,,SENSEX,2025-02-25,74600,74600,75200,22.05,44.10,44.10,2025-02-25T09:38:00+05:30,stop_loss,-24.05,-240.50,-290.50,,74000,32.6,65.20,0.30,2025-02-25T15:20:00+05:30,day_close,30.30,303.00,253.00,,10,1,10,54.65,62.50,100.00,-37.50,,11381.10
2025-02-27,TRADED,,NIFTY,2025-02-27,22568.95,22550,22750,2.75,5.50,0.05,2025-02-27T15:20:00+05:30,day_close,0.70,52.50,2.50,,22350,4.0,8.00,0.05,2025-02-27T15:20:00+05:30,day_close,1.95,146.25,96.25,,75,1,75,6.75,198.75,100.00,98.75,,11479.85
2025-02-28,TRADED,,SENSEX,2025-03-04,74100,74100,74700,138.8,277.60,46.65,2025-02-28T15:20:00+05:30,day_close,90.15,901.50,851.50,,73500,176.95,353.90,353.90,2025-02-28T12:52:00+05:30,stop_loss,-178.95,-1789.50,-1839.50,,10,1,10,315.75,-888.00,100.00,-988.00,,10491.85
2025-03-03,TRADED,,SENSEX,2025-03-04,73500,73500,74100,92.45,184.90,24.25,2025-03-03T15:20:00+05:30,day_close,66.20,662.00,612.00,,72900,128.19,256.38,256.38,2025-03-03T09:51:00+05:30,stop_loss,-130.19,-1301.90,-1351.90,,10,1,10,220.64,-639.90,100.00,-739.90,,9751.95
2025-03-04,TRADED,,SENSEX,2025-03-04,72700,72700,73300,36.7,73.40,0.15,2025-03-04T15:20:00+05:30,day_close,34.55,345.50,295.50,,72100,39.25,78.50,0.10,2025-03-04T15:20:00+05:30,day_close,37.15,371.50,321.50,,10,1,10,75.95,717.00,100.00,617.00,,10368.95
2025-03-05,TRADED,,NIFTY,2025-03-06,22073.05,22050,22250,63.8,127.60,127.60,2025-03-05T11:36:00+05:30,stop_loss,-65.80,-4935.00,-4985.00,,21850,9.3,18.60,2.90,2025-03-05T15:20:00+05:30,day_close,4.40,330.00,280.00,,75,1,75,73.10,-4605.00,100.00,-4705.00,,5663.95
2025-03-06,TRADED,,NIFTY,2025-03-06,22476.35,22500,22700,1.65,3.30,0.05,2025-03-06T15:20:00+05:30,day_close,-0.40,-30.00,-80.00,,22300,39.1,78.20,78.20,2025-03-06T09:47:00+05:30,stop_loss,-41.10,-3082.50,-3132.50,,75,1,75,40.75,-3112.50,100.00,-3212.50,,2451.45
2025-03-07,TRADED,,SENSEX,2025-03-11,74200,74200,74800,152.15,304.30,153.00,2025-03-07T15:20:00+05:30,day_close,-2.85,-28.50,-78.50,,73600,197.35,394.70,109.20,2025-03-07T15:20:00+05:30,day_close,86.15,861.50,811.50,,10,1,10,349.50,833.00,100.00,733.00,,3184.45
2025-03-10,TRADED,,SENSEX,2025-03-11,74300,74300,74900,77.25,154.50,154.50,2025-03-10T09:58:00+05:30,stop_loss,-79.25,-792.50,-842.50,,73700,83.2,166.40,71.59,2025-03-10T15:20:00+05:30,day_close,9.61,96.10,46.10,,10,1,10,160.45,-696.40,100.00,-796.40,,2388.05
2025-03-11,TRADED,,SENSEX,2025-03-11,73800,73800,74400,24.2,48.40,0.10,2025-03-11T15:20:00+05:30,day_close,22.10,221.00,171.00,,73200,36.2,72.40,0.05,2025-03-11T15:20:00+05:30,day_close,34.15,341.50,291.50,,10,1,10,60.40,562.50,100.00,462.50,,2850.55
2025-03-12,TRADED,,NIFTY,2025-03-13,22536.35,22550,22750,10.1,20.20,6.20,2025-03-12T15:20:00+05:30,day_close,1.90,142.50,92.50,,22350,53.9,107.80,27.85,2025-03-12T15:20:00+05:30,day_close,24.05,1803.75,1753.75,,75,1,75,64.00,1946.25,100.00,1846.25,,4696.80
2025-03-13,TRADED,,NIFTY,2025-03-13,22541.5,22550,22750,2.05,4.10,0.10,2025-03-13T15:20:00+05:30,day_close,-0.05,-3.75,-53.75,,22350,9.4,18.80,18.80,2025-03-13T11:39:00+05:30,stop_loss,-11.40,-855.00,-905.00,,75,1,75,11.45,-858.75,100.00,-958.75,,3738.05
2025-03-17,TRADED,,SENSEX,2025-03-18,74300,74300,74900,41.45,82.90,33.85,2025-03-17T15:20:00+05:30,day_close,5.60,56.00,6.00,,73700,70.25,140.50,140.50,2025-03-17T12:35:00+05:30,stop_loss,-72.25,-722.50,-772.50,,10,1,10,111.70,-666.50,100.00,-766.50,,2971.55
2025-03-18,TRADED,,SENSEX,2025-03-18,74600,74600,75200,45.05,90.10,90.10,2025-03-18T10:01:00+05:30,stop_loss,-47.05,-470.50,-520.50,,74000,57.05,114.10,0.10,2025-03-18T15:20:00+05:30,day_close,54.95,549.50,499.50,,10,1,10,102.10,79.00,100.00,-21.00,,2950.55
2025-03-19,TRADED,,NIFTY,2025-03-20,22874.95,22850,23050,20.8,41.60,30.20,2025-03-19T15:20:00+05:30,day_close,-11.40,-855.00,-905.00,,22650,26.25,52.50,17.45,2025-03-19T15:20:00+05:30,day_close,6.80,510.00,460.00,,75,1,75,47.05,-345.00,100.00,-445.00,,2505.55
2025-03-20,TRADED,,NIFTY,2025-03-20,23036.6,23050,23250,10.25,20.50,0.05,2025-03-20T15:20:00+05:30,day_close,8.20,615.00,565.00,,22850,10.7,21.40,21.40,2025-03-20T10:06:00+05:30,stop_loss,-12.70,-952.50,-1002.50,,75,1,75,20.95,-337.50,100.00,-437.50,,2068.05
2025-03-21,SKIPPED,leg_failure,SENSEX,2025-03-25,,,,,,,,,0.00,0.00,0.00,,,,,,,,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,CE:missing_entry_candle(SENSEX_77000_CE_25_MAR_25.csv has no candle at 2025-03-21T09:30:00+05:30),2068.05
2025-03-24,TRADED,,SENSEX,2025-03-25,77400,77400,78000,91.6,183.20,183.20,2025-03-24T10:37:00+05:30,stop_loss,-93.60,-936.00,-986.00,,76800,94.6,189.20,29.85,2025-03-24T15:20:00+05:30,day_close,62.75,627.50,577.50,,10,1,10,186.20,-308.50,100.00,-408.50,,1659.55
2025-03-25,TRADED,,SENSEX,2025-03-25,78300,78300,78900,80.75,161.50,0.10,2025-03-25T15:20:00+05:30,day_close,78.65,786.50,736.50,,77700,65.0,130.00,0.25,2025-03-25T15:20:00+05:30,day_close,62.75,627.50,577.50,,10,1,10,145.75,1414.00,100.00,1314.00,,2973.55
2025-03-26,TRADED,,NIFTY,2025-03-27,23700.95,23700,23900,35.25,70.50,6.35,2025-03-26T15:20:00+05:30,day_close,26.90,2017.50,1967.50,,23500,32.9,65.80,65.80,2025-03-26T13:42:00+05:30,stop_loss,-34.90,-2617.50,-2667.50,,75,1,75,68.15,-600.00,100.00,-700.00,,2273.55
2025-03-27,TRADED,,NIFTY,2025-03-27,23433.95,23450,23650,28.15,56.30,0.20,2025-03-27T15:20:00+05:30,day_close,25.95,1946.25,1896.25,,23250,10.3,20.60,0.10,2025-03-27T15:20:00+05:30,day_close,8.20,615.00,565.00,,75,1,75,38.45,2561.25,100.00,2461.25,,4734.80
2025-03-28,TRADED,,SENSEX,2025-04-01,77600,77600,78200,136.8,273.60,43.95,2025-03-28T15:20:00+05:30,day_close,90.85,908.50,858.50,,77000,139.65,279.30,104.95,2025-03-28T15:20:00+05:30,day_close,32.70,327.00,277.00,,10,1,10,276.45,1235.50,100.00,1135.50,,5870.30
2025-04-01,TRADED,,SENSEX,2025-04-01,77200,77200,77800,28.6,57.20,57.20,2025-04-01T09:39:00+05:30,stop_loss,-30.60,-306.00,-356.00,,76600,39.05,78.10,78.10,2025-04-01T10:23:00+05:30,stop_loss,-41.05,-410.50,-460.50,,10,1,10,67.65,-716.50,100.00,-816.50,,5053.80
2025-04-02,TRADED,,NIFTY,2025-04-03,23192.6,23200,23400,40.1,80.20,38.85,2025-04-02T15:20:00+05:30,day_close,-0.75,-56.25,-106.25,,23000,28.9,57.80,14.80,2025-04-02T15:20:00+05:30,day_close,12.10,907.50,857.50,,75,1,75,69.00,851.25,100.00,751.25,,5805.05
2025-04-03,TRADED,,NIFTY,2025-04-03,23150.3,23150,23350,13.15,26.30,0.10,2025-04-03T15:20:00+05:30,day_close,11.05,828.75,778.75,,22950,7.7,15.40,0.15,2025-04-03T15:20:00+05:30,day_close,5.55,416.25,366.25,,75,1,75,20.85,1245.00,100.00,1145.00,,6950.05
2025-04-04,TRADED,,SENSEX,2025-04-08,75700,75700,76300,184.5,369.00,48.15,2025-04-04T15:20:00+05:30,day_close,134.35,1343.50,1293.50,,75100,204.45,408.90,238.00,2025-04-04T15:20:00+05:30,day_close,-35.55,-355.50,-405.50,,10,1,10,388.95,988.00,100.00,888.00,,7838.05
2025-04-07,SKIPPED,leg_failure,SENSEX,2025-04-08,,,,,,,,,0.00,0.00,0.00,,,,,,,,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,CE:missing_entry_candle(SENSEX_73500_CE_08_APR_25.csv has no candle at 2025-04-07T09:30:00+05:30),7838.05
2025-04-08,TRADED,,SENSEX,2025-04-08,74400,74400,75000,78.65,157.30,157.30,2025-04-08T12:32:00+05:30,stop_loss,-80.65,-806.50,-856.50,,73800,91.1,182.20,182.20,2025-04-08T09:51:00+05:30,stop_loss,-93.10,-931.00,-981.00,,10,1,10,169.75,-1737.50,100.00,-1837.50,,6000.55
2025-04-09,TRADED,,NIFTY,2025-04-09,22460.3,22450,22650,21.45,42.90,0.10,2025-04-09T15:20:00+05:30,day_close,19.35,1451.25,1401.25,,22250,50.35,100.70,0.10,2025-04-09T15:20:00+05:30,day_close,48.25,3618.75,3568.75,,75,1,75,71.80,5070.00,100.00,4970.00,,10970.55
2025-04-11,TRADED,,SENSEX,2025-04-15,75100,75100,75700,305.45,610.90,411.65,2025-04-11T15:20:00+05:30,day_close,-108.20,-1082.00,-1132.00,,74500,372.05,744.10,417.00,2025-04-11T15:20:00+05:30,day_close,-46.95,-469.50,-519.50,,10,1,10,677.50,-1551.50,100.00,-1651.50,,9319.05
2025-04-15,TRADED,,SENSEX,2025-04-15,76700,76700,77300,46.1,92.20,0.05,2025-04-15T15:20:00+05:30,day_close,44.05,440.50,390.50,,76100,54.2,108.40,0.10,2025-04-15T15:20:00+05:30,day_close,52.10,521.00,471.00,,10,1,10,100.30,961.50,100.00,861.50,,10180.55
2025-04-16,TRADED,,NIFTY,2025-04-17,23344.1,23350,23550,11.55,23.10,23.10,2025-04-16T13:58:00+05:30,stop_loss,-13.55,-1016.25,-1066.25,,23150,18.45,36.90,36.90,2025-04-16T10:34:00+05:30,stop_loss,-20.45,-1533.75,-1583.75,,75,1,75,30.00,-2550.00,100.00,-2650.00,,7530.55
2025-04-17,TRADED,,NIFTY,2025-04-17,23401.85,23400,23600,4.45,8.90,8.90,2025-04-17T09:43:00+05:30,stop_loss,-6.45,-483.75,-533.75,,23200,17.35,34.70,0.15,2025-04-17T15:20:00+05:30,day_close,15.20,1140.00,1090.00,,75,1,75,21.80,656.25,100.00,556.25,,8086.80
2025-04-21,TRADED,,SENSEX,2025-04-22,78900,78900,79500,171.05,342.10,342.10,2025-04-21T12:25:00+05:30,stop_loss,-173.05,-1730.50,-1780.50,,78300,174.35,348.70,39.05,2025-04-21T15:20:00+05:30,day_close,133.30,1333.00,1283.00,,10,1,10,345.40,-397.50,100.00,-497.50,,7589.30
2025-04-22,TRADED,,SENSEX,2025-04-22,79400,79400,80000,32.85,65.70,65.70,2025-04-22T09:36:00+05:30,stop_loss,-34.85,-348.50,-398.50,,78800,37.5,75.00,0.05,2025-04-22T15:20:00+05:30,day_close,35.45,354.50,304.50,,10,1,10,70.35,6.00,100.00,-94.00,,7495.30
2025-04-23,TRADED,,NIFTY,2025-04-24,24357.6,24350,24550,20.95,41.90,18.35,2025-04-23T15:20:00+05:30,day_close,0.60,45.00,-5.00,,24150,34.29,68.58,68.58,2025-04-23T10:14:00+05:30,stop_loss,-36.29,-2721.75,-2771.75,,75,1,75,55.24,-2676.75,100.00,-2776.75,,4718.55
2025-04-24,TRADED,,NIFTY,2025-04-24,24277.9,24300,24500,7.6,15.20,15.20,2025-04-24T09:34:00+05:30,stop_loss,-9.60,-720.00,-770.00,,24100,11.0,22.00,0.20,2025-04-24T15:20:00+05:30,day_close,8.80,660.00,610.00,,75,1,75,18.60,-60.00,100.00,-160.00,,4558.55
2025-04-25,TRADED,,SENSEX,2025-04-29,80000,80000,80600,252.9,505.80,78.35,2025-04-25T15:20:00+05:30,day_close,172.55,1725.50,1675.50,,79400,283.95,567.90,567.90,2025-04-25T09:57:00+05:30,stop_loss,-285.95,-2859.50,-2909.50,,10,1,10,536.85,-1134.00,100.00,-1234.00,,3324.55
2025-04-28,TRADED,,SENSEX,2025-04-29,79600,79600,80200,117.3,234.60,234.60,2025-04-28T10:10:00+05:30,stop_loss,-119.30,-1193.00,-1243.00,,79000,159.65,319.30,50.35,2025-04-28T15:20:00+05:30,day_close,107.30,1073.00,1023.00,,10,1,10,276.95,-120.00,100.00,-220.00,,3104.55
2025-04-29,TRADED,,SENSEX,2025-04-29,80500,80500,81100,23.15,46.30,0.10,2025-04-29T15:20:00+05:30,day_close,21.05,210.50,160.50,,79900,30.8,61.60,61.60,2025-04-29T09:39:00+05:30,stop_loss,-32.80,-328.00,-378.00,,10,1,10,53.95,-117.50,100.00,-217.50,,2887.05
2025-04-30,TRADED,,NIFTY,2025-04-30,24342.05,24350,24550,3.8,7.60,0.05,2025-04-30T15:20:00+05:30,day_close,1.75,131.25,81.25,,24150,7.75,15.50,0.15,2025-04-30T15:20:00+05:30,day_close,5.60,420.00,370.00,,75,1,75,11.55,551.25,100.00,451.25,,3338.30
2025-05-02,TRADED,,SENSEX,2025-05-06,80900,80900,81500,249.5,499.00,91.40,2025-05-02T15:20:00+05:30,day_close,156.10,1561.00,1511.00,,80300,282.05,564.10,564.10,2025-05-02T12:28:00+05:30,stop_loss,-284.05,-2840.50,-2890.50,,10,1,10,531.55,-1279.50,100.00,-1379.50,,1958.80
2025-05-05,TRADED,,SENSEX,2025-05-06,80700,80700,81300,131.0,262.00,60.35,2025-05-05T15:20:00+05:30,day_close,68.65,686.50,636.50,,80100,144.2,288.40,69.95,2025-05-05T15:20:00+05:30,day_close,72.25,722.50,672.50,,10,1,10,275.20,1409.00,100.00,1309.00,,3267.80
2025-05-06,TRADED,,SENSEX,2025-05-06,80700,80700,81300,14.8,29.60,0.10,2025-05-06T15:20:00+05:30,day_close,12.70,127.00,77.00,,80100,24.55,49.10,0.40,2025-05-06T15:20:00+05:30,day_close,22.15,221.50,171.50,,10,1,10,39.35,348.50,100.00,248.50,,3516.30
2025-05-07,TRADED,,NIFTY,2025-05-08,24233.3,24250,24450,71.7,143.40,27.65,2025-05-07T15:20:00+05:30,day_close,42.05,3153.75,3103.75,,24050,29.35,58.70,25.30,2025-05-07T15:20:00+05:30,day_close,2.05,153.75,103.75,,75,1,75,101.05,3307.50,100.00,3207.50,,6723.80
2025-05-08,TRADED,,NIFTY,2025-05-08,24431.5,24450,24650,3.05,6.10,0.15,2025-05-08T15:20:00+05:30,day_close,0.90,67.50,17.50,,24250,7.55,15.10,16.80,2025-05-08T14:55:00+05:30,gap_stop_loss,-11.25,-843.75,-893.75,,75,1,75,10.60,-776.25,100.00,-876.25,,5847.55
2025-05-09,TRADED,,SENSEX,2025-05-13,79700,79700,80300,374.6,749.20,197.50,2025-05-09T15:20:00+05:30,day_close,175.10,1751.00,1701.00,,79100,498.95,997.90,501.00,2025-05-09T15:20:00+05:30,day_close,-4.05,-40.50,-90.50,,10,1,10,873.55,1710.50,100.00,1610.50,,7458.05
2025-05-12,TRADED,,SENSEX,2025-05-13,81300,81300,81900,112.0,224.00,224.00,2025-05-12T09:54:00+05:30,stop_loss,-114.00,-1140.00,-1190.00,,80700,131.6,263.20,54.10,2025-05-12T15:20:00+05:30,day_close,75.50,755.00,705.00,,10,1,10,243.60,-385.00,100.00,-485.00,,6973.05
2025-05-13,TRADED,,SENSEX,2025-05-13,81800,81800,82400,116.25,232.50,232.50,2025-05-13T11:02:00+05:30,stop_loss,-118.25,-1182.50,-1232.50,,81200,137.65,275.30,275.30,2025-05-13T09:32:00+05:30,stop_loss,-139.65,-1396.50,-1446.50,,10,1,10,253.90,-2579.00,100.00,-2679.00,,4294.05
2025-05-14,TRADED,,NIFTY,2025-05-15,24613.8,24600,24800,79.4,158.80,35.75,2025-05-14T15:20:00+05:30,day_close,41.65,3123.75,3073.75,,24400,31.6,63.20,63.20,2025-05-14T12:51:00+05:30,stop_loss,-33.60,-2520.00,-2570.00,,75,1,75,111.00,603.75,100.00,503.75,,4797.80
2025-05-15,TRADED,,NIFTY,2025-05-15,24694.45,24700,24900,7.1,14.20,14.20,2025-05-15T10:31:00+05:30,stop_loss,-9.10,-682.50,-732.50,,24500,29.6,59.20,59.20,2025-05-15T09:44:00+05:30,stop_loss,-31.60,-2370.00,-2420.00,,75,1,75,36.70,-3052.50,100.00,-3152.50,,1645.30
2025-05-16,TRADED,,SENSEX,2025-05-20,82400,82400,83000,267.65,535.30,202.25,2025-05-16T15:20:00+05:30,day_close,63.40,634.00,584.00,,81800,276.1,552.20,227.20,2025-05-16T15:20:00+05:30,day_close,46.90,469.00,419.00,,10,1,10,543.75,1103.00,100.00,1003.00,,2648.30
2025-05-19,TRADED,,SENSEX,2025-05-20,82300,82300,82900,170.75,341.50,65.40,2025-05-19T15:20:00+05:30,day_close,103.35,1033.50,983.50,,81700,199.1,398.20,153.40,2025-05-19T15:20:00+05:30,day_close,43.70,437.00,387.00,,10,1,10,369.85,1470.50,100.00,1370.50,,4018.80
2025-05-20,TRADED,,SENSEX,2025-05-20,82100,82100,82700,31.45,62.90,0.20,2025-05-20T15:20:00+05:30,day_close,29.25,292.50,242.50,,81500,40.0,80.00,80.00,2025-05-20T09:52:00+05:30,stop_loss,-42.00,-420.00,-470.00,,10,1,10,71.45,-127.50,100.00,-227.50,,3791.30
2025-05-21,TRADED,,NIFTY,2025-05-22,24744.25,24750,24950,45.2,90.40,90.40,2025-05-21T09:53:00+05:30,stop_loss,-47.20,-3540.00,-3590.00,,24550,48.0,96.00,31.10,2025-05-21T15:20:00+05:30,day_close,14.90,1117.50,1067.50,,75,1,75,93.20,-2422.50,100.00,-2522.50,,1268.80
2025-05-22,TRADED,,NIFTY,2025-05-22,24733.95,24750,24950,15.9,31.80,0.15,2025-05-22T15:20:00+05:30,day_close,13.75,1031.25,981.25,,24550,72.55,145.10,0.15,2025-05-22T15:20:00+05:30,day_close,70.40,5280.00,5230.00,,75,1,75,88.45,6311.25,100.00,6211.25,,7480.05
