range_label,moneyness,offset_points,entry_date,status,skip_reason,expiry_date,next_trading_day,lot_size,lots,qty,spot_signal_timestamp,spot_signal_close,spot_sma_25,spot_signal_relation,atm_strike,target_strike,sold_side,contract_name,option_entry_timestamp,option_entry_open,option_exit_timestamp,option_exit_open,gross_pnl,brokerage,net_pnl,remarks
OTM_100,OTM,100,2019-01-01,SKIPPED,missing_option_file,2020-01-02,2019-01-02,75,4,300,2019-01-01T15:15:00+05:30,10914.0,10841.89,ABOVE_SMA,10900,10800,PE,NIFTY_10800_PE_02_JAN_20.csv,2019-01-01T15:29:00+05:30,,2019-01-02T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10800_PE_02_JAN_20.csv
OTM_200,OTM,200,2019-01-01,SKIPPED,missing_option_file,2020-01-02,2019-01-02,75,4,300,2019-01-01T15:15:00+05:30,10914.0,10841.89,ABOVE_SMA,10900,10700,PE,NIFTY_10700_PE_02_JAN_20.csv,2019-01-01T15:29:00+05:30,,2019-01-02T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10700_PE_02_JAN_20.csv
OTM_300,OTM,300,2019-01-01,SKIPPED,missing_option_file,2020-01-02,2019-01-02,75,4,300,2019-01-01T15:15:00+05:30,10914.0,10841.89,ABOVE_SMA,10900,10600,PE,NIFTY_10600_PE_02_JAN_20.csv,2019-01-01T15:29:00+05:30,,2019-01-02T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10600_PE_02_JAN_20.csv
OTM_400,OTM,400,2019-01-01,SKIPPED,missing_option_file,2020-01-02,2019-01-02,75,4,300,2019-01-01T15:15:00+05:30,10914.0,10841.89,ABOVE_SMA,10900,10500,PE,NIFTY_10500_PE_02_JAN_20.csv,2019-01-01T15:29:00+05:30,,2019-01-02T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10500_PE_02_JAN_20.csv
OTM_500,OTM,500,2019-01-01,SKIPPED,missing_option_file,2020-01-02,2019-01-02,75,4,300,2019-01-01T15:15:00+05:30,10914.0,10841.89,ABOVE_SMA,10900,10400,PE,NIFTY_10400_PE_02_JAN_20.csv,2019-01-01T15:29:00+05:30,,2019-01-02T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10400_PE_02_JAN_20.csv
ITM_100,ITM,100,2019-01-01,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-01-02,75,4,300,2019-01-01T15:15:00+05:30,10914.0,10841.89,ABOVE_SMA,10900,11000,PE,NIFTY_11000_PE_02_JAN_20.csv,2019-01-01T15:29:00+05:30,,2019-01-02T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11000_PE_02_JAN_20.csv missing entry 2019-01-01T15:29:00+05:30; NIFTY_11000_PE_02_JAN_20.csv missing exit 2019-01-02T09:16:00+05:30
ITM_200,ITM,200,2019-01-01,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-01-02,75,4,300,2019-01-01T15:15:00+05:30,10914.0,10841.89,ABOVE_SMA,10900,11100,PE,NIFTY_11100_PE_02_JAN_20.csv,2019-01-01T15:29:00+05:30,,2019-01-02T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11100_PE_02_JAN_20.csv missing entry 2019-01-01T15:29:00+05:30; NIFTY_11100_PE_02_JAN_20.csv missing exit 2019-01-02T09:16:00+05:30
ITM_300,ITM,300,2019-01-01,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-01-02,75,4,300,2019-01-01T15:15:00+05:30,10914.0,10841.89,ABOVE_SMA,10900,11200,PE,NIFTY_11200_PE_02_JAN_20.csv,2019-01-01T15:29:00+05:30,,2019-01-02T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11200_PE_02_JAN_20.csv missing entry 2019-01-01T15:29:00+05:30; NIFTY_11200_PE_02_JAN_20.csv missing exit 2019-01-02T09:16:00+05:30
OTM_100,OTM,100,2019-01-02,SKIPPED,missing_option_file,2020-01-02,2019-01-03,75,4,300,2019-01-02T15:15:00+05:30,10780.0,10830.10,BELOW_SMA,10800,10900,CE,NIFTY_10900_CE_02_JAN_20.csv,2019-01-02T15:29:00+05:30,,2019-01-03T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10900_CE_02_JAN_20.csv
OTM_200,OTM,200,2019-01-02,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-01-03,75,4,300,2019-01-02T15:15:00+05:30,10780.0,10830.10,BELOW_SMA,10800,11000,CE,NIFTY_11000_CE_02_JAN_20.csv,2019-01-02T15:29:00+05:30,,2019-01-03T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11000_CE_02_JAN_20.csv missing entry 2019-01-02T15:29:00+05:30; NIFTY_11000_CE_02_JAN_20.csv missing exit 2019-01-03T09:16:00+05:30
OTM_300,OTM,300,2019-01-02,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-01-03,75,4,300,2019-01-02T15:15:00+05:30,10780.0,10830.10,BELOW_SMA,10800,11100,CE,NIFTY_11100_CE_02_JAN_20.csv,2019-01-02T15:29:00+05:30,,2019-01-03T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11100_CE_02_JAN_20.csv missing entry 2019-01-02T15:29:00+05:30; NIFTY_11100_CE_02_JAN_20.csv missing exit 2019-01-03T09:16:00+05:30
OTM_400,OTM,400,2019-01-02,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-01-03,75,4,300,2019-01-02T15:15:00+05:30,10780.0,10830.10,BELOW_SMA,10800,11200,CE,NIFTY_11200_CE_02_JAN_20.csv,2019-01-02T15:29:00+05:30,,2019-01-03T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11200_CE_02_JAN_20.csv missing entry 2019-01-02T15:29:00+05:30; NIFTY_11200_CE_02_JAN_20.csv missing exit 2019-01-03T09:16:00+05:30
OTM_500,OTM,500,2019-01-02,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-01-03,75,4,300,2019-01-02T15:15:00+05:30,10780.0,10830.10,BELOW_SMA,10800,11300,CE,NIFTY_11300_CE_02_JAN_20.csv,2019-01-02T15:29:00+05:30,,2019-01-03T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11300_CE_02_JAN_20.csv missing entry 2019-01-02T15:29:00+05:30; NIFTY_11300_CE_02_JAN_20.csv missing exit 2019-01-03T09:16:00+05:30
ITM_100,ITM,100,2019-01-02,SKIPPED,missing_option_file,2020-01-02,2019-01-03,75,4,300,2019-01-02T15:15:00+05:30,10780.0,10830.10,BELOW_SMA,10800,10700,CE,NIFTY_10700_CE_02_JAN_20.csv,2019-01-02T15:29:00+05:30,,2019-01-03T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10700_CE_02_JAN_20.csv
ITM_200,ITM,200,2019-01-02,SKIPPED,missing_option_file,2020-01-02,2019-01-03,75,4,300,2019-01-02T15:15:00+05:30,10780.0,10830.10,BELOW_SMA,10800,10600,CE,NIFTY_10600_CE_02_JAN_20.csv,2019-01-02T15:29:00+05:30,,2019-01-03T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10600_CE_02_JAN_20.csv
ITM_300,ITM,300,2019-01-02,SKIPPED,missing_option_file,2020-01-02,2019-01-03,75,4,300,2019-01-02T15:15:00+05:30,10780.0,10830.10,BELOW_SMA,10800,10500,CE,NIFTY_10500_CE_02_JAN_20.csv,2019-01-02T15:29:00+05:30,,2019-01-03T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10500_CE_02_JAN_20.csv
OTM_100,OTM,100,2019-01-03,SKIPPED,missing_option_file,2020-01-02,2019-01-04,75,4,300,2019-01-03T15:15:00+05:30,10667.7,10725.80,BELOW_SMA,10650,10750,CE,NIFTY_10750_CE_02_JAN_20.csv,2019-01-03T15:29:00+05:30,,2019-01-04T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10750_CE_02_JAN_20.csv
OTM_200,OTM,200,2019-01-03,SKIPPED,missing_option_file,2020-01-02,2019-01-04,75,4,300,2019-01-03T15:15:00+05:30,10667.7,10725.80,BELOW_SMA,10650,10850,CE,NIFTY_10850_CE_02_JAN_20.csv,2019-01-03T15:29:00+05:30,,2019-01-04T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10850_CE_02_JAN_20.csv
OTM_300,OTM,300,2019-01-03,SKIPPED,missing_option_file,2020-01-02,2019-01-04,75,4,300,2019-01-03T15:15:00+05:30,10667.7,10725.80,BELOW_SMA,10650,10950,CE,NIFTY_10950_CE_02_JAN_20.csv,2019-01-03T15:29:00+05:30,,2019-01-04T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10950_CE_02_JAN_20.csv
OTM_400,OTM,400,2019-01-03,SKIPPED,missing_option_file,2020-01-02,2019-01-04,75,4,300,2019-01-03T15:15:00+05:30,10667.7,10725.80,BELOW_SMA,10650,11050,CE,NIFTY_11050_CE_02_JAN_20.csv,2019-01-03T15:29:00+05:30,,2019-01-04T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_11050_CE_02_JAN_20.csv
OTM_500,OTM,500,2019-01-03,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-01-04,75,4,300,2019-01-03T15:15:00+05:30,10667.7,10725.80,BELOW_SMA,10650,11150,CE,NIFTY_11150_CE_02_JAN_20.csv,2019-01-03T15:29:00+05:30,,2019-01-04T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11150_CE_02_JAN_20.csv missing entry 2019-01-03T15:29:00+05:30; NIFTY_11150_CE_02_JAN_20.csv missing exit 2019-01-04T09:16:00+05:30
ITM_100,ITM,100,2019-01-03,SKIPPED,missing_option_file,2020-01-02,2019-01-04,75,4,300,2019-01-03T15:15:00+05:30,10667.7,10725.80,BELOW_SMA,10650,10550,CE,NIFTY_10550_CE_02_JAN_20.csv,2019-01-03T15:29:00+05:30,,2019-01-04T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10550_CE_02_JAN_20.csv
ITM_200,ITM,200,2019-01-03,SKIPPED,missing_option_file,2020-01-02,2019-01-04,75,4,300,2019-01-03T15:15:00+05:30,10667.7,10725.80,BELOW_SMA,10650,10450,CE,NIFTY_10450_CE_02_JAN_20.csv,2019-01-03T15:29:00+05:30,,2019-01-04T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10450_CE_02_JAN_20.csv
ITM_300,ITM,300,2019-01-03,SKIPPED,missing_option_file,2020-01-02,2019-01-04,75,4,300,2019-01-03T15:15:00+05:30,10667.7,10725.80,BELOW_SMA,10650,10350,CE,NIFTY_10350_CE_02_JAN_20.csv,2019-01-03T15:29:00+05:30,,2019-01-04T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10350_CE_02_JAN_20.csv
OTM_100,OTM,100,2019-01-04,SKIPPED,missing_option_file,2020-01-02,2019-01-07,75,4,300,2019-01-04T15:15:00+05:30,10730.7,10693.72,ABOVE_SMA,10750,10650,PE,NIFTY_10650_PE_02_JAN_20.csv,2019-01-04T15:29:00+05:30,,2019-01-07T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10650_PE_02_JAN_20.csv
OTM_200,OTM,200,2019-01-04,SKIPPED,missing_option_file,2020-01-02,2019-01-07,75,4,300,2019-01-04T15:15:00+05:30,10730.7,10693.72,ABOVE_SMA,10750,10550,PE,NIFTY_10550_PE_02_JAN_20.csv,2019-01-04T15:29:00+05:30,,2019-01-07T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10550_PE_02_JAN_20.csv
OTM_300,OTM,300,2019-01-04,SKIPPED,missing_option_file,2020-01-02,2019-01-07,75,4,300,2019-01-04T15:15:00+05:30,10730.7,10693.72,ABOVE_SMA,10750,10450,PE,NIFTY_10450_PE_02_JAN_20.csv,2019-01-04T15:29:00+05:30,,2019-01-07T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10450_PE_02_JAN_20.csv
OTM_400,OTM,400,2019-01-04,SKIPPED,missing_option_file,2020-01-02,2019-01-07,75,4,300,2019-01-04T15:15:00+05:30,10730.7,10693.72,ABOVE_SMA,10750,10350,PE,NIFTY_10350_PE_02_JAN_20.csv,2019-01-04T15:29:00+05:30,,2019-01-07T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10350_PE_02_JAN_20.csv
OTM_500,OTM,500,2019-01-04,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-01-07,75,4,300,2019-01-04T15:15:00+05:30,10730.7,10693.72,ABOVE_SMA,10750,10250,PE,NIFTY_10250_PE_02_JAN_20.csv,2019-01-04T15:29:00+05:30,,2019-01-07T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_10250_PE_02_JAN_20.csv missing entry 2019-01-04T15:29:00+05:30; NIFTY_10250_PE_02_JAN_20.csv missing exit 2019-01-07T09:16:00+05:30
ITM_100,ITM,100,2019-01-04,SKIPPED,missing_option_file,2020-01-02,2019-01-07,75,4,300,2019-01-04T15:15:00+05:30,10730.7,10693.72,ABOVE_SMA,10750,10850,PE,NIFTY_10850_PE_02_JAN_20.csv,2019-01-04T15:29:00+05:30,,2019-01-07T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10850_PE_02_JAN_20.csv
ITM_200,ITM,200,2019-01-04,SKIPPED,missing_option_file,2020-01-02,2019-01-07,75,4,300,2019-01-04T15:15:00+05:30,10730.7,10693.72,ABOVE_SMA,10750,10950,PE,NIFTY_10950_PE_02_JAN_20.csv,2019-01-04T15:29:00+05:30,,2019-01-07T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10950_PE_02_JAN_20.csv
ITM_300,ITM,300,2019-01-04,SKIPPED,missing_option_file,2020-01-02,2019-01-07,75,4,300,2019-01-04T15:15:00+05:30,10730.7,10693.72,ABOVE_SMA,10750,11050,PE,NIFTY_11050_PE_02_JAN_20.csv,2019-01-04T15:29:00+05:30,,2019-01-07T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_11050_PE_02_JAN_20.csv
OTM_100,OTM,100,2019-01-07,SKIPPED,missing_option_file,2020-01-02,2019-01-08,75,4,300,2019-01-07T15:15:00+05:30,10770.7,10800.56,BELOW_SMA,10750,10850,CE,NIFTY_10850_CE_02_JAN_20.csv,2019-01-07T15:29:00+05:30,,2019-01-08T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10850_CE_02_JAN_20.csv
OTM_200,OTM,200,2019-01-07,SKIPPED,missing_option_file,2020-01-02,2019-01-08,75,4,300,2019-01-07T15:15:00+05:30,10770.7,10800.56,BELOW_SMA,10750,10950,CE,NIFTY_10950_CE_02_JAN_20.csv,2019-01-07T15:29:00+05:30,,2019-01-08T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10950_CE_02_JAN_20.csv
OTM_300,OTM,300,2019-01-07,SKIPPED,missing_option_file,2020-01-02,2019-01-08,75,4,300,2019-01-07T15:15:00+05:30,10770.7,10800.56,BELOW_SMA,10750,11050,CE,NIFTY_11050_CE_02_JAN_20.csv,2019-01-07T15:29:00+05:30,,2019-01-08T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_11050_CE_02_JAN_20.csv
OTM_400,OTM,400,2019-01-07,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-01-08,75,4,300,2019-01-07T15:15:00+05:30,10770.7,10800.56,BELOW_SMA,10750,11150,CE,NIFTY_11150_CE_02_JAN_20.csv,2019-01-07T15:29:00+05:30,,2019-01-08T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11150_CE_02_JAN_20.csv missing entry 2019-01-07T15:29:00+05:30; NIFTY_11150_CE_02_JAN_20.csv missing exit 2019-01-08T09:16:00+05:30
OTM_500,OTM,500,2019-01-07,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-01-08,75,4,300,2019-01-07T15:15:00+05:30,10770.7,10800.56,BELOW_SMA,10750,11250,CE,NIFTY_11250_CE_02_JAN_20.csv,2019-01-07T15:29:00+05:30,,2019-01-08T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11250_CE_02_JAN_20.csv missing entry 2019-01-07T15:29:00+05:30; NIFTY_11250_CE_02_JAN_20.csv missing exit 2019-01-08T09:16:00+05:30
ITM_100,ITM,100,2019-01-07,SKIPPED,missing_option_file,2020-01-02,2019-01-08,75,4,300,2019-01-07T15:15:00+05:30,10770.7,10800.56,BELOW_SMA,10750,10650,CE,NIFTY_10650_CE_02_JAN_20.csv,2019-01-07T15:29:00+05:30,,2019-01-08T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10650_CE_02_JAN_20.csv
ITM_200,ITM,200,2019-01-07,SKIPPED,missing_option_file,2020-01-02,2019-01-08,75,4,300,2019-01-07T15:15:00+05:30,10770.7,10800.56,BELOW_SMA,10750,10550,CE,NIFTY_10550_CE_02_JAN_20.csv,2019-01-07T15:29:00+05:30,,2019-01-08T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10550_CE_02_JAN_20.csv
ITM_300,ITM,300,2019-01-07,SKIPPED,missing_option_file,2020-01-02,2019-01-08,75,4,300,2019-01-07T15:15:00+05:30,10770.7,10800.56,BELOW_SMA,10750,10450,CE,NIFTY_10450_CE_02_JAN_20.csv,2019-01-07T15:29:00+05:30,,2019-01-08T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10450_CE_02_JAN_20.csv
OTM_100,OTM,100,2019-01-08,SKIPPED,missing_option_file,2020-01-02,2019-01-09,75,4,300,2019-01-08T15:15:00+05:30,10789.0,10776.32,ABOVE_SMA,10800,10700,PE,NIFTY_10700_PE_02_JAN_20.csv,2019-01-08T15:29:00+05:30,,2019-01-09T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10700_PE_02_JAN_20.csv
OTM_200,OTM,200,2019-01-08,SKIPPED,missing_option_file,2020-01-02,2019-01-09,75,4,300,2019-01-08T15:15:00+05:30,10789.0,10776.32,ABOVE_SMA,10800,10600,PE,NIFTY_10600_PE_02_JAN_20.csv,2019-01-08T15:29:00+05:30,,2019-01-09T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10600_PE_02_JAN_20.csv
OTM_300,OTM,300,2019-01-08,SKIPPED,missing_option_file,2020-01-02,2019-01-09,75,4,300,2019-01-08T15:15:00+05:30,10789.0,10776.32,ABOVE_SMA,10800,10500,PE,NIFTY_10500_PE_02_JAN_20.csv,2019-01-08T15:29:00+05:30,,2019-01-09T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10500_PE_02_JAN_20.csv
OTM_400,OTM,400,2019-01-08,SKIPPED,missing_option_file,2020-01-02,2019-01-09,75,4,300,2019-01-08T15:15:00+05:30,10789.0,10776.32,ABOVE_SMA,10800,10400,PE,NIFTY_10400_PE_02_JAN_20.csv,2019-01-08T15:29:00+05:30,,2019-01-09T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10400_PE_02_JAN_20.csv
OTM_500,OTM,500,2019-01-08,SKIPPED,missing_option_file,2020-01-02,2019-01-09,75,4,300,2019-01-08T15:15:00+05:30,10789.0,10776.32,ABOVE_SMA,10800,10300,PE,NIFTY_10300_PE_02_JAN_20.csv,2019-01-08T15:29:00+05:30,,2019-01-09T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10300_PE_02_JAN_20.csv
ITM_100,ITM,100,2019-01-08,SKIPPED,missing_option_file,2020-01-02,2019-01-09,75,4,300,2019-01-08T15:15:00+05:30,10789.0,10776.32,ABOVE_SMA,10800,10900,PE,NIFTY_10900_PE_02_JAN_20.csv,2019-01-08T15:29:00+05:30,,2019-01-09T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10900_PE_02_JAN_20.csv
ITM_200,ITM,200,2019-01-08,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-01-09,75,4,300,2019-01-08T15:15:00+05:30,10789.0,10776.32,ABOVE_SMA,10800,11000,PE,NIFTY_11000_PE_02_JAN_20.csv,2019-01-08T15:29:00+05:30,,2019-01-09T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11000_PE_02_JAN_20.csv missing entry 2019-01-08T15:29:00+05:30; NIFTY_11000_PE_02_JAN_20.csv missing exit 2019-01-09T09:16:00+05:30
ITM_300,ITM,300,2019-01-08,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-01-09,75,4,300,2019-01-08T15:15:00+05:30,10789.0,10776.32,ABOVE_SMA,10800,11100,PE,NIFTY_11100_PE_02_JAN_20.csv,2019-01-08T15:29:00+05:30,,2019-01-09T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11100_PE_02_JAN_20.csv missing entry 2019-01-08T15:29:00+05:30; NIFTY_11100_PE_02_JAN_20.csv missing exit 2019-01-09T09:16:00+05:30
OTM_100,OTM,100,2019-01-09,SKIPPED,missing_option_file,2020-01-02,2019-01-10,75,4,300,2019-01-09T15:15:00+05:30,10849.8,10838.97,ABOVE_SMA,10850,10750,PE,NIFTY_10750_PE_02_JAN_20.csv,2019-01-09T15:29:00+05:30,,2019-01-10T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10750_PE_02_JAN_20.csv
OTM_200,OTM,200,2019-01-09,SKIPPED,missing_option_file,2020-01-02,2019-01-10,75,4,300,2019-01-09T15:15:00+05:30,10849.8,10838.97,ABOVE_SMA,10850,10650,PE,NIFTY_10650_PE_02_JAN_20.csv,2019-01-09T15:29:00+05:30,,2019-01-10T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10650_PE_02_JAN_20.csv
OTM_300,OTM,300,2019-01-09,SKIPPED,missing_option_file,2020-01-02,2019-01-10,75,4,300,2019-01-09T15:15:00+05:30,10849.8,10838.97,ABOVE_SMA,10850,10550,PE,NIFTY_10550_PE_02_JAN_20.csv,2019-01-09T15:29:00+05:30,,2019-01-10T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10550_PE_02_JAN_20.csv
OTM_400,OTM,400,2019-01-09,SKIPPED,missing_option_file,2020-01-02,2019-01-10,75,4,300,2019-01-09T15:15:00+05:30,10849.8,10838.97,ABOVE_SMA,10850,10450,PE,NIFTY_10450_PE_02_JAN_20.csv,2019-01-09T15:29:00+05:30,,2019-01-10T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10450_PE_02_JAN_20.csv
OTM_500,OTM,500,2019-01-09,SKIPPED,missing_option_file,2020-01-02,2019-01-10,75,4,300,2019-01-09T15:15:00+05:30,10849.8,10838.97,ABOVE_SMA,10850,10350,PE,NIFTY_10350_PE_02_JAN_20.csv,2019-01-09T15:29:00+05:30,,2019-01-10T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10350_PE_02_JAN_20.csv
ITM_100,ITM,100,2019-01-09,SKIPPED,missing_option_file,2020-01-02,2019-01-10,75,4,300,2019-01-09T15:15:00+05:30,10849.8,10838.97,ABOVE_SMA,10850,10950,PE,NIFTY_10950_PE_02_JAN_20.csv,2019-01-09T15:29:00+05:30,,2019-01-10T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10950_PE_02_JAN_20.csv
ITM_200,ITM,200,2019-01-09,SKIPPED,missing_option_file,2020-01-02,2019-01-10,75,4,300,2019-01-09T15:15:00+05:30,10849.8,10838.97,ABOVE_SMA,10850,11050,PE,NIFTY_11050_PE_02_JAN_20.csv,2019-01-09T15:29:00+05:30,,2019-01-10T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_11050_PE_02_JAN_20.csv
ITM_300,ITM,300,2019-01-09,SKIPPED,missing_option_file,2020-01-02,2019-01-10,75,4,300,2019-01-09T15:15:00+05:30,10849.8,10838.97,ABOVE_SMA,10850,11150,PE,NIFTY_11150_PE_02_JAN_20.csv,2019-01-09T15:29:00+05:30,,2019-01-10T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_11150_PE_02_JAN_20.csv
OTM_100,OTM,100,2019-01-10,SKIPPED,missing_option_file,2020-01-02,2019-01-11,75,4,300,2019-01-10T15:15:00+05:30,10815.6,10828.38,BELOW_SMA,10800,10900,CE,NIFTY_10900_CE_02_JAN_20.csv,2019-01-10T15:29:00+05:30,,2019-01-11T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10900_CE_02_JAN_20.csv
OTM_200,OTM,200,2019-01-10,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-01-11,75,4,300,2019-01-10T15:15:00+05:30,10815.6,10828.38,BELOW_SMA,10800,11000,CE,NIFTY_11000_CE_02_JAN_20.csv,2019-01-10T15:29:00+05:30,,2019-01-11T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11000_CE_02_JAN_20.csv missing entry 2019-01-10T15:29:00+05:30; NIFTY_11000_CE_02_JAN_20.csv missing exit 2019-01-11T09:16:00+05:30
OTM_300,OTM,300,2019-01-10,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-01-11,75,4,300,2019-01-10T15:15:00+05:30,10815.6,10828.38,BELOW_SMA,10800,11100,CE,NIFTY_11100_CE_02_JAN_20.csv,2019-01-10T15:29:00+05:30,,2019-01-11T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11100_CE_02_JAN_20.csv missing entry 2019-01-10T15:29:00+05:30; NIFTY_11100_CE_02_JAN_20.csv missing exit 2019-01-11T09:16:00+05:30
OTM_400,OTM,400,2019-01-10,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-01-11,75,4,300,2019-01-10T15:15:00+05:30,10815.6,10828.38,BELOW_SMA,10800,11200,CE,NIFTY_11200_CE_02_JAN_20.csv,2019-01-10T15:29:00+05:30,,2019-01-11T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11200_CE_02_JAN_20.csv missing entry 2019-01-10T15:29:00+05:30; NIFTY_11200_CE_02_JAN_20.csv missing exit 2019-01-11T09:16:00+05:30
OTM_500,OTM,500,2019-01-10,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-01-11,75,4,300,2019-01-10T15:15:00+05:30,10815.6,10828.38,BELOW_SMA,10800,11300,CE,NIFTY_11300_CE_02_JAN_20.csv,2019-01-10T15:29:00+05:30,,2019-01-11T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11300_CE_02_JAN_20.csv missing entry 2019-01-10T15:29:00+05:30; NIFTY_11300_CE_02_JAN_20.csv missing exit 2019-01-11T09:16:00+05:30
ITM_100,ITM,100,2019-01-10,SKIPPED,missing_option_file,2020-01-02,2019-01-11,75,4,300,2019-01-10T15:15:00+05:30,10815.6,10828.38,BELOW_SMA,10800,10700,CE,NIFTY_10700_CE_02_JAN_20.csv,2019-01-10T15:29:00+05:30,,2019-01-11T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10700_CE_02_JAN_20.csv
ITM_200,ITM,200,2019-01-10,SKIPPED,missing_option_file,2020-01-02,2019-01-11,75,4,300,2019-01-10T15:15:00+05:30,10815.6,10828.38,BELOW_SMA,10800,10600,CE,NIFTY_10600_CE_02_JAN_20.csv,2019-01-10T15:29:00+05:30,,2019-01-11T09:16:00+05:30,,0.00,0.00,0.00,Missing option file: NIFTY_10600_CE_02_JAN_20.csv
