entry_date,status,skip_reason,expiry_date,next_trading_day,spot_entry_timestamp,spot_entry_open,atm_strike,ce_entry_timestamp,ce_entry_open,ce_exit_timestamp,ce_exit_open,pe_entry_timestamp,pe_entry_open,pe_exit_timestamp,pe_exit_open,gross_pnl,brokerage,net_pnl,adjustments,remarks
2025-05-26,TRADED,,2025-05-29,2025-05-27,2025-05-26T15:20:00+05:30,25002.05,25000,2025-05-26T15:20:00+05:30,224.65,2025-05-27T09:16:00+05:30,189.85,2025-05-26T15:20:00+05:30,185.7,2025-05-27T09:16:00+05:30,234.3,-13.80,100.00,-113.80,0,
2025-05-27,TRADED,,2025-05-29,2025-05-28,2025-05-27T15:20:00+05:30,24825.6,24850,2025-05-27T15:20:00+05:30,191.7,2025-05-28T09:16:00+05:30,190.0,2025-05-27T15:20:00+05:30,178.65,2025-05-28T09:16:00+05:30,205.0,-24.65,100.00,-124.65,0,
2025-05-28,TRADED,,2025-05-29,2025-05-29,2025-05-28T15:20:00+05:30,24747.7,24750,2025-05-28T15:20:00+05:30,118.3,2025-05-29T09:16:00+05:30,177.8,2025-05-28T15:20:00+05:30,101.3,2025-05-29T09:16:00+05:30,29.8,12.00,100.00,-88.00,0,
2025-05-29,TRADED,,2025-06-05,2025-05-30,2025-05-29T15:20:00+05:30,24854.1,24850,2025-05-29T15:20:00+05:30,210.0,2025-05-30T09:16:00+05:30,195.6,2025-05-29T15:20:00+05:30,198.6,2025-05-30T09:16:00+05:30,205.4,7.60,100.00,-92.40,0,
2025-05-30,TRADED,,2025-06-05,2025-06-02,2025-05-30T15:20:00+05:30,24746.95,24750,2025-05-30T15:20:00+05:30,227.4,2025-06-02T09:16:00+05:30,151.35,2025-05-30T15:20:00+05:30,181.25,2025-06-02T09:16:00+05:30,298.75,-41.45,100.00,-141.45,0,
2025-06-02,TRADED,,2025-06-05,2025-06-03,2025-06-02T15:20:00+05:30,24716.45,24700,2025-06-02T15:20:00+05:30,231.1,2025-06-03T09:16:00+05:30,270.05,2025-06-02T15:20:00+05:30,202.35,2025-06-03T09:16:00+05:30,148.4,15.00,100.00,-85.00,0,
2025-06-03,TRADED,,2025-06-05,2025-06-04,2025-06-03T15:20:00+05:30,24544.35,24550,2025-06-03T15:20:00+05:30,153.45,2025-06-04T09:16:00+05:30,157.1,2025-06-03T15:20:00+05:30,116.0,2025-06-04T09:16:00+05:30,108.9,3.45,100.00,-96.55,0,
2025-06-04,TRADED,,2025-06-05,2025-06-05,2025-06-04T15:20:00+05:30,24608.75,24600,2025-06-04T15:20:00+05:30,87.0,2025-06-05T09:16:00+05:30,78.7,2025-06-04T15:20:00+05:30,74.75,2025-06-05T09:16:00+05:30,32.4,50.65,100.00,-49.35,0,
2025-06-05,TRADED,,2025-06-12,2025-06-06,2025-06-05T15:20:00+05:30,24767.95,24750,2025-06-05T15:20:00+05:30,207.5,2025-06-06T09:16:00+05:30,188.1,2025-06-05T15:20:00+05:30,166.35,2025-06-06T09:16:00+05:30,182.25,3.50,100.00,-96.50,0,
2025-06-06,TRADED,,2025-06-12,2025-06-09,2025-06-06T15:20:00+05:30,25000.05,25000,2025-06-06T15:20:00+05:30,178.25,2025-06-09T09:16:00+05:30,223.75,2025-06-06T15:20:00+05:30,154.75,2025-06-09T09:16:00+05:30,108.4,0.85,100.00,-99.15,0,
2025-06-09,TRADED,,2025-06-12,2025-06-10,2025-06-09T15:20:00+05:30,25103.35,25100,2025-06-09T15:20:00+05:30,136.6,2025-06-10T09:16:00+05:30,149.4,2025-06-09T15:20:00+05:30,129.65,2025-06-10T09:16:00+05:30,101.65,15.20,100.00,-84.80,0,
2025-06-10,TRADED,,2025-06-12,2025-06-11,2025-06-10T15:20:00+05:30,25108.85,25100,2025-06-10T15:20:00+05:30,86.5,2025-06-11T09:16:00+05:30,72.2,2025-06-10T15:20:00+05:30,95.9,2025-06-11T09:16:00+05:30,84.25,25.95,100.00,-74.05,0,
2025-06-11,TRADED,,2025-06-12,2025-06-12,2025-06-11T15:20:00+05:30,25136.8,25150,2025-06-11T15:20:00+05:30,64.15,2025-06-12T09:16:00+05:30,44.95,2025-06-11T15:20:00+05:30,85.0,2025-06-12T09:16:00+05:30,78.5,25.70,100.00,-74.30,0,
2025-06-12,TRADED,,2025-06-19,2025-06-13,2025-06-12T15:20:00+05:30,24876.6,24900,2025-06-12T15:20:00+05:30,178.1,2025-06-13T09:16:00+05:30,78.3,2025-06-12T15:20:00+05:30,177.45,2025-06-13T09:16:00+05:30,414.65,-137.40,100.00,-237.40,0,
2025-06-13,TRADED,,2025-06-19,2025-06-16,2025-06-13T15:20:00+05:30,24718.7,24700,2025-06-13T15:20:00+05:30,170.15,2025-06-16T09:16:00+05:30,190.0,2025-06-13T15:20:00+05:30,191.25,2025-06-16T09:16:00+05:30,120.8,50.60,100.00,-49.40,0,
2025-06-16,TRADED,,2025-06-19,2025-06-17,2025-06-16T15:20:00+05:30,24954.75,24950,2025-06-16T15:20:00+05:30,142.2,2025-06-17T09:16:00+05:30,112.85,2025-06-16T15:20:00+05:30,130.7,2025-06-17T09:16:00+05:30,137.95,22.10,100.00,-77.90,0,
2025-06-17,TRADED,,2025-06-19,2025-06-18,2025-06-17T15:20:00+05:30,24844.8,24850,2025-06-17T15:20:00+05:30,100.75,2025-06-18T09:16:00+05:30,71.55,2025-06-17T15:20:00+05:30,113.3,2025-06-18T09:16:00+05:30,120.95,21.55,100.00,-78.45,0,
2025-06-18,TRADED,,2025-06-19,2025-06-19,2025-06-18T15:20:00+05:30,24810.75,24800,2025-06-18T15:20:00+05:30,79.15,2025-06-19T09:16:00+05:30,42.35,2025-06-18T15:20:00+05:30,81.65,2025-06-19T09:16:00+05:30,70.25,48.20,100.00,-51.80,0,
2025-06-19,TRADED,,2025-06-26,2025-06-20,2025-06-19T15:20:00+05:30,24789.15,24800,2025-06-19T15:20:00+05:30,194.7,2025-06-20T09:16:00+05:30,219.35,2025-06-19T15:20:00+05:30,187.85,2025-06-20T09:16:00+05:30,134.75,28.45,100.00,-71.55,0,
2025-06-20,TRADED,,2025-06-26,2025-06-23,2025-06-20T15:20:00+05:30,25125.5,25150,2025-06-20T15:20:00+05:30,135.45,2025-06-23T09:16:00+05:30,74.15,2025-06-20T15:20:00+05:30,173.1,2025-06-23T09:16:00+05:30,238.1,-3.70,100.00,-103.70,0,
2025-06-23,TRADED,,2025-06-26,2025-06-24,2025-06-23T15:20:00+05:30,24975.9,25000,2025-06-23T15:20:00+05:30,126.7,2025-06-24T09:16:00+05:30,284.5,2025-06-23T15:20:00+05:30,137.0,2025-06-24T09:16:00+05:30,41.45,-62.25,100.00,-162.25,0,
2025-06-24,TRADED,,2025-06-26,2025-06-25,2025-06-24T15:20:00+05:30,25054.65,25050,2025-06-24T15:20:00+05:30,129.85,2025-06-25T09:16:00+05:30,150.4,2025-06-24T15:20:00+05:30,86.5,2025-06-25T09:16:00+05:30,51.3,14.65,100.00,-85.35,0,
2025-06-25,TRADED,,2025-06-26,2025-06-26,2025-06-25T15:20:00+05:30,25246.4,25250,2025-06-25T15:20:00+05:30,67.3,2025-06-26T09:16:00+05:30,77.45,2025-06-25T15:20:00+05:30,67.45,2025-06-26T09:16:00+05:30,35.05,22.25,100.00,-77.75,0,
2025-06-26,TRADED,,2025-07-03,2025-06-27,2025-06-26T15:20:00+05:30,25540.8,25550,2025-06-26T15:20:00+05:30,155.05,2025-06-27T09:16:00+05:30,214.55,2025-06-26T15:20:00+05:30,184.0,2025-06-27T09:16:00+05:30,127.35,-2.85,100.00,-102.85,0,
2025-06-27,TRADED,,2025-07-03,2025-06-30,2025-06-27T15:20:00+05:30,25646.1,25650,2025-06-27T15:20:00+05:30,143.8,2025-06-30T09:16:00+05:30,135.6,2025-06-27T15:20:00+05:30,133.75,2025-06-30T09:16:00+05:30,123.75,18.20,100.00,-81.80,0,
2025-06-30,TRADED,,2025-07-03,2025-07-01,2025-06-30T15:20:00+05:30,25516.35,25500,2025-06-30T15:20:00+05:30,140.2,2025-07-01T09:16:00+05:30,130.55,2025-06-30T15:20:00+05:30,112.1,2025-07-01T09:16:00+05:30,113.55,8.20,100.00,-91.80,0,
2025-07-01,TRADED,,2025-07-03,2025-07-02,2025-07-01T15:20:00+05:30,25549.65,25550,2025-07-01T15:20:00+05:30,96.7,2025-07-02T09:16:00+05:30,101.05,2025-07-01T15:20:00+05:30,83.2,2025-07-02T09:16:00+05:30,65.0,13.85,100.00,-86.15,0,
2025-07-02,TRADED,,2025-07-03,2025-07-03,2025-07-02T15:20:00+05:30,25443.55,25450,2025-07-02T15:20:00+05:30,65.15,2025-07-03T09:16:00+05:30,68.65,2025-07-02T15:20:00+05:30,68.95,2025-07-03T09:16:00+05:30,44.6,20.85,100.00,-79.15,0,
2025-07-03,TRADED,,2025-07-10,2025-07-04,2025-07-03T15:20:00+05:30,25415.35,25400,2025-07-03T15:20:00+05:30,181.4,2025-07-04T09:16:00+05:30,179.45,2025-07-03T15:20:00+05:30,133.3,2025-07-04T09:16:00+05:30,136.15,-0.90,100.00,-100.90,0,
2025-07-04,TRADED,,2025-07-10,2025-07-07,2025-07-04T15:20:00+05:30,25457.1,25450,2025-07-04T15:20:00+05:30,141.7,2025-07-07T09:16:00+05:30,110.95,2025-07-04T15:20:00+05:30,129.0,2025-07-07T09:16:00+05:30,140.9,18.85,100.00,-81.15,0,
2025-07-07,TRADED,,2025-07-10,2025-07-08,2025-07-07T15:20:00+05:30,25458.45,25450,2025-07-07T15:20:00+05:30,120.55,2025-07-08T09:16:00+05:30,111.6,2025-07-07T15:20:00+05:30,108.65,2025-07-08T09:16:00+05:30,107.1,10.50,100.00,-89.50,0,
2025-07-08,TRADED,,2025-07-10,2025-07-09,2025-07-08T15:20:00+05:30,25522.35,25500,2025-07-08T15:20:00+05:30,112.4,2025-07-09T09:16:00+05:30,87.65,2025-07-08T15:20:00+05:30,67.0,2025-07-09T09:16:00+05:30,65.65,26.10,100.00,-73.90,0,
2025-07-09,TRADED,,2025-07-10,2025-07-10,2025-07-09T15:20:00+05:30,25471.1,25450,2025-07-09T15:20:00+05:30,87.05,2025-07-10T09:16:00+05:30,71.85,2025-07-09T15:20:00+05:30,49.1,2025-07-10T09:16:00+05:30,33.65,30.65,100.00,-69.35,0,
2025-07-10,TRADED,,2025-07-17,2025-07-11,2025-07-10T15:20:00+05:30,25370.45,25350,2025-07-10T15:20:00+05:30,160.2,2025-07-11T09:16:00+05:30,101.35,2025-07-10T15:20:00+05:30,120.6,2025-07-11T09:16:00+05:30,165.45,14.00,100.00,-86.00,0,
2025-07-11,TRADED,,2025-07-17,2025-07-14,2025-07-11T15:20:00+05:30,25138.55,25150,2025-07-11T15:20:00+05:30,139.15,2025-07-14T09:16:00+05:30,106.6,2025-07-11T15:20:00+05:30,108.3,2025-07-14T09:16:00+05:30,123.75,17.10,100.00,-82.90,0,
2025-07-14,TRADED,,2025-07-17,2025-07-15,2025-07-14T15:20:00+05:30,25080.3,25100,2025-07-14T15:20:00+05:30,116.75,2025-07-15T09:16:00+05:30,131.4,2025-07-14T15:20:00+05:30,90.5,2025-07-15T09:16:00+05:30,64.7,11.15,100.00,-88.85,0,
2025-07-15,TRADED,,2025-07-17,2025-07-16,2025-07-15T15:20:00+05:30,25205.15,25200,2025-07-15T15:20:00+05:30,85.35,2025-07-16T09:16:00+05:30,55.5,2025-07-15T15:20:00+05:30,59.75,2025-07-16T09:16:00+05:30,73.45,16.15,100.00,-83.85,0,
2025-07-16,TRADED,,2025-07-17,2025-07-17,2025-07-16T15:20:00+05:30,25209.5,25200,2025-07-16T15:20:00+05:30,63.15,2025-07-17T09:16:00+05:30,55.2,2025-07-16T15:20:00+05:30,42.6,2025-07-17T09:16:00+05:30,30.05,20.50,100.00,-79.50,0,
2025-07-17,TRADED,,2025-07-24,2025-07-18,2025-07-17T15:20:00+05:30,25113.65,25100,2025-07-17T15:20:00+05:30,163.1,2025-07-18T09:16:00+05:30,148.6,2025-07-17T15:20:00+05:30,103.55,2025-07-18T09:16:00+05:30,106.0,12.05,100.00,-87.95,0,
2025-07-18,TRADED,,2025-07-24,2025-07-21,2025-07-18T15:20:00+05:30,24966.0,24950,2025-07-18T15:20:00+05:30,160.95,2025-07-21T09:16:00+05:30,126.15,2025-07-18T15:20:00+05:30,96.4,2025-07-21T09:16:00+05:30,100.45,30.75,100.00,-69.25,0,
2025-07-21,TRADED,,2025-07-24,2025-07-22,2025-07-21T15:20:00+05:30,25096.4,25100,2025-07-21T15:20:00+05:30,97.95,2025-07-22T09:16:00+05:30,122.85,2025-07-21T15:20:00+05:30,86.45,2025-07-22T09:16:00+05:30,55.15,6.40,100.00,-93.60,0,
2025-07-22,TRADED,,2025-07-24,2025-07-23,2025-07-22T15:20:00+05:30,25063.4,25050,2025-07-22T15:20:00+05:30,91.8,2025-07-23T09:16:00+05:30,113.5,2025-07-22T15:20:00+05:30,52.5,2025-07-23T09:16:00+05:30,28.95,1.85,100.00,-98.15,0,
2025-07-23,TRADED,,2025-07-24,2025-07-24,2025-07-23T15:20:00+05:30,25219.0,25200,2025-07-23T15:20:00+05:30,61.7,2025-07-24T09:16:00+05:30,52.45,2025-07-23T15:20:00+05:30,36.35,2025-07-24T09:16:00+05:30,29.55,16.05,100.00,-83.95,0,
2025-07-24,TRADED,,2025-07-31,2025-07-25,2025-07-24T15:20:00+05:30,25058.3,25050,2025-07-24T15:20:00+05:30,145.4,2025-07-25T09:16:00+05:30,87.4,2025-07-24T15:20:00+05:30,103.7,2025-07-25T09:16:00+05:30,165.65,-3.95,100.00,-103.95,0,
2025-07-25,TRADED,,2025-07-31,2025-07-28,2025-07-25T15:20:00+05:30,24832.75,24850,2025-07-25T15:20:00+05:30,122.0,2025-07-28T09:16:00+05:30,80.9,2025-07-25T15:20:00+05:30,119.2,2025-07-28T09:16:00+05:30,163.75,-3.45,100.00,-103.45,0,
2025-07-28,TRADED,,2025-07-31,2025-07-29,2025-07-28T15:20:00+05:30,24682.75,24700,2025-07-28T15:20:00+05:30,113.65,2025-07-29T09:16:00+05:30,86.2,2025-07-28T15:20:00+05:30,98.25,2025-07-29T09:16:00+05:30,122.1,3.60,100.00,-96.40,0,
2025-07-29,TRADED,,2025-07-31,2025-07-30,2025-07-29T15:20:00+05:30,24829.1,24850,2025-07-29T15:20:00+05:30,76.65,2025-07-30T09:16:00+05:30,60.1,2025-07-29T15:20:00+05:30,79.85,2025-07-30T09:16:00+05:30,88.2,8.20,100.00,-91.80,0,
2025-07-30,TRADED,,2025-07-31,2025-07-31,2025-07-30T15:20:00+05:30,24854.15,24850,2025-07-30T15:20:00+05:30,69.8,2025-07-31T09:16:00+05:30,13.5,2025-07-30T15:20:00+05:30,49.15,2025-07-31T09:16:00+05:30,179.4,-73.95,100.00,-173.95,0,
2025-07-31,TRADED,,2025-08-07,2025-08-01,2025-07-31T15:20:00+05:30,24754.2,24750,2025-07-31T15:20:00+05:30,179.95,2025-08-01T09:16:00+05:30,133.7,2025-07-31T15:20:00+05:30,132.8,2025-08-01T09:16:00+05:30,164.15,14.90,100.00,-85.10,0,
2025-08-01,TRADED,,2025-08-07,2025-08-04,2025-08-01T15:20:00+05:30,24551.1,24550,2025-08-01T15:20:00+05:30,156.65,2025-08-04T09:16:00+05:30,179.2,2025-08-01T15:20:00+05:30,145.0,2025-08-04T09:16:00+05:30,102.9,19.55,100.00,-80.45,0,
2025-08-04,TRADED,,2025-08-07,2025-08-05,2025-08-04T15:20:00+05:30,24723.35,24700,2025-08-04T15:20:00+05:30,135.5,2025-08-05T09:16:00+05:30,114.45,2025-08-04T15:20:00+05:30,101.5,2025-08-05T09:16:00+05:30,102.55,20.00,100.00,-80.00,0,
2025-08-05,TRADED,,2025-08-07,2025-08-06,2025-08-05T15:20:00+05:30,24662.6,24650,2025-08-05T15:20:00+05:30,96.0,2025-08-06T09:16:00+05:30,82.2,2025-08-05T15:20:00+05:30,88.2,2025-08-06T09:16:00+05:30,88.55,13.45,100.00,-86.55,0,
2025-08-06,TRADED,,2025-08-07,2025-08-07,2025-08-06T15:20:00+05:30,24575.55,24600,2025-08-06T15:20:00+05:30,60.35,2025-08-07T09:16:00+05:30,23.7,2025-08-06T15:20:00+05:30,78.3,2025-08-07T09:16:00+05:30,115.3,-0.35,100.00,-100.35,0,
2025-08-07,TRADED,,2025-08-14,2025-08-08,2025-08-07T15:20:00+05:30,24604.2,24600,2025-08-07T15:20:00+05:30,154.25,2025-08-08T09:16:00+05:30,130.05,2025-08-07T15:20:00+05:30,116.7,2025-08-08T09:16:00+05:30,127.3,13.60,100.00,-86.40,0,
2025-08-08,TRADED,,2025-08-14,2025-08-11,2025-08-08T15:20:00+05:30,24345.45,24350,2025-08-08T15:20:00+05:30,159.95,2025-08-11T09:16:00+05:30,140.5,2025-08-08T15:20:00+05:30,114.05,2025-08-11T09:16:00+05:30,109.8,23.70,100.00,-76.30,0,
2025-08-11,TRADED,,2025-08-14,2025-08-12,2025-08-11T15:20:00+05:30,24574.4,24550,2025-08-11T15:20:00+05:30,112.15,2025-08-12T09:16:00+05:30,101.3,2025-08-11T15:20:00+05:30,94.85,2025-08-12T09:16:00+05:30,90.75,14.95,100.00,-85.05,0,
2025-08-12,TRADED,,2025-08-14,2025-08-13,2025-08-12T15:20:00+05:30,24490.75,24500,2025-08-12T15:20:00+05:30,88.15,2025-08-13T09:16:00+05:30,134.4,2025-08-12T15:20:00+05:30,74.05,2025-08-13T09:16:00+05:30,35.45,-7.65,100.00,-107.65,0,
2025-08-13,TRADED,,2025-08-14,2025-08-14,2025-08-13T15:20:00+05:30,24617.3,24600,2025-08-13T15:20:00+05:30,82.2,2025-08-14T09:16:00+05:30,78.6,2025-08-13T15:20:00+05:30,42.3,2025-08-14T09:16:00+05:30,35.7,10.20,100.00,-89.80,0,
2025-08-14,TRADED,,2025-08-21,2025-08-18,2025-08-14T15:20:00+05:30,24627.7,24650,2025-08-14T15:20:00+05:30,146.75,2025-08-18T09:16:00+05:30,342.3,2025-08-14T15:20:00+05:30,133.35,2025-08-18T09:16:00+05:30,36.05,-98.25,100.00,-198.25,0,
2025-08-18,TRADED,,2025-08-21,2025-08-19,2025-08-18T15:20:00+05:30,24876.2,24900,2025-08-18T15:20:00+05:30,130.65,2025-08-19T09:16:00+05:30,102.3,2025-08-18T15:20:00+05:30,89.05,2025-08-19T09:16:00+05:30,92.75,24.65,100.00,-75.35,0,
2025-08-19,TRADED,,2025-08-21,2025-08-20,2025-08-19T15:20:00+05:30,24985.85,25000,2025-08-19T15:20:00+05:30,77.15,2025-08-20T09:16:00+05:30,52.25,2025-08-19T15:20:00+05:30,76.0,2025-08-20T09:16:00+05:30,97.35,3.55,100.00,-96.45,0,
2025-08-20,TRADED,,2025-08-21,2025-08-21,2025-08-20T15:20:00+05:30,25041.05,25050,2025-08-20T15:20:00+05:30,50.6,2025-08-21T09:16:00+05:30,65.8,2025-08-20T15:20:00+05:30,57.75,2025-08-21T09:16:00+05:30,31.0,11.55,100.00,-88.45,0,
2025-08-21,TRADED,,2025-08-28,2025-08-22,2025-08-21T15:20:00+05:30,25078.5,25100,2025-08-21T15:20:00+05:30,133.05,2025-08-22T09:16:00+05:30,95.15,2025-08-21T15:20:00+05:30,107.35,2025-08-22T09:16:00+05:30,134.4,10.85,100.00,-89.15,0,
2025-08-22,TRADED,,2025-08-28,2025-08-25,2025-08-22T15:20:00+05:30,24870.5,24850,2025-08-22T15:20:00+05:30,144.5,2025-08-25T09:16:00+05:30,152.95,2025-08-22T15:20:00+05:30,87.6,2025-08-25T09:16:00+05:30,59.3,19.85,100.00,-80.15,0,
2025-08-25,TRADED,,2025-08-28,2025-08-26,2025-08-25T15:20:00+05:30,24969.15,24950,2025-08-25T15:20:00+05:30,100.85,2025-08-26T09:16:00+05:30,51.5,2025-08-25T15:20:00+05:30,58.5,2025-08-26T09:16:00+05:30,87.65,20.20,100.00,-79.80,0,
2025-08-26,TRADED,,2025-08-28,2025-08-28,2025-08-26T15:20:00+05:30,24695.8,24700,2025-08-26T15:20:00+05:30,82.0,2025-08-28T09:16:00+05:30,24.55,2025-08-26T15:20:00+05:30,57.0,2025-08-28T09:16:00+05:30,125.45,-11.00,100.00,-111.00,0,
2025-08-28,TRADED,,2025-09-02,2025-08-29,2025-08-28T15:20:00+05:30,24492.15,24500,2025-08-28T15:20:00+05:30,139.0,2025-08-29T09:16:00+05:30,160.95,2025-08-28T15:20:00+05:30,94.1,2025-08-29T09:16:00+05:30,77.4,-5.25,100.00,-105.25,0,
2025-08-29,TRADED,,2025-09-02,2025-09-01,2025-08-29T15:20:00+05:30,24412.2,24400,2025-08-29T15:20:00+05:30,120.5,2025-09-01T09:16:00+05:30,174.9,2025-08-29T15:20:00+05:30,63.3,2025-09-01T09:16:00+05:30,26.45,-17.55,100.00,-117.55,0,
2025-09-01,TRADED,,2025-09-02,2025-09-02,2025-09-01T15:20:00+05:30,24628.05,24650,2025-09-01T15:20:00+05:30,48.1,2025-09-02T09:16:00+05:30,63.0,2025-09-01T15:20:00+05:30,58.5,2025-09-02T09:16:00+05:30,31.8,11.80,100.00,-88.20,0,
2025-09-02,TRADED,,2025-09-09,2025-09-03,2025-09-02T15:20:00+05:30,24586.3,24600,2025-09-02T15:20:00+05:30,143.5,2025-09-03T09:16:00+05:30,134.3,2025-09-02T15:20:00+05:30,121.5,2025-09-03T09:16:00+05:30,126.25,4.45,100.00,-95.55,0,
2025-09-03,TRADED,,2025-09-09,2025-09-04,2025-09-03T15:20:00+05:30,24727.8,24750,2025-09-03T15:20:00+05:30,110.85,2025-09-04T09:16:00+05:30,199.4,2025-09-03T15:20:00+05:30,114.5,2025-09-04T09:16:00+05:30,55.85,-29.90,100.00,-129.90,0,
2025-09-04,TRADED,,2025-09-09,2025-09-05,2025-09-04T15:20:00+05:30,24728.9,24750,2025-09-04T15:20:00+05:30,103.3,2025-09-05T09:16:00+05:30,127.25,2025-09-04T15:20:00+05:30,95.6,2025-09-05T09:16:00+05:30,55.45,16.20,100.00,-83.80,0,
2025-09-05,TRADED,,2025-09-09,2025-09-08,2025-09-05T15:20:00+05:30,24739.1,24750,2025-09-05T15:20:00+05:30,98.5,2025-09-08T09:16:00+05:30,108.8,2025-09-05T15:20:00+05:30,71.45,2025-09-08T09:16:00+05:30,42.2,18.95,100.00,-81.05,0,
2025-09-08,TRADED,,2025-09-09,2025-09-09,2025-09-08T15:20:00+05:30,24773.75,24750,2025-09-08T15:20:00+05:30,91.6,2025-09-09T09:16:00+05:30,128.05,2025-09-08T15:20:00+05:30,33.75,2025-09-09T09:16:00+05:30,14.75,-17.45,100.00,-117.45,0,
2025-09-09,TRADED,,2025-09-16,2025-09-10,2025-09-09T15:20:00+05:30,24868.0,24850,2025-09-09T15:20:00+05:30,149.2,2025-09-10T09:16:00+05:30,198.7,2025-09-09T15:20:00+05:30,105.45,2025-09-10T09:16:00+05:30,68.2,-12.25,100.00,-112.25,0,
2025-09-10,TRADED,,2025-09-16,2025-09-11,2025-09-10T15:20:00+05:30,24981.3,25000,2025-09-10T15:20:00+05:30,120.0,2025-09-11T09:16:00+05:30,105.2,2025-09-10T15:20:00+05:30,97.95,2025-09-11T09:16:00+05:30,102.45,10.30,100.00,-89.70,0,
2025-09-11,TRADED,,2025-09-16,2025-09-12,2025-09-11T15:20:00+05:30,25004.0,25000,2025-09-11T15:20:00+05:30,120.15,2025-09-12T09:16:00+05:30,142.0,2025-09-11T15:20:00+05:30,71.15,2025-09-12T09:16:00+05:30,44.4,4.90,100.00,-95.10,0,
2025-09-12,TRADED,,2025-09-16,2025-09-15,2025-09-12T15:20:00+05:30,25115.55,25100,2025-09-12T15:20:00+05:30,92.5,2025-09-15T09:16:00+05:30,70.9,2025-09-12T15:20:00+05:30,58.15,2025-09-15T09:16:00+05:30,53.05,26.70,100.00,-73.30,0,
2025-09-15,TRADED,,2025-09-16,2025-09-16,2025-09-15T15:20:00+05:30,25065.05,25050,2025-09-15T15:20:00+05:30,79.6,2025-09-16T09:16:00+05:30,67.2,2025-09-15T15:20:00+05:30,28.6,2025-09-16T09:16:00+05:30,23.15,17.85,100.00,-82.15,0,
2025-09-16,TRADED,,2025-09-23,2025-09-17,2025-09-16T15:20:00+05:30,25244.65,25250,2025-09-16T15:20:00+05:30,146.9,2025-09-17T09:16:00+05:30,179.7,2025-09-16T15:20:00+05:30,103.4,2025-09-17T09:16:00+05:30,70.85,-0.25,100.00,-100.25,0,
2025-09-17,TRADED,,2025-09-23,2025-09-18,2025-09-17T15:20:00+05:30,25326.2,25350,2025-09-17T15:20:00+05:30,124.95,2025-09-18T09:16:00+05:30,154.35,2025-09-17T15:20:00+05:30,90.95,2025-09-18T09:16:00+05:30,52.2,9.35,100.00,-90.65,0,
2025-09-18,TRADED,,2025-09-23,2025-09-19,2025-09-18T15:20:00+05:30,25434.3,25450,2025-09-18T15:20:00+05:30,93.3,2025-09-19T09:16:00+05:30,55.3,2025-09-18T15:20:00+05:30,68.7,2025-09-19T09:16:00+05:30,93.65,13.05,100.00,-86.95,0,
2025-09-19,TRADED,,2025-09-23,2025-09-22,2025-09-19T15:20:00+05:30,25333.95,25350,2025-09-19T15:20:00+05:30,82.5,2025-09-22T09:16:00+05:30,30.5,2025-09-19T15:20:00+05:30,56.3,2025-09-22T09:16:00+05:30,105.5,2.80,100.00,-97.20,0,
2025-09-22,TRADED,,2025-09-23,2025-09-23,2025-09-22T15:20:00+05:30,25202.15,25200,2025-09-22T15:20:00+05:30,67.9,2025-09-23T09:16:00+05:30,72.2,2025-09-22T15:20:00+05:30,38.0,2025-09-23T09:16:00+05:30,24.65,9.05,100.00,-90.95,0,
2025-09-23,TRADED,,2025-09-30,2025-09-24,2025-09-23T15:20:00+05:30,25168.15,25150,2025-09-23T15:20:00+05:30,187.9,2025-09-24T09:16:00+05:30,116.65,2025-09-23T15:20:00+05:30,78.8,2025-09-24T09:16:00+05:30,114.5,35.55,100.00,-64.45,0,
2025-09-24,TRADED,,2025-09-30,2025-09-25,2025-09-24T15:20:00+05:30,25057.65,25050,2025-09-24T15:20:00+05:30,141.1,2025-09-25T09:16:00+05:30,98.65,2025-09-24T15:20:00+05:30,78.4,2025-09-25T09:16:00+05:30,98.8,22.05,100.00,-77.95,0,
2025-09-25,TRADED,,2025-09-30,2025-09-26,2025-09-25T15:20:00+05:30,24900.45,24900,2025-09-25T15:20:00+05:30,139.7,2025-09-26T09:16:00+05:30,81.65,2025-09-25T15:20:00+05:30,63.6,2025-09-26T09:16:00+05:30,109.65,12.00,100.00,-88.00,0,
2025-09-26,TRADED,,2025-09-30,2025-09-29,2025-09-26T15:20:00+05:30,24651.85,24650,2025-09-26T15:20:00+05:30,108.2,2025-09-29T09:16:00+05:30,144.5,2025-09-26T15:20:00+05:30,72.55,2025-09-29T09:16:00+05:30,33.4,2.85,100.00,-97.15,0,
2025-09-29,TRADED,,2025-09-30,2025-09-30,2025-09-29T15:20:00+05:30,24629.0,24650,2025-09-29T15:20:00+05:30,73.0,2025-09-30T09:16:00+05:30,95.0,2025-09-29T15:20:00+05:30,47.8,2025-09-30T09:16:00+05:30,24.75,1.05,100.00,-98.95,0,
2025-09-30,TRADED,,2025-10-07,2025-10-01,2025-09-30T15:20:00+05:30,24606.95,24600,2025-09-30T15:20:00+05:30,178.9,2025-10-01T09:16:00+05:30,160.2,2025-09-30T15:20:00+05:30,95.0,2025-10-01T09:16:00+05:30,102.4,11.30,100.00,-88.70,0,
