entry_date,expiry,side,strike,entry_ts,entry_quote,entry_fill,exit_ts,exit_quote,exit_fill,entry_reason,exit_reason,points,pnl
2021-02-12,2021-02-18,CE,15300,2021-02-17T14:04:00+05:30,32.45,32.20,2021-02-17T14:15:00+05:30,39.75,40.00,ADD_2,UNWIND,-7.80,-585.00
2021-02-12,2021-02-18,CE,15200,2021-02-12T09:20:00+05:30,133.85,133.60,2021-02-18T15:20:00+05:30,0.15,0.40,INITIAL_ENTRY,FINAL_EXIT,133.20,9990.00
2021-02-12,2021-02-18,PE,15350,2021-02-16T09:15:00+05:30,77.75,77.50,2021-02-18T15:20:00+05:30,231.90,232.15,ROLL_IN,FINAL_EXIT,-154.65,-11598.75
2021-02-12,2021-02-18,CE,15300,2021-02-17T14:22:00+05:30,31.25,31.00,2021-02-18T15:20:00+05:30,0.10,0.35,ADD_2,FINAL_EXIT,30.65,2298.75
2021-02-12,2021-02-18,CE,15250,2021-02-17T15:25:00+05:30,35.00,34.75,2021-02-18T15:20:00+05:30,0.05,0.30,ADD_3,FINAL_EXIT,34.45,2583.75
2021-02-12,2021-02-18,CE,15150,2021-02-18T11:40:00+05:30,44.00,43.75,2021-02-18T15:20:00+05:30,0.10,0.35,ADD_4,FINAL_EXIT,43.40,3255.00
2021-02-19,2021-02-25,CE,15250,2021-02-19T14:09:00+05:30,37.15,36.90,2021-02-19T15:07:00+05:30,34.90,35.15,ADD_2,UNWIND,1.75,131.25
2021-02-19,2021-02-25,CE,15150,2021-02-19T14:58:00+05:30,46.95,46.70,2021-02-19T15:09:00+05:30,65.30,65.55,ADD_3,UNWIND,-18.85,-1413.75
2021-02-19,2021-02-25,CE,15200,2021-02-22T09:15:00+05:30,39.10,38.85,2021-02-22T11:19:00+05:30,19.20,19.45,ADD_2,ROLL_OUT,19.40,1455.00
2021-02-19,2021-02-25,CE,15150,2021-02-22T10:05:00+05:30,39.40,39.15,2021-02-22T12:49:00+05:30,20.05,20.30,ADD_3,ROLL_OUT,18.85,1413.75
2021-02-19,2021-02-25,CE,15100,2021-02-22T10:17:00+05:30,44.25,44.00,2021-02-22T13:44:00+05:30,17.20,17.45,ADD_4,ROLL_OUT,26.55,1991.25
2021-02-19,2021-02-25,CE,15050,2021-02-19T09:20:00+05:30,138.95,138.70,2021-02-22T15:18:00+05:30,16.70,16.95,INITIAL_ENTRY,ROLL_OUT,121.75,9131.25
2021-02-19,2021-02-25,CE,14950,2021-02-22T11:19:00+05:30,76.60,76.35,2021-02-23T09:15:00+05:30,34.45,34.70,ROLL_IN,UNWIND,41.65,3123.75
2021-02-19,2021-02-25,CE,14800,2021-02-22T12:49:00+05:30,116.60,116.35,2021-02-23T09:20:00+05:30,85.80,86.05,ROLL_IN,UNWIND,30.30,2272.50
2021-02-19,2021-02-25,CE,14800,2021-02-23T09:46:00+05:30,60.05,59.80,2021-02-23T10:03:00+05:30,84.70,84.95,ADD_3,UNWIND,-25.15,-1886.25
2021-02-19,2021-02-25,CE,14750,2021-02-22T13:44:00+05:30,111.70,111.45,2021-02-23T10:20:00+05:30,131.60,131.85,ROLL_IN,UNWIND,-20.40,-1530.00
2021-02-19,2021-02-25,CE,14850,2021-02-23T11:39:00+05:30,67.40,67.15,2021-02-23T13:06:00+05:30,65.80,66.05,ADD_2,UNWIND,1.10,82.50
2021-02-19,2021-02-25,CE,14800,2021-02-23T11:46:00+05:30,66.80,66.55,2021-02-23T14:18:00+05:30,80.10,80.35,ADD_3,UNWIND,-13.80,-1035.00
2021-02-19,2021-02-25,CE,14750,2021-02-23T14:07:00+05:30,82.75,82.50,2021-02-24T10:03:00+05:30,114.60,114.85,ADD_3,UNWIND,-32.35,-2426.25
2021-02-19,2021-02-25,CE,14850,2021-02-24T10:30:00+05:30,45.90,45.65,2021-02-24T11:10:00+05:30,65.35,65.60,ADD_2,UNWIND,-19.95,-1496.25
2021-02-19,2021-02-25,CE,14850,2021-02-24T11:36:00+05:30,46.10,45.85,2021-02-25T09:15:00+05:30,267.05,267.30,ADD_2,UNWIND,-221.45,-16608.75
2021-02-19,2021-02-25,PE,15050,2021-02-19T09:20:00+05:30,145.20,144.95,2021-02-25T15:20:00+05:30,0.15,0.40,INITIAL_ENTRY,FINAL_EXIT,144.55,10841.25
2021-02-19,2021-02-25,CE,14700,2021-02-22T15:18:00+05:30,107.45,107.20,2021-02-25T15:20:00+05:30,396.95,397.20,ROLL_IN,FINAL_EXIT,-290.00,-21750.00
2021-02-26,2021-03-04,CE,15100,2021-02-26T11:09:00+05:30,61.85,61.60,2021-02-26T15:22:00+05:30,30.95,31.20,ADD_2,ROLL_OUT,30.40,2280.00
2021-02-26,2021-03-04,CE,15000,2021-02-26T12:04:00+05:30,75.85,75.60,2021-03-01T09:15:00+05:30,64.00,64.25,ADD_3,UNWIND,11.35,851.25
2021-02-26,2021-03-04,CE,14900,2021-02-26T15:04:00+05:30,80.30,80.05,2021-03-01T09:15:00+05:30,89.10,89.35,ADD_4,UNWIND,-9.30,-697.50
2021-02-26,2021-03-04,CE,14850,2021-02-26T09:20:00+05:30,173.70,173.45,2021-03-01T09:15:00+05:30,104.05,104.30,INITIAL_ENTRY,UNWIND,69.15,5186.25
2021-02-26,2021-03-04,PE,14600,2021-03-02T09:18:00+05:30,52.45,52.20,2021-03-02T10:40:00+05:30,38.85,39.10,ADD_2,UNWIND,13.10,982.50
2021-02-26,2021-03-04,PE,14700,2021-03-02T09:24:00+05:30,63.25,63.00,2021-03-02T11:06:00+05:30,70.90,71.15,ADD_3,UNWIND,-8.15,-611.25
2021-02-26,2021-03-04,PE,14800,2021-03-02T10:01:00+05:30,73.65,73.40,2021-03-02T11:15:00+05:30,129.20,129.45,ADD_4,UNWIND,-56.05,-4203.75
2021-02-26,2021-03-04,PE,14650,2021-03-02T11:40:00+05:30,52.05,51.80,2021-03-02T15:15:00+05:30,23.65,23.90,ADD_2,ROLL_OUT,27.90,2092.50
2021-02-26,2021-03-04,PE,14850,2021-02-26T09:20:00+05:30,188.70,188.45,2021-03-04T15:20:00+05:30,0.15,0.40,INITIAL_ENTRY,FINAL_EXIT,188.05,14103.75
2021-02-26,2021-03-04,CE,14600,2021-02-26T15:22:00+05:30,151.35,151.10,2021-03-04T15:20:00+05:30,482.45,482.70,ROLL_IN,FINAL_EXIT,-331.60,-24870.00
2021-02-26,2021-03-04,PE,14750,2021-03-02T13:45:00+05:30,56.65,56.40,2021-03-04T15:20:00+05:30,0.10,0.35,ADD_3,FINAL_EXIT,56.05,4203.75
2021-02-26,2021-03-04,PE,14800,2021-03-02T15:10:00+05:30,59.50,59.25,2021-03-04T15:20:00+05:30,0.10,0.35,ADD_4,FINAL_EXIT,58.90,4417.50
2021-02-26,2021-03-04,PE,14900,2021-03-02T15:15:00+05:30,83.20,82.95,2021-03-04T15:20:00+05:30,0.15,0.40,ROLL_IN,FINAL_EXIT,82.55,6191.25
2021-03-05,2021-03-10,CE,15250,2021-03-05T14:11:00+05:30,53.35,53.10,2021-03-05T15:09:00+05:30,65.45,65.70,ADD_2,UNWIND,-12.60,-945.00
2021-03-05,2021-03-10,PE,14750,2021-03-08T10:02:00+05:30,39.25,39.00,2021-03-08T10:42:00+05:30,56.45,56.70,ADD_2,UNWIND,-17.70,-1327.50
2021-03-05,2021-03-10,PE,14850,2021-03-09T09:15:00+05:30,35.20,34.95,2021-03-09T09:47:00+05:30,33.00,33.25,ADD_2,UNWIND,1.70,127.50
2021-03-05,2021-03-10,PE,14900,2021-03-09T09:22:00+05:30,34.60,34.35,2021-03-09T12:20:00+05:30,42.35,42.60,ADD_3,UNWIND,-8.25,-618.75
2021-03-05,2021-03-10,PE,14900,2021-03-09T15:00:00+05:30,23.60,23.35,2021-03-10T12:02:00+05:30,2.35,2.60,ADD_2,ROLL_OUT,20.75,1556.25
2021-03-05,2021-03-10,CE,15000,2021-03-05T09:20:00+05:30,191.90,191.65,2021-03-10T15:20:00+05:30,173.00,173.25,INITIAL_ENTRY,FINAL_EXIT,18.40,1380.00
2021-03-05,2021-03-10,PE,15000,2021-03-05T09:20:00+05:30,237.20,236.95,2021-03-10T15:20:00+05:30,0.05,0.30,INITIAL_ENTRY,FINAL_EXIT,236.65,17748.75
2021-03-05,2021-03-10,PE,14950,2021-03-09T15:07:00+05:30,29.50,29.25,2021-03-10T15:20:00+05:30,0.05,0.30,ADD_3,FINAL_EXIT,28.95,2171.25
2021-03-05,2021-03-10,PE,15150,2021-03-10T09:25:00+05:30,32.10,31.85,2021-03-10T15:20:00+05:30,0.15,0.40,ADD_4,FINAL_EXIT,31.45,2358.75
2021-03-05,2021-03-10,PE,15100,2021-03-10T12:02:00+05:30,28.45,28.20,2021-03-10T15:20:00+05:30,0.10,0.35,ROLL_IN,FINAL_EXIT,27.85,2088.75
2021-03-12,2021-03-18,CE,15500,2021-03-12T13:31:00+05:30,38.60,38.35,2021-03-12T14:14:00+05:30,25.05,25.30,ADD_2,ROLL_OUT,13.05,978.75
2021-03-12,2021-03-18,CE,15400,2021-03-12T13:40:00+05:30,57.75,57.50,2021-03-12T15:00:00+05:30,43.25,43.50,ADD_3,UNWIND,14.00,1050.00
2021-03-12,2021-03-18,CE,15350,2021-03-12T13:43:00+05:30,63.50,63.25,2021-03-15T09:21:00+05:30,21.00,21.25,ADD_4,ROLL_OUT,42.00,3150.00
2021-03-12,2021-03-18,CE,15300,2021-03-12T09:20:00+05:30,164.90,164.65,2021-03-15T09:40:00+05:30,22.10,22.35,INITIAL_ENTRY,ROLL_OUT,142.30,10672.50
2021-03-12,2021-03-18,CE,15200,2021-03-15T09:19:00+05:30,62.90,62.65,2021-03-15T10:24:00+05:30,42.00,42.25,ADD_4,UNWIND,20.40,1530.00
2021-03-12,2021-03-18,CE,15100,2021-03-12T14:14:00+05:30,132.40,132.15,2021-03-15T14:54:00+05:30,53.00,53.25,ROLL_IN,UNWIND,78.90,5917.50
2021-03-12,2021-03-18,CE,14950,2021-03-15T09:21:00+05:30,140.00,139.75,2021-03-15T14:56:00+05:30,121.05,121.30,ROLL_IN,UNWIND,18.45,1383.75
2021-03-12,2021-03-18,CE,14900,2021-03-15T11:18:00+05:30,104.40,104.15,2021-03-15T15:02:00+05:30,173.35,173.60,ADD_4,UNWIND,-69.45,-5208.75
2021-03-12,2021-03-18,CE,15100,2021-03-15T15:03:00+05:30,72.65,72.40,2021-03-16T10:29:00+05:30,77.90,78.15,ADD_2,UNWIND,-5.75,-431.25
2021-03-12,2021-03-18,CE,15050,2021-03-16T13:11:00+05:30,66.05,65.80,2021-03-16T14:02:00+05:30,73.60,73.85,ADD_2,UNWIND,-8.05,-603.75
2021-03-12,2021-03-18,CE,15000,2021-03-16T13:35:00+05:30,71.60,71.35,2021-03-17T11:29:00+05:30,56.35,56.60,ADD_3,UNWIND,14.75,1106.25
2021-03-12,2021-03-18,PE,15300,2021-03-12T09:20:00+05:30,136.00,135.75,2021-03-18T15:20:00+05:30,739.80,740.05,INITIAL_ENTRY,FINAL_EXIT,-604.30,-45322.50
2021-03-12,2021-03-18,CE,14850,2021-03-15T09:40:00+05:30,154.95,154.70,2021-03-18T15:20:00+05:30,0.10,0.35,ROLL_IN,FINAL_EXIT,154.35,11576.25
2021-03-12,2021-03-18,CE,14950,2021-03-17T09:15:00+05:30,74.80,74.55,2021-03-18T15:20:00+05:30,0.15,0.40,ADD_3,FINAL_EXIT,74.15,5561.25
2021-03-12,2021-03-18,CE,14900,2021-03-17T10:15:00+05:30,80.65,80.40,2021-03-18T15:20:00+05:30,0.10,0.35,ADD_4,FINAL_EXIT,80.05,6003.75
2021-03-12,2021-03-18,CE,14800,2021-03-17T14:00:00+05:30,98.80,98.55,2021-03-18T15:20:00+05:30,0.15,0.40,ADD_4,FINAL_EXIT,98.15,7361.25
2021-03-19,2021-03-25,PE,14100,2021-03-19T10:54:00+05:30,57.90,57.65,2021-03-19T11:45:00+05:30,73.80,74.05,ADD_2,UNWIND,-16.40,-1230.00
2021-03-19,2021-03-25,PE,14100,2021-03-19T12:36:00+05:30,54.20,53.95,2021-03-19T14:45:00+05:30,26.05,26.30,ADD_2,ROLL_OUT,27.65,2073.75
2021-03-19,2021-03-25,PE,14250,2021-03-19T13:57:00+05:30,67.45,67.20,2021-03-22T09:15:00+05:30,46.10,46.35,ADD_3,UNWIND,20.85,1563.75
2021-03-19,2021-03-25,PE,14400,2021-03-19T14:30:00+05:30,74.30,74.05,2021-03-22T10:51:00+05:30,70.60,70.85,ADD_4,UNWIND,3.20,240.00
2021-03-19,2021-03-25,PE,14450,2021-03-19T09:20:00+05:30,201.90,201.65,2021-03-22T12:41:00+05:30,93.10,93.35,INITIAL_ENTRY,UNWIND,108.30,8122.50
2021-03-19,2021-03-25,PE,14400,2021-03-22T13:39:00+05:30,62.20,61.95,2021-03-22T14:50:00+05:30,59.60,59.85,ADD_2,UNWIND,2.10,157.50
2021-03-19,2021-03-25,PE,14500,2021-03-22T14:06:00+05:30,68.70,68.45,2021-03-23T09:26:00+05:30,37.80,38.05,ADD_3,ROLL_OUT,30.40,2280.00
2021-03-19,2021-03-25,PE,14550,2021-03-22T15:08:00+05:30,70.25,70.00,2021-03-23T10:30:00+05:30,57.95,58.20,ADD_3,UNWIND,11.80,885.00
2021-03-19,2021-03-25,PE,14600,2021-03-23T09:17:00+05:30,63.55,63.30,2021-03-23T11:32:00+05:30,60.40,60.65,ADD_4,UNWIND,2.65,198.75
2021-03-19,2021-03-25,PE,14650,2021-03-19T14:45:00+05:30,124.20,123.95,2021-03-23T11:33:00+05:30,83.85,84.10,ROLL_IN,UNWIND,39.85,2988.75
2021-03-19,2021-03-25,PE,14700,2021-03-23T13:27:00+05:30,66.50,66.25,2021-03-24T09:15:00+05:30,75.25,75.50,ADD_3,UNWIND,-9.25,-693.75
2021-03-19,2021-03-25,PE,14750,2021-03-23T10:54:00+05:30,74.65,74.40,2021-03-24T09:15:00+05:30,92.95,93.20,ADD_4,UNWIND,-18.80,-1410.00
2021-03-19,2021-03-25,PE,14800,2021-03-23T09:26:00+05:30,115.50,115.25,2021-03-24T09:25:00+05:30,136.60,136.85,ROLL_IN,UNWIND,-21.60,-1620.00
2021-03-19,2021-03-25,PE,14650,2021-03-24T09:37:00+05:30,56.45,56.20,2021-03-24T10:06:00+05:30,79.40,79.65,ADD_2,UNWIND,-23.45,-1758.75
2021-03-19,2021-03-25,CE,14450,2021-03-19T09:20:00+05:30,207.75,207.50,2021-03-25T15:20:00+05:30,0.15,0.40,INITIAL_ENTRY,FINAL_EXIT,207.10,15532.50
2021-03-19,2021-03-25,PE,14850,2021-03-23T14:20:00+05:30,96.05,95.80,2021-03-25T15:20:00+05:30,531.60,531.85,ADD_4,FINAL_EXIT,-436.05,-32703.75
2021-03-19,2021-03-25,CE,14600,2021-03-24T14:54:00+05:30,61.00,60.75,2021-03-25T15:20:00+05:30,0.10,0.35,ADD_2,FINAL_EXIT,60.40,4530.00
2021-03-19,2021-03-25,CE,14500,2021-03-25T09:15:00+05:30,73.40,73.15,2021-03-25T15:20:00+05:30,0.20,0.45,ADD_3,FINAL_EXIT,72.70,5452.50
2021-03-26,2021-04-01,PE,14150,2021-03-26T11:54:00+05:30,45.15,44.90,2021-03-30T09:33:00+05:30,12.60,12.85,ADD_2,ROLL_OUT,32.05,2403.75
2021-03-26,2021-04-01,PE,14400,2021-03-30T09:15:00+05:30,41.95,41.70,2021-03-30T10:50:00+05:30,26.25,26.50,ADD_3,ROLL_OUT,15.20,1140.00
2021-03-26,2021-04-01,PE,14450,2021-03-26T09:20:00+05:30,174.40,174.15,2021-03-30T14:02:00+05:30,22.65,22.90,INITIAL_ENTRY,ROLL_OUT,151.25,11343.75
2021-03-26,2021-04-01,PE,14500,2021-03-30T09:15:00+05:30,63.10,62.85,2021-03-30T14:52:00+05:30,22.00,22.25,ADD_4,ROLL_OUT,40.60,3045.00
2021-03-26,2021-04-01,PE,14650,2021-03-30T09:33:00+05:30,95.45,95.20,2021-03-31T09:15:00+05:30,53.40,53.65,ROLL_IN,UNWIND,41.55,3116.25
2021-03-26,2021-04-01,PE,14750,2021-03-30T10:50:00+05:30,106.25,106.00,2021-03-31T09:19:00+05:30,90.10,90.35,ROLL_IN,UNWIND,15.65,1173.75
2021-03-26,2021-04-01,PE,14800,2021-03-30T14:02:00+05:30,98.80,98.55,2021-03-31T10:21:00+05:30,135.00,135.25,ROLL_IN,UNWIND,-36.70,-2752.50
2021-03-26,2021-04-01,PE,14650,2021-03-31T11:06:00+05:30,56.85,56.60,2021-03-31T13:20:00+05:30,74.30,74.55,ADD_2,UNWIND,-17.95,-1346.25
2021-03-26,2021-04-01,PE,14700,2021-03-31T14:09:00+05:30,62.65,62.40,2021-03-31T14:39:00+05:30,84.20,84.45,ADD_2,UNWIND,-22.05,-1653.75
2021-03-26,2021-04-01,PE,14800,2021-04-01T09:15:00+05:30,65.70,65.45,2021-04-01T10:56:00+05:30,114.80,115.05,ADD_2,UNWIND,-49.60,-3720.00
2021-03-26,2021-04-01,CE,14450,2021-03-26T09:20:00+05:30,190.00,189.75,2021-04-01T15:20:00+05:30,420.55,420.80,INITIAL_ENTRY,FINAL_EXIT,-231.05,-17328.75
2021-03-26,2021-04-01,PE,14850,2021-03-30T14:52:00+05:30,99.10,98.85,2021-04-01T15:20:00+05:30,0.35,0.60,ROLL_IN,FINAL_EXIT,98.25,7368.75
2021-03-26,2021-04-01,PE,14750,2021-04-01T12:05:00+05:30,46.30,46.05,2021-04-01T15:20:00+05:30,0.15,0.40,ADD_2,FINAL_EXIT,45.65,3423.75
2021-04-05,2021-04-08,CE,14900,2021-04-05T10:00:00+05:30,45.80,45.55,2021-04-05T11:12:00+05:30,27.90,28.15,ADD_2,ROLL_OUT,17.40,1305.00
2021-04-05,2021-04-08,CE,14850,2021-04-05T10:11:00+05:30,49.10,48.85,2021-04-05T11:22:00+05:30,40.65,40.90,ADD_3,UNWIND,7.95,596.25
2021-04-05,2021-04-08,CE,14800,2021-04-05T10:16:00+05:30,53.70,53.45,2021-04-05T12:18:00+05:30,53.20,53.45,ADD_4,UNWIND,0.00,0.00
2021-04-05,2021-04-08,CE,14750,2021-04-05T09:20:00+05:30,149.60,149.35,2021-04-05T12:38:00+05:30,74.60,74.85,INITIAL_ENTRY,UNWIND,74.50,5587.50
2021-04-05,2021-04-08,PE,14550,2021-04-06T09:38:00+05:30,54.50,54.25,2021-04-06T10:16:00+05:30,66.85,67.10,ADD_2,UNWIND,-12.85,-963.75
2021-04-05,2021-04-08,PE,14550,2021-04-06T10:56:00+05:30,50.55,50.30,2021-04-06T11:51:00+05:30,52.90,53.15,ADD_2,UNWIND,-2.85,-213.75
2021-04-05,2021-04-08,PE,14600,2021-04-06T11:24:00+05:30,49.90,49.65,2021-04-06T12:34:00+05:30,75.75,76.00,ADD_3,UNWIND,-26.35,-1976.25
2021-04-05,2021-04-08,PE,14550,2021-04-07T09:25:00+05:30,41.40,41.15,2021-04-07T11:30:00+05:30,16.50,16.75,ADD_2,ROLL_OUT,24.40,1830.00
2021-04-05,2021-04-08,PE,14700,2021-04-07T10:02:00+05:30,59.05,58.80,2021-04-07T13:40:00+05:30,43.35,43.60,ADD_3,UNWIND,15.20,1140.00
2021-04-05,2021-04-08,PE,14750,2021-04-05T09:20:00+05:30,144.20,143.95,2021-04-07T13:41:00+05:30,63.15,63.40,INITIAL_ENTRY,UNWIND,80.55,6041.25
2021-04-05,2021-04-08,CE,14550,2021-04-05T11:12:00+05:30,124.05,123.80,2021-04-08T15:20:00+05:30,325.25,325.50,ROLL_IN,FINAL_EXIT,-201.70,-15127.50
2021-04-05,2021-04-08,PE,14800,2021-04-07T10:59:00+05:30,69.50,69.25,2021-04-08T15:20:00+05:30,0.10,0.35,ADD_4,FINAL_EXIT,68.90,5167.50
2021-04-05,2021-04-08,PE,14850,2021-04-07T11:30:00+05:30,76.85,76.60,2021-04-08T15:20:00+05:30,0.15,0.40,ROLL_IN,FINAL_EXIT,76.20,5715.00
2021-04-05,2021-04-08,PE,14900,2021-04-08T09:15:00+05:30,54.50,54.25,2021-04-08T15:20:00+05:30,24.45,24.70,ADD_3,FINAL_EXIT,29.55,2216.25
2021-04-09,2021-04-15,CE,14850,2021-04-09T09:20:00+05:30,147.00,146.75,2021-04-12T09:20:00+05:30,21.25,21.50,INITIAL_ENTRY,ROLL_OUT,125.25,9393.75
2021-04-09,2021-04-15,CE,14800,2021-04-12T09:15:00+05:30,46.80,46.55,2021-04-12T09:29:00+05:30,23.00,23.25,ADD_3,ROLL_OUT,23.30,1747.50
2021-04-09,2021-04-15,CE,14750,2021-04-12T09:15:00+05:30,65.30,65.05,2021-04-12T10:37:00+05:30,24.20,24.45,ADD_2,ROLL_OUT,40.60,3045.00
2021-04-09,2021-04-15,CE,14700,2021-04-12T09:17:00+05:30,74.75,74.50,2021-04-12T12:02:00+05:30,26.80,27.05,ADD_4,ROLL_OUT,47.45,3558.75
2021-04-09,2021-04-15,CE,14550,2021-04-12T09:20:00+05:30,124.75,124.50,2021-04-12T14:31:00+05:30,40.00,40.25,ROLL_IN,ROLL_OUT,84.25,6318.75
2021-04-09,2021-04-15,CE,14500,2021-04-12T09:29:00+05:30,124.35,124.10,2021-04-13T09:53:00+05:30,57.30,57.55,ROLL_IN,UNWIND,66.55,4991.25
2021-04-09,2021-04-15,CE,14450,2021-04-12T10:37:00+05:30,118.75,118.50,2021-04-13T10:12:00+05:30,86.85,87.10,ROLL_IN,UNWIND,31.40,2355.00
2021-04-09,2021-04-15,CE,14400,2021-04-13T10:56:00+05:30,77.00,76.75,2021-04-13T14:08:00+05:30,115.70,115.95,ADD_3,UNWIND,-39.20,-2940.00
2021-04-09,2021-04-15,CE,14350,2021-04-12T12:02:00+05:30,138.70,138.45,2021-04-13T14:15:00+05:30,173.45,173.70,ROLL_IN,UNWIND,-35.25,-2643.75
2021-04-09,2021-04-15,CE,14500,2021-04-13T14:17:00+05:30,60.60,60.35,2021-04-15T09:15:00+05:30,80.80,81.05,ADD_2,UNWIND,-20.70,-1552.50
2021-04-09,2021-04-15,CE,14400,2021-04-15T10:25:00+05:30,69.15,68.90,2021-04-15T14:07:00+05:30,119.90,120.15,ADD_2,UNWIND,-51.25,-3843.75
2021-04-09,2021-04-15,PE,14850,2021-04-09T09:20:00+05:30,168.45,168.20,2021-04-15T15:20:00+05:30,271.65,271.90,INITIAL_ENTRY,FINAL_EXIT,-103.70,-7777.50
2021-04-09,2021-04-15,CE,14300,2021-04-12T14:31:00+05:30,137.05,136.80,2021-04-15T15:20:00+05:30,279.95,280.20,ROLL_IN,FINAL_EXIT,-143.40,-10755.00
2021-04-16,2021-04-22,PE,14350,2021-04-16T14:25:00+05:30,41.65,41.40,2021-04-16T15:00:00+05:30,54.65,54.90,ADD_2,UNWIND,-13.50,-1012.50
2021-04-16,2021-04-22,CE,14600,2021-04-16T09:20:00+05:30,154.60,154.35,2021-04-19T09:19:00+05:30,24.35,24.60,INITIAL_ENTRY,ROLL_OUT,129.75,9731.25
2021-04-16,2021-04-22,CE,14550,2021-04-19T09:16:00+05:30,49.55,49.30,2021-04-19T09:40:00+05:30,25.90,26.15,ADD_3,ROLL_OUT,23.15,1736.25
2021-04-16,2021-04-22,CE,14500,2021-04-19T09:15:00+05:30,61.45,61.20,2021-04-19T10:11:00+05:30,46.65,46.90,ADD_2,UNWIND,14.30,1072.50
2021-04-16,2021-04-22,CE,14450,2021-04-19T09:17:00+05:30,80.00,79.75,2021-04-19T10:33:00+05:30,63.65,63.90,ADD_4,UNWIND,15.85,1188.75
2021-04-16,2021-04-22,CE,14350,2021-04-19T09:19:00+05:30,110.00,109.75,2021-04-19T13:24:00+05:30,122.00,122.25,ROLL_IN,UNWIND,-12.50,-937.50
2021-04-16,2021-04-22,PE,14400,2021-04-20T09:24:00+05:30,57.15,56.90,2021-04-20T09:57:00+05:30,74.45,74.70,ADD_2,UNWIND,-17.80,-1335.00
2021-04-16,2021-04-22,CE,14400,2021-04-20T14:25:00+05:30,54.05,53.80,2021-04-20T15:07:00+05:30,44.95,45.20,ADD_2,UNWIND,8.60,645.00
2021-04-16,2021-04-22,CE,14350,2021-04-20T14:34:00+05:30,61.50,61.25,2021-04-22T13:05:00+05:30,44.35,44.60,ADD_3,UNWIND,16.65,1248.75
2021-04-16,2021-04-22,CE,14300,2021-04-20T14:51:00+05:30,66.10,65.85,2021-04-22T13:46:00+05:30,91.30,91.55,ADD_4,UNWIND,-25.70,-1927.50
2021-04-16,2021-04-22,PE,14600,2021-04-16T09:20:00+05:30,149.90,149.65,2021-04-22T15:20:00+05:30,193.70,193.95,INITIAL_ENTRY,FINAL_EXIT,-44.30,-3322.50
2021-04-16,2021-04-22,CE,14250,2021-04-19T09:40:00+05:30,129.85,129.60,2021-04-22T15:20:00+05:30,157.50,157.75,ROLL_IN,FINAL_EXIT,-28.15,-2111.25
2021-04-23,2021-04-29,PE,14100,2021-04-26T09:19:00+05:30,45.05,44.80,2021-04-27T09:54:00+05:30,16.05,16.30,ADD_2,ROLL_OUT,28.50,2137.50
2021-04-23,2021-04-29,PE,14200,2021-04-26T09:31:00+05:30,53.75,53.50,2021-04-27T11:57:00+05:30,18.75,19.00,ADD_3,ROLL_OUT,34.50,2587.50
2021-04-23,2021-04-29,PE,14300,2021-04-27T09:15:00+05:30,49.05,48.80,2021-04-27T14:35:00+05:30,18.50,18.75,ADD_4,ROLL_OUT,30.05,2253.75
2021-04-23,2021-04-29,CE,14350,2021-04-23T09:20:00+05:30,196.90,196.65,2021-04-29T15:20:00+05:30,545.95,546.20,INITIAL_ENTRY,FINAL_EXIT,-349.55,-26216.25
2021-04-23,2021-04-29,PE,14350,2021-04-23T09:20:00+05:30,160.95,160.70,2021-04-29T15:20:00+05:30,0.10,0.35,INITIAL_ENTRY,FINAL_EXIT,160.35,12026.25
2021-04-23,2021-04-29,PE,14450,2021-04-27T09:54:00+05:30,72.80,72.55,2021-04-29T15:20:00+05:30,0.10,0.35,ROLL_IN,FINAL_EXIT,72.20,5415.00
2021-04-23,2021-04-29,PE,14600,2021-04-27T11:57:00+05:30,103.00,102.75,2021-04-29T15:20:00+05:30,0.10,0.35,ROLL_IN,FINAL_EXIT,102.40,7680.00
2021-04-23,2021-04-29,PE,14650,2021-04-27T14:35:00+05:30,96.45,96.20,2021-04-29T15:20:00+05:30,0.10,0.35,ROLL_IN,FINAL_EXIT,95.85,7188.75
2021-04-30,2021-05-06,CE,14950,2021-04-30T15:29:00+05:30,52.10,51.85,2021-05-03T09:17:00+05:30,10.95,11.20,ADD_2,ROLL_OUT,40.65,3048.75
2021-04-30,2021-05-06,CE,14750,2021-04-30T09:20:00+05:30,188.00,187.75,2021-05-03T09:22:00+05:30,45.95,46.20,INITIAL_ENTRY,UNWIND,141.55,10616.25
2021-04-30,2021-05-06,CE,14700,2021-05-03T09:15:00+05:30,59.55,59.30,2021-05-03T09:24:00+05:30,66.50,66.75,ADD_3,UNWIND,-7.45,-558.75
2021-04-30,2021-05-06,CE,14650,2021-05-03T09:16:00+05:30,68.35,68.10,2021-05-03T09:42:00+05:30,97.75,98.00,ADD_4,UNWIND,-29.90,-2242.50
2021-04-30,2021-05-06,PE,14550,2021-05-04T09:16:00+05:30,55.95,55.70,2021-05-04T09:25:00+05:30,72.80,73.05,ADD_2,UNWIND,-17.35,-1301.25
2021-04-30,2021-05-06,CE,14650,2021-05-04T14:39:00+05:30,58.00,57.75,2021-05-05T09:15:00+05:30,58.60,58.85,ADD_2,UNWIND,-1.10,-82.50
2021-04-30,2021-05-06,CE,14600,2021-05-04T14:58:00+05:30,56.10,55.85,2021-05-05T09:16:00+05:30,81.30,81.55,ADD_3,UNWIND,-25.70,-1927.50
