entry_date,exit_date,expiry,atm,entry_spot,prev_vix,lot_size,lots,qty,traded,skip_reason,remarks,legs_traded,adds,unwinds,rolls,orders,max_legs,gross_points,gross_pnl,costs,net_pnl,stale_prices,adds_blocked,rolls_blocked,entry_offset,entry_balance
2023-08-04,2023-08-10,2023-08-10,0,0.00,11.19,50,0,0,NO,vix_below_floor,Previous day India VIX 11.19 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2023-08-11,2023-08-17,2023-08-17,0,0.00,11.40,50,0,0,NO,vix_below_floor,Previous day India VIX 11.40 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2023-08-18,2023-08-24,2023-08-24,19300,19315.20,12.24,50,2,100,YES,,,8,4,1,2,16,5,190.80,19080.00,428.05,18651.95,0,367,323,0,0.98
2023-08-25,2023-08-31,2023-08-31,0,0.00,11.70,50,0,0,NO,vix_below_floor,Previous day India VIX 11.70 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2023-09-01,2023-09-07,2023-09-07,19350,19291.10,12.06,50,2,100,YES,,,10,7,5,1,20,5,4.45,445.00,551.21,-106.21,0,481,342,50,0.85
2023-09-08,2023-09-14,2023-09-14,0,0.00,10.87,50,0,0,NO,vix_below_floor,Previous day India VIX 10.87 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2023-09-15,2023-09-21,2023-09-21,0,0.00,11.32,50,0,0,NO,vix_below_floor,Previous day India VIX 11.32 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2023-09-22,2023-09-28,2023-09-28,0,0.00,10.82,50,0,0,NO,vix_below_floor,Previous day India VIX 10.82 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2023-09-29,2023-10-05,2023-10-05,19600,19571.90,12.82,50,2,100,YES,,,12,10,10,0,24,5,79.35,7935.00,632.42,7302.58,0,125,375,50,0.99
2023-10-06,2023-10-12,2023-10-12,0,0.00,10.94,50,0,0,NO,vix_below_floor,Previous day India VIX 10.94 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2023-10-13,2023-10-19,2023-10-19,0,0.00,10.62,50,0,0,NO,vix_below_floor,Previous day India VIX 10.62 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2023-10-20,2023-10-26,2023-10-26,0,0.00,10.90,50,0,0,NO,vix_below_floor,Previous day India VIX 10.90 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2023-10-27,2023-11-02,2023-11-02,0,0.00,11.73,50,0,0,NO,vix_below_floor,Previous day India VIX 11.73 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2023-11-03,2023-11-09,2023-11-09,0,0.00,11.08,50,0,0,NO,vix_below_floor,Previous day India VIX 11.08 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2023-11-10,2023-11-16,2023-11-16,0,0.00,10.98,50,0,0,NO,vix_below_floor,Previous day India VIX 10.98 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2023-11-17,2023-11-23,2023-11-23,0,0.00,11.65,50,0,0,NO,vix_below_floor,Previous day India VIX 11.65 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2023-11-24,2023-11-30,2023-11-30,0,0.00,11.32,50,0,0,NO,vix_below_floor,Previous day India VIX 11.32 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2023-12-01,2023-12-07,2023-12-07,20300,20220.10,12.69,50,1,50,YES,,,7,3,0,2,14,5,-74.20,-3710.00,374.72,-4084.72,75,1,1211,100,0.86
2023-12-08,2023-12-14,2023-12-14,21000,20966.20,12.67,50,1,50,YES,,,14,11,9,1,28,5,9.45,472.50,709.33,-236.83,0,434,0,50,0.95
2023-12-15,2023-12-21,2023-12-21,21350,21260.80,12.32,50,1,50,YES,,,17,14,11,1,34,5,143.05,7152.50,866.33,6286.17,9,56,488,100,0.92
2023-12-22,2023-12-28,2023-12-28,21300,21260.60,13.76,50,1,50,YES,,,13,9,6,2,26,5,37.20,1860.00,673.46,1186.54,0,6,515,50,0.85
2023-12-29,2024-01-04,2024-01-04,21750,21713.20,15.14,50,1,50,YES,,,16,12,12,2,32,5,160.40,8020.00,814.26,7205.74,0,80,0,50,0.88
2024-01-05,2024-01-11,2024-01-11,21750,21723.90,13.33,50,1,50,YES,,,19,14,14,3,38,5,-88.55,-4427.50,972.33,-5399.83,0,36,0,50,0.95
2024-01-12,2024-01-18,2024-01-18,21750,21727.50,12.77,50,1,50,YES,,,16,11,8,3,32,5,-41.00,-2050.00,850.94,-2900.94,31,7,464,0,0.99
2024-01-19,2024-01-25,2024-01-25,21650,21647.30,14.07,50,1,50,YES,,,19,11,10,6,38,5,-66.70,-3335.00,1014.26,-4349.26,2,176,6,0,0.96
2024-01-29,2024-02-01,2024-02-01,21550,21506.70,13.87,50,1,50,YES,,,17,13,13,2,34,5,26.50,1325.00,889.48,435.52,0,23,0,50,0.85
2024-02-02,2024-02-08,2024-02-08,21950,21947.80,14.46,50,1,50,YES,,,22,19,16,1,44,5,88.35,4417.50,1109.17,3308.33,0,12,258,0,0.96
2024-02-09,2024-02-15,2024-02-15,21750,21756.60,15.83,50,1,50,YES,,,19,15,13,2,38,5,178.15,8907.50,977.19,7930.31,0,310,11,0,0.89
2024-02-16,2024-02-22,2024-02-22,22000,21999.30,15.23,50,1,50,YES,,,20,17,17,1,40,5,27.60,1380.00,1031.26,348.74,0,116,125,0,0.83
2024-02-23,2024-02-29,2024-02-29,22250,22249.20,15.20,50,1,50,YES,,,19,14,13,3,38,5,112.30,5615.00,985.22,4629.78,0,230,28,0,0.86
2024-03-01,2024-03-07,2024-03-07,22150,22124.40,15.57,50,1,50,YES,,,16,13,10,1,32,5,106.40,5320.00,826.39,4493.61,1375,1,467,50,0.95
2024-03-11,2024-03-14,2024-03-14,22500,22480.40,13.61,50,1,50,YES,,,13,7,4,4,26,5,274.35,13717.50,675.29,13042.21,0,102,419,0,0.98
2024-03-15,2024-03-21,2024-03-21,22100,22106.30,13.62,50,1,50,YES,,,17,11,11,4,34,5,-4.90,-245.00,889.76,-1134.76,0,278,0,0,0.91
2024-03-22,2024-03-28,2024-03-28,22000,21951.50,12.51,50,1,50,YES,,,12,8,5,2,24,5,127.20,6360.00,615.78,5744.22,0,17,363,50,0.80
2024-04-01,2024-04-04,2024-04-04,22500,22500.95,12.83,50,1,50,YES,,,18,16,14,0,36,5,37.80,1890.00,905.27,984.73,0,143,5,0,0.92
2024-04-05,2024-04-10,2024-04-10,0,0.00,11.22,50,0,0,NO,vix_below_floor,Previous day India VIX 11.22 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2024-04-12,2024-04-18,2024-04-18,0,0.00,11.11,50,0,0,NO,vix_below_floor,Previous day India VIX 11.11 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2024-04-19,2024-04-25,2024-04-25,21850,21862.25,13.04,50,1,50,YES,,,10,6,3,2,20,5,153.65,7682.50,549.37,7133.13,561,0,1122,0,0.91
2024-04-26,2024-05-02,2024-05-02,0,0.00,10.73,25,0,0,NO,vix_below_floor,Previous day India VIX 10.73 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2024-05-03,2024-05-09,2024-05-09,22800,22779.65,13.45,25,3,75,YES,,,16,9,6,5,32,5,50.90,3817.50,916.09,2901.41,22,0,525,0,1.00
2024-05-10,2024-05-16,2024-05-16,22000,22008.30,18.20,25,3,75,YES,,,25,21,21,2,50,5,-243.65,-18273.75,1353.44,-19627.19,0,86,0,0,0.93
2024-05-17,2024-05-23,2024-05-23,22400,22363.75,20.00,25,3,75,YES,,,12,8,5,2,24,5,-25.05,-1878.75,655.21,-2533.96,984,27,337,50,0.97
2024-05-24,2024-05-30,2024-05-30,23000,22963.65,21.38,25,3,75,YES,,,14,9,6,3,28,5,115.75,8681.25,769.58,7911.67,0,6,363,50,0.97
2024-05-31,2024-06-06,2024-06-06,22600,22617.20,24.18,25,3,75,YES,,,20,16,13,2,40,5,-455.85,-34188.75,1472.01,-35660.76,406,0,372,0,0.90
2024-06-07,2024-06-13,2024-06-13,22900,22923.45,16.80,25,3,75,YES,,,14,10,7,2,28,5,394.50,29587.50,831.24,28756.26,8,17,527,0,0.90
2024-06-14,2024-06-20,2024-06-20,23400,23349.55,13.49,25,3,75,YES,,,15,11,10,2,30,5,77.45,5808.75,794.41,5014.34,0,111,1,50,0.93
2024-06-21,2024-06-27,2024-06-27,23600,23598.75,13.35,25,3,75,YES,,,16,11,8,3,32,5,-35.85,-2688.75,878.76,-3567.51,0,0,638,0,0.96
2024-06-28,2024-07-04,2024-07-04,24100,24117.05,14.15,25,3,75,YES,,,12,9,6,1,24,5,274.90,20617.50,638.41,19979.09,0,14,365,0,0.94
2024-07-05,2024-07-11,2024-07-11,24200,24204.65,12.86,25,3,75,YES,,,17,12,12,3,34,5,25.50,1912.50,903.51,1008.99,0,39,0,0,0.95
2024-07-12,2024-07-18,2024-07-18,24400,24383.95,14.00,25,3,75,YES,,,13,9,7,2,26,5,56.45,4233.75,703.31,3530.44,0,279,0,0,0.90
2024-07-19,2024-07-25,2024-07-25,24750,24746.05,14.51,25,3,75,YES,,,18,14,13,2,36,5,94.20,7065.00,1053.67,6011.33,28,351,9,0,0.96
2024-07-26,2024-08-01,2024-08-01,24450,24477.45,12.62,25,3,75,YES,,,12,5,2,5,24,5,277.75,20831.25,685.40,20145.85,154,59,703,-50,0.92
2024-08-02,2024-08-08,2024-08-08,24850,24833.55,12.93,25,3,75,YES,,,6,4,1,0,12,5,-289.30,-21697.50,348.32,-22045.82,334,0,1490,0,0.85
2024-08-09,2024-08-14,2024-08-14,24400,24360.95,16.60,25,3,75,YES,,,14,9,7,3,28,5,294.00,22050.00,748.17,21301.83,0,367,0,50,0.93
2024-08-16,2024-08-22,2024-08-22,24400,24393.35,15.44,25,3,75,YES,,,13,8,5,3,26,5,165.10,12382.50,709.97,11672.53,5,0,702,0,0.94
2024-08-23,2024-08-29,2024-08-29,24850,24834.50,13.00,25,3,75,YES,,,13,10,9,1,26,5,35.40,2655.00,700.50,1954.50,0,452,62,0,0.81
2024-08-30,2024-09-05,2024-09-05,25250,25237.90,13.79,25,3,75,YES,,,11,9,6,0,22,5,191.70,14377.50,569.01,13808.49,0,220,54,0,0.98
2024-09-06,2024-09-12,2024-09-12,25100,25101.15,14.21,25,3,75,YES,,,22,19,17,1,44,5,-294.60,-22095.00,1190.04,-23285.04,0,84,0,0,0.95
2024-09-13,2024-09-19,2024-09-19,25350,25325.75,13.18,25,3,75,YES,,,10,8,7,0,20,5,114.45,8583.75,532.86,8050.89,0,63,70,0,0.97
2024-09-20,2024-09-26,2024-09-26,25500,25492.10,12.47,25,3,75,YES,,,8,6,3,0,16,5,-281.25,-21093.75,458.10,-21551.85,1,0,1490,0,0.92
2024-09-27,2024-10-03,2024-10-03,26250,26231.45,12.00,25,3,75,YES,,,11,4,1,5,22,5,-152.70,-11452.50,638.30,-12090.80,63,0,597,0,0.95
2024-10-04,2024-10-10,2024-10-10,25250,25140.40,13.17,25,3,75,YES,,,25,21,21,2,50,5,-139.55,-10466.25,1475.04,-11941.29,2,152,0,100,0.98
2024-10-11,2024-10-17,2024-10-17,25000,24967.60,13.50,25,3,75,YES,,,12,9,6,1,24,5,78.95,5921.25,673.32,5247.93,1,40,354,50,0.94
2024-10-18,2024-10-24,2024-10-24,24600,24579.85,13.39,25,3,75,YES,,,22,16,14,4,44,5,62.80,4710.00,1296.83,3413.17,10,440,5,0,0.82
2024-10-25,2024-10-31,2024-10-31,24400,24393.20,13.97,25,3,75,YES,,,21,17,16,2,42,5,47.50,3562.50,1180.33,2382.17,0,298,12,0,0.86
2024-11-01,2024-11-07,2024-11-07,0,0.00,15.55,25,0,0,NO,no_spot_at_entry,No 09:20 spot candle.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2024-11-08,2024-11-14,2024-11-14,24100,24091.55,14.94,25,3,75,YES,,,16,8,5,6,32,5,247.50,18562.50,943.98,17618.52,103,0,621,0,0.93
2024-11-18,2024-11-21,2024-11-21,23500,23500.10,14.78,25,3,75,YES,,,16,11,8,3,32,5,183.45,13758.75,892.04,12866.71,0,4,358,0,0.98
2024-11-22,2024-11-28,2024-11-28,23450,23499.50,15.99,75,1,75,YES,,,7,4,1,1,14,5,199.15,14936.25,432.43,14503.82,629,0,1490,-50,0.94
2024-11-29,2024-12-05,2024-12-05,24050,23964.60,15.21,75,1,75,YES,,,22,14,12,6,44,5,-105.55,-7916.25,1334.29,-9250.54,15,22,122,100,0.97
2024-12-06,2024-12-12,2024-12-12,24700,24711.80,14.53,75,1,75,YES,,,14,10,7,2,28,5,397.00,29775.00,764.85,29010.15,0,1,232,0,0.95
2024-12-13,2024-12-19,2024-12-19,24450,24419.65,13.19,75,1,75,YES,,,14,9,6,3,28,5,-41.25,-3093.75,845.81,-3939.56,82,0,699,50,0.90
2024-12-20,2024-12-26,2024-12-26,23950,23904.15,14.51,75,1,75,YES,,,15,12,11,1,30,5,236.90,17767.50,859.62,16907.88,0,325,0,50,0.99
2024-12-27,2025-01-02,2025-01-02,23850,23839.95,14.04,75,1,75,YES,,,16,12,9,2,32,5,-5.79,-434.25,919.26,-1353.51,0,0,235,0,0.91
2025-01-03,2025-01-09,2025-01-09,24150,24155.85,13.74,75,1,75,YES,,,17,12,9,3,34,5,198.42,14881.50,1019.29,13862.21,0,0,630,0,0.95
2025-01-10,2025-01-16,2025-01-16,23600,23565.65,14.66,75,1,75,YES,,,17,12,12,3,34,5,-34.31,-2573.25,1022.11,-3595.36,0,65,0,50,0.98
2025-01-17,2025-01-23,2025-01-23,23200,23186.50,15.47,75,1,75,YES,,,19,15,13,2,38,5,243.27,18245.25,1037.14,17208.11,0,334,0,0,0.95
2025-01-24,2025-01-30,2025-01-30,23300,23281.15,16.70,75,1,75,YES,,,13,8,7,3,26,5,219.40,16455.00,790.97,15664.03,0,23,63,0,0.97
2025-01-31,2025-02-06,2025-02-06,23300,23316.30,17.39,75,1,75,YES,,,18,12,12,4,36,5,276.24,20718.00,1101.88,19616.12,0,9,266,0,0.85
2025-02-07,2025-02-13,2025-02-13,23600,23578.55,14.18,75,1,75,YES,,,14,7,6,5,28,5,392.35,29426.25,836.75,28589.50,0,131,326,0,0.93
2025-02-14,2025-02-20,2025-02-20,23100,23087.70,14.96,75,1,75,YES,,,25,23,21,0,50,5,28.95,2171.25,1407.81,763.44,0,202,0,0,0.88
2025-02-21,2025-02-27,2025-02-27,22900,22907.65,14.68,75,1,75,YES,,,11,6,3,3,22,5,424.86,31864.50,637.49,31227.01,0,0,384,0,0.80
2025-02-28,2025-03-06,2025-03-06,22400,22319.75,13.31,75,1,75,YES,,,24,20,18,2,48,5,-212.17,-15912.75,1378.67,-17291.42,0,309,0,100,0.99
2025-03-07,2025-03-13,2025-03-13,22550,22515.85,13.73,75,1,75,YES,,,15,12,12,1,30,5,78.69,5901.75,825.47,5076.28,0,147,0,50,0.98
2025-03-17,2025-03-20,2025-03-20,22550,22515.70,13.28,75,1,75,YES,,,10,5,2,3,20,5,-52.21,-3915.75,573.45,-4489.20,0,0,707,50,0.97
2025-03-21,2025-03-27,2025-03-27,23200,23162.80,12.60,75,1,75,YES,,,13,7,6,4,26,5,83.00,6225.00,768.54,5456.46,2,335,330,50,0.99
2025-03-28,2025-04-03,2025-04-03,23650,23565.70,13.30,75,1,75,YES,,,19,13,12,4,38,5,103.51,7763.25,1098.80,6664.45,0,376,4,100,0.99
2025-04-04,2025-04-09,2025-04-09,23050,23035.05,13.60,75,1,75,YES,,,12,8,8,2,24,5,-619.86,-46489.50,886.16,-47375.66,0,0,1,0,0.98
2025-04-11,2025-04-17,2025-04-17,22800,22812.10,21.43,75,1,75,YES,,,7,4,1,1,14,5,-208.90,-15667.50,470.64,-16138.14,0,0,1028,0,0.98
2025-04-21,2025-04-24,2025-04-24,23950,23968.35,15.47,75,1,75,YES,,,16,12,9,2,32,5,222.83,16712.25,913.59,15798.66,0,6,487,0,0.88
2025-04-25,2025-04-30,2025-04-30,24350,24303.60,16.25,75,1,75,YES,,,11,7,4,2,22,5,341.83,25637.25,676.20,24961.05,0,0,684,50,0.98
2025-05-02,2025-05-08,2025-05-08,24450,24403.65,18.22,75,1,75,YES,,,21,18,18,1,42,5,143.51,10763.25,1130.30,9632.95,0,142,0,50,0.99
2025-05-09,2025-05-15,2025-05-15,24100,24090.00,21.01,75,1,75,YES,,,21,16,14,3,42,5,-535.89,-40191.75,1390.87,-41582.62,0,159,48,0,0.90
2025-05-16,2025-05-22,2025-05-22,25000,25001.70,16.89,75,1,75,YES,,,16,12,9,2,32,5,224.32,16824.00,931.93,15892.07,0,0,354,0,0.86
2025-05-23,2025-05-29,2025-05-29,24700,24719.20,17.26,75,1,75,YES,,,14,11,10,1,28,5,-35.93,-2694.75,850.35,-3545.10,0,251,0,0,0.90
2025-05-30,2025-06-05,2025-06-05,24850,24857.85,16.42,75,1,75,YES,,,16,12,12,2,32,5,163.00,12225.00,944.66,11280.34,0,31,7,0,0.98
2025-06-06,2025-06-12,2025-06-12,24750,24747.60,15.08,75,1,75,YES,,,8,3,3,3,16,5,295.60,22170.00,497.18,21672.82,0,51,381,0,0.99
2025-06-13,2025-06-19,2025-06-19,24650,24628.45,14.02,75,1,75,YES,,,10,7,6,1,20,5,274.25,20568.75,584.16,19984.59,0,87,0,0,0.87
2025-06-20,2025-06-26,2025-06-26,24850,24840.40,14.26,75,1,75,YES,,,17,12,9,3,34,5,-142.80,-10710.00,995.16,-11705.16,0,8,544,0,0.84
2025-06-27,2025-07-03,2025-07-03,25600,25587.40,12.59,75,1,75,YES,,,17,13,11,2,34,5,160.85,12063.75,906.58,11157.17,0,159,0,0,0.93
2025-07-04,2025-07-10,2025-07-10,25400,25414.60,12.39,75,1,75,YES,,,12,9,8,1,24,5,222.15,16661.25,646.38,16014.87,0,200,0,0,0.84
2025-07-11,2025-07-17,2025-07-17,0,0.00,11.67,75,0,0,NO,vix_below_floor,Previous day India VIX 11.67 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2025-07-18,2025-07-24,2025-07-24,0,0.00,11.24,75,0,0,NO,vix_below_floor,Previous day India VIX 11.24 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2025-07-25,2025-07-31,2025-07-31,0,0.00,10.72,75,0,0,NO,vix_below_floor,Previous day India VIX 10.72 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2025-08-01,2025-08-07,2025-08-07,0,0.00,11.54,75,0,0,NO,vix_below_floor,Previous day India VIX 11.54 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2025-08-08,2025-08-14,2025-08-14,0,0.00,11.69,75,0,0,NO,vix_below_floor,Previous day India VIX 11.69 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2025-08-18,2025-08-21,2025-08-21,25000,24942.20,12.36,75,1,75,YES,,,10,8,5,0,20,5,217.55,16316.25,532.35,15783.90,0,48,310,50,0.88
2025-08-22,2025-08-28,2025-08-28,0,0.00,11.37,75,0,0,NO,vix_below_floor,Previous day India VIX 11.37 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2025-08-29,2025-09-02,2025-09-02,24550,24552.80,12.18,75,1,75,YES,,,10,8,8,0,20,5,116.15,8711.25,520.41,8190.84,0,56,271,0,0.90
2025-09-03,2025-09-09,2025-09-09,0,0.00,11.40,75,0,0,NO,vix_below_floor,Previous day India VIX 11.40 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2025-09-10,2025-09-16,2025-09-16,0,0.00,10.69,75,0,0,NO,vix_below_floor,Previous day India VIX 10.69 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2025-09-17,2025-09-23,2025-09-23,0,0.00,10.27,75,0,0,NO,vix_below_floor,Previous day India VIX 10.27 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2025-09-24,2025-09-30,2025-09-30,0,0.00,10.63,75,0,0,NO,vix_below_floor,Previous day India VIX 10.63 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2025-10-01,2025-10-07,2025-10-07,0,0.00,11.07,75,0,0,NO,vix_below_floor,Previous day India VIX 11.07 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2025-10-08,2025-10-14,2025-10-14,0,0.00,10.05,75,0,0,NO,vix_below_floor,Previous day India VIX 10.05 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2025-10-15,2025-10-20,2025-10-20,0,0.00,11.16,75,0,0,NO,vix_below_floor,Previous day India VIX 11.16 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2025-10-21,2025-10-28,2025-10-28,0,0.00,11.36,75,0,0,NO,vix_below_floor,Previous day India VIX 11.36 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2025-10-29,2025-11-04,2025-11-04,0,0.00,11.95,75,0,0,NO,vix_below_floor,Previous day India VIX 11.95 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2025-11-06,2025-11-11,2025-11-11,25700,25659.80,12.65,75,1,75,YES,,,11,7,7,2,22,5,-7.10,-532.50,632.15,-1164.65,0,157,0,50,0.82
2025-11-12,2025-11-18,2025-11-18,25900,25839.55,12.49,75,1,75,YES,,,14,12,12,0,28,5,175.35,13151.25,737.78,12413.47,0,272,0,50,0.95
2025-11-19,2025-11-25,2025-11-25,25900,25900.65,12.10,75,1,75,YES,,,17,13,13,2,34,5,-41.90,-3142.50,964.05,-4106.55,0,114,0,0,0.97
2025-11-26,2025-12-02,2025-12-02,26050,25969.30,12.24,75,1,75,YES,,,11,8,6,1,22,5,162.20,12165.00,617.72,11547.28,0,272,1,100,0.89
2025-12-03,2025-12-09,2025-12-09,0,0.00,11.23,75,0,0,NO,vix_below_floor,Previous day India VIX 11.23 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2025-12-10,2025-12-16,2025-12-16,0,0.00,10.95,75,0,0,NO,vix_below_floor,Previous day India VIX 10.95 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2025-12-17,2025-12-23,2025-12-23,0,0.00,10.06,75,0,0,NO,vix_below_floor,Previous day India VIX 10.06 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2025-12-24,2025-12-30,2025-12-30,0,0.00,9.38,75,0,0,NO,vix_below_floor,Previous day India VIX 9.38 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2025-12-31,2026-01-06,2026-01-06,0,0.00,9.68,65,0,0,NO,vix_below_floor,Previous day India VIX 9.68 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2026-01-07,2026-01-13,2026-01-13,0,0.00,10.02,65,0,0,NO,vix_below_floor,Previous day India VIX 10.02 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2026-01-14,2026-01-20,2026-01-20,0,0.00,11.20,65,0,0,NO,vix_below_floor,Previous day India VIX 11.20 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2026-01-21,2026-01-27,2026-01-27,25250,25221.40,12.73,65,1,65,YES,,,25,22,22,1,50,5,-102.80,-6682.00,1350.14,-8032.14,0,23,0,50,0.90
2026-01-28,2026-02-03,2026-02-03,25350,25358.75,14.45,65,1,65,YES,,,17,13,10,2,34,5,124.85,8115.25,1057.37,7057.88,0,1,419,0,0.85
2026-02-04,2026-02-10,2026-02-10,25750,25754.15,12.90,65,1,65,YES,,,12,8,5,2,24,5,255.45,16604.25,664.51,15939.74,0,37,367,0,0.92
2026-02-11,2026-02-17,2026-02-17,0,0.00,11.67,65,0,0,NO,vix_below_floor,Previous day India VIX 11.67 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2026-02-18,2026-02-24,2026-02-24,25750,25704.50,12.67,65,1,65,YES,,,18,14,12,2,36,5,29.00,1885.00,994.20,890.80,0,241,0,50,0.92
2026-02-25,2026-03-02,2026-03-02,25600,25568.50,14.15,65,1,65,YES,,,12,8,5,2,24,5,-41.90,-2723.50,679.85,-3403.35,0,15,367,50,1.00
2026-03-04,2026-03-10,2026-03-10,24350,24341.15,17.13,65,1,65,YES,,,10,6,6,2,20,5,28.25,1836.25,680.04,1156.21,0,0,0,0,0.84
2026-03-11,2026-03-17,2026-03-17,24300,24242.50,18.91,65,1,65,YES,,,15,8,8,5,30,5,202.30,13149.50,1022.10,12127.40,0,16,558,50,0.96
2026-03-18,2026-03-24,2026-03-24,23700,23676.15,19.79,65,0,0,NO,balance_check_failed,"Best of 11 strikes near ATM 23700 was 23650 at 67.9%, needs >= 80%",0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2026-03-25,2026-04-28,2026-04-28,23200,23188.50,24.74,65,1,65,YES,,,18,15,14,1,36,5,198.55,12905.75,1491.33,11414.42,15,740,1046,0,0.85
2026-04-29,2026-05-05,2026-05-05,24100,24077.90,18.05,65,1,65,YES,,,8,6,6,0,16,5,-76.25,-4956.25,493.63,-5449.88,1482,0,0,0,0.88
2026-05-06,2026-05-12,2026-05-12,24200,24185.20,17.91,65,0,0,NO,missing_entry_bar,No exactly-priced straddle within 5 strikes of ATM 24200 at 09:20.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2026-05-13,2026-05-19,2026-05-19,23450,23437.90,19.28,65,1,65,YES,,,17,13,12,2,34,5,71.95,4676.75,1051.08,3625.67,0,310,0,0,0.99
2026-05-20,2026-05-26,2026-05-26,23450,23458.70,18.68,65,1,65,YES,,,10,7,4,1,20,5,304.80,19812.00,638.24,19173.76,0,20,719,0,0.94
2026-05-27,2026-06-02,2026-06-02,23950,23933.70,16.13,65,1,65,YES,,,12,7,4,3,24,5,364.75,23708.75,728.69,22980.06,0,13,456,0,0.94
2026-06-03,2026-06-09,2026-06-09,23300,23304.25,15.36,65,1,65,YES,,,4,2,0,0,8,4,17.35,1127.75,267.81,859.94,5964,0,0,0,0.83
2026-06-10,2026-06-16,2026-06-16,23350,23326.75,15.58,65,1,65,YES,,,13,9,6,2,26,5,-155.40,-10101.00,773.69,-10874.69,0,4,740,0,0.93
