date,net_pnl,equity,peak,drawdown
2020-01-16,6326.25,306326.25,306326.25,0.00
2020-02-06,8460.00,314786.25,314786.25,0.00
2020-02-20,-8947.50,305838.75,314786.25,8947.50
2020-03-05,4747.50,310586.25,314786.25,4200.00
2020-03-12,-28953.75,281632.50,314786.25,33153.75
2020-03-26,23703.75,305336.25,314786.25,9450.00
2020-04-01,33232.50,338568.75,338568.75,0.00
2020-04-09,-300.00,338268.75,338568.75,300.00
2020-04-16,13248.75,351517.50,351517.50,0.00
2020-04-23,20122.50,371640.00,371640.00,0.00
2020-04-30,2366.25,374006.25,374006.25,0.00
2020-05-07,9791.25,383797.50,383797.50,0.00
2020-05-14,-1211.25,382586.25,383797.50,1211.25
2020-05-21,17122.50,399708.75,399708.75,0.00
2020-05-28,3926.25,403635.00,403635.00,0.00
2020-06-11,-870.00,402765.00,403635.00,870.00
2020-06-18,-8640.00,394125.00,403635.00,9510.00
2020-06-25,8055.00,402180.00,403635.00,1455.00
2020-07-09,9798.75,411978.75,411978.75,0.00
2020-07-16,2741.25,414720.00,414720.00,0.00
2020-07-23,2137.50,416857.50,416857.50,0.00
2020-08-06,10980.00,427837.50,427837.50,0.00
2020-08-20,-450.00,427387.50,427837.50,450.00
2020-08-27,9078.75,436466.25,436466.25,0.00
2020-09-03,-4275.00,432191.25,436466.25,4275.00
2020-09-10,3273.75,435465.00,436466.25,1001.25
2020-09-17,6821.25,442286.25,442286.25,0.00
2020-09-24,-10338.75,431947.50,442286.25,10338.75
2020-10-01,7586.25,439533.75,442286.25,2752.50
2020-10-15,-86.25,439447.50,442286.25,2838.75
2020-10-22,1533.75,440981.25,442286.25,1305.00
2020-10-29,11670.00,452651.25,452651.25,0.00
2020-11-05,9525.00,462176.25,462176.25,0.00
2020-11-12,11576.25,473752.50,473752.50,0.00
2020-11-19,9581.25,483333.75,483333.75,0.00
2020-11-26,1173.75,484507.50,484507.50,0.00
2020-12-03,17486.25,501993.75,501993.75,0.00
2020-12-10,8906.25,510900.00,510900.00,0.00
2020-12-17,10811.25,521711.25,521711.25,0.00
2020-12-24,-10376.25,511335.00,521711.25,10376.25
2020-12-31,11767.50,523102.50,523102.50,0.00
2021-01-07,2741.25,525843.75,525843.75,0.00
2021-01-14,1578.75,527422.50,527422.50,0.00
2021-01-21,18727.50,546150.00,546150.00,0.00
2021-01-28,487.50,546637.50,546637.50,0.00
2021-02-04,20891.25,567528.75,567528.75,0.00
2021-02-18,4155.00,571683.75,571683.75,0.00
2021-02-25,1271.25,572955.00,572955.00,0.00
2021-03-04,11216.25,584171.25,584171.25,0.00
2021-03-10,24648.75,608820.00,608820.00,0.00
2021-03-18,-1203.75,607616.25,608820.00,1203.75
2021-03-25,3240.00,610856.25,610856.25,0.00
2021-04-01,18060.00,628916.25,628916.25,0.00
2021-04-08,8752.50,637668.75,637668.75,0.00
2021-04-15,9836.25,647505.00,647505.00,0.00
2021-04-22,1335.00,648840.00,648840.00,0.00
2021-04-29,24138.75,672978.75,672978.75,0.00
2021-05-06,-472.50,672506.25,672978.75,472.50
2021-05-12,13957.50,686463.75,686463.75,0.00
2021-05-20,11452.50,697916.25,697916.25,0.00
2021-05-27,11876.25,709792.50,709792.50,0.00
2021-06-03,3757.50,713550.00,713550.00,0.00
2021-06-10,10458.75,724008.75,724008.75,0.00
2021-06-17,8947.50,732956.25,732956.25,0.00
2021-06-24,-3285.00,729671.25,732956.25,3285.00
2021-07-08,5756.25,735427.50,735427.50,0.00
2021-07-22,-453.75,734973.75,735427.50,453.75
2021-07-29,-750.00,734223.75,735427.50,1203.75
2021-08-05,-2280.00,731943.75,735427.50,3483.75
2021-08-12,5673.75,737617.50,737617.50,0.00
2021-08-18,10068.75,747686.25,747686.25,0.00
2021-08-26,4856.25,752542.50,752542.50,0.00
2021-09-02,4503.75,757046.25,757046.25,0.00
2021-09-09,6720.00,763766.25,763766.25,0.00
2021-09-16,2220.00,765986.25,765986.25,0.00
2021-09-23,-6971.25,759015.00,765986.25,6971.25
2021-09-30,9000.00,768015.00,768015.00,0.00
2021-10-07,6195.00,774210.00,774210.00,0.00
2021-10-14,4542.50,778752.50,778752.50,0.00
2021-10-21,5760.00,784512.50,784512.50,0.00
2021-10-28,1945.00,786457.50,786457.50,0.00
2021-11-18,4450.00,790907.50,790907.50,0.00
2021-11-25,-4232.50,786675.00,790907.50,4232.50
2021-12-02,-1957.50,784717.50,790907.50,6190.00
2021-12-09,5567.50,790285.00,790907.50,622.50
2021-12-16,1902.50,792187.50,792187.50,0.00
2021-12-23,-522.50,791665.00,792187.50,522.50
2021-12-30,9402.50,801067.50,801067.50,0.00
2022-01-06,13012.50,814080.00,814080.00,0.00
2022-01-13,5327.50,819407.50,819407.50,0.00
2022-01-20,2847.50,822255.00,822255.00,0.00
2022-01-27,-6267.50,815987.50,822255.00,6267.50
2022-02-03,15382.50,831370.00,831370.00,0.00
2022-02-10,-1625.00,829745.00,831370.00,1625.00
2022-02-17,-1207.50,828537.50,831370.00,2832.50
2022-02-24,-12052.50,816485.00,831370.00,14885.00
2022-03-03,14410.00,830895.00,831370.00,475.00
2022-03-10,10082.50,840977.50,840977.50,0.00
2022-03-17,1202.50,842180.00,842180.00,0.00
2022-03-24,9810.00,851990.00,851990.00,0.00
2022-04-07,1232.50,853222.50,853222.50,0.00
2022-04-13,6857.50,860080.00,860080.00,0.00
2022-04-21,-11567.50,848512.50,860080.00,11567.50
2022-04-28,-3870.00,844642.50,860080.00,15437.50
2022-05-05,7522.50,852165.00,860080.00,7915.00
2022-05-12,-480.00,851685.00,860080.00,8395.00
2022-05-19,-5320.00,846365.00,860080.00,13715.00
2022-05-26,6642.50,853007.50,860080.00,7072.50
2022-06-02,5372.50,858380.00,860080.00,1700.00
2022-06-09,8895.00,867275.00,867275.00,0.00
2022-06-16,-10617.50,856657.50,867275.00,10617.50
2022-06-23,8482.50,865140.00,867275.00,2135.00
2022-06-30,6807.50,871947.50,871947.50,0.00
2022-07-07,8497.50,880445.00,880445.00,0.00
2022-07-14,9590.00,890035.00,890035.00,0.00
2022-07-21,6037.50,896072.50,896072.50,0.00
2022-08-04,110.00,896182.50,896182.50,0.00
2022-08-11,8045.00,904227.50,904227.50,0.00
2022-08-18,12050.00,916277.50,916277.50,0.00
2022-08-25,-5350.00,910927.50,916277.50,5350.00
2022-09-01,-2187.50,908740.00,916277.50,7537.50
2022-09-08,3897.50,912637.50,916277.50,3640.00
