entry_date,exit_date,expiry,atm,lot_size,traded,skip_reason,remarks,legs_traded,adds,unwinds,orders,max_legs,gross_points,gross_pnl,costs,net_pnl,stale_prices,adds_blocked,rolls,rolls_blocked,entry_offset,entry_balance
2020-01-01,2020-01-01,2020-01-02,12200,75,YES,,,2,0,0,4,2,16.50,1237.50,120.00,1117.50,0,0,0,0,0,0.76
2020-01-03,2020-01-08,2020-01-09,12250,75,YES,,,6,4,2,12,4,-94.55,-7091.25,360.00,-7451.25,3,4,0,5,0,0.79
2020-01-10,2020-01-15,2020-01-16,12250,75,YES,,,3,1,0,6,3,58.10,4357.50,180.00,4177.50,0,11,0,0,0,0.96
2020-01-17,2020-01-22,2020-01-23,12350,75,YES,,,4,2,0,8,4,-54.60,-4095.00,240.00,-4335.00,1,0,0,14,0,0.80
2020-01-24,2020-01-29,2020-01-30,12150,75,YES,,,3,1,1,6,3,31.95,2396.25,180.00,2216.25,0,8,0,0,0,0.75
2020-01-31,2020-02-05,2020-02-06,12050,75,YES,,,4,2,2,8,4,191.40,14355.00,240.00,14115.00,4,2,0,11,0,0.94
2020-02-07,2020-02-12,2020-02-13,12150,75,YES,,,6,4,3,12,3,19.40,1455.00,360.00,1095.00,0,9,0,0,0,0.50
2020-02-14,2020-02-19,2020-02-20,12250,75,YES,,,4,2,0,8,4,58.35,4376.25,240.00,4136.25,8,4,0,17,0,0.88
2020-02-24,2020-02-26,2020-02-27,11950,75,YES,,,4,2,0,8,4,-26.40,-1980.00,240.00,-2220.00,0,5,0,7,0,0.67
2020-02-28,2020-03-04,2020-03-05,11350,75,YES,,,6,4,4,12,4,-18.60,-1395.00,360.00,-1755.00,1,1,0,0,0,0.88
2020-03-06,2020-03-11,2020-03-12,10900,75,YES,,,4,2,0,8,4,84.50,6337.50,240.00,6097.50,0,1,0,10,0,0.93
2020-03-13,2020-03-18,2020-03-19,8750,75,NO,missing_entry_bar,No priceable straddle within 0 strikes of ATM 8750 at 09:20.,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00
2020-03-20,2020-03-25,2020-03-26,8350,75,YES,,,7,4,3,14,4,317.10,23782.50,420.00,23362.50,21,1,1,1,0,0.94
2020-03-27,2020-03-31,2020-04-01,8950,75,YES,,,5,2,0,10,4,533.90,40042.50,300.00,39742.50,15,0,1,2,0,0.88
2020-04-03,2020-04-08,2020-04-09,8150,75,YES,,,4,2,0,8,4,34.45,2583.75,240.00,2343.75,15,0,0,12,0,0.87
2020-04-13,2020-04-15,2020-04-16,9100,75,YES,,,5,3,2,10,3,144.10,10807.50,300.00,10507.50,0,1,0,0,0,0.81
2020-04-17,2020-04-22,2020-04-23,9250,75,YES,,,4,2,2,8,4,172.20,12915.00,240.00,12675.00,4,1,0,2,0,0.85
