entry_date,exit_date,expiry,atm,lot_size,traded,skip_reason,remarks,legs_traded,adds,unwinds,orders,max_legs,gross_points,gross_pnl,costs,net_pnl,stale_prices,adds_blocked,rolls,rolls_blocked,entry_offset,entry_balance
2020-01-01,2020-01-01,2020-01-02,12200,75,YES,,,2,0,0,4,2,16.50,1237.50,120.00,1117.50,0,0,0,0,0,0.76
2020-01-03,2020-01-08,2020-01-09,12250,75,YES,,,6,4,2,12,4,-44.75,-3356.25,360.00,-3716.25,5,10,0,25,0,0.79
2020-01-10,2020-01-15,2020-01-16,12250,75,YES,,,4,2,1,8,3,51.40,3855.00,240.00,3615.00,0,25,0,0,0,0.96
2020-01-17,2020-01-22,2020-01-23,12350,75,YES,,,4,2,0,8,4,-54.15,-4061.25,240.00,-4301.25,4,1,0,26,0,0.80
2020-01-24,2020-01-29,2020-01-30,12150,75,YES,,,7,4,4,14,4,-33.25,-2493.75,420.00,-2913.75,0,12,1,2,0,0.75
2020-01-31,2020-02-05,2020-02-06,12050,75,YES,,,6,4,3,12,4,164.30,12322.50,360.00,11962.50,10,3,0,21,0,0.94
2020-02-07,2020-02-12,2020-02-13,12150,75,YES,,,8,6,5,16,4,12.10,907.50,480.00,427.50,0,14,0,4,0,0.50
2020-02-14,2020-02-19,2020-02-20,12250,75,YES,,,5,2,0,10,4,76.40,5730.00,300.00,5430.00,14,5,1,32,0,0.88
2020-02-24,2020-02-26,2020-02-27,11950,75,YES,,,7,2,0,14,4,56.40,4230.00,420.00,3810.00,0,0,3,11,0,0.67
2020-02-28,2020-03-04,2020-03-05,11350,75,YES,,,8,6,6,16,4,-50.70,-3802.50,480.00,-4282.50,1,1,0,0,0,0.88
2020-03-06,2020-03-11,2020-03-12,10900,75,YES,,,6,2,0,12,4,201.45,15108.75,360.00,14748.75,0,2,2,16,0,0.93
2020-03-13,2020-03-18,2020-03-19,8750,75,NO,missing_entry_bar,No priceable straddle within 0 strikes of ATM 8750 at 09:20.,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00
2020-03-20,2020-03-25,2020-03-26,8350,75,YES,,,9,6,4,18,4,229.20,17190.00,540.00,16650.00,40,2,1,0,0,0.94
2020-03-27,2020-03-31,2020-04-01,8950,75,YES,,,6,2,2,12,4,502.50,37687.50,360.00,37327.50,38,0,2,0,0,0.88
2020-04-03,2020-04-08,2020-04-09,8150,75,YES,,,6,2,0,12,4,161.25,12093.75,360.00,11733.75,23,0,2,18,0,0.87
2020-04-13,2020-04-15,2020-04-16,9100,75,YES,,,6,4,3,12,3,84.85,6363.75,360.00,6003.75,0,3,0,0,0,0.81
2020-04-17,2020-04-22,2020-04-23,9250,75,YES,,,6,3,2,12,4,127.65,9573.75,360.00,9213.75,8,2,1,0,0,0.85
2020-04-24,2020-04-29,2020-04-30,9200,75,YES,,,5,3,1,10,4,54.10,4057.50,300.00,3757.50,0,2,0,14,0,0.83
2020-05-04,2020-05-06,2020-05-07,9450,75,YES,,,9,6,5,18,4,63.20,4740.00,540.00,4200.00,6,0,1,1,0,0.81
2020-05-08,2020-05-13,2020-05-14,9350,75,YES,,,10,6,6,20,4,-289.70,-21727.50,600.00,-22327.50,3,1,2,1,0,0.90
2020-05-15,2020-05-20,2020-05-21,9100,75,YES,,,7,4,3,14,4,136.25,10218.75,420.00,9798.75,0,0,1,0,0,0.91
2020-05-22,2020-05-27,2020-05-28,9050,75,YES,,,7,5,3,14,4,1.30,97.50,420.00,-322.50,0,1,0,5,0,1.00
2020-05-29,2020-06-03,2020-06-04,9450,75,YES,,,6,2,0,12,4,-13.90,-1042.50,360.00,-1402.50,24,0,2,21,0,0.70
2020-06-05,2020-06-10,2020-06-11,10100,75,YES,,,7,5,5,14,4,38.75,2906.25,420.00,2486.25,0,2,0,0,0,0.88
2020-06-12,2020-06-17,2020-06-18,9650,75,YES,,,10,7,7,20,4,-48.70,-3652.50,600.00,-4252.50,21,0,1,0,0,0.88
2020-06-19,2020-06-24,2020-06-25,10150,75,YES,,,7,4,3,14,4,168.80,12660.00,420.00,12240.00,5,0,1,13,0,0.86
2020-06-26,2020-07-01,2020-07-02,10350,75,YES,,,6,4,3,12,4,159.50,11962.50,360.00,11602.50,0,1,0,0,0,0.79
2020-07-03,2020-07-08,2020-07-09,10600,75,YES,,,8,4,4,16,4,88.70,6652.50,480.00,6172.50,0,6,2,0,0,0.84
2020-07-10,2020-07-15,2020-07-16,10800,75,YES,,,8,5,5,16,4,2.55,191.25,480.00,-288.75,0,1,1,1,0,0.87
2020-07-17,2020-07-22,2020-07-23,10800,75,YES,,,5,2,0,10,4,46.55,3491.25,300.00,3191.25,0,1,1,26,0,0.80
2020-07-24,2020-07-29,2020-07-30,11150,75,YES,,,5,2,2,10,4,111.40,8355.00,300.00,8055.00,0,2,1,6,0,0.77
2020-07-31,2020-08-05,2020-08-06,11050,75,YES,,,6,4,4,12,4,99.65,7473.75,360.00,7113.75,0,1,0,4,0,0.89
2020-08-07,2020-08-12,2020-08-13,11200,75,YES,,,7,4,3,14,4,25.30,1897.50,420.00,1477.50,0,4,1,0,0,0.74
2020-08-14,2020-08-19,2020-08-20,11350,75,YES,,,7,5,3,14,4,69.85,5238.75,420.00,4818.75,0,0,0,9,0,0.94
2020-08-21,2020-08-26,2020-08-27,11400,75,YES,,,7,4,3,14,4,15.95,1196.25,420.00,776.25,0,3,1,0,0,0.90
2020-08-28,2020-09-02,2020-09-03,11600,75,YES,,,10,6,5,20,4,-83.60,-6270.00,600.00,-6870.00,7,2,2,2,0,0.88
2020-09-04,2020-09-09,2020-09-10,11350,75,YES,,,7,5,5,14,4,58.90,4417.50,420.00,3997.50,0,6,0,0,0,0.93
2020-09-11,2020-09-16,2020-09-17,11450,75,YES,,,7,3,1,14,4,75.25,5643.75,420.00,5223.75,0,1,2,3,0,0.97
2020-09-18,2020-09-23,2020-09-24,11550,75,YES,,,5,2,0,10,4,-89.05,-6678.75,300.00,-6978.75,5,0,1,29,0,0.89
2020-09-25,2020-09-30,2020-10-01,10900,75,YES,,,6,2,0,12,4,112.95,8471.25,360.00,8111.25,2,0,2,34,0,0.96
2020-10-05,2020-10-07,2020-10-08,11550,75,YES,,,5,3,1,10,4,15.20,1140.00,300.00,840.00,0,4,0,11,0,0.68
2020-10-09,2020-10-14,2020-10-15,11850,75,YES,,,6,4,3,12,4,56.15,4211.25,360.00,3851.25,0,4,0,0,0,0.89
2020-10-16,2020-10-21,2020-10-22,11750,75,YES,,,8,4,3,16,4,73.20,5490.00,480.00,5010.00,0,1,2,8,0,0.88
2020-10-23,2020-10-28,2020-10-29,11950,75,YES,,,7,3,2,14,4,57.80,4335.00,420.00,3915.00,0,5,2,0,0,0.88
2020-10-30,2020-11-04,2020-11-05,11700,75,YES,,,10,6,4,20,4,112.00,8400.00,600.00,7800.00,0,0,2,0,0,0.85
2020-11-06,2020-11-11,2020-11-12,12150,75,YES,,,7,2,0,14,4,-97.20,-7290.00,420.00,-7710.00,16,0,3,28,0,0.93
2020-11-13,2020-11-18,2020-11-19,12650,75,YES,,,6,2,0,12,4,85.15,6386.25,360.00,6026.25,40,1,2,14,0,0.90
2020-11-20,2020-11-25,2020-11-26,12850,75,YES,,,11,7,6,22,4,-138.25,-10368.75,660.00,-11028.75,0,1,2,4,0,0.89
2020-11-27,2020-12-02,2020-12-03,13000,75,YES,,,5,3,2,10,4,92.60,6945.00,300.00,6645.00,0,2,0,0,0,0.85
2020-12-04,2020-12-09,2020-12-10,13200,75,YES,,,8,4,2,16,4,39.80,2985.00,480.00,2505.00,0,3,2,12,0,0.84
2020-12-11,2020-12-16,2020-12-17,13550,75,YES,,,6,4,2,12,4,73.75,5531.25,360.00,5171.25,0,7,0,3,0,0.87
2020-12-18,2020-12-23,2020-12-24,13750,75,YES,,,5,2,0,10,4,149.95,11246.25,300.00,10946.25,3,0,1,28,0,0.91
2020-12-28,2020-12-30,2020-12-31,13850,75,YES,,,6,3,1,12,4,78.85,5913.75,360.00,5553.75,0,6,1,0,0,0.99
2021-01-01,2021-01-06,2021-01-07,14000,75,YES,,,10,6,5,20,4,-51.85,-3888.75,600.00,-4488.75,0,2,2,0,0,0.96
2021-01-08,2021-01-13,2021-01-14,14250,75,YES,,,5,2,0,10,4,54.40,4080.00,300.00,3780.00,4,1,1,20,0,0.85
2021-01-15,2021-01-20,2021-01-21,14600,75,YES,,,8,5,4,16,4,87.15,6536.25,480.00,6056.25,3,11,1,0,0,0.98
2021-01-22,2021-01-27,2021-01-28,14600,75,YES,,,6,3,1,12,4,-143.50,-10762.50,360.00,-11122.50,1,2,1,16,0,0.88
