entry_date,exit_date,expiry,atm,lot_size,traded,skip_reason,remarks,legs_traded,adds,unwinds,orders,max_legs,gross_points,gross_pnl,costs,net_pnl,stale_prices,adds_blocked,rolls,rolls_blocked
2023-07-14,2023-07-20,2023-07-20,19500,50,YES,,,9,4,2,18,4,-45.00,-2250.00,540.00,-2790.00,0,70,3,654
2023-07-21,2023-07-27,2023-07-27,19800,50,NO,balance_check_failed,"CE=162.95 PE=81.20 within 49.8%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2023-07-28,2023-08-03,2023-08-03,19650,50,YES,,,11,6,4,22,4,18.65,932.50,660.00,272.50,2,23,3,539
2023-08-04,2023-08-10,2023-08-10,19500,50,YES,,,16,13,13,32,4,66.30,3315.00,960.00,2355.00,0,103,1,0
2023-08-11,2023-08-17,2023-08-17,19500,50,YES,,,11,7,7,22,4,65.25,3262.50,660.00,2602.50,0,250,2,0
2023-08-18,2023-08-24,2023-08-24,19300,50,YES,,,7,3,1,14,4,173.00,8650.00,420.00,8230.00,0,179,2,330
2023-08-25,2023-08-31,2023-08-31,19250,50,NO,balance_check_failed,"CE=114.70 PE=85.70 within 74.7%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2023-09-01,2023-09-07,2023-09-07,19300,50,NO,balance_check_failed,"CE=113.65 PE=81.10 within 71.4%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2023-09-08,2023-09-14,2023-09-14,19750,50,NO,balance_check_failed,"CE=98.30 PE=76.10 within 77.4%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2023-09-15,2023-09-21,2023-09-21,20150,50,NO,balance_check_failed,"CE=115.95 PE=83.05 within 71.6%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2023-09-22,2023-09-28,2023-09-28,19800,50,YES,,,14,10,10,28,4,-39.10,-1955.00,840.00,-2795.00,0,387,2,142
2023-09-29,2023-10-05,2023-10-05,19600,50,YES,,,12,9,9,24,4,63.45,3172.50,720.00,2452.50,1,26,1,375
2023-10-06,2023-10-12,2023-10-12,19600,50,YES,,,11,8,6,22,4,12.75,637.50,660.00,-22.50,0,0,1,740
2023-10-13,2023-10-19,2023-10-19,19700,50,YES,,,12,9,9,24,4,25.65,1282.50,720.00,562.50,0,66,1,99
2023-10-20,2023-10-26,2023-10-26,19550,50,YES,,,9,2,0,18,4,-211.30,-10565.00,540.00,-11105.00,39,0,5,678
2023-10-27,2023-11-02,2023-11-02,18950,50,YES,,,15,10,10,30,4,-55.10,-2755.00,900.00,-3655.00,0,134,3,6
2023-11-03,2023-11-09,2023-11-09,19250,50,NO,balance_check_failed,"CE=120.25 PE=77.20 within 64.2%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2023-11-10,2023-11-16,2023-11-16,19350,50,YES,,,9,6,4,18,4,-92.05,-4602.50,540.00,-5142.50,1563,0,1,741
2023-11-17,2023-11-23,2023-11-23,19750,50,YES,,,15,12,12,30,4,70.90,3545.00,900.00,2645.00,0,67,1,34
2023-11-24,2023-11-30,2023-11-30,19800,50,NO,balance_check_failed,"CE=121.25 PE=59.00 within 48.7%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2023-12-01,2023-12-07,2023-12-07,20200,50,NO,balance_check_failed,"CE=170.80 PE=91.85 within 53.8%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2023-12-08,2023-12-14,2023-12-14,20950,50,NO,balance_check_failed,"CE=139.25 PE=94.20 within 67.6%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2023-12-15,2023-12-21,2023-12-21,21250,50,NO,balance_check_failed,"CE=161.90 PE=74.35 within 45.9%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2023-12-22,2023-12-28,2023-12-28,21300,50,NO,balance_check_failed,"CE=150.60 PE=116.80 within 77.6%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2023-12-29,2024-01-04,2024-01-04,21700,50,NO,balance_check_failed,"CE=187.85 PE=127.05 within 67.6%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2024-01-05,2024-01-11,2024-01-11,21750,50,YES,,,15,10,10,30,4,18.45,922.50,900.00,22.50,0,98,3,6
2024-01-12,2024-01-18,2024-01-18,21750,50,YES,,,14,10,8,28,4,-446.95,-22347.50,840.00,-23187.50,86,0,2,658
2024-01-19,2024-01-25,2024-01-25,21650,50,YES,,,13,7,7,26,4,-10.45,-522.50,780.00,-1302.50,2,259,4,76
2024-01-29,2024-02-01,2024-02-01,21500,50,NO,balance_check_failed,"CE=206.15 PE=150.75 within 73.1%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2024-02-02,2024-02-08,2024-02-08,21900,50,YES,,,17,15,13,34,4,85.00,4250.00,1020.00,3230.00,0,46,0,244
2024-02-09,2024-02-15,2024-02-15,21700,50,YES,,,11,9,7,22,4,126.55,6327.50,660.00,5667.50,0,10,0,421
2024-02-16,2024-02-22,2024-02-22,22000,50,YES,,,17,13,13,34,4,73.80,3690.00,1020.00,2670.00,0,50,2,222
2024-02-23,2024-02-29,2024-02-29,22250,50,YES,,,18,11,9,36,4,212.60,10630.00,1080.00,9550.00,0,16,5,198
2024-03-01,2024-03-07,2024-03-07,22100,50,NO,balance_check_failed,"CE=196.75 PE=136.70 within 69.5%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2024-03-11,2024-03-14,2024-03-14,22500,50,YES,,,13,9,7,26,4,80.60,4030.00,780.00,3250.00,0,30,2,604
2024-03-15,2024-03-21,2024-03-21,22100,50,YES,,,14,9,9,28,4,75.05,3752.50,840.00,2912.50,0,203,3,14
2024-03-22,2024-03-28,2024-03-28,21950,50,NO,balance_check_failed,"CE=180.20 PE=96.30 within 53.4%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2024-04-01,2024-04-04,2024-04-04,22500,50,YES,,,14,11,10,28,4,41.90,2095.00,840.00,1255.00,0,176,1,16
2024-04-05,2024-04-10,2024-04-10,22450,50,YES,,,9,3,1,18,4,282.10,14105.00,540.00,13565.00,1,1,4,466
2024-04-12,2024-04-18,2024-04-18,22700,50,YES,,,10,5,3,20,4,-25.65,-1282.50,600.00,-1882.50,4,0,3,741
2024-04-19,2024-04-25,2024-04-25,21800,50,NO,balance_check_failed,"CE=203.90 PE=161.30 within 79.1%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2024-04-26,2024-05-02,2024-05-02,22600,25,YES,,,9,5,5,18,4,146.85,3671.25,540.00,3131.25,0,77,2,9
2024-05-03,2024-05-09,2024-05-09,22750,25,NO,balance_check_failed,"CE=164.10 PE=110.50 within 67.3%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2024-05-10,2024-05-16,2024-05-16,21950,25,NO,balance_check_failed,"CE=206.50 PE=141.60 within 68.6%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2024-05-17,2024-05-23,2024-05-23,22400,25,YES,,,10,6,4,20,4,-72.40,-1810.00,600.00,-2410.00,805,10,2,360
2024-05-24,2024-05-30,2024-05-30,22950,25,NO,balance_check_failed,"CE=206.50 PE=148.20 within 71.8%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2024-05-31,2024-06-06,2024-06-06,22600,25,YES,,,13,7,7,26,4,-103.85,-2596.25,780.00,-3376.25,272,363,4,51
2024-06-07,2024-06-13,2024-06-13,22800,25,YES,,,9,4,2,18,4,351.05,8776.25,540.00,8236.25,14,612,3,440
2024-06-14,2024-06-20,2024-06-20,23400,25,YES,,,15,11,10,30,4,70.15,1753.75,900.00,853.75,0,119,2,18
2024-06-21,2024-06-27,2024-06-27,23600,25,YES,,,13,8,6,26,4,-119.50,-2987.50,780.00,-3767.50,7,0,3,650
2024-06-28,2024-07-04,2024-07-04,24100,25,YES,,,9,5,3,18,4,267.55,6688.75,540.00,6148.75,0,61,2,342
2024-07-05,2024-07-11,2024-07-11,24200,25,YES,,,16,12,12,32,4,-12.40,-310.00,960.00,-1270.00,0,56,2,54
2024-07-12,2024-07-18,2024-07-18,24350,25,NO,balance_check_failed,"CE=137.85 PE=106.15 within 77.0%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2024-07-19,2024-07-25,2024-07-25,24750,25,YES,,,12,7,7,24,4,32.15,803.75,720.00,83.75,28,168,3,6
2024-07-26,2024-08-01,2024-08-01,24450,25,YES,,,7,2,0,14,4,58.20,1455.00,420.00,1035.00,154,0,3,1510
2024-08-02,2024-08-08,2024-08-08,24850,25,YES,,,5,3,1,10,4,-311.05,-7776.25,300.00,-8076.25,334,0,0,1490
2024-08-09,2024-08-14,2024-08-14,24350,25,YES,,,12,7,6,24,4,249.35,6233.75,720.00,5513.75,0,356,3,1
2024-08-16,2024-08-22,2024-08-22,24350,25,YES,,,10,5,3,20,4,138.90,3472.50,600.00,2872.50,94,0,3,1068
2024-08-23,2024-08-29,2024-08-29,24800,25,YES,,,10,5,4,20,4,84.65,2116.25,600.00,1516.25,0,368,3,273
2024-08-30,2024-09-05,2024-09-05,25250,25,YES,,,10,8,7,20,4,166.60,4165.00,600.00,3565.00,0,187,0,0
2024-09-06,2024-09-12,2024-09-12,25100,25,YES,,,20,16,16,40,4,-353.30,-8832.50,1200.00,-10032.50,0,90,2,0
2024-09-13,2024-09-19,2024-09-19,25350,25,YES,,,9,7,6,18,4,109.75,2743.75,540.00,2203.75,0,65,0,97
2024-09-20,2024-09-26,2024-09-26,25500,25,YES,,,9,4,2,18,4,-30.60,-765.00,540.00,-1305.00,0,0,3,1113
2024-09-27,2024-10-03,2024-10-03,26250,25,YES,,,10,2,0,20,4,-173.80,-4345.00,600.00,-4945.00,63,0,6,673
2024-10-04,2024-10-10,2024-10-10,25150,25,NO,balance_check_failed,"CE=246.40 PE=156.10 within 63.4%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2024-10-11,2024-10-17,2024-10-17,24950,25,YES,,,11,7,5,22,4,64.45,1611.25,660.00,951.25,1,0,2,367
2024-10-18,2024-10-24,2024-10-24,24600,25,YES,,,15,9,8,30,4,119.75,2993.75,900.00,2093.75,160,446,4,51
2024-10-25,2024-10-31,2024-10-31,24400,25,YES,,,22,18,17,44,4,32.05,801.25,1320.00,-518.75,0,319,2,12
2024-11-01,2024-11-07,2024-11-07,0,25,NO,no_spot_at_entry,No 09:20 spot candle.,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2024-11-08,2024-11-14,2024-11-14,24100,25,YES,,,13,7,5,26,4,-42.60,-1065.00,780.00,-1845.00,103,0,4,740
2024-11-18,2024-11-21,2024-11-21,23550,25,YES,,,15,9,7,30,4,119.65,2991.25,900.00,2091.25,8,7,4,433
2024-11-22,2024-11-28,2024-11-28,23400,75,YES,,,8,4,2,16,4,202.55,15191.25,480.00,14711.25,192,0,2,1490
2024-11-29,2024-12-05,2024-12-05,23950,75,NO,balance_check_failed,"CE=227.15 PE=156.20 within 68.8%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2024-12-06,2024-12-12,2024-12-12,24700,75,YES,,,12,9,7,24,4,358.45,26883.75,720.00,26163.75,0,2,1,287
2024-12-13,2024-12-19,2024-12-19,24450,75,YES,,,20,14,12,40,4,-113.55,-8516.25,1200.00,-9716.25,5,18,4,642
2024-12-20,2024-12-26,2024-12-26,23950,75,YES,,,15,12,10,30,4,251.65,18873.75,900.00,17973.75,0,213,1,99
2024-12-27,2025-01-02,2025-01-02,23800,75,NO,balance_check_failed,"CE=213.10 PE=152.69 within 71.7%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2025-01-03,2025-01-09,2025-01-09,24200,75,YES,,,16,9,7,32,4,134.55,10091.25,960.00,9131.25,0,1,5,694
2025-01-10,2025-01-16,2025-01-16,23550,75,YES,,,13,8,8,26,4,108.55,8141.25,780.00,7361.25,0,253,3,0
2025-01-17,2025-01-23,2025-01-23,23200,75,YES,,,16,12,12,32,4,92.82,6961.50,960.00,6001.50,0,32,2,71
2025-01-24,2025-01-30,2025-01-30,23300,75,YES,,,14,9,9,28,4,-15.62,-1171.50,840.00,-2011.50,0,42,3,111
2025-01-31,2025-02-06,2025-02-06,23300,75,YES,,,12,8,6,24,4,461.00,34575.00,720.00,33855.00,0,0,2,794
2025-02-07,2025-02-13,2025-02-13,23600,75,YES,,,10,5,3,20,4,243.36,18252.00,600.00,17652.00,0,15,3,890
2025-02-14,2025-02-20,2025-02-20,23100,75,YES,,,23,19,17,46,4,71.84,5388.00,1380.00,4008.00,0,15,2,216
2025-02-21,2025-02-27,2025-02-27,22900,75,YES,,,8,3,2,16,4,317.81,23835.75,480.00,23355.75,0,621,3,0
2025-02-28,2025-03-06,2025-03-06,22300,75,NO,balance_check_failed,"CE=201.40 PE=106.05 within 52.7%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2025-03-07,2025-03-13,2025-03-13,22550,75,YES,,,13,10,10,26,4,71.25,5343.75,780.00,4563.75,0,150,1,0
2025-03-17,2025-03-20,2025-03-20,22500,75,NO,balance_check_failed,"CE=148.44 PE=101.90 within 68.6%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2025-03-21,2025-03-27,2025-03-27,23200,75,YES,,,10,5,4,20,4,175.69,13176.75,600.00,12576.75,0,356,3,853
2025-03-28,2025-04-03,2025-04-03,23600,75,NO,balance_check_failed,"CE=186.70 PE=133.90 within 71.7%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2025-04-04,2025-04-09,2025-04-09,23100,75,YES,,,14,8,8,28,4,-522.60,-39195.00,840.00,-40035.00,0,5,4,1
2025-04-11,2025-04-17,2025-04-17,22750,75,NO,balance_check_failed,"CE=271.20 PE=202.40 within 74.6%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2025-04-21,2025-04-24,2025-04-24,23950,75,YES,,,13,8,7,26,4,174.50,13087.50,780.00,12307.50,0,529,3,6
2025-04-25,2025-04-30,2025-04-30,24350,75,YES,,,11,6,4,22,4,281.26,21094.50,660.00,20434.50,0,59,3,711
2025-05-02,2025-05-08,2025-05-08,24400,75,YES,,,26,24,22,52,4,222.21,16665.75,1560.00,15105.75,0,125,0,14
2025-05-09,2025-05-15,2025-05-15,24100,75,YES,,,10,6,4,20,4,-45.50,-3412.50,600.00,-4012.50,0,310,2,607
2025-05-16,2025-05-22,2025-05-22,25000,75,YES,,,13,9,7,26,4,153.45,11508.75,780.00,10728.75,0,0,2,364
2025-05-23,2025-05-29,2025-05-29,24650,75,YES,,,10,6,6,20,4,68.12,5109.00,600.00,4509.00,0,180,2,3
2025-05-30,2025-06-05,2025-06-05,24800,75,YES,,,13,9,9,26,4,213.30,15997.50,780.00,15217.50,0,31,2,1
2025-06-06,2025-06-12,2025-06-12,24750,75,YES,,,7,2,2,14,4,237.15,17786.25,420.00,17366.25,0,756,3,2
2025-06-13,2025-06-19,2025-06-19,24600,75,YES,,,10,6,6,20,4,186.45,13983.75,600.00,13383.75,0,328,2,3
2025-06-20,2025-06-26,2025-06-26,24850,75,YES,,,14,9,7,28,4,-106.65,-7998.75,840.00,-8838.75,0,0,3,841
2025-06-27,2025-07-03,2025-07-03,25600,75,YES,,,14,9,9,28,4,112.80,8460.00,840.00,7620.00,0,99,3,3
2025-07-04,2025-07-10,2025-07-10,25400,75,YES,,,11,8,7,22,4,218.20,16365.00,660.00,15705.00,0,221,1,16
2025-07-11,2025-07-17,2025-07-17,25300,75,YES,,,10,6,6,20,4,69.85,5238.75,600.00,4638.75,0,48,2,0
2025-07-18,2025-07-24,2025-07-24,25100,75,YES,,,12,8,8,24,4,105.50,7912.50,720.00,7192.50,0,435,2,0
2025-07-25,2025-07-31,2025-07-31,24950,75,YES,,,13,9,9,26,4,-137.60,-10320.00,780.00,-11100.00,0,208,2,0
2025-08-01,2025-08-07,2025-08-07,24750,75,YES,,,11,8,6,22,4,281.60,21120.00,660.00,20460.00,0,22,1,365
2025-08-08,2025-08-14,2025-08-14,24550,75,NO,balance_check_failed,"CE=158.70 PE=112.25 within 70.7%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2025-08-18,2025-08-21,2025-08-21,24950,75,YES,,,10,6,4,20,4,225.10,16882.50,600.00,16282.50,0,44,2,320
2025-08-22,2025-08-28,2025-08-28,25000,75,NO,balance_check_failed,"CE=133.10 PE=96.95 within 72.8%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2025-08-29,2025-09-02,2025-09-02,24500,75,NO,balance_check_failed,"CE=134.65 PE=91.95 within 68.3%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2025-09-03,2025-09-09,2025-09-09,24550,75,YES,,,10,6,4,20,4,179.95,13496.25,600.00,12896.25,0,342,2,687
2025-09-10,2025-09-16,2025-09-16,24950,75,NO,balance_check_failed,"CE=136.65 PE=102.80 within 75.2%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2025-09-17,2025-09-23,2025-09-23,25300,75,NO,balance_check_failed,"CE=137.25 PE=96.80 within 70.5%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2025-09-24,2025-09-30,2025-09-30,25100,75,NO,balance_check_failed,"CE=137.65 PE=98.60 within 71.6%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2025-10-01,2025-10-07,2025-10-07,24600,75,NO,balance_check_failed,"CE=153.90 PE=99.75 within 64.8%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2025-10-08,2025-10-14,2025-10-14,25150,75,NO,balance_check_failed,"CE=130.45 PE=95.05 within 72.9%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2025-10-15,2025-10-20,2025-10-20,25250,75,NO,balance_check_failed,"CE=153.95 PE=89.60 within 58.2%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2025-10-21,2025-10-28,2025-10-28,0,75,NO,no_spot_at_entry,No 09:20 spot candle.,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2025-10-29,2025-11-04,2025-11-04,26000,75,NO,balance_check_failed,"CE=185.15 PE=128.85 within 69.6%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2025-11-06,2025-11-11,2025-11-11,25650,75,NO,balance_check_failed,"CE=166.00 PE=95.30 within 57.4%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2025-11-12,2025-11-18,2025-11-18,25800,75,NO,balance_check_failed,"CE=187.15 PE=108.00 within 57.7%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2025-11-19,2025-11-25,2025-11-25,25850,75,NO,balance_check_failed,"CE=174.95 PE=128.65 within 73.5%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2025-11-26,2025-12-02,2025-12-02,25950,75,NO,balance_check_failed,"CE=182.60 PE=95.70 within 52.4%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2025-12-03,2025-12-09,2025-12-09,26050,75,YES,,,14,9,7,28,4,90.90,6817.50,840.00,5977.50,0,13,3,367
2025-12-10,2025-12-16,2025-12-16,25900,75,YES,,,16,13,11,32,4,129.60,9720.00,960.00,8760.00,0,173,1,41
2025-12-17,2025-12-23,2025-12-23,25850,75,NO,balance_check_failed,"CE=161.15 PE=94.75 within 58.8%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2025-12-24,2025-12-30,2025-12-30,26200,75,NO,balance_check_failed,"CE=121.00 PE=91.55 within 75.7%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2025-12-31,2026-01-06,2026-01-06,26000,65,NO,balance_check_failed,"CE=138.65 PE=81.30 within 58.6%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2026-01-07,2026-01-13,2026-01-13,26150,65,YES,,,10,5,3,20,4,74.25,4826.25,600.00,4226.25,0,0,3,974
2026-01-14,2026-01-20,2026-01-20,25700,65,YES,,,13,8,6,26,4,-120.81,-7852.65,780.00,-8632.65,0,5,3,433
2026-01-21,2026-01-27,2026-01-27,25250,65,NO,balance_check_failed,"CE=182.15 PE=141.50 within 77.7%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2026-01-28,2026-02-03,2026-02-03,25350,65,YES,,,16,10,9,32,4,-470.65,-30592.25,960.00,-31552.25,0,91,4,122
2026-02-04,2026-02-10,2026-02-10,25700,65,YES,,,9,6,4,18,4,181.70,11810.50,540.00,11270.50,0,1,1,653
2026-02-11,2026-02-17,2026-02-17,26000,65,NO,balance_check_failed,"CE=140.00 PE=111.75 within 79.8%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2026-02-18,2026-02-24,2026-02-24,25750,65,YES,,,16,12,10,32,4,110.95,7211.75,960.00,6251.75,0,21,2,223
2026-02-25,2026-03-02,2026-03-02,25550,65,NO,balance_check_failed,"CE=176.90 PE=129.65 within 73.3%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2026-03-04,2026-03-10,2026-03-10,24400,65,YES,,,9,5,5,18,4,-195.15,-12684.75,540.00,-13224.75,0,1,2,15
2026-03-11,2026-03-17,2026-03-17,24300,65,YES,,,9,4,2,18,4,463.40,30121.00,540.00,29581.00,0,0,3,1115
2026-03-18,2026-03-24,2026-03-24,23700,65,NO,missing_atm_contract,ATM 23700 CE/PE file absent for 2026-03-24.,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2026-03-25,2026-04-28,2026-04-28,23150,65,YES,,,13,9,8,26,4,711.30,46234.50,780.00,45454.50,513,739,2,1959
2026-04-29,2026-05-05,2026-05-05,24100,65,YES,,,9,7,7,18,4,-76.85,-4995.25,540.00,-5535.25,1482,4,0,0
2026-05-06,2026-05-12,2026-05-12,24200,65,NO,missing_entry_bar,No exact 09:20 bar on both ATM legs.,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2026-05-13,2026-05-19,2026-05-19,23400,65,YES,,,19,15,14,38,4,43.65,2837.25,1140.00,1697.25,0,310,2,0
2026-05-20,2026-05-26,2026-05-26,23450,65,YES,,,9,6,4,18,4,344.10,22366.50,540.00,21826.50,0,0,1,740
2026-05-27,2026-06-02,2026-06-02,23950,65,YES,,,5,3,1,10,4,28.00,1820.00,300.00,1520.00,0,0,0,739
2026-06-03,2026-06-09,2026-06-09,23300,65,YES,,,4,2,0,8,4,4.05,263.25,240.00,23.25,5964,0,0,0
2026-06-10,2026-06-16,2026-06-16,23350,65,YES,,,13,8,6,26,4,-131.70,-8560.50,780.00,-9340.50,0,0,3,768
