entry_date,exit_date,expiry,atm,lot_size,traded,skip_reason,remarks,legs_traded,adds,unwinds,orders,max_legs,gross_points,gross_pnl,costs,net_pnl,stale_prices,adds_blocked,rolls,rolls_blocked
2020-05-15,2020-05-21,2020-05-21,9100,75,YES,,,6,4,4,12,3,376.80,28260.00,360.00,27900.00,0,1119,0,0
2020-05-22,2020-05-28,2020-05-28,9050,75,YES,,,9,7,6,18,3,-196.65,-14748.75,540.00,-15288.75,218,562,0,0
2020-05-29,2020-06-04,2020-06-04,9450,75,NO,balance_check_failed,"CE=109.95 PE=156.30 within 70.3%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2020-06-05,2020-06-11,2020-06-11,10100,75,YES,,,16,14,13,32,3,47.30,3547.50,960.00,2587.50,0,648,0,0
2020-06-12,2020-06-18,2020-06-18,9650,75,YES,,,6,4,3,12,3,-47.50,-3562.50,360.00,-3922.50,806,1305,0,0
2020-06-19,2020-06-25,2020-06-25,10150,75,YES,,,3,1,0,6,3,235.95,17696.25,180.00,17516.25,224,1330,0,0
2020-06-26,2020-07-02,2020-07-02,10350,75,NO,balance_check_failed,"CE=130.60 PE=165.75 within 78.8%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2020-07-03,2020-07-09,2020-07-09,10600,75,YES,,,3,1,0,6,3,78.50,5887.50,180.00,5707.50,0,1314,0,0
2020-07-10,2020-07-16,2020-07-16,10800,75,YES,,,6,4,3,12,3,187.30,14047.50,360.00,13687.50,0,802,0,0
2020-07-17,2020-07-23,2020-07-23,10800,75,YES,,,3,1,0,6,3,-146.45,-10983.75,180.00,-11163.75,211,1494,0,0
2020-07-24,2020-07-30,2020-07-30,11150,75,NO,balance_check_failed,"CE=102.80 PE=133.75 within 76.9%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2020-07-31,2020-08-06,2020-08-06,11050,75,YES,,,7,5,4,14,3,115.75,8681.25,420.00,8261.25,1,789,0,0
2020-08-07,2020-08-13,2020-08-13,11200,75,NO,balance_check_failed,"CE=96.50 PE=130.75 within 73.8%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2020-08-14,2020-08-20,2020-08-20,11350,75,YES,,,4,2,2,8,3,171.60,12870.00,240.00,12630.00,5,1114,0,0
2020-08-21,2020-08-27,2020-08-27,11400,75,YES,,,4,2,1,8,3,50.45,3783.75,240.00,3543.75,0,1021,0,0
2020-08-28,2020-09-03,2020-09-03,11600,75,YES,,,5,3,2,10,3,134.15,10061.25,300.00,9761.25,0,1281,0,0
2020-09-04,2020-09-10,2020-09-10,11350,75,YES,,,6,4,4,12,3,130.30,9772.50,360.00,9412.50,1,655,0,0
2020-09-11,2020-09-17,2020-09-17,11450,75,YES,,,5,3,2,10,3,141.60,10620.00,300.00,10320.00,0,875,0,0
2020-09-18,2020-09-24,2020-09-24,11550,75,YES,,,4,2,1,8,3,-527.75,-39581.25,240.00,-39821.25,413,1278,0,0
2020-09-25,2020-10-01,2020-10-01,10900,75,YES,,,3,1,0,6,3,-228.15,-17111.25,180.00,-17291.25,259,1551,0,0
2020-10-05,2020-10-08,2020-10-08,11550,75,NO,balance_check_failed,"CE=72.30 PE=106.30 within 68.0%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2020-10-09,2020-10-15,2020-10-15,11850,75,YES,,,5,3,3,10,3,98.95,7421.25,300.00,7121.25,0,689,0,0
2020-10-16,2020-10-22,2020-10-22,11750,75,YES,,,3,1,0,6,3,130.95,9821.25,180.00,9641.25,45,1442,0,0
2020-10-23,2020-10-29,2020-10-29,11950,75,YES,,,3,1,0,6,3,-17.40,-1305.00,180.00,-1485.00,87,1263,0,0
2020-10-30,2020-11-05,2020-11-05,11700,75,YES,,,5,3,2,10,3,-43.90,-3292.50,300.00,-3592.50,19,710,0,0
2020-11-06,2020-11-12,2020-11-12,12150,75,YES,,,4,2,1,8,3,-265.35,-19901.25,240.00,-20141.25,752,1490,0,0
2020-11-13,2020-11-19,2020-11-19,12650,75,YES,,,4,2,1,8,3,135.90,10192.50,240.00,9952.50,1244,1115,0,0
2020-11-20,2020-11-26,2020-11-26,12850,75,YES,,,12,10,9,24,3,58.95,4421.25,720.00,3701.25,8,858,0,0
2020-11-27,2020-12-03,2020-12-03,13000,75,YES,,,4,2,1,8,3,145.35,10901.25,240.00,10661.25,0,656,0,0
2020-12-04,2020-12-10,2020-12-10,13200,75,YES,,,3,1,0,6,3,-21.85,-1638.75,180.00,-1818.75,2,1298,0,0
2020-12-11,2020-12-17,2020-12-17,13550,75,YES,,,5,3,2,10,3,55.25,4143.75,300.00,3843.75,2,722,0,0
2020-12-18,2020-12-24,2020-12-24,13750,75,YES,,,4,2,2,8,3,231.80,17385.00,240.00,17145.00,129,1206,0,0
2020-12-28,2020-12-31,2020-12-31,13850,75,YES,,,5,3,2,10,3,67.00,5025.00,300.00,4725.00,0,779,0,0
2021-01-01,2021-01-07,2021-01-07,14000,75,YES,,,4,2,1,8,3,120.35,9026.25,240.00,8786.25,1,1202,0,0
2021-01-08,2021-01-14,2021-01-14,14250,75,YES,,,3,1,0,6,3,-72.60,-5445.00,180.00,-5625.00,262,1490,0,0
2021-01-15,2021-01-21,2021-01-21,14600,75,YES,,,4,2,2,8,3,313.80,23535.00,240.00,23295.00,1,1142,0,0
2021-01-22,2021-01-28,2021-01-28,14600,75,YES,,,3,1,0,6,3,-461.55,-34616.25,180.00,-34796.25,110,1258,0,0
2021-01-29,2021-02-04,2021-02-04,13950,75,YES,,,7,5,4,14,3,-512.95,-38471.25,420.00,-38891.25,1074,1329,0,0
2021-02-05,2021-02-11,2021-02-11,15000,75,NO,balance_check_failed,"CE=144.90 PE=184.65 within 78.5%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2021-02-12,2021-02-18,2021-02-18,15200,75,YES,,,10,8,8,20,3,156.50,11737.50,600.00,11137.50,0,668,0,0
2021-02-19,2021-02-25,2021-02-25,15050,75,YES,,,5,3,2,10,3,264.30,19822.50,300.00,19522.50,808,1409,0,0
2021-02-26,2021-03-04,2021-03-04,14850,75,YES,,,7,5,4,14,3,158.25,11868.75,420.00,11448.75,39,839,0,0
2021-03-05,2021-03-10,2021-03-10,15000,75,YES,,,6,4,3,12,3,253.10,18982.50,360.00,18622.50,0,387,0,0
2021-03-12,2021-03-18,2021-03-18,15300,75,YES,,,3,1,0,6,3,-384.65,-28848.75,180.00,-29028.75,159,1596,0,0
2021-03-19,2021-03-25,2021-03-25,14400,75,YES,,,6,4,4,12,3,389.80,29235.00,360.00,28875.00,27,1413,0,0
2021-03-26,2021-04-01,2021-04-01,14450,75,YES,,,5,3,2,10,3,-15.90,-1192.50,300.00,-1492.50,412,1115,0,0
2021-04-05,2021-04-08,2021-04-08,14750,75,YES,,,6,4,3,12,3,184.20,13815.00,360.00,13455.00,0,758,0,0
2021-04-09,2021-04-15,2021-04-15,14850,75,YES,,,3,1,0,6,3,92.55,6941.25,180.00,6761.25,311,1114,0,0
2021-04-16,2021-04-22,2021-04-22,14600,75,YES,,,4,2,1,8,3,147.25,11043.75,240.00,10803.75,5,1101,0,0
2021-04-23,2021-04-29,2021-04-29,14400,75,YES,,,5,3,2,10,3,-111.55,-8366.25,300.00,-8666.25,21,1113,0,0
2021-04-30,2021-05-06,2021-05-06,14800,75,YES,,,3,1,0,6,3,346.55,25991.25,180.00,25811.25,0,1407,0,0
2021-05-07,2021-05-12,2021-05-12,14850,75,YES,,,4,2,2,8,3,107.05,8028.75,240.00,7788.75,2,470,0,0
2021-05-14,2021-05-20,2021-05-20,14700,75,YES,,,3,1,0,6,3,105.30,7897.50,180.00,7717.50,56,1382,0,0
2021-05-21,2021-05-27,2021-05-27,15000,75,YES,,,3,1,0,6,3,-37.60,-2820.00,180.00,-3000.00,6,1565,0,0
2021-05-28,2021-06-03,2021-06-03,15450,75,YES,,,4,2,1,8,3,24.90,1867.50,240.00,1627.50,0,823,0,0
2021-06-04,2021-06-10,2021-06-10,15700,75,YES,,,12,10,9,24,3,182.95,13721.25,720.00,13001.25,2,295,0,0
2021-06-11,2021-06-17,2021-06-17,15800,75,YES,,,5,3,2,10,3,111.30,8347.50,300.00,8047.50,0,609,0,0
2021-06-18,2021-06-24,2021-06-24,15750,75,YES,,,11,9,9,22,3,139.10,10432.50,660.00,9772.50,0,830,0,0
2021-06-25,2021-07-01,2021-07-01,15800,75,NO,balance_check_failed,"CE=128.85 PE=98.30 within 76.3%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2021-07-02,2021-07-08,2021-07-08,15700,75,YES,,,3,1,1,6,3,168.40,12630.00,180.00,12450.00,0,1458,0,0
2021-07-09,2021-07-15,2021-07-15,15700,75,NO,balance_check_failed,"CE=92.70 PE=117.50 within 78.9%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2021-07-16,2021-07-22,2021-07-22,15950,75,YES,,,4,2,2,8,3,29.30,2197.50,240.00,1957.50,18,1115,0,0
2021-07-23,2021-07-29,2021-07-29,15850,75,YES,,,4,2,1,8,3,110.20,8265.00,240.00,8025.00,0,907,0,0
2021-07-30,2021-08-05,2021-08-05,15800,75,YES,,,3,1,0,6,3,-290.15,-21761.25,180.00,-21941.25,4,1141,0,0
2021-08-06,2021-08-12,2021-08-12,16300,75,YES,,,9,7,6,18,3,135.35,10151.25,540.00,9611.25,0,509,0,0
2021-08-13,2021-08-18,2021-08-18,16400,75,YES,,,3,1,0,6,3,27.20,2040.00,180.00,1860.00,0,1142,0,0
2021-08-20,2021-08-26,2021-08-26,16450,75,YES,,,5,3,2,10,3,26.80,2010.00,300.00,1710.00,6,1068,0,0
2021-08-27,2021-09-02,2021-09-02,16650,75,YES,,,4,2,1,8,3,-361.30,-27097.50,240.00,-27337.50,222,1489,0,0
2021-09-03,2021-09-09,2021-09-09,17300,75,YES,,,7,5,5,14,3,160.20,12015.00,420.00,11595.00,0,492,0,0
2021-09-13,2021-09-16,2021-09-16,17350,75,YES,,,5,3,2,10,3,-72.80,-5460.00,300.00,-5760.00,0,711,0,0
2021-09-17,2021-09-23,2021-09-23,17700,75,YES,,,9,7,6,18,3,107.20,8040.00,540.00,7500.00,0,1315,0,0
2021-09-24,2021-09-30,2021-09-30,17950,75,YES,,,4,2,1,8,3,-24.55,-1841.25,240.00,-2081.25,56,1066,0,0
2021-10-01,2021-10-07,2021-10-07,17500,50,YES,,,3,1,0,6,3,79.90,3995.00,180.00,3815.00,1,1464,0,0
2021-10-08,2021-10-14,2021-10-14,17850,50,YES,,,5,3,2,10,3,-208.60,-10430.00,300.00,-10730.00,94,1171,0,0
2021-10-18,2021-10-21,2021-10-21,18450,50,YES,,,10,8,7,20,3,-81.55,-4077.50,600.00,-4677.50,0,762,0,0
2021-10-22,2021-10-28,2021-10-28,18250,50,YES,,,13,11,10,26,3,-121.10,-6055.00,780.00,-6835.00,0,519,0,0
2021-10-29,2021-11-03,2021-11-03,17700,50,NO,balance_check_failed,"CE=211.95 PE=165.15 within 77.9%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2021-11-04,2021-11-11,2021-11-11,0,50,NO,no_spot_at_entry,No 09:20 spot candle.,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2021-11-12,2021-11-18,2021-11-18,18000,50,YES,,,7,5,4,14,3,45.70,2285.00,420.00,1865.00,0,792,0,0
2021-11-22,2021-11-25,2021-11-25,17700,50,YES,,,3,1,0,6,3,132.05,6602.50,180.00,6422.50,0,1334,0,0
2021-11-26,2021-12-02,2021-12-02,17300,50,YES,,,5,3,3,10,3,242.65,12132.50,300.00,11832.50,0,1234,0,0
2021-12-03,2021-12-09,2021-12-09,17500,50,YES,,,7,5,5,14,3,319.00,15950.00,420.00,15530.00,1,1404,0,0
2021-12-10,2021-12-16,2021-12-16,17500,50,YES,,,6,4,3,12,3,20.40,1020.00,360.00,660.00,0,1133,0,0
2021-12-17,2021-12-23,2021-12-23,17200,50,YES,,,3,1,0,6,3,205.40,10270.00,180.00,10090.00,0,1668,0,0
2021-12-24,2021-12-30,2021-12-30,17050,50,YES,,,6,4,3,12,3,141.95,7097.50,360.00,6737.50,0,1130,0,0
2021-12-31,2022-01-06,2022-01-06,17300,50,YES,,,3,1,0,6,3,-136.65,-6832.50,180.00,-7012.50,38,1488,0,0
2022-01-07,2022-01-13,2022-01-13,17850,50,YES,,,6,4,3,12,3,-93.75,-4687.50,360.00,-5047.50,123,1208,0,0
2022-01-14,2022-01-20,2022-01-20,18150,50,YES,,,4,2,1,8,3,-80.40,-4020.00,240.00,-4260.00,7,1306,0,0
2022-01-21,2022-01-27,2022-01-27,17550,50,YES,,,8,6,5,16,3,16.00,800.00,480.00,320.00,36,931,0,0
2022-01-28,2022-02-03,2022-02-03,17300,50,YES,,,6,4,3,12,3,211.75,10587.50,360.00,10227.50,9,896,0,0
2022-02-04,2022-02-10,2022-02-10,17500,50,YES,,,7,5,4,14,3,252.95,12647.50,420.00,12227.50,0,1224,0,0
2022-02-11,2022-02-17,2022-02-17,17450,50,YES,,,8,6,5,16,3,159.90,7995.00,480.00,7515.00,84,1195,0,0
2022-02-18,2022-02-24,2022-02-24,17250,50,YES,,,5,3,2,10,3,-528.90,-26445.00,300.00,-26745.00,64,874,0,0
2022-02-25,2022-03-03,2022-03-03,16550,50,YES,,,9,7,7,18,3,447.30,22365.00,540.00,21825.00,0,185,0,0
2022-03-04,2022-03-10,2022-03-10,16250,50,YES,,,6,4,3,12,4,350.40,17520.00,360.00,17160.00,43,386,0,717
2022-03-11,2022-03-17,2022-03-17,16550,50,YES,,,5,3,2,10,3,-192.05,-9602.50,300.00,-9902.50,243,1034,0,0
2022-03-21,2022-03-24,2022-03-24,17300,50,YES,,,9,7,6,18,3,304.05,15202.50,540.00,14662.50,0,502,0,0
2022-03-25,2022-03-31,2022-03-31,17200,50,NO,balance_check_failed,"CE=223.70 PE=171.00 within 76.4%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2022-04-01,2022-04-07,2022-04-07,17500,50,YES,,,3,1,0,6,3,252.45,12622.50,180.00,12442.50,4,1509,0,0
2022-04-08,2022-04-13,2022-04-13,17700,50,YES,,,5,3,2,10,3,95.15,4757.50,300.00,4457.50,0,807,0,0
2022-04-18,2022-04-21,2022-04-21,17200,50,YES,,,7,5,4,14,3,101.10,5055.00,420.00,4635.00,0,596,0,0
2022-04-22,2022-04-28,2022-04-28,17200,50,YES,,,8,6,6,16,3,255.15,12757.50,480.00,12277.50,0,1073,0,0
2022-04-29,2022-05-05,2022-05-05,17300,50,YES,,,3,1,0,6,3,-262.35,-13117.50,180.00,-13297.50,5,1136,0,0
2022-05-06,2022-05-12,2022-05-12,16400,50,YES,,,7,5,4,14,3,-182.35,-9117.50,420.00,-9537.50,0,890,0,0
2022-05-13,2022-05-19,2022-05-19,15950,50,YES,,,11,9,8,22,3,233.10,11655.00,660.00,10995.00,19,854,0,0
2022-05-20,2022-05-26,2022-05-26,16050,50,YES,,,10,8,7,20,3,248.40,12420.00,600.00,11820.00,9,634,0,0
2022-05-27,2022-06-02,2022-06-02,16300,50,YES,,,3,1,0,6,3,91.20,4560.00,180.00,4380.00,0,1490,0,0
2022-06-03,2022-06-09,2022-06-09,16800,50,YES,,,3,1,0,6,3,53.80,2690.00,180.00,2510.00,9,1533,0,0
2022-06-10,2022-06-16,2022-06-16,16300,50,YES,,,3,1,1,6,3,-637.50,-31875.00,180.00,-32055.00,44,1490,0,0
2022-06-17,2022-06-23,2022-06-23,15300,50,YES,,,3,1,0,6,3,209.40,10470.00,180.00,10290.00,0,1060,0,0
2022-06-24,2022-06-30,2022-06-30,15700,50,YES,,,8,6,5,16,3,268.00,13400.00,480.00,12920.00,4,646,0,0
2022-07-01,2022-07-07,2022-07-07,15700,50,YES,,,4,2,1,8,3,-44.05,-2202.50,240.00,-2442.50,2,1091,0,0
2022-07-08,2022-07-14,2022-07-14,16200,50,YES,,,5,3,2,10,3,47.00,2350.00,300.00,2050.00,0,798,0,0
2022-07-15,2022-07-21,2022-07-21,16000,50,YES,,,3,1,0,6,3,-300.25,-15012.50,180.00,-15192.50,5,1490,0,0
2022-07-22,2022-07-28,2022-07-28,16700,50,NO,balance_check_failed,"CE=112.20 PE=142.50 within 78.7%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2022-07-29,2022-08-04,2022-08-04,17100,50,YES,,,3,1,0,6,3,36.75,1837.50,180.00,1657.50,0,1462,0,0
2022-08-05,2022-08-11,2022-08-11,17400,50,YES,,,3,1,0,6,3,113.45,5672.50,180.00,5492.50,0,800,0,0
2022-08-12,2022-08-18,2022-08-18,17650,50,YES,,,4,2,1,8,3,-22.35,-1117.50,240.00,-1357.50,3,1114,0,0
2022-08-19,2022-08-25,2022-08-25,17950,50,YES,,,3,1,0,6,3,-139.85,-6992.50,180.00,-7172.50,98,1632,0,0
2022-08-26,2022-09-01,2022-09-01,17650,50,YES,,,8,6,5,16,3,112.80,5640.00,480.00,5160.00,12,752,0,0
2022-09-02,2022-09-08,2022-09-08,17600,50,YES,,,8,6,6,16,3,61.30,3065.00,480.00,2585.00,0,379,0,0
2022-09-09,2022-09-15,2022-09-15,17900,50,YES,,,9,7,7,18,3,200.85,10042.50,540.00,9502.50,0,672,0,0
2022-09-16,2022-09-22,2022-09-22,17800,50,YES,,,6,4,3,12,3,182.60,9130.00,360.00,8770.00,11,802,0,0
2022-09-23,2022-09-29,2022-09-29,17550,50,YES,,,3,1,0,6,3,-333.55,-16677.50,180.00,-16857.50,433,1553,0,0
2022-09-30,2022-10-06,2022-10-06,16750,50,YES,,,3,1,0,6,3,-137.40,-6870.00,180.00,-7050.00,288,1351,0,0
2022-10-07,2022-10-13,2022-10-13,17300,50,YES,,,5,3,2,10,3,44.65,2232.50,300.00,1932.50,0,1229,0,0
2022-10-14,2022-10-20,2022-10-20,17300,50,YES,,,4,2,1,8,3,78.05,3902.50,240.00,3662.50,0,1158,0,0
2022-10-21,2022-10-27,2022-10-27,17650,50,NO,balance_check_failed,"CE=102.05 PE=139.55 within 73.1%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2022-10-28,2022-11-03,2022-11-03,17800,50,YES,,,3,1,0,6,3,41.20,2060.00,180.00,1880.00,0,1489,0,0
2022-11-04,2022-11-10,2022-11-10,18100,50,YES,,,6,4,3,12,3,194.40,9720.00,360.00,9360.00,0,757,0,0
2022-11-11,2022-11-17,2022-11-17,18250,50,NO,balance_check_failed,"CE=131.90 PE=89.00 within 67.5%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2022-11-18,2022-11-24,2022-11-24,18350,50,NO,balance_check_failed,"CE=124.80 PE=96.75 within 77.5%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2022-11-25,2022-12-01,2022-12-01,18450,50,NO,balance_check_failed,"CE=130.40 PE=77.00 within 59.0%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2022-12-02,2022-12-08,2022-12-08,18750,50,NO,balance_check_failed,"CE=136.85 PE=87.50 within 63.9%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2022-12-09,2022-12-15,2022-12-15,18650,50,NO,balance_check_failed,"CE=120.60 PE=71.80 within 59.5%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2022-12-16,2022-12-22,2022-12-22,18350,50,YES,,,13,11,10,26,3,-33.00,-1650.00,780.00,-2430.00,0,677,0,0
2022-12-23,2022-12-29,2022-12-29,18000,50,NO,balance_check_failed,"CE=183.80 PE=110.00 within 59.8%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2022-12-30,2023-01-05,2023-01-05,18200,50,NO,balance_check_failed,"CE=139.95 PE=99.80 within 71.3%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2023-01-06,2023-01-12,2023-01-12,18000,50,YES,,,8,6,5,16,3,102.45,5122.50,480.00,4642.50,0,865,0,0
2023-01-13,2023-01-19,2023-01-19,17800,50,NO,balance_check_failed,"CE=160.25 PE=118.35 within 73.9%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2023-01-20,2023-01-25,2023-01-25,18100,50,YES,,,8,6,5,16,3,0.75,37.50,480.00,-442.50,0,579,0,0
2023-01-27,2023-02-02,2023-02-02,17800,50,NO,balance_check_failed,"CE=215.10 PE=166.35 within 77.3%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2023-02-03,2023-02-09,2023-02-09,17700,50,YES,,,9,7,6,18,3,84.65,4232.50,540.00,3692.50,0,773,0,0
2023-02-10,2023-02-16,2023-02-16,17850,50,YES,,,5,3,2,10,3,45.10,2255.00,300.00,1955.00,0,783,0,0
2023-02-17,2023-02-23,2023-02-23,17950,50,NO,balance_check_failed,"CE=119.20 PE=83.10 within 69.7%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2023-02-24,2023-03-02,2023-03-02,17600,50,YES,,,3,1,0,6,3,-18.60,-930.00,180.00,-1110.00,0,1636,0,0
2023-03-03,2023-03-09,2023-03-09,17450,50,YES,,,3,1,0,6,3,66.35,3317.50,180.00,3137.50,0,1385,0,0
2023-03-10,2023-03-16,2023-03-16,17400,50,YES,,,5,3,2,10,3,-156.50,-7825.00,300.00,-8125.00,0,1277,0,0
2023-03-17,2023-03-23,2023-03-23,17100,50,YES,,,15,13,13,30,3,180.50,9025.00,900.00,8125.00,0,591,0,0
2023-03-24,2023-03-29,2023-03-29,17100,50,YES,,,7,5,4,14,3,225.15,11257.50,420.00,10837.50,0,722,0,0
2023-03-31,2023-04-06,2023-04-06,17250,50,YES,,,3,1,0,6,3,-98.30,-4915.00,180.00,-5095.00,15,1058,0,0
2023-04-10,2023-04-13,2023-04-13,17650,50,YES,,,6,4,3,12,3,-6.80,-340.00,360.00,-700.00,0,946,0,0
2023-04-17,2023-04-20,2023-04-20,17650,50,NO,balance_check_failed,"CE=116.35 PE=73.90 within 63.5%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2023-04-21,2023-04-27,2023-04-27,17650,50,YES,,,4,2,1,8,3,-71.70,-3585.00,240.00,-3825.00,0,1217,0,0
2023-04-28,2023-05-04,2023-05-04,17950,50,YES,,,4,2,1,8,3,-120.45,-6022.50,240.00,-6262.50,0,1143,0,0
2023-05-05,2023-05-11,2023-05-11,18150,50,NO,balance_check_failed,"CE=101.25 PE=72.75 within 71.9%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2023-05-12,2023-05-18,2023-05-18,18250,50,YES,,,4,2,2,8,3,89.50,4475.00,240.00,4235.00,0,1163,0,0
2023-05-19,2023-05-25,2023-05-25,18150,50,NO,balance_check_failed,"CE=110.40 PE=79.60 within 72.1%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2023-05-26,2023-06-01,2023-06-01,18350,50,YES,,,3,1,0,6,3,89.60,4480.00,180.00,4300.00,5,1600,0,0
2023-06-02,2023-06-08,2023-06-08,18550,50,NO,balance_check_failed,"CE=116.80 PE=74.35 within 63.7%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2023-06-09,2023-06-15,2023-06-15,18650,50,NO,balance_check_failed,"CE=107.85 PE=72.05 within 66.8%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2023-06-16,2023-06-22,2023-06-22,18750,50,NO,balance_check_failed,"CE=92.80 PE=72.80 within 78.4%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
2023-06-23,2023-06-28,2023-06-28,18700,50,NO,missing_entry_bar,No exact 09:20 bar on both ATM legs.,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0
