entry_date,exit_date,expiry,atm,lot_size,traded,skip_reason,remarks,legs_traded,adds,unwinds,orders,max_legs,gross_points,gross_pnl,costs,net_pnl,stale_prices,adds_blocked,rolls,rolls_blocked,entry_offset,entry_balance
2020-01-01,2020-01-01,2020-01-02,12200,75,YES,,,2,0,0,4,2,16.50,1237.50,120.00,1117.50,0,0,0,0,0,0.76
2020-01-03,2020-01-08,2020-01-09,12250,75,YES,,,6,4,2,12,4,-94.55,-7091.25,360.00,-7451.25,3,6,0,9,0,0.79
2020-01-10,2020-01-15,2020-01-16,12250,75,YES,,,3,1,0,6,3,58.10,4357.50,180.00,4177.50,0,14,0,0,0,0.96
2020-01-17,2020-01-22,2020-01-23,12350,75,YES,,,4,2,0,8,4,-54.60,-4095.00,240.00,-4335.00,1,1,0,14,0,0.80
2020-01-24,2020-01-29,2020-01-30,12150,75,YES,,,4,2,1,8,3,51.80,3885.00,240.00,3645.00,0,10,0,0,0,0.75
2020-01-31,2020-02-05,2020-02-06,12050,75,YES,,,6,3,3,12,4,134.85,10113.75,360.00,9753.75,4,2,1,10,0,0.94
2020-02-07,2020-02-12,2020-02-13,12150,75,YES,,,7,5,4,14,4,5.25,393.75,420.00,-26.25,0,12,0,0,0,0.50
2020-02-14,2020-02-19,2020-02-20,12250,75,YES,,,4,2,0,8,4,58.35,4376.25,240.00,4136.25,8,6,0,17,0,0.88
2020-02-24,2020-02-26,2020-02-27,11950,75,YES,,,6,2,0,12,4,32.50,2437.50,360.00,2077.50,0,5,2,6,0,0.67
2020-02-28,2020-03-04,2020-03-05,11350,75,YES,,,6,4,4,12,4,-11.70,-877.50,360.00,-1237.50,1,2,0,0,0,0.88
2020-03-06,2020-03-11,2020-03-12,10900,75,YES,,,6,2,0,12,4,205.35,15401.25,360.00,15041.25,0,1,2,9,0,0.93
2020-03-13,2020-03-18,2020-03-19,8750,75,NO,missing_entry_bar,No priceable straddle within 0 strikes of ATM 8750 at 09:20.,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00
2020-03-20,2020-03-25,2020-03-26,8350,75,YES,,,9,6,4,18,4,39.65,2973.75,540.00,2433.75,21,1,1,0,0,0.94
2020-03-27,2020-03-31,2020-04-01,8950,75,YES,,,6,2,1,12,4,647.00,48525.00,360.00,48165.00,16,0,2,3,0,0.88
2020-04-03,2020-04-08,2020-04-09,8150,75,YES,,,4,2,0,8,4,34.45,2583.75,240.00,2343.75,15,0,0,12,0,0.87
2020-04-13,2020-04-15,2020-04-16,9100,75,YES,,,6,4,3,12,3,116.45,8733.75,360.00,8373.75,0,2,0,0,0,0.81
2020-04-17,2020-04-22,2020-04-23,9250,75,YES,,,5,2,2,10,4,101.60,7620.00,300.00,7320.00,4,1,1,0,0,0.85
2020-04-24,2020-04-29,2020-04-30,9200,75,YES,,,5,3,1,10,4,49.00,3675.00,300.00,3375.00,0,1,0,8,0,0.83
2020-05-04,2020-05-06,2020-05-07,9450,75,YES,,,6,3,2,12,4,131.60,9870.00,360.00,9510.00,3,0,1,0,0,0.81
2020-05-08,2020-05-13,2020-05-14,9350,75,YES,,,9,6,6,18,4,-254.90,-19117.50,540.00,-19657.50,5,1,1,0,0,0.90
