entry_date,exit_date,expiry,atm,lot_size,traded,skip_reason,remarks,legs_traded,adds,unwinds,orders,max_legs,gross_points,gross_pnl,costs,net_pnl,stale_prices,adds_blocked,rolls,rolls_blocked,entry_offset,entry_balance
2020-01-01,2020-01-02,2020-01-02,12200,75,NO,balance_check_failed,"Best of 11 strikes near ATM 12200 was 12200 at 75.8%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00
2020-01-03,2020-01-09,2020-01-09,12250,75,NO,balance_check_failed,"Best of 11 strikes near ATM 12250 was 12250 at 78.7%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00
2020-01-10,2020-01-16,2020-01-16,12250,75,YES,,,7,4,3,14,4,95.55,7166.25,420.00,6746.25,0,345,1,4,0,0.96
2020-01-17,2020-01-23,2020-01-23,12350,75,NO,balance_check_failed,"Best of 11 strikes near ATM 12350 was 12350 at 79.5%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00
2020-01-24,2020-01-30,2020-01-30,12150,75,NO,balance_check_failed,"Best of 11 strikes near ATM 12150 was 12150 at 74.8%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00
2020-01-31,2020-02-06,2020-02-06,12050,75,YES,,,10,6,5,20,4,130.75,9806.25,600.00,9206.25,361,246,2,421,0,0.94
2020-02-07,2020-02-13,2020-02-13,12100,75,YES,,,6,4,2,12,4,88.65,6648.75,360.00,6288.75,12,353,0,373,-50,0.95
2020-02-14,2020-02-20,2020-02-20,12250,75,YES,,,10,7,7,20,4,-13.65,-1023.75,600.00,-1623.75,346,268,1,375,0,0.88
2020-02-24,2020-02-27,2020-02-27,11950,75,NO,balance_check_failed,"Best of 11 strikes near ATM 11950 was 11900 at 74.9%, needs >= 80%",0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00
2020-02-28,2020-03-05,2020-03-05,11350,75,YES,,,13,8,8,26,4,151.20,11340.00,780.00,10560.00,22,0,3,4,0,0.88
2020-03-06,2020-03-12,2020-03-12,10900,75,YES,,,9,3,2,18,4,-542.75,-40706.25,540.00,-41246.25,64,158,4,2,0,0.93
2020-03-13,2020-03-19,2020-03-19,8950,75,YES,,,12,7,5,24,4,-761.75,-57131.25,720.00,-57851.25,1275,7,3,375,200,0.88
2020-03-20,2020-03-26,2020-03-26,8350,75,YES,,,18,13,11,36,4,366.65,27498.75,1080.00,26418.75,1049,0,3,0,0,0.94
2020-03-27,2020-04-01,2020-04-01,8950,75,YES,,,11,6,6,22,4,238.95,17921.25,660.00,17261.25,848,5,3,6,0,0.88
2020-04-03,2020-04-09,2020-04-09,8150,75,YES,,,9,4,2,18,4,-45.30,-3397.50,540.00,-3937.50,517,5,3,486,0,0.87
2020-04-13,2020-04-16,2020-04-16,9100,75,YES,,,12,8,7,24,4,364.80,27360.00,720.00,26640.00,0,0,2,0,0,0.81
2020-04-17,2020-04-23,2020-04-23,9250,75,YES,,,8,4,3,16,4,195.65,14673.75,480.00,14193.75,205,1,2,0,0,0.85
2020-04-24,2020-04-30,2020-04-30,9200,75,YES,,,11,6,4,22,4,-106.70,-8002.50,660.00,-8662.50,2,2,3,256,0,0.83
2020-05-04,2020-05-07,2020-05-07,9450,75,YES,,,14,10,9,28,4,209.85,15738.75,840.00,14898.75,97,0,2,45,0,0.81
2020-05-08,2020-05-14,2020-05-14,9350,75,YES,,,12,7,7,24,4,-41.00,-3075.00,720.00,-3795.00,208,0,3,4,0,0.90
