date,net_pnl,equity,peak,drawdown
2020-01-02,-326.25,299673.75,300000.00,326.25
2020-01-09,-13402.50,286271.25,300000.00,13728.75
2020-01-16,6746.25,293017.50,300000.00,6982.50
2020-01-23,6056.25,299073.75,300000.00,926.25
2020-01-30,-1237.50,297836.25,300000.00,2163.75
2020-02-06,9206.25,307042.50,307042.50,0.00
2020-02-13,4496.25,311538.75,311538.75,0.00
2020-02-20,-1623.75,309915.00,311538.75,1623.75
2020-02-27,-3356.25,306558.75,311538.75,4980.00
2020-03-05,9795.00,316353.75,316353.75,0.00
2020-03-12,-41246.25,275107.50,316353.75,41246.25
2020-03-26,26418.75,301526.25,316353.75,14827.50
2020-04-01,17261.25,318787.50,318787.50,0.00
2020-04-09,-3937.50,314850.00,318787.50,3937.50
2020-04-16,14231.25,329081.25,329081.25,0.00
2020-04-23,18900.00,347981.25,347981.25,0.00
2020-04-30,-8662.50,339318.75,347981.25,8662.50
2020-05-07,18881.25,358200.00,358200.00,0.00
2020-05-14,-3795.00,354405.00,358200.00,3795.00
2020-05-21,16233.75,370638.75,370638.75,0.00
2020-05-28,-6315.00,364323.75,370638.75,6315.00
2020-06-04,11242.50,375566.25,375566.25,0.00
2020-06-11,-1721.25,373845.00,375566.25,1721.25
2020-06-18,-6285.00,367560.00,375566.25,8006.25
2020-06-25,15191.25,382751.25,382751.25,0.00
2020-07-02,10143.75,392895.00,392895.00,0.00
2020-07-09,10983.75,403878.75,403878.75,0.00
2020-07-16,3821.25,407700.00,407700.00,0.00
2020-07-23,-2981.25,404718.75,407700.00,2981.25
2020-07-30,6018.75,410737.50,410737.50,0.00
2020-08-06,4676.25,415413.75,415413.75,0.00
2020-08-13,3506.25,418920.00,418920.00,0.00
2020-08-20,5190.00,424110.00,424110.00,0.00
2020-08-27,8951.25,433061.25,433061.25,0.00
2020-09-03,-8610.00,424451.25,433061.25,8610.00
2020-09-10,1957.50,426408.75,433061.25,6652.50
2020-09-17,8358.75,434767.50,434767.50,0.00
2020-09-24,-13740.00,421027.50,434767.50,13740.00
2020-10-01,-7.50,421020.00,434767.50,13747.50
2020-10-08,1991.25,423011.25,434767.50,11756.25
2020-10-15,-142.50,422868.75,434767.50,11898.75
2020-10-22,2827.50,425696.25,434767.50,9071.25
2020-10-29,7372.50,433068.75,434767.50,1698.75
2020-11-05,8625.00,441693.75,441693.75,0.00
2020-11-12,4481.25,446175.00,446175.00,0.00
2020-11-19,5261.25,451436.25,451436.25,0.00
2020-11-26,2921.25,454357.50,454357.50,0.00
2020-12-03,8328.75,462686.25,462686.25,0.00
2020-12-10,6030.00,468716.25,468716.25,0.00
2020-12-17,11715.00,480431.25,480431.25,0.00
2020-12-24,-5111.25,475320.00,480431.25,5111.25
2020-12-31,9487.50,484807.50,484807.50,0.00
2021-01-07,3491.25,488298.75,488298.75,0.00
2021-01-14,4777.50,493076.25,493076.25,0.00
2021-01-21,17733.75,510810.00,510810.00,0.00
2021-01-28,-9735.00,501075.00,510810.00,9735.00
2021-02-04,-20741.25,480333.75,510810.00,30476.25
2021-02-11,3423.75,483757.50,510810.00,27052.50
2021-02-18,7177.50,490935.00,510810.00,19875.00
2021-02-25,318.75,491253.75,510810.00,19556.25
2021-03-04,7027.50,498281.25,510810.00,12528.75
2021-03-10,22980.00,521261.25,521261.25,0.00
2021-03-18,-393.75,520867.50,521261.25,393.75
2021-03-25,15435.00,536302.50,536302.50,0.00
2021-04-01,12513.75,548816.25,548816.25,0.00
2021-04-08,10038.75,558855.00,558855.00,0.00
2021-04-15,22608.75,581463.75,581463.75,0.00
2021-04-22,4957.50,586421.25,586421.25,0.00
2021-04-29,13800.00,600221.25,600221.25,0.00
2021-05-06,5096.25,605317.50,605317.50,0.00
2021-05-12,15750.00,621067.50,621067.50,0.00
2021-05-20,18866.25,639933.75,639933.75,0.00
2021-05-27,7462.50,647396.25,647396.25,0.00
2021-06-03,6348.75,653745.00,653745.00,0.00
2021-06-10,8396.25,662141.25,662141.25,0.00
2021-06-17,3363.75,665505.00,665505.00,0.00
2021-06-24,-2216.25,663288.75,665505.00,2216.25
2021-07-01,9071.25,672360.00,672360.00,0.00
2021-07-08,6082.50,678442.50,678442.50,0.00
2021-07-15,6296.25,684738.75,684738.75,0.00
2021-07-22,8167.50,692906.25,692906.25,0.00
2021-07-29,6333.75,699240.00,699240.00,0.00
2021-08-05,-10665.00,688575.00,699240.00,10665.00
2021-08-12,6240.00,694815.00,699240.00,4425.00
2021-08-18,8422.50,703237.50,703237.50,0.00
2021-08-26,9787.50,713025.00,713025.00,0.00
2021-09-02,-7605.00,705420.00,713025.00,7605.00
2021-09-09,8208.75,713628.75,713628.75,0.00
2021-09-16,-1500.00,712128.75,713628.75,1500.00
2021-09-23,-6435.00,705693.75,713628.75,7935.00
2021-09-30,11497.50,717191.25,717191.25,0.00
2021-10-07,10150.00,727341.25,727341.25,0.00
2021-10-14,-5810.00,721531.25,727341.25,5810.00
2021-10-21,2340.00,723871.25,727341.25,3470.00
2021-10-28,-2842.50,721028.75,727341.25,6312.50
2021-11-03,6447.50,727476.25,727476.25,0.00
2021-11-18,-1497.50,725978.75,727476.25,1497.50
2021-11-25,-95.00,725883.75,727476.25,1592.50
2021-12-02,-2102.50,723781.25,727476.25,3695.00
2021-12-09,10945.00,734726.25,734726.25,0.00
2021-12-16,-3825.00,730901.25,734726.25,3825.00
2021-12-23,1287.50,732188.75,734726.25,2537.50
2021-12-30,10272.50,742461.25,742461.25,0.00
2022-01-06,7575.00,750036.25,750036.25,0.00
2022-01-13,3860.00,753896.25,753896.25,0.00
2022-01-20,-805.00,753091.25,753896.25,805.00
2022-01-27,-11800.00,741291.25,753896.25,12605.00
2022-02-03,22517.50,763808.75,763808.75,0.00
2022-02-10,805.00,764613.75,764613.75,0.00
2022-02-17,-5557.50,759056.25,764613.75,5557.50
2022-02-24,-16197.50,742858.75,764613.75,21755.00
2022-03-03,15212.50,758071.25,764613.75,6542.50
2022-03-10,940.00,759011.25,764613.75,5602.50
