entry_date,event_timestamp,event_sequence,event_group,order_action,side,strike,price,higher_side_before,higher_value_before,lower_side_before,lower_value_before,target_low,target_high,target_value,active_ce_value_after,active_pe_value_after,remarks
2025-08-25,2025-08-25T15:20:00+05:30,5,FINAL_EXIT,BUY,PE,24950,58.5,CE,100.85,PE,88.20,,,,0.00,29.70,End-of-day exit for active short leg.
2025-08-25,2025-08-25T15:20:00+05:30,5,FINAL_EXIT,BUY,PE,24850,29.7,CE,100.85,PE,88.20,,,,0.00,0.00,End-of-day exit for active short leg.
2025-09-10,2025-09-10T09:30:00+05:30,1,INITIAL_ENTRY,SELL,CE,25000,123.05,,,,,,,,123.05,0.00,Initial ATM CE short entry.
2025-09-10,2025-09-10T09:30:00+05:30,1,INITIAL_ENTRY,SELL,PE,25000,109.75,,,,,,,,123.05,109.75,Initial ATM PE short entry.
2025-09-10,2025-09-10T15:20:00+05:30,2,FINAL_EXIT,BUY,CE,25000,120.0,CE,120.00,PE,97.95,,,,0.00,97.95,End-of-day exit for active short leg.
2025-09-10,2025-09-10T15:20:00+05:30,2,FINAL_EXIT,BUY,PE,25000,97.95,CE,120.00,PE,97.95,,,,0.00,0.00,End-of-day exit for active short leg.
2025-09-11,2025-09-11T09:30:00+05:30,1,INITIAL_ENTRY,SELL,CE,25000,114.0,,,,,,,,114.00,0.00,Initial ATM CE short entry.
2025-09-11,2025-09-11T09:30:00+05:30,1,INITIAL_ENTRY,SELL,PE,25000,89.2,,,,,,,,114.00,89.20,Initial ATM PE short entry.
2025-09-11,2025-09-11T15:20:00+05:30,2,FINAL_EXIT,BUY,CE,25000,120.15,CE,120.15,PE,71.15,,,,0.00,71.15,End-of-day exit for active short leg.
2025-09-11,2025-09-11T15:20:00+05:30,2,FINAL_EXIT,BUY,PE,25000,71.15,CE,120.15,PE,71.15,,,,0.00,0.00,End-of-day exit for active short leg.
2025-09-15,2025-09-15T09:30:00+05:30,1,INITIAL_ENTRY,SELL,CE,25100,72.6,,,,,,,,72.60,0.00,Initial ATM CE short entry.
2025-09-15,2025-09-15T09:30:00+05:30,1,INITIAL_ENTRY,SELL,PE,25100,49.75,,,,,,,,72.60,49.75,Initial ATM PE short entry.
2025-09-15,2025-09-15T15:20:00+05:30,2,FINAL_EXIT,BUY,CE,25100,46.5,CE,46.50,PE,45.15,,,,0.00,45.15,End-of-day exit for active short leg.
2025-09-15,2025-09-15T15:20:00+05:30,2,FINAL_EXIT,BUY,PE,25100,45.15,CE,46.50,PE,45.15,,,,0.00,0.00,End-of-day exit for active short leg.
2025-09-17,2025-09-17T09:30:00+05:30,1,INITIAL_ENTRY,SELL,CE,25300,135.65,,,,,,,,135.65,0.00,Initial ATM CE short entry.
2025-09-17,2025-09-17T09:30:00+05:30,1,INITIAL_ENTRY,SELL,PE,25300,87.85,,,,,,,,135.65,87.85,Initial ATM PE short entry.
2025-09-17,2025-09-17T09:38:00+05:30,2,FIRST_ADD,SELL,PE,25150,37.5,CE,154.35,PE,76.60,30.87,46.30,38.59,154.35,114.10,Added OTM PE short closest to the first-add target.
2025-09-17,2025-09-17T15:20:00+05:30,3,FINAL_EXIT,BUY,CE,25300,156.3,CE,156.30,PE,107.60,,,,0.00,107.60,End-of-day exit for active short leg.
2025-09-17,2025-09-17T15:20:00+05:30,3,FINAL_EXIT,BUY,PE,25300,71.9,CE,156.30,PE,107.60,,,,0.00,35.70,End-of-day exit for active short leg.
2025-09-17,2025-09-17T15:20:00+05:30,3,FINAL_EXIT,BUY,PE,25150,35.7,CE,156.30,PE,107.60,,,,0.00,0.00,End-of-day exit for active short leg.
2025-09-18,2025-09-18T09:30:00+05:30,1,INITIAL_ENTRY,SELL,CE,25400,128.45,,,,,,,,128.45,0.00,Initial ATM CE short entry.
2025-09-18,2025-09-18T09:30:00+05:30,1,INITIAL_ENTRY,SELL,PE,25400,58.55,,,,,,,,128.45,58.55,Initial ATM PE short entry.
2025-09-18,2025-09-18T09:31:00+05:30,2,FIRST_ADD,SELL,PE,25300,32.95,CE,128.30,PE,58.55,25.66,38.49,32.08,128.30,91.50,Added OTM PE short closest to the first-add target.
2025-09-18,2025-09-18T12:38:00+05:30,3,REVERSAL_EXIT,BUY,PE,25300,40.45,PE,112.80,CE,105.25,,,112.80,105.25,72.35,Exited smaller PE short after parity reversal against the single CE side.
2025-09-18,2025-09-18T15:05:00+05:30,4,FIRST_ADD,SELL,PE,25300,28.65,CE,115.15,PE,54.05,23.03,34.55,28.79,115.15,82.70,Added OTM PE short closest to the first-add target.
2025-09-18,2025-09-18T15:20:00+05:30,5,FINAL_EXIT,BUY,CE,25400,123.85,CE,123.85,PE,77.95,,,,0.00,77.95,End-of-day exit for active short leg.
2025-09-18,2025-09-18T15:20:00+05:30,5,FINAL_EXIT,BUY,PE,25400,50.8,CE,123.85,PE,77.95,,,,0.00,27.15,End-of-day exit for active short leg.
2025-09-18,2025-09-18T15:20:00+05:30,5,FINAL_EXIT,BUY,PE,25300,27.15,CE,123.85,PE,77.95,,,,0.00,0.00,End-of-day exit for active short leg.
2025-09-19,2025-09-19T09:30:00+05:30,1,INITIAL_ENTRY,SELL,CE,25350,91.2,,,,,,,,91.20,0.00,Initial ATM CE short entry.
2025-09-19,2025-09-19T09:30:00+05:30,1,INITIAL_ENTRY,SELL,PE,25350,59.4,,,,,,,,91.20,59.40,Initial ATM PE short entry.
2025-09-19,2025-09-19T15:20:00+05:30,2,FINAL_EXIT,BUY,CE,25350,82.5,CE,82.50,PE,56.30,,,,0.00,56.30,End-of-day exit for active short leg.
2025-09-19,2025-09-19T15:20:00+05:30,2,FINAL_EXIT,BUY,PE,25350,56.3,CE,82.50,PE,56.30,,,,0.00,0.00,End-of-day exit for active short leg.
2025-09-25,2025-09-25T09:30:00+05:30,1,INITIAL_ENTRY,SELL,CE,25050,125.6,,,,,,,,125.60,0.00,Initial ATM CE short entry.
2025-09-25,2025-09-25T09:30:00+05:30,1,INITIAL_ENTRY,SELL,PE,25050,76.65,,,,,,,,125.60,76.65,Initial ATM PE short entry.
2025-09-25,2025-09-25T15:01:00+05:30,2,FIRST_ADD,SELL,CE,25200,29.1,PE,132.80,CE,66.20,26.56,39.84,33.20,95.30,132.80,Added OTM CE short closest to the first-add target.
2025-09-25,2025-09-25T15:20:00+05:30,3,FINAL_EXIT,BUY,CE,25050,64.15,PE,137.90,CE,91.70,,,,27.55,137.90,End-of-day exit for active short leg.
2025-09-25,2025-09-25T15:20:00+05:30,3,FINAL_EXIT,BUY,PE,25050,137.9,PE,137.90,CE,91.70,,,,27.55,0.00,End-of-day exit for active short leg.
2025-09-25,2025-09-25T15:20:00+05:30,3,FINAL_EXIT,BUY,CE,25200,27.55,PE,137.90,CE,91.70,,,,0.00,0.00,End-of-day exit for active short leg.
2025-10-23,2025-10-23T09:30:00+05:30,1,INITIAL_ENTRY,SELL,CE,26050,177.8,,,,,,,,177.80,0.00,Initial ATM CE short entry.
2025-10-23,2025-10-23T09:30:00+05:30,1,INITIAL_ENTRY,SELL,PE,26050,91.85,,,,,,,,177.80,91.85,Initial ATM PE short entry.
2025-10-23,2025-10-23T09:31:00+05:30,2,FIRST_ADD,SELL,PE,25900,47.95,CE,184.15,PE,86.70,36.83,55.24,46.04,184.15,134.65,Added OTM PE short closest to the first-add target.
2025-10-23,2025-10-23T13:35:00+05:30,3,REVERSAL_EXIT,BUY,PE,25900,46.1,PE,137.80,CE,134.35,,,137.80,134.35,91.70,Exited smaller PE short after parity reversal against the single CE side.
2025-10-23,2025-10-23T15:11:00+05:30,4,FIRST_ADD,SELL,CE,26150,43.3,PE,159.95,CE,74.75,31.99,47.98,39.99,118.05,159.95,Added OTM CE short closest to the first-add target.
2025-10-23,2025-10-23T15:20:00+05:30,5,FINAL_EXIT,BUY,CE,26050,85.35,PE,145.35,CE,135.05,,,,49.70,145.35,End-of-day exit for active short leg.
2025-10-23,2025-10-23T15:20:00+05:30,5,FINAL_EXIT,BUY,PE,26050,145.35,PE,145.35,CE,135.05,,,,49.70,0.00,End-of-day exit for active short leg.
2025-10-23,2025-10-23T15:20:00+05:30,5,FINAL_EXIT,BUY,CE,26150,49.7,PE,145.35,CE,135.05,,,,0.00,0.00,End-of-day exit for active short leg.
2025-10-30,2025-10-30T09:30:00+05:30,1,INITIAL_ENTRY,SELL,CE,26000,142.55,,,,,,,,142.55,0.00,Initial ATM CE short entry.
2025-10-30,2025-10-30T09:30:00+05:30,1,INITIAL_ENTRY,SELL,PE,26000,119.0,,,,,,,,142.55,119.00,Initial ATM PE short entry.
2025-10-30,2025-10-30T13:35:00+05:30,2,FIRST_ADD,SELL,CE,26150,44.6,PE,176.10,CE,87.70,35.22,52.83,44.02,132.30,176.10,Added OTM CE short closest to the first-add target.
2025-10-30,2025-10-30T14:22:00+05:30,3,REVERSAL_EXIT,BUY,CE,26150,49.85,CE,150.80,PE,145.20,,,150.80,100.95,145.20,Exited smaller CE short after parity reversal against the single PE side.
2025-10-30,2025-10-30T15:20:00+05:30,4,FINAL_EXIT,BUY,CE,26000,95.75,PE,150.95,CE,95.75,,,,0.00,150.95,End-of-day exit for active short leg.
2025-10-30,2025-10-30T15:20:00+05:30,4,FINAL_EXIT,BUY,PE,26000,150.95,PE,150.95,CE,95.75,,,,0.00,0.00,End-of-day exit for active short leg.
2025-10-31,2025-10-31T09:30:00+05:30,1,INITIAL_ENTRY,SELL,CE,25900,150.2,,,,,,,,150.20,0.00,Initial ATM CE short entry.
2025-10-31,2025-10-31T09:30:00+05:30,1,INITIAL_ENTRY,SELL,PE,25900,85.8,,,,,,,,150.20,85.80,Initial ATM PE short entry.
2025-10-31,2025-10-31T09:33:00+05:30,2,FIRST_ADD,SELL,PE,25750,36.35,CE,160.50,PE,78.30,32.10,48.15,40.12,160.50,114.65,Added OTM PE short closest to the first-add target.
2025-10-31,2025-10-31T10:06:00+05:30,3,REVERSAL_EXIT,BUY,PE,25750,41.9,PE,132.45,CE,130.00,,,132.45,130.00,90.55,Exited smaller PE short after parity reversal against the single CE side.
2025-10-31,2025-10-31T11:01:00+05:30,4,FIRST_ADD,SELL,CE,26000,44.35,PE,156.15,CE,72.90,31.23,46.84,39.04,117.25,156.15,Added OTM CE short closest to the first-add target.
2025-10-31,2025-10-31T11:54:00+05:30,5,REVERSAL_EXIT,BUY,CE,26000,51.15,CE,134.90,PE,130.00,,,134.90,83.75,130.00,Exited smaller CE short after parity reversal against the single PE side.
2025-10-31,2025-10-31T12:25:00+05:30,6,FIRST_ADD,SELL,CE,26050,32.15,PE,145.05,CE,71.90,29.01,43.52,36.26,104.05,145.05,Added OTM CE short closest to the first-add target.
2025-10-31,2025-10-31T15:20:00+05:30,7,FINAL_EXIT,BUY,CE,25900,64.2,PE,153.40,CE,94.35,,,,30.15,153.40,End-of-day exit for active short leg.
2025-10-31,2025-10-31T15:20:00+05:30,7,FINAL_EXIT,BUY,PE,25900,153.4,PE,153.40,CE,94.35,,,,30.15,0.00,End-of-day exit for active short leg.
2025-10-31,2025-10-31T15:20:00+05:30,7,FINAL_EXIT,BUY,CE,26050,30.15,PE,153.40,CE,94.35,,,,0.00,0.00,End-of-day exit for active short leg.
2025-11-06,2025-11-06T09:30:00+05:30,1,INITIAL_ENTRY,SELL,CE,25650,135.7,,,,,,,,135.70,0.00,Initial ATM CE short entry.
2025-11-06,2025-11-06T09:30:00+05:30,1,INITIAL_ENTRY,SELL,PE,25650,116.35,,,,,,,,135.70,116.35,Initial ATM PE short entry.
2025-11-06,2025-11-06T10:34:00+05:30,2,FIRST_ADD,SELL,CE,25800,39.9,PE,170.55,CE,83.80,34.11,51.16,42.64,123.70,170.55,Added OTM CE short closest to the first-add target.
2025-11-06,2025-11-06T11:05:00+05:30,3,REVERSAL_EXIT,BUY,CE,25800,45.7,CE,143.30,PE,139.75,,,143.30,97.60,139.75,Exited smaller CE short after parity reversal against the single PE side.
2025-11-06,2025-11-06T11:24:00+05:30,4,FIRST_ADD,SELL,CE,25800,37.05,PE,164.95,CE,80.15,32.99,49.48,41.24,117.20,164.95,Added OTM CE short closest to the first-add target.
2025-11-06,2025-11-06T12:49:00+05:30,5,REVERSAL_EXIT,BUY,CE,25800,43.35,CE,137.45,PE,135.90,,,137.45,94.10,135.90,Exited smaller CE short after parity reversal against the single PE side.
2025-11-06,2025-11-06T13:49:00+05:30,6,FIRST_ADD,SELL,CE,25750,42.5,PE,154.50,CE,73.60,30.90,46.35,38.62,116.10,154.50,Added OTM CE short closest to the first-add target.
2025-11-06,2025-11-06T15:20:00+05:30,7,FINAL_EXIT,BUY,CE,25650,65.65,PE,158.10,CE,101.80,,,,36.15,158.10,End-of-day exit for active short leg.
2025-11-06,2025-11-06T15:20:00+05:30,7,FINAL_EXIT,BUY,PE,25650,158.1,PE,158.10,CE,101.80,,,,36.15,0.00,End-of-day exit for active short leg.
2025-11-06,2025-11-06T15:20:00+05:30,7,FINAL_EXIT,BUY,CE,25750,36.15,PE,158.10,CE,101.80,,,,0.00,0.00,End-of-day exit for active short leg.
2025-11-13,2025-11-13T09:30:00+05:30,1,INITIAL_ENTRY,SELL,CE,25900,137.75,,,,,,,,137.75,0.00,Initial ATM CE short entry.
2025-11-13,2025-11-13T09:30:00+05:30,1,INITIAL_ENTRY,SELL,PE,25900,119.15,,,,,,,,137.75,119.15,Initial ATM PE short entry.
2025-11-13,2025-11-13T10:50:00+05:30,2,FIRST_ADD,SELL,PE,25750,46.0,CE,173.40,PE,85.30,34.68,52.02,43.35,173.40,131.30,Added OTM PE short closest to the first-add target.
2025-11-13,2025-11-13T14:01:00+05:30,3,REVERSAL_EXIT,BUY,PE,25750,59.35,PE,165.70,CE,151.40,,,165.70,151.40,106.35,Exited smaller PE short after parity reversal against the single CE side.
2025-11-13,2025-11-13T15:20:00+05:30,4,FINAL_EXIT,BUY,CE,25900,140.3,CE,140.30,PE,137.90,,,,0.00,137.90,End-of-day exit for active short leg.
2025-11-13,2025-11-13T15:20:00+05:30,4,FINAL_EXIT,BUY,PE,25900,137.9,CE,140.30,PE,137.90,,,,0.00,0.00,End-of-day exit for active short leg.
2025-11-21,2025-11-21T09:30:00+05:30,1,INITIAL_ENTRY,SELL,CE,26150,125.5,,,,,,,,125.50,0.00,Initial ATM CE short entry.
2025-11-21,2025-11-21T09:30:00+05:30,1,INITIAL_ENTRY,SELL,PE,26150,105.15,,,,,,,,125.50,105.15,Initial ATM PE short entry.
2025-11-21,2025-11-21T15:20:00+05:30,2,FINAL_EXIT,BUY,CE,26150,73.0,PE,139.40,CE,73.00,,,,0.00,139.40,End-of-day exit for active short leg.
2025-11-21,2025-11-21T15:20:00+05:30,2,FINAL_EXIT,BUY,PE,26150,139.4,PE,139.40,CE,73.00,,,,0.00,0.00,End-of-day exit for active short leg.
2025-11-28,2025-11-28T09:30:00+05:30,1,INITIAL_ENTRY,SELL,CE,26250,106.85,,,,,,,,106.85,0.00,Initial ATM CE short entry.
2025-11-28,2025-11-28T09:30:00+05:30,1,INITIAL_ENTRY,SELL,PE,26250,97.4,,,,,,,,106.85,97.40,Initial ATM PE short entry.
2025-11-28,2025-11-28T15:20:00+05:30,2,FINAL_EXIT,BUY,CE,26250,82.05,PE,90.40,CE,82.05,,,,0.00,90.40,End-of-day exit for active short leg.
2025-11-28,2025-11-28T15:20:00+05:30,2,FINAL_EXIT,BUY,PE,26250,90.4,PE,90.40,CE,82.05,,,,0.00,0.00,End-of-day exit for active short leg.
2025-12-03,2025-12-03T09:30:00+05:30,1,INITIAL_ENTRY,SELL,CE,25950,167.95,,,,,,,,167.95,0.00,Initial ATM CE short entry.
2025-12-03,2025-12-03T09:30:00+05:30,1,INITIAL_ENTRY,SELL,PE,25950,107.8,,,,,,,,167.95,107.80,Initial ATM PE short entry.
2025-12-03,2025-12-03T15:12:00+05:30,2,FIRST_ADD,SELL,PE,25800,40.9,CE,173.25,PE,84.30,34.65,51.98,43.31,173.25,125.20,Added OTM PE short closest to the first-add target.
2025-12-03,2025-12-03T15:20:00+05:30,3,FINAL_EXIT,BUY,CE,25950,166.9,CE,166.90,PE,131.85,,,,0.00,131.85,End-of-day exit for active short leg.
2025-12-03,2025-12-03T15:20:00+05:30,3,FINAL_EXIT,BUY,PE,25950,88.6,CE,166.90,PE,131.85,,,,0.00,43.25,End-of-day exit for active short leg.
2025-12-03,2025-12-03T15:20:00+05:30,3,FINAL_EXIT,BUY,PE,25800,43.25,CE,166.90,PE,131.85,,,,0.00,0.00,End-of-day exit for active short leg.
2025-12-10,2025-12-10T09:30:00+05:30,1,INITIAL_ENTRY,SELL,CE,25900,138.1,,,,,,,,138.10,0.00,Initial ATM CE short entry.
2025-12-10,2025-12-10T09:30:00+05:30,1,INITIAL_ENTRY,SELL,PE,25900,122.3,,,,,,,,138.10,122.30,Initial ATM PE short entry.
2025-12-10,2025-12-10T12:37:00+05:30,2,FIRST_ADD,SELL,CE,26050,43.85,PE,186.60,CE,88.25,37.32,55.98,46.65,132.10,186.60,Added OTM CE short closest to the first-add target.
2025-12-10,2025-12-10T13:20:00+05:30,3,REVERSAL_EXIT,BUY,CE,26050,51.45,CE,155.80,PE,147.45,,,155.80,104.35,147.45,Exited smaller CE short after parity reversal against the single PE side.
2025-12-10,2025-12-10T14:03:00+05:30,4,FIRST_ADD,SELL,CE,26050,42.6,PE,176.75,CE,87.65,35.35,53.02,44.19,130.25,176.75,Added OTM CE short closest to the first-add target.
2025-12-10,2025-12-10T15:20:00+05:30,5,FINAL_EXIT,BUY,CE,25900,83.85,PE,186.90,CE,125.40,,,,41.55,186.90,End-of-day exit for active short leg.
2025-12-10,2025-12-10T15:20:00+05:30,5,FINAL_EXIT,BUY,PE,25900,186.9,PE,186.90,CE,125.40,,,,41.55,0.00,End-of-day exit for active short leg.
2025-12-10,2025-12-10T15:20:00+05:30,5,FINAL_EXIT,BUY,CE,26050,41.55,PE,186.90,CE,125.40,,,,0.00,0.00,End-of-day exit for active short leg.
2025-12-12,2025-12-12T09:30:00+05:30,1,INITIAL_ENTRY,SELL,CE,26000,114.85,,,,,,,,114.85,0.00,Initial ATM CE short entry.
2025-12-12,2025-12-12T09:30:00+05:30,1,INITIAL_ENTRY,SELL,PE,26000,78.55,,,,,,,,114.85,78.55,Initial ATM PE short entry.
2025-12-12,2025-12-12T14:05:00+05:30,2,FIRST_ADD,SELL,PE,25900,28.9,CE,119.60,PE,55.70,23.92,35.88,29.90,119.60,84.60,Added OTM PE short closest to the first-add target.
2025-12-12,2025-12-12T15:20:00+05:30,3,FINAL_EXIT,BUY,CE,26000,109.25,CE,109.25,PE,81.55,,,,0.00,81.55,End-of-day exit for active short leg.
2025-12-12,2025-12-12T15:20:00+05:30,3,FINAL_EXIT,BUY,PE,26000,54.35,CE,109.25,PE,81.55,,,,0.00,27.20,End-of-day exit for active short leg.
2025-12-12,2025-12-12T15:20:00+05:30,3,FINAL_EXIT,BUY,PE,25900,27.2,CE,109.25,PE,81.55,,,,0.00,0.00,End-of-day exit for active short leg.
2025-12-17,2025-12-17T09:30:00+05:30,1,INITIAL_ENTRY,SELL,CE,25900,146.7,,,,,,,,146.70,0.00,Initial ATM CE short entry.
2025-12-17,2025-12-17T09:30:00+05:30,1,INITIAL_ENTRY,SELL,PE,25900,104.45,,,,,,,,146.70,104.45,Initial ATM PE short entry.
2025-12-17,2025-12-17T15:20:00+05:30,2,FINAL_EXIT,BUY,CE,25900,95.25,PE,137.00,CE,95.25,,,,0.00,137.00,End-of-day exit for active short leg.
2025-12-17,2025-12-17T15:20:00+05:30,2,FINAL_EXIT,BUY,PE,25900,137.0,PE,137.00,CE,95.25,,,,0.00,0.00,End-of-day exit for active short leg.
2025-12-19,2025-12-19T09:30:00+05:30,1,INITIAL_ENTRY,SELL,CE,25950,103.5,,,,,,,,103.50,0.00,Initial ATM CE short entry.
2025-12-19,2025-12-19T09:30:00+05:30,1,INITIAL_ENTRY,SELL,PE,25950,82.0,,,,,,,,103.50,82.00,Initial ATM PE short entry.
2025-12-19,2025-12-19T15:20:00+05:30,2,FINAL_EXIT,BUY,CE,25950,91.05,CE,91.05,PE,63.45,,,,0.00,63.45,End-of-day exit for active short leg.
2025-12-19,2025-12-19T15:20:00+05:30,2,FINAL_EXIT,BUY,PE,25950,63.45,CE,91.05,PE,63.45,,,,0.00,0.00,End-of-day exit for active short leg.
2025-12-22,2025-12-22T09:30:00+05:30,1,INITIAL_ENTRY,SELL,CE,26150,57.55,,,,,,,,57.55,0.00,Initial ATM CE short entry.
2025-12-22,2025-12-22T09:30:00+05:30,1,INITIAL_ENTRY,SELL,PE,26150,75.55,,,,,,,,57.55,75.55,Initial ATM PE short entry.
2025-12-22,2025-12-22T15:20:00+05:30,2,FINAL_EXIT,BUY,CE,26150,54.05,CE,54.05,PE,52.75,,,,0.00,52.75,End-of-day exit for active short leg.
2025-12-22,2025-12-22T15:20:00+05:30,2,FINAL_EXIT,BUY,PE,26150,52.75,CE,54.05,PE,52.75,,,,0.00,0.00,End-of-day exit for active short leg.
2025-12-24,2025-12-24T09:30:00+05:30,1,INITIAL_ENTRY,SELL,CE,26200,127.9,,,,,,,,127.90,0.00,Initial ATM CE short entry.
2025-12-24,2025-12-24T09:30:00+05:30,1,INITIAL_ENTRY,SELL,PE,26200,81.95,,,,,,,,127.90,81.95,Initial ATM PE short entry.
2025-12-24,2025-12-24T15:20:00+05:30,2,FINAL_EXIT,BUY,CE,26200,73.59,PE,99.65,CE,73.59,,,,0.00,99.65,End-of-day exit for active short leg.
2025-12-24,2025-12-24T15:20:00+05:30,2,FINAL_EXIT,BUY,PE,26200,99.65,PE,99.65,CE,73.59,,,,0.00,0.00,End-of-day exit for active short leg.
