entry_date,status,skip_reason,expiry_date,next_trading_day,spot_signal_timestamp,spot_signal_close,spot_sma_25,spot_signal_relation,atm_strike,bought_side,contract_name,option_entry_timestamp,option_entry_open,option_exit_timestamp,option_exit_open,gross_pnl,brokerage,net_pnl,remarks
2025-05-16,TRADED,,2025-05-22,2025-05-19,2025-05-16T15:15:00+05:30,25013.1,25001.58,ABOVE_SMA,25000,CE,NIFTY_25000_CE_22_MAY_25.csv,2025-05-16T15:29:00+05:30,195.0,2025-05-19T09:16:00+05:30,163.35,-8749.00,50.00,-8799.00,
2025-05-19,TRADED,,2025-05-22,2025-05-20,2025-05-19T15:15:00+05:30,24935.35,24991.10,BELOW_SMA,24950,PE,NIFTY_24950_PE_22_MAY_25.csv,2025-05-19T15:29:00+05:30,163.6,2025-05-20T09:16:00+05:30,114.35,-13325.00,50.00,-13375.00,
2025-05-20,TRADED,,2025-05-22,2025-05-21,2025-05-20T15:15:00+05:30,24713.85,24824.80,BELOW_SMA,24700,PE,NIFTY_24700_PE_22_MAY_25.csv,2025-05-20T15:29:00+05:30,95.8,2025-05-21T09:16:00+05:30,85.05,-3315.00,50.00,-3365.00,
2025-05-21,TRADED,,2025-05-22,2025-05-22,2025-05-21T15:15:00+05:30,24800.95,24814.12,BELOW_SMA,24800,PE,NIFTY_24800_PE_22_MAY_25.csv,2025-05-21T15:29:00+05:30,123.75,2025-05-22T09:16:00+05:30,173.95,12532.00,50.00,12482.00,
2025-05-22,TRADED,,2025-05-29,2025-05-23,2025-05-22T15:15:00+05:30,24637.0,24573.45,ABOVE_SMA,24650,CE,NIFTY_24650_CE_29_MAY_25.csv,2025-05-22T15:29:00+05:30,210.95,2025-05-23T09:16:00+05:30,203.75,-2392.00,50.00,-2442.00,
2025-05-23,TRADED,,2025-05-29,2025-05-26,2025-05-23T15:15:00+05:30,24845.15,24844.74,ABOVE_SMA,24850,CE,NIFTY_24850_CE_29_MAY_25.csv,2025-05-23T15:29:00+05:30,219.8,2025-05-26T09:16:00+05:30,297.64,19718.40,50.00,19668.40,
2025-05-26,TRADED,,2025-05-29,2025-05-27,2025-05-26T15:15:00+05:30,24996.35,24995.95,ABOVE_SMA,25000,CE,NIFTY_25000_CE_29_MAY_25.csv,2025-05-26T15:29:00+05:30,223.0,2025-05-27T09:16:00+05:30,189.85,-9139.00,50.00,-9189.00,
2025-05-27,TRADED,,2025-05-29,2025-05-28,2025-05-27T15:15:00+05:30,24837.7,24831.57,ABOVE_SMA,24850,CE,NIFTY_24850_CE_29_MAY_25.csv,2025-05-27T15:29:00+05:30,189.2,2025-05-28T09:16:00+05:30,190.0,-312.00,50.00,-362.00,
2025-05-28,TRADED,,2025-05-29,2025-05-29,2025-05-28T15:15:00+05:30,24757.15,24773.97,BELOW_SMA,24750,PE,NIFTY_24750_PE_29_MAY_25.csv,2025-05-28T15:29:00+05:30,104.4,2025-05-29T09:16:00+05:30,29.8,-19916.00,50.00,-19966.00,
2025-05-29,TRADED,,2025-06-05,2025-05-30,2025-05-29T15:15:00+05:30,24880.85,24763.44,ABOVE_SMA,24900,CE,NIFTY_24900_CE_05_JUN_25.csv,2025-05-29T15:29:00+05:30,195.4,2025-05-30T09:16:00+05:30,172.15,-6565.00,50.00,-6615.00,
2025-05-30,TRADED,,2025-06-05,2025-06-02,2025-05-30T15:15:00+05:30,24736.65,24766.73,BELOW_SMA,24750,PE,NIFTY_24750_PE_05_JUN_25.csv,2025-05-30T15:29:00+05:30,189.8,2025-06-02T09:16:00+05:30,298.75,27807.00,50.00,27757.00,
2025-06-02,TRADED,,2025-06-05,2025-06-03,2025-06-02T15:15:00+05:30,24690.35,24658.64,ABOVE_SMA,24700,CE,NIFTY_24700_CE_05_JUN_25.csv,2025-06-02T15:29:00+05:30,224.8,2025-06-03T09:16:00+05:30,270.05,11245.00,50.00,11195.00,
2025-06-03,TRADED,,2025-06-05,2025-06-04,2025-06-03T15:15:00+05:30,24538.4,24598.05,BELOW_SMA,24550,PE,NIFTY_24550_PE_05_JUN_25.csv,2025-06-03T15:29:00+05:30,132.0,2025-06-04T09:16:00+05:30,108.9,-6526.00,50.00,-6576.00,
2025-06-04,TRADED,,2025-06-05,2025-06-05,2025-06-04T15:15:00+05:30,24612.0,24598.13,ABOVE_SMA,24600,CE,NIFTY_24600_CE_05_JUN_25.csv,2025-06-04T15:29:00+05:30,83.9,2025-06-05T09:16:00+05:30,78.7,-1872.00,50.00,-1922.00,
2025-06-05,TRADED,,2025-06-12,2025-06-06,2025-06-05T15:15:00+05:30,24761.1,24750.84,ABOVE_SMA,24750,CE,NIFTY_24750_CE_12_JUN_25.csv,2025-06-05T15:29:00+05:30,213.0,2025-06-06T09:16:00+05:30,188.1,-6994.00,50.00,-7044.00,
2025-06-06,TRADED,,2025-06-12,2025-06-09,2025-06-06T15:15:00+05:30,25000.3,24936.37,ABOVE_SMA,25000,CE,NIFTY_25000_CE_12_JUN_25.csv,2025-06-06T15:29:00+05:30,178.0,2025-06-09T09:16:00+05:30,223.75,11375.00,50.00,11325.00,
2025-06-09,TRADED,,2025-06-12,2025-06-10,2025-06-09T15:15:00+05:30,25103.1,25110.09,BELOW_SMA,25100,PE,NIFTY_25100_PE_12_JUN_25.csv,2025-06-09T15:29:00+05:30,129.9,2025-06-10T09:16:00+05:30,101.65,-7865.00,50.00,-7915.00,
2025-06-10,TRADED,,2025-06-12,2025-06-11,2025-06-10T15:15:00+05:30,25091.5,25124.96,BELOW_SMA,25100,PE,NIFTY_25100_PE_12_JUN_25.csv,2025-06-10T15:29:00+05:30,98.55,2025-06-11T09:16:00+05:30,84.25,-4238.00,50.00,-4288.00,
2025-06-11,TRADED,,2025-06-12,2025-06-12,2025-06-11T15:15:00+05:30,25126.8,25165.44,BELOW_SMA,25150,PE,NIFTY_25150_PE_12_JUN_25.csv,2025-06-11T15:29:00+05:30,89.6,2025-06-12T09:16:00+05:30,78.5,-3406.00,50.00,-3456.00,
2025-06-12,TRADED,,2025-06-19,2025-06-13,2025-06-12T15:15:00+05:30,24856.0,25004.30,BELOW_SMA,24850,PE,NIFTY_24850_PE_19_JUN_25.csv,2025-06-12T15:29:00+05:30,168.65,2025-06-13T09:16:00+05:30,378.4,54015.00,50.00,53965.00,
2025-06-13,TRADED,,2025-06-19,2025-06-16,2025-06-13T15:15:00+05:30,24735.55,24683.42,ABOVE_SMA,24750,CE,NIFTY_24750_CE_19_JUN_25.csv,2025-06-13T15:29:00+05:30,155.15,2025-06-16T09:16:00+05:30,160.2,793.00,50.00,743.00,
2025-06-16,TRADED,,2025-06-19,2025-06-17,2025-06-16T15:15:00+05:30,24940.95,24892.89,ABOVE_SMA,24950,CE,NIFTY_24950_CE_19_JUN_25.csv,2025-06-16T15:29:00+05:30,140.2,2025-06-17T09:16:00+05:30,112.85,-7631.00,50.00,-7681.00,
2025-06-17,TRADED,,2025-06-19,2025-06-18,2025-06-17T15:15:00+05:30,24841.5,24862.50,BELOW_SMA,24850,PE,NIFTY_24850_PE_19_JUN_25.csv,2025-06-17T15:29:00+05:30,117.95,2025-06-18T09:16:00+05:30,120.95,260.00,50.00,210.00,
2025-06-18,TRADED,,2025-06-19,2025-06-19,2025-06-18T15:15:00+05:30,24798.75,24823.27,BELOW_SMA,24800,PE,NIFTY_24800_PE_19_JUN_25.csv,2025-06-18T15:29:00+05:30,83.95,2025-06-19T09:16:00+05:30,70.25,-4082.00,50.00,-4132.00,
2025-06-19,TRADED,,2025-06-26,2025-06-20,2025-06-19T15:15:00+05:30,24744.7,24807.67,BELOW_SMA,24750,PE,NIFTY_24750_PE_26_JUN_25.csv,2025-06-19T15:29:00+05:30,179.9,2025-06-20T09:16:00+05:30,117.0,-16874.00,50.00,-16924.00,
2025-06-20,TRADED,,2025-06-26,2025-06-23,2025-06-20T15:15:00+05:30,25079.75,25007.03,ABOVE_SMA,25100,CE,NIFTY_25100_CE_26_JUN_25.csv,2025-06-20T15:29:00+05:30,154.45,2025-06-23T09:16:00+05:30,92.75,-16562.00,50.00,-16612.00,
2025-06-23,TRADED,,2025-06-26,2025-06-24,2025-06-23T15:15:00+05:30,24958.9,24950.38,ABOVE_SMA,24950,CE,NIFTY_24950_CE_26_JUN_25.csv,2025-06-23T15:29:00+05:30,152.65,2025-06-24T09:16:00+05:30,326.8,44759.00,50.00,44709.00,
2025-06-24,TRADED,,2025-06-26,2025-06-25,2025-06-24T15:15:00+05:30,25071.55,25173.15,BELOW_SMA,25050,PE,NIFTY_25050_PE_26_JUN_25.csv,2025-06-24T15:29:00+05:30,85.75,2025-06-25T09:16:00+05:30,51.3,-9477.00,50.00,-9527.00,
2025-06-25,TRADED,,2025-06-26,2025-06-26,2025-06-25T15:15:00+05:30,25236.35,25217.90,ABOVE_SMA,25250,CE,NIFTY_25250_CE_26_JUN_25.csv,2025-06-25T15:29:00+05:30,63.9,2025-06-26T09:16:00+05:30,77.45,3003.00,50.00,2953.00,
2025-06-26,TRADED,,2025-07-03,2025-06-27,2025-06-26T15:15:00+05:30,25530.4,25411.44,ABOVE_SMA,25550,CE,NIFTY_25550_CE_03_JUL_25.csv,2025-06-26T15:29:00+05:30,158.3,2025-06-27T09:16:00+05:30,214.55,14105.00,50.00,14055.00,
2025-06-27,TRADED,,2025-07-03,2025-06-30,2025-06-27T15:15:00+05:30,25632.45,25605.94,ABOVE_SMA,25650,CE,NIFTY_25650_CE_03_JUL_25.csv,2025-06-27T15:29:00+05:30,141.3,2025-06-30T09:16:00+05:30,135.6,-2002.00,50.00,-2052.00,
2025-06-30,TRADED,,2025-07-03,2025-07-01,2025-06-30T15:15:00+05:30,25507.45,25540.81,BELOW_SMA,25500,PE,NIFTY_25500_PE_03_JUL_25.csv,2025-06-30T15:29:00+05:30,107.85,2025-07-01T09:16:00+05:30,113.55,962.00,50.00,912.00,
2025-07-01,TRADED,,2025-07-03,2025-07-02,2025-07-01T15:15:00+05:30,25533.0,25537.07,BELOW_SMA,25550,PE,NIFTY_25550_PE_03_JUL_25.csv,2025-07-01T15:29:00+05:30,84.95,2025-07-02T09:16:00+05:30,65.0,-5707.00,50.00,-5757.00,
2025-07-02,TRADED,,2025-07-03,2025-07-03,2025-07-02T15:15:00+05:30,25442.85,25472.09,BELOW_SMA,25450,PE,NIFTY_25450_PE_03_JUL_25.csv,2025-07-02T15:29:00+05:30,63.65,2025-07-03T09:16:00+05:30,44.6,-5473.00,50.00,-5523.00,
2025-07-03,TRADED,,2025-07-10,2025-07-04,2025-07-03T15:15:00+05:30,25397.4,25498.29,BELOW_SMA,25400,PE,NIFTY_25400_PE_10_JUL_25.csv,2025-07-03T15:29:00+05:30,138.55,2025-07-04T09:16:00+05:30,136.15,-1144.00,50.00,-1194.00,
2025-07-04,TRADED,,2025-07-10,2025-07-07,2025-07-04T15:15:00+05:30,25467.8,25397.62,ABOVE_SMA,25450,CE,NIFTY_25450_CE_10_JUL_25.csv,2025-07-04T15:29:00+05:30,147.75,2025-07-07T09:16:00+05:30,110.95,-10088.00,50.00,-10138.00,
2025-07-07,TRADED,,2025-07-10,2025-07-08,2025-07-07T15:15:00+05:30,25454.95,25447.43,ABOVE_SMA,25450,CE,NIFTY_25450_CE_10_JUL_25.csv,2025-07-07T15:29:00+05:30,125.8,2025-07-08T09:16:00+05:30,111.6,-4212.00,50.00,-4262.00,
2025-07-08,TRADED,,2025-07-10,2025-07-09,2025-07-08T15:15:00+05:30,25523.1,25465.27,ABOVE_SMA,25500,CE,NIFTY_25500_CE_10_JUL_25.csv,2025-07-08T15:29:00+05:30,114.55,2025-07-09T09:16:00+05:30,87.65,-7514.00,50.00,-7564.00,
2025-07-09,TRADED,,2025-07-10,2025-07-10,2025-07-09T15:15:00+05:30,25464.65,25514.59,BELOW_SMA,25450,PE,NIFTY_25450_PE_10_JUL_25.csv,2025-07-09T15:29:00+05:30,43.25,2025-07-10T09:16:00+05:30,33.65,-3016.00,50.00,-3066.00,
2025-07-10,TRADED,,2025-07-17,2025-07-11,2025-07-10T15:15:00+05:30,25348.15,25393.26,BELOW_SMA,25350,PE,NIFTY_25350_PE_17_JUL_25.csv,2025-07-10T15:29:00+05:30,122.0,2025-07-11T09:16:00+05:30,165.45,10777.00,50.00,10727.00,
2025-07-11,TRADED,,2025-07-17,2025-07-14,2025-07-11T15:15:00+05:30,25140.55,25188.27,BELOW_SMA,25150,PE,NIFTY_25150_PE_17_JUL_25.csv,2025-07-11T15:29:00+05:30,109.15,2025-07-14T09:16:00+05:30,123.75,3276.00,50.00,3226.00,
2025-07-14,TRADED,,2025-07-17,2025-07-15,2025-07-14T15:15:00+05:30,25087.1,25064.73,ABOVE_SMA,25100,CE,NIFTY_25100_CE_17_JUL_25.csv,2025-07-14T15:29:00+05:30,116.05,2025-07-15T09:16:00+05:30,131.4,3471.00,50.00,3421.00,
2025-07-15,TRADED,,2025-07-17,2025-07-16,2025-07-15T15:15:00+05:30,25219.65,25182.01,ABOVE_SMA,25200,CE,NIFTY_25200_CE_17_JUL_25.csv,2025-07-15T15:29:00+05:30,94.3,2025-07-16T09:16:00+05:30,55.5,-10608.00,50.00,-10658.00,
2025-07-16,TRADED,,2025-07-17,2025-07-17,2025-07-16T15:15:00+05:30,25198.55,25184.42,ABOVE_SMA,25200,CE,NIFTY_25200_CE_17_JUL_25.csv,2025-07-16T15:29:00+05:30,58.75,2025-07-17T09:16:00+05:30,55.2,-1443.00,50.00,-1493.00,
2025-07-17,TRADED,,2025-07-24,2025-07-18,2025-07-17T15:15:00+05:30,25109.5,25166.27,BELOW_SMA,25100,PE,NIFTY_25100_PE_24_JUL_25.csv,2025-07-17T15:29:00+05:30,108.95,2025-07-18T09:16:00+05:30,106.0,-1287.00,50.00,-1337.00,
2025-07-18,TRADED,,2025-07-24,2025-07-21,2025-07-18T15:15:00+05:30,24967.45,24968.53,BELOW_SMA,24950,PE,NIFTY_24950_PE_24_JUL_25.csv,2025-07-18T15:29:00+05:30,97.4,2025-07-21T09:16:00+05:30,100.45,273.00,50.00,223.00,
2025-07-21,TRADED,,2025-07-24,2025-07-22,2025-07-21T15:15:00+05:30,25093.3,25035.60,ABOVE_SMA,25100,CE,NIFTY_25100_CE_24_JUL_25.csv,2025-07-21T15:29:00+05:30,97.9,2025-07-22T09:16:00+05:30,122.85,5967.00,50.00,5917.00,
2025-07-22,TRADED,,2025-07-24,2025-07-23,2025-07-22T15:15:00+05:30,25064.9,25086.08,BELOW_SMA,25050,PE,NIFTY_25050_PE_24_JUL_25.csv,2025-07-22T15:29:00+05:30,55.15,2025-07-23T09:16:00+05:30,28.95,-7332.00,50.00,-7382.00,
2025-07-23,TRADED,,2025-07-24,2025-07-24,2025-07-23T15:15:00+05:30,25209.2,25156.61,ABOVE_SMA,25200,CE,NIFTY_25200_CE_24_JUL_25.csv,2025-07-23T15:29:00+05:30,62.35,2025-07-24T09:16:00+05:30,52.45,-3094.00,50.00,-3144.00,
2025-07-24,TRADED,,2025-07-31,2025-07-25,2025-07-24T15:15:00+05:30,25051.9,25103.21,BELOW_SMA,25050,PE,NIFTY_25050_PE_31_JUL_25.csv,2025-07-24T15:29:00+05:30,107.6,2025-07-25T09:16:00+05:30,165.65,14573.00,50.00,14523.00,
2025-07-25,TRADED,,2025-07-31,2025-07-28,2025-07-25T15:15:00+05:30,24832.2,24867.58,BELOW_SMA,24850,PE,NIFTY_24850_PE_31_JUL_25.csv,2025-07-25T15:29:00+05:30,120.05,2025-07-28T09:16:00+05:30,163.75,10842.00,50.00,10792.00,
2025-07-28,TRADED,,2025-07-31,2025-07-29,2025-07-28T15:15:00+05:30,24673.95,24756.14,BELOW_SMA,24650,PE,NIFTY_24650_PE_31_JUL_25.csv,2025-07-28T15:29:00+05:30,78.0,2025-07-29T09:16:00+05:30,96.35,4251.00,50.00,4201.00,
2025-07-29,TRADED,,2025-07-31,2025-07-30,2025-07-29T15:15:00+05:30,24830.4,24721.43,ABOVE_SMA,24850,CE,NIFTY_24850_CE_31_JUL_25.csv,2025-07-29T15:29:00+05:30,75.1,2025-07-30T09:16:00+05:30,60.1,-4420.00,50.00,-4470.00,
2025-07-30,TRADED,,2025-07-31,2025-07-31,2025-07-30T15:15:00+05:30,24844.55,24853.34,BELOW_SMA,24850,PE,NIFTY_24850_PE_31_JUL_25.csv,2025-07-30T15:29:00+05:30,51.85,2025-07-31T09:16:00+05:30,179.4,32643.00,50.00,32593.00,
2025-07-31,TRADED,,2025-08-07,2025-08-01,2025-07-31T15:15:00+05:30,24765.6,24804.71,BELOW_SMA,24750,PE,NIFTY_24750_PE_07_AUG_25.csv,2025-07-31T15:29:00+05:30,132.45,2025-08-01T09:16:00+05:30,164.15,7722.00,50.00,7672.00,
2025-08-01,TRADED,,2025-08-07,2025-08-04,2025-08-01T15:15:00+05:30,24572.15,24668.28,BELOW_SMA,24550,PE,NIFTY_24550_PE_07_AUG_25.csv,2025-08-01T15:29:00+05:30,145.0,2025-08-04T09:16:00+05:30,102.9,-11466.00,50.00,-11516.00,
2025-08-04,TRADED,,2025-08-07,2025-08-05,2025-08-04T15:15:00+05:30,24726.9,24677.03,ABOVE_SMA,24750,CE,NIFTY_24750_CE_07_AUG_25.csv,2025-08-04T15:29:00+05:30,108.3,2025-08-05T09:16:00+05:30,89.9,-5304.00,50.00,-5354.00,
2025-08-05,TRADED,,2025-08-07,2025-08-06,2025-08-05T15:15:00+05:30,24649.5,24631.21,ABOVE_SMA,24650,CE,NIFTY_24650_CE_07_AUG_25.csv,2025-08-05T15:29:00+05:30,93.55,2025-08-06T09:16:00+05:30,82.2,-3471.00,50.00,-3521.00,
2025-08-06,TRADED,,2025-08-07,2025-08-07,2025-08-06T15:15:00+05:30,24569.6,24591.81,BELOW_SMA,24550,PE,NIFTY_24550_PE_07_AUG_25.csv,2025-08-06T15:29:00+05:30,61.1,2025-08-07T09:16:00+05:30,80.15,4433.00,50.00,4383.00,
2025-08-07,TRADED,,2025-08-14,2025-08-08,2025-08-07T15:15:00+05:30,24626.65,24457.54,ABOVE_SMA,24650,CE,NIFTY_24650_CE_14_AUG_25.csv,2025-08-07T15:29:00+05:30,145.2,2025-08-08T09:16:00+05:30,105.65,-10803.00,50.00,-10853.00,
2025-08-08,TRADED,,2025-08-14,2025-08-11,2025-08-08T15:15:00+05:30,24350.85,24433.97,BELOW_SMA,24350,PE,NIFTY_24350_PE_14_AUG_25.csv,2025-08-08T15:29:00+05:30,112.95,2025-08-11T09:16:00+05:30,109.8,-1339.00,50.00,-1389.00,
2025-08-11,TRADED,,2025-08-14,2025-08-12,2025-08-11T15:15:00+05:30,24562.15,24474.58,ABOVE_SMA,24550,CE,NIFTY_24550_CE_14_AUG_25.csv,2025-08-11T15:29:00+05:30,107.5,2025-08-12T09:16:00+05:30,101.3,-2132.00,50.00,-2182.00,
2025-08-12,TRADED,,2025-08-14,2025-08-13,2025-08-12T15:15:00+05:30,24485.85,24576.88,BELOW_SMA,24500,PE,NIFTY_24500_PE_14_AUG_25.csv,2025-08-12T15:29:00+05:30,76.0,2025-08-13T09:16:00+05:30,35.45,-11063.00,50.00,-11113.00,
2025-08-13,TRADED,,2025-08-14,2025-08-14,2025-08-13T15:15:00+05:30,24630.4,24603.25,ABOVE_SMA,24650,CE,NIFTY_24650_CE_14_AUG_25.csv,2025-08-13T15:29:00+05:30,54.3,2025-08-14T09:16:00+05:30,50.6,-1482.00,50.00,-1532.00,
2025-08-14,TRADED,,2025-08-21,2025-08-18,2025-08-14T15:15:00+05:30,24616.05,24639.56,BELOW_SMA,24600,PE,NIFTY_24600_PE_21_AUG_25.csv,2025-08-14T15:29:00+05:30,119.0,2025-08-18T09:16:00+05:30,28.7,-23998.00,50.00,-24048.00,
2025-08-18,TRADED,,2025-08-21,2025-08-19,2025-08-18T15:15:00+05:30,24884.05,24937.15,BELOW_SMA,24900,PE,NIFTY_24900_PE_21_AUG_25.csv,2025-08-18T15:29:00+05:30,86.45,2025-08-19T09:16:00+05:30,92.75,1118.00,50.00,1068.00,
2025-08-19,TRADED,,2025-08-21,2025-08-20,2025-08-19T15:15:00+05:30,24989.7,24953.05,ABOVE_SMA,25000,CE,NIFTY_25000_CE_21_AUG_25.csv,2025-08-19T15:29:00+05:30,78.0,2025-08-20T09:16:00+05:30,52.25,-7215.00,50.00,-7265.00,
2025-08-20,TRADED,,2025-08-21,2025-08-21,2025-08-20T15:15:00+05:30,25047.15,25030.09,ABOVE_SMA,25050,CE,NIFTY_25050_CE_21_AUG_25.csv,2025-08-20T15:29:00+05:30,50.9,2025-08-21T09:16:00+05:30,65.8,3354.00,50.00,3304.00,
2025-08-21,TRADED,,2025-08-28,2025-08-22,2025-08-21T15:15:00+05:30,25076.95,25108.29,BELOW_SMA,25100,PE,NIFTY_25100_PE_28_AUG_25.csv,2025-08-21T15:29:00+05:30,111.3,2025-08-22T09:16:00+05:30,134.4,5486.00,50.00,5436.00,
2025-08-22,TRADED,,2025-08-28,2025-08-25,2025-08-22T15:15:00+05:30,24869.45,24925.55,BELOW_SMA,24850,PE,NIFTY_24850_PE_28_AUG_25.csv,2025-08-22T15:29:00+05:30,93.15,2025-08-25T09:16:00+05:30,59.3,-9321.00,50.00,-9371.00,
2025-08-25,TRADED,,2025-08-28,2025-08-26,2025-08-25T15:15:00+05:30,24978.55,24966.02,ABOVE_SMA,25000,CE,NIFTY_25000_CE_28_AUG_25.csv,2025-08-25T15:29:00+05:30,75.7,2025-08-26T09:16:00+05:30,33.6,-11466.00,50.00,-11516.00,
2025-08-26,TRADED,,2025-08-28,2025-08-28,2025-08-26T15:15:00+05:30,24710.7,24786.84,BELOW_SMA,24700,PE,NIFTY_24700_PE_28_AUG_25.csv,2025-08-26T15:29:00+05:30,57.55,2025-08-28T09:16:00+05:30,125.45,17134.00,50.00,17084.00,
2025-08-28,TRADED,,2025-09-02,2025-08-29,2025-08-28T15:15:00+05:30,24533.1,24580.83,BELOW_SMA,24550,PE,NIFTY_24550_PE_02_SEP_25.csv,2025-08-28T15:29:00+05:30,109.95,2025-08-29T09:16:00+05:30,96.35,-4056.00,50.00,-4106.00,
2025-08-29,TRADED,,2025-09-02,2025-09-01,2025-08-29T15:15:00+05:30,24433.65,24509.28,BELOW_SMA,24450,PE,NIFTY_24450_PE_02_SEP_25.csv,2025-08-29T15:29:00+05:30,73.55,2025-09-01T09:16:00+05:30,38.0,-9763.00,50.00,-9813.00,
2025-09-01,TRADED,,2025-09-02,2025-09-02,2025-09-01T15:15:00+05:30,24624.3,24569.60,ABOVE_SMA,24600,CE,NIFTY_24600_CE_02_SEP_25.csv,2025-09-01T15:29:00+05:30,74.65,2025-09-02T09:16:00+05:30,99.35,5902.00,50.00,5852.00,
2025-09-02,TRADED,,2025-09-09,2025-09-03,2025-09-02T15:15:00+05:30,24575.0,24677.96,BELOW_SMA,24600,PE,NIFTY_24600_PE_09_SEP_25.csv,2025-09-02T15:29:00+05:30,128.7,2025-09-03T09:16:00+05:30,126.25,-1157.00,50.00,-1207.00,
2025-09-03,TRADED,,2025-09-09,2025-09-04,2025-09-03T15:15:00+05:30,24713.6,24620.43,ABOVE_SMA,24700,CE,NIFTY_24700_CE_09_SEP_25.csv,2025-09-03T15:29:00+05:30,130.4,2025-09-04T09:16:00+05:30,236.85,27157.00,50.00,27107.00,
2025-09-04,TRADED,,2025-09-09,2025-09-05,2025-09-04T15:15:00+05:30,24739.8,24807.21,BELOW_SMA,24750,PE,NIFTY_24750_PE_09_SEP_25.csv,2025-09-04T15:29:00+05:30,95.8,2025-09-05T09:16:00+05:30,55.45,-11011.00,50.00,-11061.00,
2025-09-05,TRADED,,2025-09-09,2025-09-08,2025-09-05T15:15:00+05:30,24743.95,24709.83,ABOVE_SMA,24750,CE,NIFTY_24750_CE_09_SEP_25.csv,2025-09-05T15:29:00+05:30,92.85,2025-09-08T09:16:00+05:30,108.8,3627.00,50.00,3577.00,
2025-09-08,TRADED,,2025-09-09,2025-09-09,2025-09-08T15:15:00+05:30,24791.2,24825.36,BELOW_SMA,24800,PE,NIFTY_24800_PE_09_SEP_25.csv,2025-09-08T15:29:00+05:30,44.65,2025-09-09T09:16:00+05:30,24.7,-5707.00,50.00,-5757.00,
2025-09-09,TRADED,,2025-09-16,2025-09-10,2025-09-09T15:15:00+05:30,24878.8,24850.16,ABOVE_SMA,24900,CE,NIFTY_24900_CE_16_SEP_25.csv,2025-09-09T15:29:00+05:30,126.7,2025-09-10T09:16:00+05:30,165.6,9594.00,50.00,9544.00,
2025-09-10,TRADED,,2025-09-16,2025-09-11,2025-09-10T15:15:00+05:30,24977.55,24981.44,BELOW_SMA,25000,PE,NIFTY_25000_PE_16_SEP_25.csv,2025-09-10T15:29:00+05:30,96.5,2025-09-11T09:16:00+05:30,102.45,1027.00,50.00,977.00,
2025-09-11,TRADED,,2025-09-16,2025-09-12,2025-09-11T15:15:00+05:30,25008.1,24994.45,ABOVE_SMA,25000,CE,NIFTY_25000_CE_16_SEP_25.csv,2025-09-11T15:29:00+05:30,121.0,2025-09-12T09:16:00+05:30,142.0,4940.00,50.00,4890.00,
2025-09-12,TRADED,,2025-09-16,2025-09-15,2025-09-12T15:15:00+05:30,25107.7,25102.96,ABOVE_SMA,25100,CE,NIFTY_25100_CE_16_SEP_25.csv,2025-09-12T15:29:00+05:30,92.85,2025-09-15T09:16:00+05:30,70.9,-6227.00,50.00,-6277.00,
2025-09-15,TRADED,,2025-09-16,2025-09-16,2025-09-15T15:15:00+05:30,25069.7,25088.68,BELOW_SMA,25050,PE,NIFTY_25050_PE_16_SEP_25.csv,2025-09-15T15:29:00+05:30,28.1,2025-09-16T09:16:00+05:30,23.15,-1807.00,50.00,-1857.00,
2025-09-16,TRADED,,2025-09-23,2025-09-17,2025-09-16T15:15:00+05:30,25254.45,25179.79,ABOVE_SMA,25250,CE,NIFTY_25250_CE_23_SEP_25.csv,2025-09-16T15:29:00+05:30,160.0,2025-09-17T09:16:00+05:30,179.7,4602.00,50.00,4552.00,
2025-09-17,TRADED,,2025-09-23,2025-09-18,2025-09-17T15:15:00+05:30,25330.15,25323.42,ABOVE_SMA,25350,CE,NIFTY_25350_CE_23_SEP_25.csv,2025-09-17T15:29:00+05:30,126.75,2025-09-18T09:16:00+05:30,154.35,6656.00,50.00,6606.00,
2025-09-18,TRADED,,2025-09-23,2025-09-19,2025-09-18T15:15:00+05:30,25420.75,25400.86,ABOVE_SMA,25400,CE,NIFTY_25400_CE_23_SEP_25.csv,2025-09-18T15:29:00+05:30,122.0,2025-09-19T09:16:00+05:30,79.45,-11583.00,50.00,-11633.00,
2025-09-19,TRADED,,2025-09-23,2025-09-22,2025-09-19T15:15:00+05:30,25352.5,25326.67,ABOVE_SMA,25350,CE,NIFTY_25350_CE_23_SEP_25.csv,2025-09-19T15:29:00+05:30,82.2,2025-09-22T09:16:00+05:30,30.5,-13962.00,50.00,-14012.00,
2025-09-22,TRADED,,2025-09-23,2025-09-23,2025-09-22T15:15:00+05:30,25200.2,25276.56,BELOW_SMA,25200,PE,NIFTY_25200_PE_23_SEP_25.csv,2025-09-22T15:29:00+05:30,35.7,2025-09-23T09:16:00+05:30,24.65,-3393.00,50.00,-3443.00,
2025-09-23,TRADED,,2025-09-30,2025-09-24,2025-09-23T15:15:00+05:30,25185.8,25164.55,ABOVE_SMA,25200,CE,NIFTY_25200_CE_30_SEP_25.csv,2025-09-23T15:29:00+05:30,151.0,2025-09-24T09:16:00+05:30,92.25,-15795.00,50.00,-15845.00,
2025-09-24,TRADED,,2025-09-30,2025-09-25,2025-09-24T15:15:00+05:30,25060.9,25086.07,BELOW_SMA,25050,PE,NIFTY_25050_PE_30_SEP_25.csv,2025-09-24T15:29:00+05:30,76.45,2025-09-25T09:16:00+05:30,98.8,5291.00,50.00,5241.00,
