entry_expiry,entry_date,status,skip_reason,target_expiry,spot_entry_timestamp,spot_entry_open,atm_strike,sell_ce_strike,sell_ce_entry_timestamp,sell_ce_entry_open,sell_ce_exit_timestamp,sell_ce_exit_open,sell_pe_strike,sell_pe_entry_timestamp,sell_pe_entry_open,sell_pe_exit_timestamp,sell_pe_exit_open,buy_ce_strike,buy_ce_entry_timestamp,buy_ce_entry_open,buy_ce_exit_timestamp,buy_ce_exit_open,buy_pe_strike,buy_pe_entry_timestamp,buy_pe_entry_open,buy_pe_exit_timestamp,buy_pe_exit_open,lot_size,net_entry_credit_points,gross_pnl,brokerage,net_pnl,remarks
2023-05-25,2023-05-26,TRADED,,2023-06-01,2023-05-26T09:15:00+05:30,18368.3,18350,18600,2023-05-26T09:15:00+05:30,19.8,2023-06-01T15:15:00+05:30,0.15,18100,2023-05-26T09:15:00+05:30,21.0,2023-06-01T15:15:00+05:30,0.05,18800,2023-05-26T09:15:00+05:30,2.75,2023-06-01T15:15:00+05:30,0.05,17900,2023-05-26T09:15:00+05:30,7.45,2023-06-01T15:15:00+05:30,0.05,50,30.60,1125.00,200.00,925.00,
2023-06-01,2023-06-02,TRADED,,2023-06-08,2023-06-02T09:15:00+05:30,18550.8,18550,18800,2023-06-02T09:15:00+05:30,21.0,2023-06-08T15:15:00+05:30,0.15,18300,2023-06-02T09:15:00+05:30,23.8,2023-06-08T15:15:00+05:30,0.05,19000,2023-06-02T09:15:00+05:30,4.2,2023-06-08T15:15:00+05:30,0.05,18100,2023-06-02T09:15:00+05:30,6.95,2023-06-08T15:15:00+05:30,0.1,50,33.65,1280.00,200.00,1080.00,
2023-06-08,2023-06-09,TRADED,,2023-06-15,2023-06-09T09:15:00+05:30,18655.9,18650,18900,2023-06-09T09:15:00+05:30,19.45,2023-06-15T15:15:00+05:30,0.15,18400,2023-06-09T09:15:00+05:30,15.95,2023-06-15T15:15:00+05:30,0.05,19100,2023-06-09T09:15:00+05:30,3.25,2023-06-15T15:15:00+05:30,0.1,18200,2023-06-09T09:15:00+05:30,5.95,2023-06-15T15:15:00+05:30,0.05,50,26.20,907.50,200.00,707.50,
2023-06-15,2023-06-16,TRADED,,2023-06-22,2023-06-16T09:15:00+05:30,18723.3,18700,18950,2023-06-16T09:15:00+05:30,11.95,2023-06-22T15:15:00+05:30,0.05,18450,2023-06-16T09:15:00+05:30,17.6,2023-06-22T15:15:00+05:30,0.05,19150,2023-06-16T09:15:00+05:30,3.15,2023-06-22T15:15:00+05:30,0.1,18250,2023-06-16T09:15:00+05:30,4.7,2023-06-22T15:15:00+05:30,0.05,50,21.70,687.50,200.00,487.50,
2023-06-22,2023-06-23,SKIPPED,missing_candle_at_timestamp,2023-06-28,2023-06-23T09:15:00+05:30,18741.8,18750,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,NIFTY_19000_CE_28_JUN_23.csv entry@2023-06-23T09:15:00+05:30; NIFTY_18500_PE_28_JUN_23.csv entry@2023-06-23T09:15:00+05:30; NIFTY_19200_CE_28_JUN_23.csv entry@2023-06-23T09:15:00+05:30; NIFTY_18300_PE_28_JUN_23.csv entry@2023-06-23T09:15:00+05:30
2023-06-28,2023-06-30,SKIPPED,no_trading_day_between_expiries,2023-06-29,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,No spot trading day found strictly between 2023-06-28 and 2023-06-29.
2023-06-29,2023-06-30,TRADED,,2023-07-06,2023-06-30T09:15:00+05:30,19076.8,19100,19350,2023-06-30T09:15:00+05:30,9.55,2023-07-06T15:15:00+05:30,153.8,18850,2023-06-30T09:15:00+05:30,32.0,2023-07-06T15:15:00+05:30,0.05,19550,2023-06-30T09:15:00+05:30,1.75,2023-07-06T15:15:00+05:30,0.1,18650,2023-06-30T09:15:00+05:30,11.95,2023-07-06T15:15:00+05:30,0.05,50,27.85,-6692.50,200.00,-6892.50,
2023-07-06,2023-07-07,TRADED,,2023-07-13,2023-07-07T09:15:00+05:30,19422.8,19400,19650,2023-07-07T09:15:00+05:30,29.75,2023-07-13T15:15:00+05:30,0.05,19150,2023-07-07T09:15:00+05:30,22.25,2023-07-13T15:15:00+05:30,0.05,19850,2023-07-07T09:15:00+05:30,7.3,2023-07-13T15:15:00+05:30,0.05,18950,2023-07-07T09:15:00+05:30,7.7,2023-07-13T15:15:00+05:30,0.05,50,37.00,1450.00,200.00,1250.00,
2023-07-13,2023-07-14,TRADED,,2023-07-20,2023-07-14T09:15:00+05:30,19493.4,19500,19750,2023-07-14T09:15:00+05:30,14.2,2023-07-20T15:15:00+05:30,233.65,19250,2023-07-14T09:15:00+05:30,19.0,2023-07-20T15:15:00+05:30,0.1,19950,2023-07-14T09:15:00+05:30,5.15,2023-07-20T15:15:00+05:30,33.4,19050,2023-07-14T09:15:00+05:30,8.7,2023-07-20T15:15:00+05:30,0.05,50,19.35,-9447.50,200.00,-9647.50,
2023-07-20,2023-07-21,TRADED,,2023-07-27,2023-07-21T09:15:00+05:30,19800.4,19800,20050,2023-07-21T09:15:00+05:30,40.0,2023-07-27T15:15:00+05:30,0.05,19550,2023-07-21T09:15:00+05:30,28.35,2023-07-27T15:15:00+05:30,0.05,20250,2023-07-21T09:15:00+05:30,13.75,2023-07-27T15:15:00+05:30,0.15,19350,2023-07-21T09:15:00+05:30,16.0,2023-07-27T15:15:00+05:30,0.05,50,38.60,1535.00,200.00,1335.00,
2023-07-27,2023-07-28,TRADED,,2023-08-03,2023-07-28T09:15:00+05:30,19659.8,19650,19900,2023-07-28T09:15:00+05:30,40.9,2023-08-03T15:15:00+05:30,0.1,19400,2023-07-28T09:15:00+05:30,25.2,2023-08-03T15:15:00+05:30,22.9,20100,2023-07-28T09:15:00+05:30,10.45,2023-08-03T15:15:00+05:30,0.05,19200,2023-07-28T09:15:00+05:30,7.45,2023-08-03T15:15:00+05:30,0.05,50,48.20,865.00,200.00,665.00,
2023-08-03,2023-08-04,TRADED,,2023-08-10,2023-08-04T09:15:00+05:30,19462.8,19450,19700,2023-08-04T09:15:00+05:30,24.85,2023-08-10T15:15:00+05:30,0.1,19200,2023-08-04T09:15:00+05:30,28.2,2023-08-10T15:15:00+05:30,0.05,19900,2023-08-04T09:15:00+05:30,7.85,2023-08-10T15:15:00+05:30,0.1,19000,2023-08-04T09:15:00+05:30,9.0,2023-08-10T15:15:00+05:30,0.1,50,36.20,1412.50,200.00,1212.50,
2023-08-10,2023-08-11,TRADED,,2023-08-17,2023-08-11T09:15:00+05:30,19554.2,19550,19800,2023-08-11T09:15:00+05:30,16.95,2023-08-17T15:15:00+05:30,0.05,19300,2023-08-11T09:15:00+05:30,23.15,2023-08-17T15:15:00+05:30,0.1,20000,2023-08-11T09:15:00+05:30,3.6,2023-08-17T15:15:00+05:30,0.05,19100,2023-08-11T09:15:00+05:30,6.7,2023-08-17T15:15:00+05:30,0.05,50,29.80,1087.50,200.00,887.50,
2023-08-17,2023-08-18,TRADED,,2023-08-24,2023-08-18T09:15:00+05:30,19301.8,19300,19550,2023-08-18T09:15:00+05:30,21.15,2023-08-24T15:15:00+05:30,0.1,19050,2023-08-18T09:15:00+05:30,18.55,2023-08-24T15:15:00+05:30,0.05,19750,2023-08-18T09:15:00+05:30,5.05,2023-08-24T15:15:00+05:30,0.1,18850,2023-08-18T09:15:00+05:30,11.95,2023-08-24T15:15:00+05:30,0.05,50,22.70,735.00,200.00,535.00,
2023-08-24,2023-08-25,TRADED,,2023-08-31,2023-08-25T09:15:00+05:30,19297.4,19300,19550,2023-08-25T09:15:00+05:30,18.75,2023-08-31T15:15:00+05:30,0.05,19050,2023-08-25T09:15:00+05:30,25.3,2023-08-31T15:15:00+05:30,0.1,19750,2023-08-25T09:15:00+05:30,6.15,2023-08-31T15:15:00+05:30,0.05,18850,2023-08-25T09:15:00+05:30,8.35,2023-08-31T15:15:00+05:30,0.1,50,29.55,1077.50,200.00,877.50,
2023-08-31,2023-09-01,TRADED,,2023-09-07,2023-09-01T09:15:00+05:30,19258.2,19250,19500,2023-09-01T09:15:00+05:30,36.85,2023-09-07T15:15:00+05:30,222.35,19000,2023-09-01T09:15:00+05:30,16.0,2023-09-07T15:15:00+05:30,0.05,19700,2023-09-01T09:15:00+05:30,6.55,2023-09-07T15:15:00+05:30,22.75,18800,2023-09-01T09:15:00+05:30,7.0,2023-09-07T15:15:00+05:30,0.05,50,39.30,-8415.00,200.00,-8615.00,
2023-09-07,2023-09-08,TRADED,,2023-09-14,2023-09-08T09:15:00+05:30,19774.8,19750,20000,2023-09-08T09:15:00+05:30,14.8,2023-09-14T15:15:00+05:30,99.1,19500,2023-09-08T09:15:00+05:30,18.65,2023-09-14T15:15:00+05:30,0.1,20200,2023-09-08T09:15:00+05:30,3.1,2023-09-14T15:15:00+05:30,0.1,19300,2023-09-08T09:15:00+05:30,6.95,2023-09-14T15:15:00+05:30,0.05,50,23.40,-4182.50,200.00,-4382.50,
2023-09-14,2023-09-15,SKIPPED,missing_candle_at_timestamp,2023-09-21,2023-09-15T09:15:00+05:30,20156.4,20150,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,NIFTY_19700_PE_21_SEP_23.csv exit@2023-09-21T15:15:00+05:30
2023-09-21,2023-09-22,TRADED,,2023-09-28,2023-09-22T09:15:00+05:30,19744.8,19750,20000,2023-09-22T09:15:00+05:30,22.85,2023-09-28T15:15:00+05:30,0.05,19500,2023-09-22T09:15:00+05:30,29.0,2023-09-28T15:15:00+05:30,1.15,20200,2023-09-22T09:15:00+05:30,5.4,2023-09-28T15:15:00+05:30,0.05,19300,2023-09-22T09:15:00+05:30,10.95,2023-09-28T15:15:00+05:30,0.2,50,35.50,1327.50,200.00,1127.50,
2023-09-28,2023-09-29,TRADED,,2023-10-05,2023-09-29T09:15:00+05:30,19581.2,19600,19850,2023-09-29T09:15:00+05:30,29.0,2023-10-05T15:15:00+05:30,0.05,19350,2023-09-29T09:15:00+05:30,34.7,2023-10-05T15:15:00+05:30,0.05,20050,2023-09-29T09:15:00+05:30,8.2,2023-10-05T15:15:00+05:30,0.05,19150,2023-09-29T09:15:00+05:30,19.7,2023-10-05T15:15:00+05:30,0.05,50,35.80,1390.00,200.00,1190.00,
2023-10-05,2023-10-06,TRADED,,2023-10-12,2023-10-06T09:15:00+05:30,19621.2,19600,19850,2023-10-06T09:15:00+05:30,15.25,2023-10-12T15:15:00+05:30,0.1,19350,2023-10-06T09:15:00+05:30,22.15,2023-10-12T15:15:00+05:30,0.05,20050,2023-10-06T09:15:00+05:30,2.4,2023-10-12T15:15:00+05:30,0.05,19150,2023-10-06T09:15:00+05:30,8.0,2023-10-12T15:15:00+05:30,0.1,50,27.00,950.00,200.00,750.00,
2023-10-12,2023-10-13,TRADED,,2023-10-19,2023-10-13T09:15:00+05:30,19654.6,19650,19900,2023-10-13T09:15:00+05:30,30.95,2023-10-19T15:15:00+05:30,0.05,19400,2023-10-13T09:15:00+05:30,29.2,2023-10-19T15:15:00+05:30,0.05,20100,2023-10-13T09:15:00+05:30,8.1,2023-10-19T15:15:00+05:30,0.05,19200,2023-10-13T09:15:00+05:30,10.0,2023-10-19T15:15:00+05:30,0.05,50,42.05,1702.50,200.00,1502.50,
2023-10-19,2023-10-20,TRADED,,2023-10-26,2023-10-20T09:15:00+05:30,19542.2,19550,19800,2023-10-20T09:15:00+05:30,20.0,2023-10-26T15:15:00+05:30,0.1,19300,2023-10-20T09:15:00+05:30,31.25,2023-10-26T15:15:00+05:30,443.2,20000,2023-10-20T09:15:00+05:30,4.9,2023-10-26T15:15:00+05:30,0.05,19100,2023-10-20T09:15:00+05:30,9.2,2023-10-26T15:15:00+05:30,242.65,50,37.15,-8572.50,200.00,-8772.50,
2023-10-26,2023-10-27,TRADED,,2023-11-02,2023-10-27T09:15:00+05:30,18928.8,18950,19200,2023-10-27T09:15:00+05:30,31.4,2023-11-02T15:15:00+05:30,0.05,18700,2023-10-27T09:15:00+05:30,51.0,2023-11-02T15:15:00+05:30,0.05,19400,2023-10-27T09:15:00+05:30,9.2,2023-11-02T15:15:00+05:30,0.05,18500,2023-10-27T09:15:00+05:30,21.6,2023-11-02T15:15:00+05:30,0.05,50,51.60,2180.00,200.00,1980.00,
2023-11-02,2023-11-03,TRADED,,2023-11-09,2023-11-03T09:15:00+05:30,19241.0,19250,19500,2023-11-03T09:15:00+05:30,22.2,2023-11-09T15:15:00+05:30,0.1,19000,2023-11-03T09:15:00+05:30,20.95,2023-11-09T15:15:00+05:30,0.05,19700,2023-11-03T09:15:00+05:30,4.2,2023-11-09T15:15:00+05:30,0.1,18800,2023-11-03T09:15:00+05:30,8.0,2023-11-09T15:15:00+05:30,0.05,50,30.95,1147.50,200.00,947.50,
2023-11-09,2023-11-10,TRADED,,2023-11-16,2023-11-10T09:15:00+05:30,19356.8,19350,19600,2023-11-10T09:15:00+05:30,22.55,2023-11-16T15:15:00+05:30,145.65,19100,2023-11-10T09:15:00+05:30,15.45,2023-11-16T15:15:00+05:30,0.05,19800,2023-11-10T09:15:00+05:30,5.15,2023-11-16T15:15:00+05:30,0.15,18900,2023-11-10T09:15:00+05:30,5.75,2023-11-16T15:15:00+05:30,0.05,50,27.10,-6320.00,200.00,-6520.00,
2023-11-16,2023-11-17,TRADED,,2023-11-23,2023-11-17T09:15:00+05:30,19674.8,19650,19900,2023-11-17T09:15:00+05:30,35.1,2023-11-23T15:15:00+05:30,0.05,19400,2023-11-17T09:15:00+05:30,17.25,2023-11-23T15:15:00+05:30,0.05,20100,2023-11-17T09:15:00+05:30,6.45,2023-11-23T15:15:00+05:30,0.05,19200,2023-11-17T09:15:00+05:30,6.45,2023-11-23T15:15:00+05:30,0.05,50,39.45,1572.50,200.00,1372.50,
2023-11-23,2023-11-24,TRADED,,2023-11-30,2023-11-24T09:15:00+05:30,19809.6,19800,20050,2023-11-24T09:15:00+05:30,22.0,2023-11-30T15:15:00+05:30,85.4,19550,2023-11-24T09:15:00+05:30,10.0,2023-11-30T15:15:00+05:30,0.05,20250,2023-11-24T09:15:00+05:30,4.35,2023-11-30T15:15:00+05:30,0.05,19350,2023-11-24T09:15:00+05:30,5.85,2023-11-30T15:15:00+05:30,0.1,50,21.80,-3575.00,200.00,-3775.00,
2023-11-30,2023-12-01,TRADED,,2023-12-07,2023-12-01T09:15:00+05:30,20194.1,20200,20450,2023-12-01T09:15:00+05:30,36.1,2023-12-07T15:15:00+05:30,450.25,19950,2023-12-01T09:15:00+05:30,39.85,2023-12-07T15:15:00+05:30,0.05,20650,2023-12-01T09:15:00+05:30,9.55,2023-12-07T15:15:00+05:30,251.4,19750,2023-12-01T09:15:00+05:30,18.65,2023-12-07T15:15:00+05:30,0.05,50,47.75,-7955.00,200.00,-8155.00,
2023-12-07,2023-12-08,TRADED,,2023-12-14,2023-12-08T09:15:00+05:30,20934.1,20950,21200,2023-12-08T09:15:00+05:30,41.8,2023-12-14T15:15:00+05:30,0.15,20700,2023-12-08T09:15:00+05:30,27.4,2023-12-14T15:15:00+05:30,0.05,21400,2023-12-08T09:15:00+05:30,15.5,2023-12-14T15:15:00+05:30,0.05,20500,2023-12-08T09:15:00+05:30,10.05,2023-12-14T15:15:00+05:30,0.05,50,43.65,1777.50,200.00,1577.50,
2023-12-14,2023-12-15,TRADED,,2023-12-21,2023-12-15T09:15:00+05:30,21287.4,21300,21550,2023-12-15T09:15:00+05:30,46.7,2023-12-21T15:15:00+05:30,0.05,21050,2023-12-15T09:15:00+05:30,24.6,2023-12-21T15:15:00+05:30,0.1,21750,2023-12-15T09:15:00+05:30,15.25,2023-12-21T15:15:00+05:30,0.1,20850,2023-12-15T09:15:00+05:30,10.95,2023-12-21T15:15:00+05:30,0.1,50,45.10,1857.50,200.00,1657.50,
2023-12-21,2023-12-22,TRADED,,2023-12-28,2023-12-22T09:15:00+05:30,21295.8,21300,21550,2023-12-22T09:15:00+05:30,60.2,2023-12-28T15:15:00+05:30,224.75,21050,2023-12-22T09:15:00+05:30,40.0,2023-12-28T15:15:00+05:30,0.05,21750,2023-12-22T09:15:00+05:30,22.05,2023-12-28T15:15:00+05:30,24.2,20850,2023-12-22T09:15:00+05:30,19.6,2023-12-28T15:15:00+05:30,0.05,50,58.55,-7500.00,200.00,-7700.00,
2023-12-28,2023-12-29,SKIPPED,missing_candle_at_timestamp,2024-01-04,2023-12-29T09:15:00+05:30,21737.7,21750,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,NIFTY_22200_CE_04_JAN_24.csv exit@2024-01-04T15:15:00+05:30
2024-01-04,2024-01-05,TRADED,,2024-01-11,2024-01-05T09:15:00+05:30,21705.8,21700,21950,2024-01-05T09:15:00+05:30,38.2,2024-01-11T15:15:00+05:30,0.05,21450,2024-01-05T09:15:00+05:30,31.15,2024-01-11T15:15:00+05:30,0.05,22150,2024-01-05T09:15:00+05:30,12.4,2024-01-11T15:15:00+05:30,0.05,21250,2024-01-05T09:15:00+05:30,13.05,2024-01-11T15:15:00+05:30,0.05,50,43.90,1795.00,200.00,1595.00,
2024-01-11,2024-01-12,TRADED,,2024-01-18,2024-01-12T09:15:00+05:30,21773.6,21750,22000,2024-01-12T09:15:00+05:30,39.25,2024-01-18T15:15:00+05:30,0.05,21500,2024-01-12T09:15:00+05:30,53.55,2024-01-18T15:15:00+05:30,42.4,22200,2024-01-12T09:15:00+05:30,12.25,2024-01-18T15:15:00+05:30,0.05,21300,2024-01-12T09:15:00+05:30,22.8,2024-01-18T15:15:00+05:30,0.1,50,57.75,372.50,200.00,172.50,
2024-01-18,2024-01-19,TRADED,,2024-01-25,2024-01-19T09:15:00+05:30,21615.2,21600,21850,2024-01-19T09:15:00+05:30,71.85,2024-01-25T15:15:00+05:30,0.05,21350,2024-01-19T09:15:00+05:30,64.6,2024-01-25T15:15:00+05:30,19.05,22050,2024-01-19T09:15:00+05:30,30.55,2024-01-25T15:15:00+05:30,0.05,21150,2024-01-19T09:15:00+05:30,32.1,2024-01-25T15:15:00+05:30,0.15,50,73.80,2345.00,200.00,2145.00,
2024-01-25,2024-01-29,TRADED,,2024-02-01,2024-01-29T09:15:00+05:30,21433.1,21450,21700,2024-01-29T09:15:00+05:30,85.1,2024-02-01T15:15:00+05:30,1.05,21200,2024-01-29T09:15:00+05:30,68.05,2024-02-01T15:15:00+05:30,0.05,21900,2024-01-29T09:15:00+05:30,41.25,2024-02-01T15:15:00+05:30,0.1,21000,2024-01-29T09:15:00+05:30,32.0,2024-02-01T15:15:00+05:30,0.05,50,79.90,3547.50,200.00,3347.50,
2024-02-01,2024-02-02,TRADED,,2024-02-08,2024-02-02T09:15:00+05:30,21812.8,21800,22050,2024-02-02T09:15:00+05:30,68.5,2024-02-08T15:15:00+05:30,0.1,21550,2024-02-02T09:15:00+05:30,56.0,2024-02-08T15:15:00+05:30,0.1,22250,2024-02-02T09:15:00+05:30,28.65,2024-02-08T15:15:00+05:30,0.05,21350,2024-02-02T09:15:00+05:30,29.05,2024-02-08T15:15:00+05:30,0.05,50,66.80,2935.00,200.00,2735.00,
2024-02-08,2024-02-09,TRADED,,2024-02-15,2024-02-09T09:15:00+05:30,21727.0,21750,22000,2024-02-09T09:15:00+05:30,79.85,2024-02-15T15:15:00+05:30,0.1,21500,2024-02-09T09:15:00+05:30,82.1,2024-02-15T15:15:00+05:30,0.1,22200,2024-02-09T09:15:00+05:30,35.0,2024-02-15T15:15:00+05:30,0.1,21300,2024-02-09T09:15:00+05:30,36.45,2024-02-15T15:15:00+05:30,0.1,50,90.50,4125.00,200.00,3925.00,
2024-02-15,2024-02-16,TRADED,,2024-02-22,2024-02-16T09:15:00+05:30,22020.3,22000,22250,2024-02-16T09:15:00+05:30,66.2,2024-02-22T15:15:00+05:30,0.35,21750,2024-02-16T09:15:00+05:30,50.0,2024-02-22T15:15:00+05:30,0.15,22450,2024-02-16T09:15:00+05:30,22.0,2024-02-22T15:15:00+05:30,0.05,21550,2024-02-16T09:15:00+05:30,32.65,2024-02-22T15:15:00+05:30,0.1,50,61.55,2660.00,200.00,2460.00,
2024-02-22,2024-02-23,TRADED,,2024-02-29,2024-02-23T09:15:00+05:30,22290.0,22300,22550,2024-02-23T09:15:00+05:30,61.35,2024-02-29T15:15:00+05:30,0.05,22050,2024-02-23T09:15:00+05:30,70.05,2024-02-29T15:15:00+05:30,75.75,22750,2024-02-23T09:15:00+05:30,22.0,2024-02-29T15:15:00+05:30,0.05,21850,2024-02-23T09:15:00+05:30,44.4,2024-02-29T15:15:00+05:30,0.3,50,65.00,-922.50,200.00,-1122.50,
2024-02-29,2024-03-01,TRADED,,2024-03-07,2024-03-01T09:15:00+05:30,22061.6,22050,22300,2024-03-01T09:15:00+05:30,83.6,2024-03-07T15:15:00+05:30,199.25,21800,2024-03-01T09:15:00+05:30,56.95,2024-03-07T15:15:00+05:30,0.05,22500,2024-03-01T09:15:00+05:30,32.9,2024-03-07T15:15:00+05:30,2.45,21600,2024-03-01T09:15:00+05:30,28.4,2024-03-07T15:15:00+05:30,0.05,50,79.25,-6277.50,200.00,-6477.50,
2024-03-07,2024-03-11,TRADED,,2024-03-14,2024-03-11T09:15:00+05:30,22517.5,22500,22750,2024-03-11T09:15:00+05:30,39.45,2024-03-14T15:15:00+05:30,0.05,22250,2024-03-11T09:15:00+05:30,42.35,2024-03-14T15:15:00+05:30,104.35,22950,2024-03-11T09:15:00+05:30,8.5,2024-03-14T15:15:00+05:30,0.05,22050,2024-03-11T09:15:00+05:30,15.0,2024-03-14T15:15:00+05:30,0.1,50,58.30,-2697.50,200.00,-2897.50,
2024-03-14,2024-03-15,TRADED,,2024-03-21,2024-03-15T09:15:00+05:30,22064.85,22050,22300,2024-03-15T09:15:00+05:30,71.0,2024-03-21T15:15:00+05:30,0.05,21800,2024-03-15T09:15:00+05:30,46.3,2024-03-21T15:15:00+05:30,0.1,22500,2024-03-15T09:15:00+05:30,26.65,2024-03-21T15:15:00+05:30,0.05,21600,2024-03-15T09:15:00+05:30,22.55,2024-03-21T15:15:00+05:30,0.05,50,68.10,3002.50,200.00,2802.50,
2024-03-21,2024-03-22,TRADED,,2024-03-28,2024-03-22T09:15:00+05:30,21932.2,21950,22200,2024-03-22T09:15:00+05:30,65.65,2024-03-28T15:15:00+05:30,88.9,21700,2024-03-22T09:15:00+05:30,34.3,2024-03-28T15:15:00+05:30,0.05,22400,2024-03-22T09:15:00+05:30,19.5,2024-03-28T15:15:00+05:30,1.2,21500,2024-03-22T09:15:00+05:30,14.8,2024-03-28T15:15:00+05:30,0.05,50,65.65,-1502.50,200.00,-1702.50,
2024-03-28,2024-04-01,TRADED,,2024-04-04,2024-04-01T09:15:00+05:30,22455.0,22450,22700,2024-04-01T09:15:00+05:30,34.6,2024-04-04T15:15:00+05:30,0.05,22200,2024-04-01T09:15:00+05:30,47.3,2024-04-04T15:15:00+05:30,0.05,22900,2024-04-01T09:15:00+05:30,10.75,2024-04-04T15:15:00+05:30,0.05,22000,2024-04-01T09:15:00+05:30,23.4,2024-04-04T15:15:00+05:30,0.05,50,47.75,1987.50,200.00,1787.50,
2024-04-04,2024-04-05,TRADED,,2024-04-10,2024-04-05T09:15:00+05:30,22486.4,22500,22750,2024-04-05T09:15:00+05:30,41.1,2024-04-10T15:15:00+05:30,5.1,22250,2024-04-05T09:15:00+05:30,42.05,2024-04-10T15:15:00+05:30,0.05,22950,2024-04-05T09:15:00+05:30,12.35,2024-04-10T15:15:00+05:30,0.05,22050,2024-04-05T09:15:00+05:30,17.6,2024-04-10T15:15:00+05:30,0.05,50,53.20,2007.50,200.00,1807.50,
2024-04-10,2024-04-12,TRADED,,2024-04-18,2024-04-12T09:15:00+05:30,22677.4,22700,22950,2024-04-12T09:15:00+05:30,34.55,2024-04-18T15:15:00+05:30,0.1,22450,2024-04-12T09:15:00+05:30,46.35,2024-04-18T15:15:00+05:30,475.0,23150,2024-04-12T09:15:00+05:30,10.85,2024-04-18T15:15:00+05:30,0.05,22250,2024-04-12T09:15:00+05:30,19.1,2024-04-18T15:15:00+05:30,274.4,50,50.95,-7885.00,200.00,-8085.00,
2024-04-18,2024-04-19,TRADED,,2024-04-25,2024-04-19T09:15:00+05:30,21861.5,21850,22100,2024-04-19T09:15:00+05:30,87.6,2024-04-25T15:15:00+05:30,485.55,21600,2024-04-19T09:15:00+05:30,73.85,2024-04-25T15:15:00+05:30,0.1,22300,2024-04-19T09:15:00+05:30,33.8,2024-04-25T15:15:00+05:30,286.0,21400,2024-04-19T09:15:00+05:30,35.2,2024-04-25T15:15:00+05:30,0.05,50,92.45,-5757.50,200.00,-5957.50,
2024-04-25,2024-04-26,TRADED,,2024-05-02,2024-04-26T09:15:00+05:30,22620.4,22600,22850,2024-04-26T09:15:00+05:30,37.85,2024-05-02T15:15:00+05:30,0.05,22350,2024-04-26T09:15:00+05:30,54.55,2024-05-02T15:15:00+05:30,0.1,23050,2024-04-26T09:15:00+05:30,9.2,2024-05-02T15:15:00+05:30,0.05,22150,2024-04-26T09:15:00+05:30,28.1,2024-05-02T15:15:00+05:30,0.05,25,55.10,1176.25,200.00,976.25,
2024-05-02,2024-05-03,TRADED,,2024-05-09,2024-05-03T09:15:00+05:30,22766.35,22750,23000,2024-05-03T09:15:00+05:30,51.9,2024-05-09T15:15:00+05:30,0.05,22500,2024-05-03T09:15:00+05:30,40.65,2024-05-09T15:15:00+05:30,546.9,23200,2024-05-03T09:15:00+05:30,14.9,2024-05-09T15:15:00+05:30,0.05,22300,2024-05-03T09:15:00+05:30,15.7,2024-05-09T15:15:00+05:30,345.9,25,61.95,-3676.25,200.00,-3876.25,
2024-05-09,2024-05-10,TRADED,,2024-05-16,2024-05-10T09:15:00+05:30,21990.95,22000,22250,2024-05-10T09:15:00+05:30,79.95,2024-05-16T15:15:00+05:30,148.5,21750,2024-05-10T09:15:00+05:30,69.05,2024-05-16T15:15:00+05:30,0.1,22450,2024-05-10T09:15:00+05:30,32.7,2024-05-16T15:15:00+05:30,0.25,21550,2024-05-10T09:15:00+05:30,36.35,2024-05-16T15:15:00+05:30,0.1,25,79.95,-1907.50,200.00,-2107.50,
2024-05-16,2024-05-17,TRADED,,2024-05-23,2024-05-17T09:15:00+05:30,22415.25,22400,22650,2024-05-17T09:15:00+05:30,60.1,2024-05-23T15:15:00+05:30,317.5,22150,2024-05-17T09:15:00+05:30,59.5,2024-05-23T15:15:00+05:30,0.05,22850,2024-05-17T09:15:00+05:30,21.35,2024-05-23T15:15:00+05:30,116.8,21950,2024-05-17T09:15:00+05:30,29.8,2024-05-23T15:15:00+05:30,0.1,25,68.45,-3505.00,200.00,-3705.00,
2024-05-23,2024-05-24,TRADED,,2024-05-30,2024-05-24T09:15:00+05:30,22930.75,22950,23200,2024-05-24T09:15:00+05:30,70.3,2024-05-30T15:15:00+05:30,0.05,22700,2024-05-24T09:15:00+05:30,75.55,2024-05-30T15:15:00+05:30,220.35,23400,2024-05-24T09:15:00+05:30,28.5,2024-05-30T15:15:00+05:30,0.05,22500,2024-05-24T09:15:00+05:30,40.0,2024-05-30T15:15:00+05:30,21.4,25,77.35,-3240.00,200.00,-3440.00,
2024-05-30,2024-05-31,TRADED,,2024-06-06,2024-05-31T09:15:00+05:30,22568.1,22550,22800,2024-05-31T09:15:00+05:30,341.95,2024-06-06T15:15:00+05:30,17.55,22300,2024-05-31T09:15:00+05:30,260.0,2024-06-06T15:15:00+05:30,0.1,23000,2024-05-31T09:15:00+05:30,270.0,2024-06-06T15:15:00+05:30,0.1,22100,2024-05-31T09:15:00+05:30,232.8,2024-06-06T15:15:00+05:30,0.1,25,99.15,1842.50,200.00,1642.50,
