entry_date,status,skip_reason,expiry_date,next_trading_day,spot_entry_timestamp,spot_entry_open,atm_strike,sold_ce_entry_timestamp,sold_ce_entry_open,sold_ce_exit_timestamp,sold_ce_exit_open,sold_pe_entry_timestamp,sold_pe_entry_open,sold_pe_exit_timestamp,sold_pe_exit_open,buy_ce_strike,buy_ce_entry_timestamp,buy_ce_entry_open,buy_ce_exit_timestamp,buy_ce_exit_open,buy_pe_strike,buy_pe_entry_timestamp,buy_pe_entry_open,buy_pe_exit_timestamp,buy_pe_exit_open,gross_pnl,brokerage,net_pnl,adjustments,remarks
2025-01-17,TRADED,,2025-01-23,2025-01-20,2025-01-17T15:20:00+05:30,23206.65,23200,2025-01-17T15:20:00+05:30,183.1,2025-01-20T09:16:00+05:30,198.9,2025-01-17T15:20:00+05:30,145.8,2025-01-20T09:16:00+05:30,120.75,23500,2025-01-17T15:20:00+05:30,56.65,2025-01-20T09:16:00+05:30,63.2,22850,2025-01-17T15:20:00+05:30,46.55,2025-01-20T09:16:00+05:30,34.95,-988.00,200.00,-1188.00,0,
2025-01-20,TRADED,,2025-01-23,2025-01-21,2025-01-20T15:20:00+05:30,23342.8,23350,2025-01-20T15:20:00+05:30,150.35,2025-01-21T09:16:00+05:30,153.0,2025-01-20T15:20:00+05:30,132.55,2025-01-21T09:16:00+05:30,111.6,23600,2025-01-20T15:20:00+05:30,50.3,2025-01-21T09:16:00+05:30,47.5,23050,2025-01-20T15:20:00+05:30,41.7,2025-01-21T09:16:00+05:30,34.4,52.00,200.00,-148.00,0,
2025-01-21,TRADED,,2025-01-23,2025-01-22,2025-01-21T15:20:00+05:30,23036.6,23050,2025-01-21T15:20:00+05:30,147.85,2025-01-22T09:16:00+05:30,134.75,2025-01-21T15:20:00+05:30,102.15,2025-01-22T09:16:00+05:30,88.7,23300,2025-01-21T15:20:00+05:30,46.55,2025-01-22T09:16:00+05:30,37.4,22750,2025-01-21T15:20:00+05:30,28.05,2025-01-22T09:16:00+05:30,21.6,767.00,200.00,567.00,0,
2025-01-22,TRADED,,2025-01-23,2025-01-23,2025-01-22T15:20:00+05:30,23155.6,23150,2025-01-22T15:20:00+05:30,68.4,2025-01-23T09:16:00+05:30,28.85,2025-01-22T15:20:00+05:30,55.3,2025-01-23T09:16:00+05:30,65.25,23300,2025-01-22T15:20:00+05:30,21.4,2025-01-23T09:16:00+05:30,8.85,23000,2025-01-22T15:20:00+05:30,17.5,2025-01-23T09:16:00+05:30,15.65,1872.00,200.00,1672.00,0,
2025-01-23,TRADED,,2025-01-30,2025-01-24,2025-01-23T15:20:00+05:30,23200.4,23200,2025-01-23T15:20:00+05:30,222.6,2025-01-24T09:16:00+05:30,230.15,2025-01-23T15:20:00+05:30,157.0,2025-01-24T09:16:00+05:30,155.1,23550,2025-01-23T15:20:00+05:30,68.55,2025-01-24T09:16:00+05:30,73.15,22800,2025-01-23T15:20:00+05:30,51.35,2025-01-24T09:16:00+05:30,49.15,-2925.00,200.00,-3125.00,0,
2025-01-24,TRADED,,2025-01-30,2025-01-27,2025-01-24T15:20:00+05:30,23098.6,23100,2025-01-24T15:20:00+05:30,184.45,2025-01-27T09:16:00+05:30,112.3,2025-01-24T15:20:00+05:30,151.55,2025-01-27T09:16:00+05:30,250.9,23400,2025-01-24T15:20:00+05:30,61.6,2025-01-27T09:16:00+05:30,35.2,22750,2025-01-24T15:20:00+05:30,47.75,2025-01-27T09:16:00+05:30,89.2,-5239.00,200.00,-5439.00,0,
2025-01-27,TRADED,,2025-01-30,2025-01-28,2025-01-27T15:20:00+05:30,22829.15,22850,2025-01-27T15:20:00+05:30,155.55,2025-01-28T09:16:00+05:30,196.8,2025-01-27T15:20:00+05:30,152.19,2025-01-28T09:16:00+05:30,96.8,23150,2025-01-27T15:20:00+05:30,48.6,2025-01-28T09:16:00+05:30,61.65,22550,2025-01-27T15:20:00+05:30,52.75,2025-01-28T09:16:00+05:30,27.5,-1575.60,200.00,-1775.60,0,
2025-01-28,TRADED,,2025-01-30,2025-01-29,2025-01-28T15:20:00+05:30,22971.95,22950,2025-01-28T15:20:00+05:30,160.75,2025-01-29T09:16:00+05:30,175.0,2025-01-28T15:20:00+05:30,119.95,2025-01-29T09:16:00+05:30,96.8,23200,2025-01-28T15:20:00+05:30,54.1,2025-01-29T09:16:00+05:30,59.0,22650,2025-01-28T15:20:00+05:30,35.4,2025-01-29T09:16:00+05:30,25.55,-1053.00,200.00,-1253.00,0,
2025-01-29,TRADED,,2025-01-30,2025-01-30,2025-01-29T15:20:00+05:30,23162.5,23150,2025-01-29T15:20:00+05:30,143.85,2025-01-30T09:16:00+05:30,133.4,2025-01-29T15:20:00+05:30,148.25,2025-01-30T09:16:00+05:30,153.0,23400,2025-01-29T15:20:00+05:30,44.5,2025-01-30T09:16:00+05:30,36.4,22850,2025-01-29T15:20:00+05:30,50.0,2025-01-30T09:16:00+05:30,48.1,-3198.00,200.00,-3398.00,0,
2025-01-30,TRADED,,2025-02-06,2025-01-31,2025-01-30T15:20:00+05:30,23267.4,23250,2025-01-30T15:20:00+05:30,354.6,2025-01-31T09:16:00+05:30,370.05,2025-01-30T15:20:00+05:30,262.64,2025-01-31T09:16:00+05:30,272.7,23800,2025-01-30T15:20:00+05:30,119.3,2025-01-31T09:16:00+05:30,127.7,22650,2025-01-30T15:20:00+05:30,86.25,2025-01-31T09:16:00+05:30,94.95,-4266.60,200.00,-4466.60,0,
2025-01-31,TRADED,,2025-02-06,2025-02-01,2025-01-31T15:20:00+05:30,23516.05,23500,2025-01-31T15:20:00+05:30,284.6,2025-02-01T09:16:00+05:30,275.39,2025-01-31T15:20:00+05:30,215.0,2025-02-01T09:16:00+05:30,209.25,23950,2025-01-31T15:20:00+05:30,88.6,2025-02-01T09:16:00+05:30,87.55,22950,2025-01-31T15:20:00+05:30,71.7,2025-02-01T09:16:00+05:30,70.59,1248.00,200.00,1048.00,0,
2025-02-01,TRADED,,2025-02-06,2025-02-03,2025-02-01T15:20:00+05:30,23476.95,23500,2025-02-01T15:20:00+05:30,145.44,2025-02-03T09:16:00+05:30,68.45,2025-02-01T15:20:00+05:30,146.19,2025-02-03T09:16:00+05:30,246.85,23800,2025-02-01T15:20:00+05:30,42.6,2025-02-03T09:16:00+05:30,16.7,23200,2025-02-01T15:20:00+05:30,49.7,2025-02-03T09:16:00+05:30,96.45,-2813.20,200.00,-3013.20,0,
2025-02-03,TRADED,,2025-02-06,2025-02-04,2025-02-03T15:20:00+05:30,23357.7,23350,2025-02-03T15:20:00+05:30,134.6,2025-02-04T09:16:00+05:30,191.65,2025-02-03T15:20:00+05:30,99.35,2025-02-04T09:16:00+05:30,48.4,23550,2025-02-03T15:20:00+05:30,45.45,2025-02-04T09:16:00+05:30,72.9,23050,2025-02-03T15:20:00+05:30,30.9,2025-02-04T09:16:00+05:30,13.3,-1105.00,200.00,-1305.00,0,
2025-02-04,TRADED,,2025-02-06,2025-02-05,2025-02-04T15:20:00+05:30,23738.35,23750,2025-02-04T15:20:00+05:30,70.0,2025-02-05T09:16:00+05:30,88.1,2025-02-04T15:20:00+05:30,122.7,2025-02-05T09:16:00+05:30,95.05,23950,2025-02-04T15:20:00+05:30,18.85,2025-02-05T09:16:00+05:30,24.25,23550,2025-02-04T15:20:00+05:30,40.5,2025-02-05T09:16:00+05:30,29.5,-1053.00,200.00,-1253.00,0,
2025-02-05,TRADED,,2025-02-06,2025-02-06,2025-02-05T15:20:00+05:30,23699.05,23700,2025-02-05T15:20:00+05:30,65.3,2025-02-06T09:16:00+05:30,63.2,2025-02-05T15:20:00+05:30,78.95,2025-02-06T09:16:00+05:30,59.45,23900,2025-02-05T15:20:00+05:30,20.6,2025-02-06T09:16:00+05:30,17.7,23550,2025-02-05T15:20:00+05:30,21.9,2025-02-06T09:16:00+05:30,12.7,390.00,200.00,190.00,0,
2025-02-06,TRADED,,2025-02-13,2025-02-07,2025-02-06T15:20:00+05:30,23614.85,23600,2025-02-06T15:20:00+05:30,216.5,2025-02-07T09:16:00+05:30,221.4,2025-02-06T15:20:00+05:30,160.4,2025-02-07T09:16:00+05:30,164.15,23950,2025-02-06T15:20:00+05:30,70.55,2025-02-07T09:16:00+05:30,73.95,23200,2025-02-06T15:20:00+05:30,48.25,2025-02-07T09:16:00+05:30,52.05,-2457.00,200.00,-2657.00,0,
2025-02-07,TRADED,,2025-02-13,2025-02-10,2025-02-07T15:20:00+05:30,23576.9,23600,2025-02-07T15:20:00+05:30,143.3,2025-02-10T09:16:00+05:30,113.7,2025-02-07T15:20:00+05:30,159.25,2025-02-10T09:16:00+05:30,200.9,23900,2025-02-07T15:20:00+05:30,42.5,2025-02-10T09:16:00+05:30,32.79,23300,2025-02-07T15:20:00+05:30,52.6,2025-02-10T09:16:00+05:30,72.25,-2628.60,200.00,-2828.60,0,
2025-02-10,TRADED,,2025-02-13,2025-02-11,2025-02-10T15:20:00+05:30,23379.3,23400,2025-02-10T15:20:00+05:30,145.44,2025-02-11T09:16:00+05:30,127.0,2025-02-10T15:20:00+05:30,130.0,2025-02-11T09:16:00+05:30,155.4,23700,2025-02-10T15:20:00+05:30,41.65,2025-02-11T09:16:00+05:30,34.35,23150,2025-02-10T15:20:00+05:30,44.95,2025-02-11T09:16:00+05:30,58.9,-2160.60,200.00,-2360.60,0,
2025-02-11,TRADED,,2025-02-13,2025-02-12,2025-02-11T15:20:00+05:30,23075.95,23100,2025-02-11T15:20:00+05:30,118.9,2025-02-12T09:16:00+05:30,99.55,2025-02-11T15:20:00+05:30,112.0,2025-02-12T09:16:00+05:30,123.0,23350,2025-02-11T15:20:00+05:30,35.85,2025-02-12T09:16:00+05:30,26.0,22850,2025-02-11T15:20:00+05:30,29.5,2025-02-12T09:16:00+05:30,35.35,-949.00,200.00,-1149.00,0,
2025-02-12,TRADED,,2025-02-13,2025-02-13,2025-02-12T15:20:00+05:30,23045.75,23050,2025-02-12T15:20:00+05:30,87.35,2025-02-13T09:16:00+05:30,109.15,2025-02-12T15:20:00+05:30,87.1,2025-02-13T09:16:00+05:30,55.9,23250,2025-02-12T15:20:00+05:30,24.5,2025-02-13T09:16:00+05:30,29.5,22850,2025-02-12T15:20:00+05:30,26.9,2025-02-13T09:16:00+05:30,15.85,-1209.00,200.00,-1409.00,0,
2025-02-13,TRADED,,2025-02-20,2025-02-14,2025-02-13T15:20:00+05:30,23030.05,23050,2025-02-13T15:20:00+05:30,194.85,2025-02-14T09:16:00+05:30,230.0,2025-02-13T15:20:00+05:30,169.6,2025-02-14T09:16:00+05:30,128.55,23400,2025-02-13T15:20:00+05:30,58.2,2025-02-14T09:16:00+05:30,70.65,22650,2025-02-13T15:20:00+05:30,50.85,2025-02-14T09:16:00+05:30,35.0,-1430.00,200.00,-1630.00,0,
2025-02-14,TRADED,,2025-02-20,2025-02-17,2025-02-14T15:20:00+05:30,22932.9,22950,2025-02-14T15:20:00+05:30,175.5,2025-02-17T09:16:00+05:30,109.2,2025-02-14T15:20:00+05:30,159.25,2025-02-17T09:16:00+05:30,252.0,23250,2025-02-14T15:20:00+05:30,58.6,2025-02-17T09:16:00+05:30,31.65,22600,2025-02-14T15:20:00+05:30,49.75,2025-02-17T09:16:00+05:30,93.9,-4485.00,200.00,-4685.00,0,
2025-02-17,TRADED,,2025-02-20,2025-02-18,2025-02-17T15:20:00+05:30,22961.65,22950,2025-02-17T15:20:00+05:30,171.9,2025-02-18T09:16:00+05:30,165.45,2025-02-17T15:20:00+05:30,135.1,2025-02-18T09:16:00+05:30,140.0,23250,2025-02-17T15:20:00+05:30,50.65,2025-02-18T09:16:00+05:30,48.65,22650,2025-02-17T15:20:00+05:30,46.4,2025-02-18T09:16:00+05:30,47.55,-1898.00,200.00,-2098.00,0,
2025-02-18,TRADED,,2025-02-20,2025-02-19,2025-02-18T15:20:00+05:30,22940.2,22950,2025-02-18T15:20:00+05:30,112.9,2025-02-19T09:16:00+05:30,76.7,2025-02-18T15:20:00+05:30,124.95,2025-02-19T09:16:00+05:30,165.55,23150,2025-02-18T15:20:00+05:30,39.5,2025-02-19T09:16:00+05:30,24.2,22700,2025-02-18T15:20:00+05:30,37.9,2025-02-19T09:16:00+05:30,56.0,-2496.00,200.00,-2696.00,0,
2025-02-19,TRADED,,2025-02-20,2025-02-20,2025-02-19T15:20:00+05:30,22931.25,22950,2025-02-19T15:20:00+05:30,74.59,2025-02-20T09:16:00+05:30,45.35,2025-02-19T15:20:00+05:30,88.8,2025-02-20T09:16:00+05:30,121.45,23100,2025-02-19T15:20:00+05:30,25.0,2025-02-20T09:16:00+05:30,14.7,22750,2025-02-19T15:20:00+05:30,24.35,2025-02-20T09:16:00+05:30,33.15,-3356.60,200.00,-3556.60,0,
2025-02-20,TRADED,,2025-02-27,2025-02-21,2025-02-20T15:20:00+05:30,22919.1,22900,2025-02-20T15:20:00+05:30,185.5,2025-02-21T09:16:00+05:30,164.05,2025-02-20T15:20:00+05:30,143.35,2025-02-21T09:16:00+05:30,154.85,23200,2025-02-20T15:20:00+05:30,60.4,2025-02-21T09:16:00+05:30,48.75,22550,2025-02-20T15:20:00+05:30,42.85,2025-02-21T09:16:00+05:30,45.2,-1911.00,200.00,-2111.00,0,
2025-02-21,TRADED,,2025-02-27,2025-02-24,2025-02-21T15:20:00+05:30,22793.25,22800,2025-02-21T15:20:00+05:30,151.65,2025-02-24T09:16:00+05:30,94.9,2025-02-21T15:20:00+05:30,133.8,2025-02-24T09:16:00+05:30,186.1,23050,2025-02-21T15:20:00+05:30,51.65,2025-02-24T09:16:00+05:30,27.8,22500,2025-02-21T15:20:00+05:30,39.54,2025-02-24T09:16:00+05:30,58.4,-2220.40,200.00,-2420.40,0,
2025-02-24,TRADED,,2025-02-27,2025-02-25,2025-02-24T15:20:00+05:30,22549.9,22550,2025-02-24T15:20:00+05:30,139.55,2025-02-25T09:16:00+05:30,122.1,2025-02-24T15:20:00+05:30,76.05,2025-02-25T09:16:00+05:30,78.3,22750,2025-02-24T15:20:00+05:30,45.15,2025-02-25T09:16:00+05:30,34.54,22350,2025-02-24T15:20:00+05:30,26.35,2025-02-25T09:16:00+05:30,25.55,-1094.60,200.00,-1294.60,0,
2025-02-25,TRADED,,2025-02-27,2025-02-27,2025-02-25T15:20:00+05:30,22545.05,22550,2025-02-25T15:20:00+05:30,81.0,2025-02-27T09:16:00+05:30,60.8,2025-02-25T15:20:00+05:30,46.1,2025-02-27T09:16:00+05:30,26.35,22650,2025-02-25T15:20:00+05:30,26.6,2025-02-27T09:16:00+05:30,12.75,22350,2025-02-25T15:20:00+05:30,12.2,2025-02-27T09:16:00+05:30,4.5,2704.00,200.00,2504.00,0,
2025-02-27,TRADED,,2025-03-06,2025-02-28,2025-02-27T15:20:00+05:30,22540.15,22550,2025-02-27T15:20:00+05:30,170.3,2025-02-28T09:16:00+05:30,88.7,2025-02-27T15:20:00+05:30,119.0,2025-02-28T09:16:00+05:30,229.4,22800,2025-02-27T15:20:00+05:30,57.45,2025-02-28T09:16:00+05:30,25.5,22250,2025-02-27T15:20:00+05:30,39.4,2025-02-28T09:16:00+05:30,92.95,-3952.00,200.00,-4152.00,0,
2025-02-28,TRADED,,2025-03-06,2025-03-03,2025-02-28T15:20:00+05:30,22123.05,22100,2025-02-28T15:20:00+05:30,201.25,2025-03-03T09:16:00+05:30,217.8,2025-02-28T15:20:00+05:30,109.05,2025-03-03T09:16:00+05:30,76.9,22400,2025-02-28T15:20:00+05:30,61.9,2025-03-03T09:16:00+05:30,62.35,21800,2025-02-28T15:20:00+05:30,34.79,2025-03-03T09:16:00+05:30,20.25,-1687.40,200.00,-1887.40,0,
2025-03-03,TRADED,,2025-03-06,2025-03-04,2025-03-03T15:20:00+05:30,22119.55,22100,2025-03-03T15:20:00+05:30,145.69,2025-03-04T09:16:00+05:30,69.59,2025-03-03T15:20:00+05:30,94.25,2025-03-04T09:16:00+05:30,157.9,22350,2025-03-03T15:20:00+05:30,39.6,2025-03-04T09:16:00+05:30,15.25,21850,2025-03-03T15:20:00+05:30,28.95,2025-03-04T09:16:00+05:30,50.8,507.00,200.00,307.00,0,
2025-03-04,TRADED,,2025-03-06,2025-03-05,2025-03-04T15:20:00+05:30,22087.75,22100,2025-03-04T15:20:00+05:30,86.55,2025-03-05T09:16:00+05:30,88.05,2025-03-04T15:20:00+05:30,103.75,2025-03-05T09:16:00+05:30,80.25,22300,2025-03-04T15:20:00+05:30,24.15,2025-03-05T09:16:00+05:30,22.4,21900,2025-03-04T15:20:00+05:30,34.54,2025-03-05T09:16:00+05:30,22.3,2.60,200.00,-197.40,0,
2025-03-05,TRADED,,2025-03-06,2025-03-06,2025-03-05T15:20:00+05:30,22334.4,22350,2025-03-05T15:20:00+05:30,69.4,2025-03-06T09:16:00+05:30,112.5,2025-03-05T15:20:00+05:30,85.15,2025-03-06T09:16:00+05:30,23.2,22500,2025-03-05T15:20:00+05:30,19.55,2025-03-06T09:16:00+05:30,30.5,22150,2025-03-05T15:20:00+05:30,24.05,2025-03-06T09:16:00+05:30,5.6,871.00,200.00,671.00,0,
2025-03-06,TRADED,,2025-03-13,2025-03-07,2025-03-06T15:20:00+05:30,22544.8,22550,2025-03-06T15:20:00+05:30,159.69,2025-03-07T09:16:00+05:30,132.0,2025-03-06T15:20:00+05:30,155.65,2025-03-07T09:16:00+05:30,176.85,22850,2025-03-06T15:20:00+05:30,44.1,2025-03-07T09:16:00+05:30,33.5,22200,2025-03-06T15:20:00+05:30,50.0,2025-03-07T09:16:00+05:30,56.0,-1588.60,200.00,-1788.60,0,
2025-03-07,TRADED,,2025-03-13,2025-03-10,2025-03-07T15:20:00+05:30,22544.05,22550,2025-03-07T15:20:00+05:30,152.8,2025-03-10T09:16:00+05:30,136.3,2025-03-07T15:20:00+05:30,127.0,2025-03-10T09:16:00+05:30,130.1,22800,2025-03-07T15:20:00+05:30,48.1,2025-03-10T09:16:00+05:30,40.9,22250,2025-03-07T15:20:00+05:30,39.29,2025-03-10T09:16:00+05:30,36.6,-1167.40,200.00,-1367.40,0,
2025-03-10,TRADED,,2025-03-13,2025-03-11,2025-03-10T15:20:00+05:30,22452.8,22450,2025-03-10T15:20:00+05:30,128.2,2025-03-11T09:16:00+05:30,70.35,2025-03-10T15:20:00+05:30,114.85,2025-03-11T09:16:00+05:30,177.35,22700,2025-03-10T15:20:00+05:30,33.8,2025-03-11T09:16:00+05:30,17.25,22200,2025-03-10T15:20:00+05:30,36.7,2025-03-11T09:16:00+05:30,60.75,-1339.00,200.00,-1539.00,0,
2025-03-11,TRADED,,2025-03-13,2025-03-12,2025-03-11T15:20:00+05:30,22503.25,22500,2025-03-11T15:20:00+05:30,107.85,2025-03-12T09:16:00+05:30,118.8,2025-03-11T15:20:00+05:30,100.75,2025-03-12T09:16:00+05:30,68.05,22700,2025-03-11T15:20:00+05:30,29.6,2025-03-12T09:16:00+05:30,29.4,22250,2025-03-11T15:20:00+05:30,29.85,2025-03-12T09:16:00+05:30,15.9,-104.00,200.00,-304.00,0,
2025-03-12,TRADED,,2025-03-13,2025-03-13,2025-03-12T15:20:00+05:30,22460.45,22450,2025-03-12T15:20:00+05:30,81.25,2025-03-13T09:16:00+05:30,74.0,2025-03-12T15:20:00+05:30,57.75,2025-03-13T09:16:00+05:30,34.95,22600,2025-03-12T15:20:00+05:30,23.45,2025-03-13T09:16:00+05:30,17.9,22300,2025-03-12T15:20:00+05:30,19.5,2025-03-13T09:16:00+05:30,10.15,1859.00,200.00,1659.00,0,
2025-03-13,TRADED,,2025-03-20,2025-03-17,2025-03-13T15:20:00+05:30,22407.85,22400,2025-03-13T15:20:00+05:30,143.85,2025-03-17T09:16:00+05:30,199.95,2025-03-13T15:20:00+05:30,124.85,2025-03-17T09:16:00+05:30,75.55,22650,2025-03-13T15:20:00+05:30,43.9,2025-03-17T09:16:00+05:30,66.0,22100,2025-03-13T15:20:00+05:30,36.6,2025-03-17T09:16:00+05:30,19.64,-2511.60,200.00,-2711.60,0,
2025-03-17,TRADED,,2025-03-20,2025-03-18,2025-03-17T15:20:00+05:30,22510.15,22500,2025-03-17T15:20:00+05:30,131.0,2025-03-18T09:16:00+05:30,189.0,2025-03-17T15:20:00+05:30,99.7,2025-03-18T09:16:00+05:30,61.8,22700,2025-03-17T15:20:00+05:30,44.4,2025-03-18T09:16:00+05:30,73.45,22250,2025-03-17T15:20:00+05:30,29.8,2025-03-18T09:16:00+05:30,17.6,-2925.00,200.00,-3125.00,0,
2025-03-18,TRADED,,2025-03-20,2025-03-19,2025-03-18T15:20:00+05:30,22848.65,22850,2025-03-18T15:20:00+05:30,97.95,2025-03-19T09:16:00+05:30,97.5,2025-03-18T15:20:00+05:30,87.2,2025-03-19T09:16:00+05:30,80.5,23000,2025-03-18T15:20:00+05:30,30.85,2025-03-19T09:16:00+05:30,31.3,22600,2025-03-18T15:20:00+05:30,26.3,2025-03-19T09:16:00+05:30,21.95,-1235.00,200.00,-1435.00,0,
