strategy,cycle_id,pos_id,leg_no,trade_date,expiry,side,sell_strike,sell_time,sell_price,buy_time,buy_price,spot_at_open,spot_at_close,tp_points,sl_price,lots,lot_size,units,gross_pnl,charges,net_pnl,open_reason,close_reason
adjust,2,4,16,2025-01-08,2025-01-09,PE,23600,2025-01-08T15:20:00+05:30,35.54,2025-01-09T09:17:00+05:30,39.75,23688.6,23638.7,11.85,0.0,3,65,195,-820.95,60.45,-881.4,eod_gap,tp
adjust,3,1,1,2025-01-10,2025-01-16,CE,24050,2025-01-10T09:30:00+05:30,25.05,2025-01-10T15:20:00+05:30,14.25,23520.8,23443.35,25.0,0.0,3,65,195,2106.0,55.34,2050.66,cycle_start,eod_gap
adjust,3,1,2,2025-01-10,2025-01-16,PE,22900,2025-01-10T09:30:00+05:30,24.25,2025-01-13T12:34:00+05:30,39.95,23520.8,23216.95,25.0,0.0,3,65,195,-3061.5,57.35,-3118.85,cycle_start,tp
adjust,3,1,3,2025-01-10,2025-01-16,CE,23900,2025-01-10T15:20:00+05:30,26.85,2025-01-13T09:15:00+05:30,12.9,23443.35,23217.65,25.0,0.0,3,65,195,2720.25,55.72,2664.53,eod_gap,decay_50
adjust,3,1,4,2025-01-13,2025-01-16,CE,23600,2025-01-13T09:15:00+05:30,43.7,2025-01-13T12:34:00+05:30,27.5,23217.65,23216.95,25.0,0.0,3,65,195,3159.0,61.64,3097.36,decay_50,tp
adjust,3,2,5,2025-01-13,2025-01-16,CE,23800,2025-01-13T12:35:00+05:30,12.05,2025-01-13T15:20:00+05:30,8.4,23211.25,23090.9,12.77,0.0,3,65,195,711.75,51.25,660.5,reentry,eod_gap
adjust,3,2,6,2025-01-13,2025-01-16,PE,22500,2025-01-13T12:35:00+05:30,12.65,2025-01-14T11:43:00+05:30,8.65,23211.25,23195.6,12.77,0.0,3,65,195,780.0,51.44,728.56,reentry,tp
adjust,3,2,7,2025-01-13,2025-01-16,CE,23600,2025-01-13T15:20:00+05:30,16.89,2025-01-14T11:43:00+05:30,11.45,23090.9,23195.6,12.77,0.0,3,65,195,1060.8,52.85,1007.95,eod_gap,tp
adjust,3,3,8,2025-01-14,2025-01-16,CE,23600,2025-01-14T11:44:00+05:30,11.5,2025-01-15T09:18:00+05:30,7.85,23198.55,23231.25,12.18,0.0,3,65,195,711.75,51.05,660.7,reentry,no_roll_available
adjust,3,3,9,2025-01-14,2025-01-16,PE,22700,2025-01-14T11:44:00+05:30,12.05,2025-01-15T09:18:00+05:30,5.95,23198.55,23231.25,12.18,0.0,3,65,195,1189.5,51.04,1138.46,reentry,no_roll_available
adjust,3,4,10,2025-01-15,2025-01-16,CE,23550,2025-01-15T09:19:00+05:30,10.25,2025-01-15T13:03:00+05:30,5.09,23225.45,23232.95,12.01,0.0,3,65,195,1006.2,50.47,955.73,reentry,decay_50
adjust,3,4,11,2025-01-15,2025-01-16,PE,22900,2025-01-15T09:19:00+05:30,13.0,2025-01-15T15:03:00+05:30,7.65,23225.45,23211.55,12.01,0.0,3,65,195,1043.25,51.45,991.8,reentry,tp
adjust,3,4,12,2025-01-15,2025-01-16,CE,23500,2025-01-15T13:03:00+05:30,6.75,2025-01-15T15:03:00+05:30,5.25,23232.95,23211.55,12.01,0.0,3,65,195,292.5,49.52,242.98,decay_50,tp
adjust,4,1,1,2025-01-17,2025-01-23,CE,23750,2025-01-17T09:30:00+05:30,22.2,2025-01-17T15:20:00+05:30,15.5,23228.65,23204.1,25.0,0.0,3,65,195,1306.5,54.67,1251.83,cycle_start,eod_gap
adjust,4,1,2,2025-01-17,2025-01-23,PE,22650,2025-01-17T09:30:00+05:30,25.75,2025-01-20T11:24:00+05:30,12.75,23228.65,23315.85,25.0,0.0,3,65,195,2535.0,55.41,2479.59,cycle_start,decay_50
adjust,4,1,3,2025-01-17,2025-01-23,CE,23650,2025-01-17T15:20:00+05:30,26.6,2025-01-21T09:17:00+05:30,36.6,23204.1,23403.75,25.0,0.0,3,65,195,-1950.0,57.71,-2007.71,eod_gap,tp
adjust,4,1,4,2025-01-20,2025-01-23,PE,22850,2025-01-20T11:24:00+05:30,25.45,2025-01-20T15:20:00+05:30,20.0,23315.85,23335.7,25.0,0.0,3,65,195,1062.75,55.95,1006.8,decay_50,eod_gap
adjust,4,1,5,2025-01-20,2025-01-23,PE,23050,2025-01-20T15:20:00+05:30,42.25,2025-01-21T09:17:00+05:30,30.45,23335.7,23403.75,25.0,0.0,3,65,195,2301.0,61.49,2239.51,eod_gap,tp
adjust,4,2,6,2025-01-21,2025-01-23,CE,23850,2025-01-21T09:18:00+05:30,10.4,2025-01-21T14:10:00+05:30,5.2,23389.75,23221.9,11.57,0.0,3,65,195,1014.0,50.52,963.48,reentry,decay_50
adjust,4,2,7,2025-01-21,2025-01-23,PE,22800,2025-01-21T09:18:00+05:30,12.15,2025-01-22T09:36:00+05:30,19.75,23389.75,23100.6,11.57,0.0,3,65,195,-1482.0,52.26,-1534.26,reentry,tp
adjust,4,2,8,2025-01-21,2025-01-23,CE,23650,2025-01-21T14:10:00+05:30,17.35,2025-01-21T15:00:00+05:30,8.44,23221.9,23013.65,11.57,0.0,3,65,195,1737.45,52.72,1684.73,decay_50,decay_50
adjust,4,2,9,2025-01-21,2025-01-23,CE,23350,2025-01-21T15:00:00+05:30,35.79,2025-01-22T09:36:00+05:30,29.9,23013.65,23100.6,11.57,0.0,3,65,195,1148.55,59.66,1088.89,decay_50,tp
adjust,4,3,10,2025-01-22,2025-01-23,CE,23500,2025-01-22T09:37:00+05:30,12.45,2025-01-22T11:33:00+05:30,6.0,23099.55,23053.6,12.84,0.0,3,65,195,1257.75,51.15,1206.6,reentry,decay_50
adjust,4,3,11,2025-01-22,2025-01-23,PE,22700,2025-01-22T09:37:00+05:30,12.25,2025-01-22T14:36:00+05:30,7.05,23099.55,23096.35,12.84,0.0,3,65,195,1014.0,51.19,962.81,reentry,tp
adjust,4,3,12,2025-01-22,2025-01-23,CE,23400,2025-01-22T11:33:00+05:30,9.69,2025-01-22T14:36:00+05:30,8.5,23053.6,23096.35,12.84,0.0,3,65,195,232.05,50.61,181.44,decay_50,tp
adjust,5,1,1,2025-01-24,2025-01-30,CE,23800,2025-01-24T09:30:00+05:30,24.6,2025-01-24T14:15:00+05:30,11.95,23237.35,23124.7,25.0,0.0,3,65,195,2466.75,55.02,2411.73,cycle_start,decay_50
adjust,5,1,2,2025-01-24,2025-01-30,PE,22550,2025-01-24T09:30:00+05:30,23.95,2025-01-28T09:15:00+05:30,28.65,23237.35,22936.15,25.0,0.0,3,65,195,-916.5,56.29,-972.79,cycle_start,tp
adjust,5,1,3,2025-01-24,2025-01-30,CE,23700,2025-01-24T14:15:00+05:30,18.6,2025-01-24T15:20:00+05:30,15.6,23124.7,23101.0,25.0,0.0,3,65,195,585.0,53.68,531.32,decay_50,eod_gap
adjust,5,1,4,2025-01-24,2025-01-30,CE,23600,2025-01-24T15:20:00+05:30,24.0,2025-01-27T10:20:00+05:30,11.95,23101.0,22891.0,25.0,0.0,3,65,195,2349.75,54.86,2294.89,eod_gap,decay_50
adjust,5,1,5,2025-01-27,2025-01-30,CE,23250,2025-01-27T10:20:00+05:30,50.45,2025-01-27T15:20:00+05:30,32.29,22891.0,22832.4,25.0,0.0,3,65,195,3541.2,63.91,3477.29,decay_50,eod_gap
adjust,5,1,6,2025-01-27,2025-01-30,CE,23100,2025-01-27T15:20:00+05:30,60.05,2025-01-28T09:15:00+05:30,75.0,22832.4,22936.15,25.0,0.0,3,65,195,-2915.25,70.27,-2985.52,eod_gap,tp
adjust,5,2,7,2025-01-28,2025-01-30,CE,23500,2025-01-28T09:16:00+05:30,12.7,2025-01-28T15:20:00+05:30,8.75,22929.15,22969.75,12.35,0.0,3,65,195,770.25,51.46,718.79,reentry,eod_gap
adjust,5,2,8,2025-01-28,2025-01-30,PE,22350,2025-01-28T09:16:00+05:30,10.9,2025-01-28T14:35:00+05:30,5.35,22929.15,23121.8,12.35,0.0,3,65,195,1082.25,50.67,1031.58,reentry,decay_50
adjust,5,2,9,2025-01-28,2025-01-30,PE,22600,2025-01-28T14:35:00+05:30,15.6,2025-01-29T15:20:00+05:30,14.2,23121.8,23164.9,12.35,0.0,3,65,195,273.0,52.73,220.27,decay_50,eod_gap
adjust,5,2,10,2025-01-28,2025-01-30,CE,23300,2025-01-28T15:20:00+05:30,29.6,2025-01-30T09:38:00+05:30,67.15,22969.75,23204.3,12.35,0.0,3,65,195,-7322.25,61.19,-7383.44,eod_gap,tp
adjust,5,2,11,2025-01-29,2025-01-30,PE,23000,2025-01-29T15:20:00+05:30,90.45,2025-01-30T09:38:00+05:30,47.1,23164.9,23204.3,12.35,0.0,3,65,195,8453.25,76.23,8377.02,eod_gap,tp
adjust,5,3,12,2025-01-30,2025-01-30,CE,23550,2025-01-30T09:39:00+05:30,11.95,2025-01-30T10:46:00+05:30,8.44,23205.5,23292.7,11.95,0.0,3,65,195,684.45,51.23,633.22,reentry,tp
adjust,5,3,13,2025-01-30,2025-01-30,PE,22750,2025-01-30T09:39:00+05:30,11.15,2025-01-30T10:22:00+05:30,5.3,23205.5,23295.15,11.95,0.0,3,65,195,1140.75,50.73,1090.02,reentry,decay_50
adjust,5,3,14,2025-01-30,2025-01-30,PE,22850,2025-01-30T10:22:00+05:30,9.69,2025-01-30T10:46:00+05:30,6.55,23295.15,23292.7,11.95,0.0,3,65,195,612.3,50.44,561.86,decay_50,tp
adjust,6,1,1,2025-01-31,2025-02-06,CE,24500,2025-01-31T09:30:00+05:30,25.55,2025-02-01T11:50:00+05:30,12.5,23319.15,23473.0,25.0,0.0,3,65,195,2544.75,55.33,2489.42,cycle_start,tp
adjust,6,1,2,2025-01-31,2025-02-06,PE,21950,2025-01-31T09:30:00+05:30,23.65,2025-01-31T14:43:00+05:30,11.75,23319.15,23485.15,25.0,0.0,3,65,195,2320.5,54.74,2265.76,cycle_start,decay_50
adjust,6,1,3,2025-01-31,2025-02-06,PE,22150,2025-01-31T14:43:00+05:30,16.39,2025-02-01T11:50:00+05:30,15.9,23485.15,23473.0,25.0,0.0,3,65,195,95.55,53.1,42.45,decay_50,tp
adjust,6,2,4,2025-02-01,2025-02-06,CE,24500,2025-02-01T11:51:00+05:30,11.6,2025-02-01T12:21:00+05:30,10.4,23402.3,23483.3,12.41,0.0,3,65,195,234.0,51.3,182.7,reentry,tp
adjust,6,2,5,2025-02-01,2025-02-06,PE,21900,2025-02-01T11:51:00+05:30,12.6,2025-02-01T12:12:00+05:30,5.85,23402.3,23521.55,12.41,0.0,3,65,195,1316.25,51.18,1265.07,reentry,decay_50
adjust,6,2,6,2025-02-01,2025-02-06,PE,22450,2025-02-01T12:12:00+05:30,14.95,2025-02-01T12:21:00+05:30,10.3,23521.55,23483.3,12.41,0.0,3,65,195,906.75,52.22,854.53,decay_50,tp
adjust,6,3,7,2025-02-01,2025-02-06,CE,24450,2025-02-01T12:22:00+05:30,11.7,2025-02-01T13:04:00+05:30,5.75,23488.45,23398.9,11.98,0.0,3,65,195,1160.25,50.93,1109.32,reentry,decay_50
adjust,6,3,8,2025-02-01,2025-02-06,PE,22550,2025-02-01T12:22:00+05:30,11.75,2025-02-01T15:05:00+05:30,6.8,23488.45,23497.95,11.98,0.0,3,65,195,965.25,51.03,914.22,reentry,tp
adjust,6,3,9,2025-02-01,2025-02-06,CE,24200,2025-02-01T13:04:00+05:30,11.4,2025-02-01T15:05:00+05:30,10.05,23398.9,23497.95,11.98,0.0,3,65,195,263.25,51.22,212.03,decay_50,tp
adjust,6,4,10,2025-02-01,2025-02-06,CE,24150,2025-02-01T15:06:00+05:30,11.7,2025-02-03T09:15:00+05:30,4.95,23490.85,23271.85,12.44,0.0,3,65,195,1316.25,50.86,1265.39,reentry,decay_50
adjust,6,4,11,2025-02-01,2025-02-06,PE,22750,2025-02-01T15:06:00+05:30,12.65,2025-02-03T11:01:00+05:30,11.75,23490.85,23320.45,12.44,0.0,3,65,195,175.5,51.71,123.79,reentry,tp
adjust,6,4,12,2025-02-03,2025-02-06,CE,23800,2025-02-03T09:15:00+05:30,17.35,2025-02-03T11:01:00+05:30,12.55,23271.85,23320.45,12.44,0.0,3,65,195,936.0,53.07,882.93,decay_50,tp
adjust,6,5,13,2025-02-03,2025-02-06,CE,23800,2025-02-03T11:02:00+05:30,11.95,2025-02-05T10:35:00+05:30,56.0,23316.25,23768.8,12.38,0.0,3,65,195,-8589.75,55.35,-8645.1,reentry,tp
adjust,6,5,14,2025-02-03,2025-02-06,PE,22750,2025-02-03T11:02:00+05:30,12.1,2025-02-04T09:15:00+05:30,4.84,23316.25,23495.7,12.38,0.0,3,65,195,1415.7,50.96,1364.74,reentry,decay_50
adjust,6,5,15,2025-02-04,2025-02-06,PE,23050,2025-02-04T09:15:00+05:30,13.85,2025-02-04T14:45:00+05:30,6.9,23495.7,23692.6,12.38,0.0,3,65,195,1355.25,51.62,1303.63,decay_50,decay_50
adjust,6,5,16,2025-02-04,2025-02-06,PE,23450,2025-02-04T14:45:00+05:30,35.0,2025-02-04T15:20:00+05:30,23.65,23692.6,23735.35,12.38,0.0,3,65,195,2213.25,58.9,2154.35,decay_50,eod_gap
adjust,6,5,17,2025-02-04,2025-02-06,PE,23600,2025-02-04T15:20:00+05:30,54.75,2025-02-05T09:43:00+05:30,27.1,23735.35,23796.0,12.38,0.0,3,65,195,5391.75,64.65,5327.1,eod_gap,decay_50
adjust,6,5,18,2025-02-05,2025-02-06,PE,23700,2025-02-05T09:43:00+05:30,56.0,2025-02-05T10:35:00+05:30,52.3,23796.0,23768.8,12.38,0.0,3,65,195,721.5,67.18,654.32,decay_50,tp
adjust,6,6,19,2025-02-05,2025-02-06,CE,24000,2025-02-05T15:01:00+05:30,11.4,2025-02-06T09:17:00+05:30,7.15,23701.4,23726.25,11.32,0.0,3,65,195,828.75,50.96,777.79,reentry,tp
adjust,6,6,20,2025-02-05,2025-02-06,PE,23400,2025-02-05T15:01:00+05:30,10.95,2025-02-06T09:15:00+05:30,4.7,23701.4,23723.65,11.32,0.0,3,65,195,1218.75,50.63,1168.12,reentry,decay_50
adjust,6,6,21,2025-02-06,2025-02-06,PE,23450,2025-02-06T09:15:00+05:30,6.35,2025-02-06T09:17:00+05:30,4.59,23723.65,23726.25,11.32,0.0,3,65,195,343.2,49.35,293.85,decay_50,tp
adjust,7,1,1,2025-02-07,2025-02-13,CE,24200,2025-02-07T09:30:00+05:30,24.05,2025-02-07T10:18:00+05:30,11.95,23595.4,23536.5,25.0,0.0,3,65,195,2359.5,54.87,2304.63,cycle_start,decay_50
adjust,7,1,2,2025-02-07,2025-02-13,PE,22900,2025-02-07T09:30:00+05:30,23.25,2025-02-07T10:58:00+05:30,11.5,23595.4,23612.25,25.0,0.0,3,65,195,2291.25,54.61,2236.64,cycle_start,decay_50
adjust,7,1,3,2025-02-07,2025-02-13,CE,24150,2025-02-07T10:18:00+05:30,15.25,2025-02-07T11:59:00+05:30,17.5,23536.5,23646.6,25.0,0.0,3,65,195,-438.75,52.92,-491.67,decay_50,tp
adjust,7,1,4,2025-02-07,2025-02-13,PE,22950,2025-02-07T10:58:00+05:30,13.9,2025-02-07T11:59:00+05:30,10.25,23612.25,23646.6,25.0,0.0,3,65,195,711.75,51.92,659.83,decay_50,tp
adjust,7,2,5,2025-02-07,2025-02-13,CE,24200,2025-02-07T12:00:00+05:30,13.05,2025-02-07T15:20:00+05:30,8.9,23650.3,23568.7,12.99,0.0,3,65,195,809.25,51.57,757.68,reentry,eod_gap
adjust,7,2,6,2025-02-07,2025-02-13,PE,23000,2025-02-07T12:00:00+05:30,12.55,2025-02-11T09:42:00+05:30,25.25,23650.3,23341.65,12.99,0.0,3,65,195,-2476.5,52.85,-2529.35,reentry,tp
adjust,7,2,7,2025-02-07,2025-02-13,CE,24100,2025-02-07T15:20:00+05:30,15.15,2025-02-10T10:08:00+05:30,7.5,23568.7,23408.25,12.99,0.0,3,65,195,1491.75,52.03,1439.72,eod_gap,decay_50
adjust,7,2,8,2025-02-10,2025-02-13,CE,23900,2025-02-10T10:08:00+05:30,20.75,2025-02-10T15:20:00+05:30,15.3,23408.25,23378.75,12.99,0.0,3,65,195,1062.75,54.25,1008.5,decay_50,eod_gap
adjust,7,2,9,2025-02-10,2025-02-13,CE,23800,2025-02-10T15:20:00+05:30,25.65,2025-02-11T09:42:00+05:30,16.35,23378.75,23341.65,12.99,0.0,3,65,195,1813.5,55.69,1757.81,eod_gap,tp
adjust,7,3,10,2025-02-11,2025-02-13,CE,23850,2025-02-11T09:43:00+05:30,12.85,2025-02-11T11:54:00+05:30,6.35,23348.15,23255.35,13.59,0.0,3,65,195,1267.5,51.29,1216.21,reentry,decay_50
adjust,7,3,11,2025-02-11,2025-02-13,PE,22900,2025-02-11T09:43:00+05:30,13.6,2025-02-12T15:20:00+05:30,36.29,23348.15,23049.05,13.59,0.0,3,65,195,-4424.55,54.1,-4478.65,reentry,no_roll_available
adjust,7,3,12,2025-02-11,2025-02-13,CE,23750,2025-02-11T11:54:00+05:30,10.65,2025-02-11T14:33:00+05:30,5.3,23255.35,23035.1,13.59,0.0,3,65,195,1043.25,50.6,992.65,decay_50,decay_50
adjust,7,3,13,2025-02-11,2025-02-13,CE,23300,2025-02-11T14:33:00+05:30,42.25,2025-02-12T09:24:00+05:30,20.95,23035.1,23000.3,13.59,0.0,3,65,195,4153.5,60.67,4092.83,decay_50,decay_50
adjust,7,3,14,2025-02-12,2025-02-13,CE,23200,2025-02-12T09:24:00+05:30,38.2,2025-02-12T09:45:00+05:30,18.3,23000.3,22885.65,13.59,0.0,3,65,195,3880.5,59.32,3821.18,decay_50,decay_50
adjust,7,3,15,2025-02-12,2025-02-13,CE,23000,2025-02-12T09:45:00+05:30,61.6,2025-02-12T15:20:00+05:30,115.0,22885.65,23049.05,13.59,0.0,3,65,195,-10413.0,74.16,-10487.16,decay_50,no_roll_available
adjust,7,4,16,2025-02-12,2025-02-13,CE,23350,2025-02-12T15:21:00+05:30,12.4,2025-02-13T10:25:00+05:30,9.55,23054.35,23162.6,12.68,0.0,3,65,195,555.75,51.45,504.3,reentry,tp
adjust,7,4,17,2025-02-12,2025-02-13,PE,22750,2025-02-12T15:21:00+05:30,11.95,2025-02-13T09:42:00+05:30,5.45,23054.35,23126.9,12.68,0.0,3,65,195,1267.5,50.97,1216.53,reentry,decay_50
adjust,7,4,18,2025-02-13,2025-02-13,PE,22850,2025-02-13T09:42:00+05:30,11.05,2025-02-13T10:25:00+05:30,7.4,23126.9,23162.6,12.68,0.0,3,65,195,711.75,50.89,660.86,decay_50,tp
adjust,8,1,1,2025-02-14,2025-02-20,CE,23600,2025-02-14T09:30:00+05:30,23.05,2025-02-14T12:48:00+05:30,11.5,23038.1,22837.25,25.0,0.0,3,65,195,2252.25,54.55,2197.7,cycle_start,decay_50
adjust,8,1,2,2025-02-14,2025-02-20,PE,22450,2025-02-14T09:30:00+05:30,22.9,2025-02-14T15:20:00+05:30,27.95,23038.1,22922.95,25.0,0.0,3,65,195,-984.75,55.94,-1040.69,cycle_start,eod_gap
adjust,8,1,3,2025-02-14,2025-02-20,CE,23350,2025-02-14T12:48:00+05:30,31.95,2025-02-18T09:42:00+05:30,21.95,22837.25,22914.1,25.0,0.0,3,65,195,1950.0,57.92,1892.08,decay_50,tp
adjust,8,1,4,2025-02-14,2025-02-20,PE,22550,2025-02-14T15:20:00+05:30,41.9,2025-02-18T09:42:00+05:30,31.65,22922.95,22914.1,25.0,0.0,3,65,195,1998.75,61.5,1937.25,eod_gap,tp
adjust,8,2,5,2025-02-18,2025-02-20,CE,23450,2025-02-18T09:43:00+05:30,13.1,2025-02-18T14:24:00+05:30,7.4,22932.2,22927.65,12.85,0.0,3,65,195,1111.5,51.45,1060.05,reentry,no_roll_available
adjust,8,2,6,2025-02-18,2025-02-20,PE,22350,2025-02-18T09:43:00+05:30,11.45,2025-02-18T14:24:00+05:30,5.7,22932.2,22927.65,12.85,0.0,3,65,195,1121.25,50.85,1070.4,reentry,no_roll_available
adjust,8,3,7,2025-02-18,2025-02-20,CE,23400,2025-02-18T14:25:00+05:30,10.3,2025-02-18T15:20:00+05:30,7.9,22932.05,22937.35,12.3,0.0,3,65,195,468.0,50.73,417.27,reentry,eod_gap
adjust,8,3,8,2025-02-18,2025-02-20,PE,22500,2025-02-18T14:25:00+05:30,13.2,2025-02-19T09:38:00+05:30,7.7,22932.05,22900.95,12.3,0.0,3,65,195,1072.5,51.51,1020.99,reentry,tp
adjust,8,3,9,2025-02-18,2025-02-20,CE,23350,2025-02-18T15:20:00+05:30,10.85,2025-02-19T09:24:00+05:30,5.15,22937.35,22849.45,12.3,0.0,3,65,195,1111.5,50.64,1060.86,eod_gap,decay_50
adjust,8,3,10,2025-02-19,2025-02-20,CE,23250,2025-02-19T09:24:00+05:30,9.8,2025-02-19T09:38:00+05:30,11.05,22849.45,22900.95,12.3,0.0,3,65,195,-243.75,50.86,-294.61,decay_50,tp
adjust,8,4,11,2025-02-19,2025-02-20,CE,23250,2025-02-19T09:39:00+05:30,10.6,2025-02-19T15:20:00+05:30,7.9,22899.45,22929.65,11.24,0.0,3,65,195,526.5,50.81,475.69,reentry,eod_gap
adjust,8,4,12,2025-02-19,2025-02-20,PE,22550,2025-02-19T09:39:00+05:30,10.85,2025-02-19T12:16:00+05:30,5.0,22899.45,23011.55,11.24,0.0,3,65,195,1140.75,50.63,1090.12,reentry,decay_50
adjust,8,4,13,2025-02-19,2025-02-20,PE,22750,2025-02-19T12:16:00+05:30,16.39,2025-02-20T09:22:00+05:30,24.8,23011.55,22864.1,11.24,0.0,3,65,195,-1639.95,53.87,-1693.82,decay_50,tp
adjust,8,4,14,2025-02-19,2025-02-20,CE,23100,2025-02-19T15:20:00+05:30,24.6,2025-02-20T09:20:00+05:30,12.1,22929.65,22856.0,11.24,0.0,3,65,195,2437.5,55.03,2382.47,eod_gap,decay_50
adjust,8,4,15,2025-02-20,2025-02-20,CE,23050,2025-02-20T09:20:00+05:30,18.05,2025-02-20T09:22:00+05:30,18.75,22856.0,22864.1,11.24,0.0,3,65,195,-136.5,53.8,-190.3,decay_50,tp
adjust,9,1,1,2025-02-21,2025-02-27,CE,23350,2025-02-21T09:30:00+05:30,22.35,2025-02-21T13:48:00+05:30,11.1,22889.05,22723.7,25.0,0.0,3,65,195,2193.75,54.33,2139.42,cycle_start,decay_50
adjust,9,1,2,2025-02-21,2025-02-27,PE,22400,2025-02-21T09:30:00+05:30,22.8,2025-02-24T12:00:00+05:30,38.5,22889.05,22591.35,25.0,0.0,3,65,195,-3061.5,56.83,-3118.33,cycle_start,tp
