entry_date,status,skip_reason,expiry_date,next_trading_day,lot_size,lots,qty,spot_signal_timestamp,spot_signal_close,spot_sma_25,spot_signal_relation,atm_strike,bought_side,contract_name,option_entry_timestamp,option_entry_open,option_exit_timestamp,option_exit_open,gross_pnl,brokerage,net_pnl,remarks
2020-05-28,SKIPPED,missing_entry_or_exit_timestamp,2020-06-04,2020-05-29,75,4,300,2020-05-28T15:00:00+05:30,9485.1,9444.71,ABOVE_SMA,9500,CE,NIFTY_9500_CE_04_JUN_20.csv,2020-05-28T15:29:00+05:30,,2020-05-29T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_9500_CE_04_JUN_20.csv missing entry 2020-05-28T15:29:00+05:30
2020-05-29,TRADED,,2020-06-04,2020-06-01,75,4,300,2020-05-29T15:00:00+05:30,9590.55,9491.41,ABOVE_SMA,9600,CE,NIFTY_9600_CE_04_JUN_20.csv,2020-05-29T15:29:00+05:30,74.65,2020-06-01T09:16:00+05:30,182.9,31875.00,50.00,31825.00,
2020-06-01,TRADED,,2020-06-04,2020-06-02,75,4,300,2020-06-01T15:00:00+05:30,9830.9,9847.15,BELOW_SMA,9850,PE,NIFTY_9850_PE_04_JUN_20.csv,2020-06-01T15:29:00+05:30,146.25,2020-06-02T09:16:00+05:30,128.4,-5955.00,50.00,-6005.00,
2020-06-02,TRADED,,2020-06-04,2020-06-03,75,4,300,2020-06-02T15:00:00+05:30,9976.95,9922.95,ABOVE_SMA,10000,CE,NIFTY_10000_CE_04_JUN_20.csv,2020-06-02T15:29:00+05:30,78.0,2020-06-03T09:16:00+05:30,142.3,18690.00,50.00,18640.00,
2020-06-03,TRADED,,2020-06-04,2020-06-04,75,4,300,2020-06-03T15:00:00+05:30,10050.0,10108.68,BELOW_SMA,10050,PE,NIFTY_10050_PE_04_JUN_20.csv,2020-06-03T15:29:00+05:30,44.7,2020-06-04T09:16:00+05:30,34.45,-3675.00,50.00,-3725.00,
2020-06-04,SKIPPED,missing_entry_or_exit_timestamp,2020-06-11,2020-06-05,75,4,300,2020-06-04T15:00:00+05:30,10025.5,10022.77,ABOVE_SMA,10050,CE,NIFTY_10050_CE_11_JUN_20.csv,2020-06-04T15:29:00+05:30,,2020-06-05T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_10050_CE_11_JUN_20.csv missing entry 2020-06-04T15:29:00+05:30
2020-06-05,TRADED,,2020-06-11,2020-06-08,75,4,300,2020-06-05T15:00:00+05:30,10138.5,10110.35,ABOVE_SMA,10150,CE,NIFTY_10150_CE_11_JUN_20.csv,2020-06-05T15:29:00+05:30,145.0,2020-06-08T09:16:00+05:30,206.85,17955.00,50.00,17905.00,
2020-06-08,TRADED,,2020-06-11,2020-06-09,75,4,300,2020-06-08T15:00:00+05:30,10164.3,10238.87,BELOW_SMA,10150,PE,NIFTY_10150_PE_11_JUN_20.csv,2020-06-08T15:29:00+05:30,97.75,2020-06-09T09:16:00+05:30,91.0,-2625.00,50.00,-2675.00,
2020-06-09,TRADED,,2020-06-11,2020-06-10,75,4,300,2020-06-09T15:00:00+05:30,10051.3,10187.63,BELOW_SMA,10050,PE,NIFTY_10050_PE_11_JUN_20.csv,2020-06-09T15:29:00+05:30,105.55,2020-06-10T09:16:00+05:30,59.1,-14535.00,50.00,-14585.00,
2020-06-10,TRADED,,2020-06-11,2020-06-11,75,4,300,2020-06-10T15:00:00+05:30,10129.3,10092.41,ABOVE_SMA,10150,CE,NIFTY_10150_CE_11_JUN_20.csv,2020-06-10T15:29:00+05:30,61.8,2020-06-11T09:16:00+05:30,18.0,-13740.00,50.00,-13790.00,
2020-06-11,SKIPPED,missing_entry_or_exit_timestamp,2020-06-18,2020-06-12,75,4,300,2020-06-11T15:00:00+05:30,9893.8,10015.38,BELOW_SMA,9900,PE,NIFTY_9900_PE_18_JUN_20.csv,2020-06-11T15:29:00+05:30,,2020-06-12T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_9900_PE_18_JUN_20.csv missing entry 2020-06-11T15:29:00+05:30
2020-06-12,TRADED,,2020-06-18,2020-06-15,75,4,300,2020-06-12T15:00:00+05:30,9975.7,9786.43,ABOVE_SMA,10000,CE,NIFTY_10000_CE_18_JUN_20.csv,2020-06-12T15:29:00+05:30,119.7,2020-06-15T09:16:00+05:30,84.8,-11070.00,50.00,-11120.00,
2020-06-15,TRADED,,2020-06-18,2020-06-16,75,4,300,2020-06-15T15:00:00+05:30,9809.35,9812.68,BELOW_SMA,9800,PE,NIFTY_9800_PE_18_JUN_20.csv,2020-06-15T15:29:00+05:30,115.0,2020-06-16T09:16:00+05:30,28.05,-26685.00,50.00,-26735.00,
2020-06-16,TRADED,,2020-06-18,2020-06-17,75,4,300,2020-06-16T15:00:00+05:30,9915.35,9929.18,BELOW_SMA,9900,PE,NIFTY_9900_PE_18_JUN_20.csv,2020-06-16T15:29:00+05:30,112.4,2020-06-17T09:16:00+05:30,121.05,1995.00,50.00,1945.00,
2020-06-17,TRADED,,2020-06-18,2020-06-18,75,4,300,2020-06-17T15:00:00+05:30,9880.95,9922.17,BELOW_SMA,9900,PE,NIFTY_9900_PE_18_JUN_20.csv,2020-06-17T15:29:00+05:30,88.0,2020-06-18T09:16:00+05:30,71.05,-5685.00,50.00,-5735.00,
2020-06-18,SKIPPED,missing_entry_or_exit_timestamp,2020-06-25,2020-06-19,75,4,300,2020-06-18T15:00:00+05:30,10083.7,9964.62,ABOVE_SMA,10100,CE,NIFTY_10100_CE_25_JUN_20.csv,2020-06-18T15:29:00+05:30,,2020-06-19T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_10100_CE_25_JUN_20.csv missing entry 2020-06-18T15:29:00+05:30
2020-06-19,TRADED,,2020-06-25,2020-06-22,75,4,300,2020-06-19T15:00:00+05:30,10249.9,10171.98,ABOVE_SMA,10250,CE,NIFTY_10250_CE_25_JUN_20.csv,2020-06-19T15:29:00+05:30,135.85,2020-06-22T09:16:00+05:30,135.35,-750.00,50.00,-800.00,
2020-06-22,TRADED,,2020-06-25,2020-06-23,75,4,300,2020-06-22T15:00:00+05:30,10317.6,10330.14,BELOW_SMA,10300,PE,NIFTY_10300_PE_25_JUN_20.csv,2020-06-22T15:29:00+05:30,102.9,2020-06-23T09:16:00+05:30,92.1,-3840.00,50.00,-3890.00,
2020-06-23,TRADED,,2020-06-25,2020-06-24,75,4,300,2020-06-23T15:00:00+05:30,10468.8,10391.20,ABOVE_SMA,10450,CE,NIFTY_10450_CE_25_JUN_20.csv,2020-06-23T15:29:00+05:30,94.4,2020-06-24T09:16:00+05:30,99.65,975.00,50.00,925.00,
2020-06-24,TRADED,,2020-06-25,2020-06-25,75,4,300,2020-06-24T15:00:00+05:30,10303.2,10458.08,BELOW_SMA,10300,PE,NIFTY_10300_PE_25_JUN_20.csv,2020-06-24T15:29:00+05:30,63.6,2020-06-25T09:16:00+05:30,113.5,14370.00,50.00,14320.00,
2020-06-25,SKIPPED,missing_entry_or_exit_timestamp,2020-07-02,2020-06-26,75,4,300,2020-06-25T15:00:00+05:30,10284.8,10291.78,BELOW_SMA,10300,PE,NIFTY_10300_PE_02_JUL_20.csv,2020-06-25T15:29:00+05:30,,2020-06-26T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_10300_PE_02_JUL_20.csv missing entry 2020-06-25T15:29:00+05:30
2020-06-26,TRADED,,2020-07-02,2020-06-29,75,4,300,2020-06-26T15:00:00+05:30,10378.8,10355.08,ABOVE_SMA,10400,CE,NIFTY_10400_CE_02_JUL_20.csv,2020-06-26T15:29:00+05:30,103.3,2020-06-29T09:16:00+05:30,72.05,-9975.00,50.00,-10025.00,
2020-06-29,TRADED,,2020-07-02,2020-06-30,75,4,300,2020-06-29T15:00:00+05:30,10326.3,10277.71,ABOVE_SMA,10350,CE,NIFTY_10350_CE_02_JUL_20.csv,2020-06-29T15:29:00+05:30,85.0,2020-06-30T09:16:00+05:30,103.0,4800.00,50.00,4750.00,
2020-06-30,TRADED,,2020-07-02,2020-07-01,75,4,300,2020-06-30T15:00:00+05:30,10301.7,10352.80,BELOW_SMA,10300,PE,NIFTY_10300_PE_02_JUL_20.csv,2020-06-30T15:29:00+05:30,111.55,2020-07-01T09:16:00+05:30,97.25,-4890.00,50.00,-4940.00,
2020-07-01,TRADED,,2020-07-02,2020-07-02,75,4,300,2020-07-01T15:00:00+05:30,10436.4,10383.26,ABOVE_SMA,10450,CE,NIFTY_10450_CE_02_JUL_20.csv,2020-07-01T15:29:00+05:30,42.4,2020-07-02T09:16:00+05:30,71.6,8160.00,50.00,8110.00,
2020-07-02,SKIPPED,missing_entry_or_exit_timestamp,2020-07-09,2020-07-03,75,4,300,2020-07-02T15:00:00+05:30,10546.1,10540.93,ABOVE_SMA,10550,CE,NIFTY_10550_CE_09_JUL_20.csv,2020-07-02T15:29:00+05:30,,2020-07-03T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_10550_CE_09_JUL_20.csv missing entry 2020-07-02T15:29:00+05:30
2020-07-03,TRADED,,2020-07-09,2020-07-06,75,4,300,2020-07-03T15:00:00+05:30,10606.8,10597.22,ABOVE_SMA,10600,CE,NIFTY_10600_CE_09_JUL_20.csv,2020-07-03T15:29:00+05:30,100.8,2020-07-06T09:16:00+05:30,145.0,12660.00,50.00,12610.00,
2020-07-06,TRADED,,2020-07-09,2020-07-07,75,4,300,2020-07-06T15:00:00+05:30,10767.0,10753.65,ABOVE_SMA,10750,CE,NIFTY_10750_CE_09_JUL_20.csv,2020-07-06T15:29:00+05:30,103.9,2020-07-07T09:16:00+05:30,90.4,-4650.00,50.00,-4700.00,
2020-07-07,TRADED,,2020-07-09,2020-07-08,75,4,300,2020-07-07T15:00:00+05:30,10796.9,10759.82,ABOVE_SMA,10800,CE,NIFTY_10800_CE_09_JUL_20.csv,2020-07-07T15:29:00+05:30,59.35,2020-07-08T09:16:00+05:30,69.75,2520.00,50.00,2470.00,
2020-07-08,TRADED,,2020-07-09,2020-07-09,75,4,300,2020-07-08T15:00:00+05:30,10708.9,10794.70,BELOW_SMA,10700,PE,NIFTY_10700_PE_09_JUL_20.csv,2020-07-08T15:29:00+05:30,56.5,2020-07-09T09:16:00+05:30,26.8,-9510.00,50.00,-9560.00,
2020-07-09,SKIPPED,missing_entry_or_exit_timestamp,2020-07-16,2020-07-10,75,4,300,2020-07-09T15:00:00+05:30,10811.5,10780.58,ABOVE_SMA,10800,CE,NIFTY_10800_CE_16_JUL_20.csv,2020-07-09T15:29:00+05:30,,2020-07-10T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_10800_CE_16_JUL_20.csv missing entry 2020-07-09T15:29:00+05:30
2020-07-10,TRADED,,2020-07-16,2020-07-13,75,4,300,2020-07-10T15:00:00+05:30,10761.9,10768.68,BELOW_SMA,10750,PE,NIFTY_10750_PE_16_JUL_20.csv,2020-07-10T15:29:00+05:30,98.25,2020-07-13T09:16:00+05:30,59.5,-12225.00,50.00,-12275.00,
2020-07-13,TRADED,,2020-07-16,2020-07-14,75,4,300,2020-07-13T15:00:00+05:30,10796.8,10821.57,BELOW_SMA,10800,PE,NIFTY_10800_PE_16_JUL_20.csv,2020-07-13T15:29:00+05:30,77.8,2020-07-14T09:16:00+05:30,114.4,10380.00,50.00,10330.00,
2020-07-14,TRADED,,2020-07-16,2020-07-15,75,4,300,2020-07-14T15:00:00+05:30,10610.0,10649.02,BELOW_SMA,10600,PE,NIFTY_10600_PE_16_JUL_20.csv,2020-07-14T15:29:00+05:30,74.55,2020-07-15T09:16:00+05:30,40.55,-10800.00,50.00,-10850.00,
2020-07-15,TRADED,,2020-07-16,2020-07-16,75,4,300,2020-07-15T15:00:00+05:30,10601.3,10760.52,BELOW_SMA,10600,PE,NIFTY_10600_PE_16_JUL_20.csv,2020-07-15T15:29:00+05:30,34.3,2020-07-16T09:16:00+05:30,37.6,390.00,50.00,340.00,
2020-07-16,SKIPPED,missing_entry_or_exit_timestamp,2020-07-23,2020-07-17,75,4,300,2020-07-16T15:00:00+05:30,10746.2,10665.54,ABOVE_SMA,10750,CE,NIFTY_10750_CE_23_JUL_20.csv,2020-07-16T15:29:00+05:30,,2020-07-17T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_10750_CE_23_JUL_20.csv missing entry 2020-07-16T15:29:00+05:30
2020-07-17,TRADED,,2020-07-23,2020-07-20,75,4,300,2020-07-17T15:00:00+05:30,10900.0,10816.44,ABOVE_SMA,10900,CE,NIFTY_10900_CE_23_JUL_20.csv,2020-07-17T15:29:00+05:30,123.15,2020-07-20T09:16:00+05:30,130.4,1575.00,50.00,1525.00,
2020-07-20,TRADED,,2020-07-23,2020-07-21,75,4,300,2020-07-20T15:00:00+05:30,11031.5,10990.83,ABOVE_SMA,11050,CE,NIFTY_11050_CE_23_JUL_20.csv,2020-07-20T15:29:00+05:30,74.85,2020-07-21T09:16:00+05:30,113.4,10965.00,50.00,10915.00,
2020-07-21,TRADED,,2020-07-23,2020-07-22,75,4,300,2020-07-21T15:00:00+05:30,11164.5,11144.21,ABOVE_SMA,11150,CE,NIFTY_11150_CE_23_JUL_20.csv,2020-07-21T15:29:00+05:30,84.85,2020-07-22T09:16:00+05:30,74.4,-3735.00,50.00,-3785.00,
2020-07-22,TRADED,,2020-07-23,2020-07-23,75,4,300,2020-07-22T15:00:00+05:30,11133.0,11143.50,BELOW_SMA,11150,PE,NIFTY_11150_PE_23_JUL_20.csv,2020-07-22T15:29:00+05:30,59.15,2020-07-23T09:16:00+05:30,58.45,-810.00,50.00,-860.00,
2020-07-23,SKIPPED,missing_entry_or_exit_timestamp,2020-07-30,2020-07-24,75,4,300,2020-07-23T15:00:00+05:30,11213.7,11191.25,ABOVE_SMA,11200,CE,NIFTY_11200_CE_30_JUL_20.csv,2020-07-23T15:29:00+05:30,,2020-07-24T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11200_CE_30_JUL_20.csv missing entry 2020-07-23T15:29:00+05:30
2020-07-24,TRADED,,2020-07-30,2020-07-27,75,4,300,2020-07-24T15:00:00+05:30,11201.8,11149.13,ABOVE_SMA,11200,CE,NIFTY_11200_CE_30_JUL_20.csv,2020-07-24T15:29:00+05:30,94.3,2020-07-27T09:16:00+05:30,89.5,-2040.00,50.00,-2090.00,
2020-07-27,TRADED,,2020-07-30,2020-07-28,75,4,300,2020-07-27T15:00:00+05:30,11126.3,11149.50,BELOW_SMA,11150,PE,NIFTY_11150_PE_30_JUL_20.csv,2020-07-27T15:29:00+05:30,112.85,2020-07-28T09:16:00+05:30,89.5,-7605.00,50.00,-7655.00,
2020-07-28,TRADED,,2020-07-30,2020-07-29,75,4,300,2020-07-28T15:00:00+05:30,11301.2,11221.04,ABOVE_SMA,11300,CE,NIFTY_11300_CE_30_JUL_20.csv,2020-07-28T15:29:00+05:30,66.45,2020-07-29T09:16:00+05:30,77.65,2760.00,50.00,2710.00,
2020-07-29,TRADED,,2020-07-30,2020-07-30,75,4,300,2020-07-29T15:00:00+05:30,11206.5,11262.54,BELOW_SMA,11200,PE,NIFTY_11200_PE_30_JUL_20.csv,2020-07-29T15:29:00+05:30,45.95,2020-07-30T09:16:00+05:30,17.85,-9030.00,50.00,-9080.00,
2020-07-30,SKIPPED,missing_entry_or_exit_timestamp,2020-08-06,2020-07-31,75,4,300,2020-07-30T15:00:00+05:30,11108.7,11222.80,BELOW_SMA,11100,PE,NIFTY_11100_PE_06_AUG_20.csv,2020-07-30T15:29:00+05:30,,2020-07-31T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11100_PE_06_AUG_20.csv missing entry 2020-07-30T15:29:00+05:30
2020-07-31,TRADED,,2020-08-06,2020-08-03,75,4,300,2020-07-31T15:00:00+05:30,11070.2,11086.57,BELOW_SMA,11050,PE,NIFTY_11050_PE_06_AUG_20.csv,2020-07-31T15:29:00+05:30,84.7,2020-08-03T09:16:00+05:30,123.45,11025.00,50.00,10975.00,
2020-08-03,TRADED,,2020-08-06,2020-08-04,75,4,300,2020-08-03T15:00:00+05:30,10892.6,10952.02,BELOW_SMA,10900,PE,NIFTY_10900_PE_06_AUG_20.csv,2020-08-03T15:29:00+05:30,85.55,2020-08-04T09:16:00+05:30,66.15,-6420.00,50.00,-6470.00,
2020-08-04,TRADED,,2020-08-06,2020-08-05,75,4,300,2020-08-04T15:00:00+05:30,11095.1,11028.65,ABOVE_SMA,11100,CE,NIFTY_11100_CE_06_AUG_20.csv,2020-08-04T15:29:00+05:30,67.25,2020-08-05T09:16:00+05:30,89.6,6105.00,50.00,6055.00,
2020-08-05,TRADED,,2020-08-06,2020-08-06,75,4,300,2020-08-05T15:00:00+05:30,11103.9,11141.43,BELOW_SMA,11100,PE,NIFTY_11100_PE_06_AUG_20.csv,2020-08-05T15:29:00+05:30,38.0,2020-08-06T09:16:00+05:30,27.7,-3690.00,50.00,-3740.00,
2020-08-06,SKIPPED,missing_entry_or_exit_timestamp,2020-08-13,2020-08-07,75,4,300,2020-08-06T15:00:00+05:30,11200.4,11186.01,ABOVE_SMA,11200,CE,NIFTY_11200_CE_13_AUG_20.csv,2020-08-06T15:29:00+05:30,,2020-08-07T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11200_CE_13_AUG_20.csv missing entry 2020-08-06T15:29:00+05:30
2020-08-07,TRADED,,2020-08-13,2020-08-10,75,4,300,2020-08-07T15:00:00+05:30,11214.3,11194.16,ABOVE_SMA,11200,CE,NIFTY_11200_CE_13_AUG_20.csv,2020-08-07T15:29:00+05:30,109.15,2020-08-10T09:16:00+05:30,130.0,5655.00,50.00,5605.00,
2020-08-10,TRADED,,2020-08-13,2020-08-11,75,4,300,2020-08-10T15:00:00+05:30,11268.3,11300.98,BELOW_SMA,11250,PE,NIFTY_11250_PE_13_AUG_20.csv,2020-08-10T15:29:00+05:30,62.65,2020-08-11T09:16:00+05:30,31.65,-9900.00,50.00,-9950.00,
2020-08-11,TRADED,,2020-08-13,2020-08-12,75,4,300,2020-08-11T15:00:00+05:30,11323.2,11339.46,BELOW_SMA,11300,PE,NIFTY_11300_PE_13_AUG_20.csv,2020-08-11T15:29:00+05:30,44.9,2020-08-12T09:16:00+05:30,86.65,11925.00,50.00,11875.00,
2020-08-12,TRADED,,2020-08-13,2020-08-13,75,4,300,2020-08-12T15:00:00+05:30,11310.5,11295.14,ABOVE_SMA,11300,CE,NIFTY_11300_CE_13_AUG_20.csv,2020-08-12T15:29:00+05:30,53.15,2020-08-13T09:16:00+05:30,65.0,2955.00,50.00,2905.00,
2020-08-13,SKIPPED,missing_entry_or_exit_timestamp,2020-08-20,2020-08-14,75,4,300,2020-08-13T15:00:00+05:30,11297.8,11318.47,BELOW_SMA,11300,PE,NIFTY_11300_PE_20_AUG_20.csv,2020-08-13T15:29:00+05:30,,2020-08-14T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11300_PE_20_AUG_20.csv missing entry 2020-08-13T15:29:00+05:30
2020-08-14,TRADED,,2020-08-20,2020-08-17,75,4,300,2020-08-14T15:00:00+05:30,11177.6,11295.29,BELOW_SMA,11200,PE,NIFTY_11200_PE_20_AUG_20.csv,2020-08-14T15:29:00+05:30,111.5,2020-08-17T09:16:00+05:30,78.2,-10590.00,50.00,-10640.00,
2020-08-17,TRADED,,2020-08-20,2020-08-18,75,4,300,2020-08-17T15:00:00+05:30,11242.0,11207.79,ABOVE_SMA,11250,CE,NIFTY_11250_CE_20_AUG_20.csv,2020-08-17T15:29:00+05:30,89.15,2020-08-18T09:16:00+05:30,81.0,-3045.00,50.00,-3095.00,
2020-08-18,TRADED,,2020-08-20,2020-08-19,75,4,300,2020-08-18T15:00:00+05:30,11383.8,11329.42,ABOVE_SMA,11400,CE,NIFTY_11400_CE_20_AUG_20.csv,2020-08-18T15:29:00+05:30,60.45,2020-08-19T09:16:00+05:30,78.0,4665.00,50.00,4615.00,
2020-08-19,TRADED,,2020-08-20,2020-08-20,75,4,300,2020-08-19T15:00:00+05:30,11403.3,11430.81,BELOW_SMA,11400,PE,NIFTY_11400_PE_20_AUG_20.csv,2020-08-19T15:29:00+05:30,29.95,2020-08-20T09:16:00+05:30,94.55,18780.00,50.00,18730.00,
2020-08-20,SKIPPED,missing_entry_or_exit_timestamp,2020-08-27,2020-08-21,75,4,300,2020-08-20T15:00:00+05:30,11310.0,11331.95,BELOW_SMA,11300,PE,NIFTY_11300_PE_27_AUG_20.csv,2020-08-20T15:29:00+05:30,,2020-08-21T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11300_PE_27_AUG_20.csv missing entry 2020-08-20T15:29:00+05:30
2020-08-21,TRADED,,2020-08-27,2020-08-24,75,4,300,2020-08-21T15:00:00+05:30,11369.2,11391.86,BELOW_SMA,11350,PE,NIFTY_11350_PE_27_AUG_20.csv,2020-08-21T15:29:00+05:30,70.45,2020-08-24T09:16:00+05:30,45.25,-8160.00,50.00,-8210.00,
2020-08-24,TRADED,,2020-08-27,2020-08-25,75,4,300,2020-08-24T15:00:00+05:30,11467.5,11453.18,ABOVE_SMA,11450,CE,NIFTY_11450_CE_27_AUG_20.csv,2020-08-24T15:29:00+05:30,86.6,2020-08-25T09:16:00+05:30,94.2,1680.00,50.00,1630.00,
2020-08-25,TRADED,,2020-08-27,2020-08-26,75,4,300,2020-08-25T15:00:00+05:30,11470.3,11473.62,BELOW_SMA,11450,PE,NIFTY_11450_PE_27_AUG_20.csv,2020-08-25T15:29:00+05:30,45.05,2020-08-26T09:16:00+05:30,43.5,-1065.00,50.00,-1115.00,
2020-08-26,TRADED,,2020-08-27,2020-08-27,75,4,300,2020-08-26T15:00:00+05:30,11550.8,11493.90,ABOVE_SMA,11550,CE,NIFTY_11550_CE_27_AUG_20.csv,2020-08-26T15:29:00+05:30,42.25,2020-08-27T09:16:00+05:30,52.2,2385.00,50.00,2335.00,
2020-08-27,SKIPPED,missing_entry_or_exit_timestamp,2020-09-03,2020-08-28,75,4,300,2020-08-27T15:00:00+05:30,11555.8,11587.17,BELOW_SMA,11550,PE,NIFTY_11550_PE_03_SEP_20.csv,2020-08-27T15:29:00+05:30,,2020-08-28T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11550_PE_03_SEP_20.csv missing entry 2020-08-27T15:29:00+05:30
2020-08-28,TRADED,,2020-09-03,2020-08-31,75,4,300,2020-08-28T15:00:00+05:30,11644.4,11638.22,ABOVE_SMA,11650,CE,NIFTY_11650_CE_03_SEP_20.csv,2020-08-28T15:29:00+05:30,94.35,2020-08-31T09:16:00+05:30,149.55,15960.00,50.00,15910.00,
2020-08-31,TRADED,,2020-09-03,2020-09-01,75,4,300,2020-08-31T15:00:00+05:30,11403.4,11572.60,BELOW_SMA,11400,PE,NIFTY_11400_PE_03_SEP_20.csv,2020-08-31T15:29:00+05:30,137.2,2020-09-01T09:16:00+05:30,115.7,-7050.00,50.00,-7100.00,
2020-09-01,TRADED,,2020-09-03,2020-09-02,75,4,300,2020-09-01T15:00:00+05:30,11477.0,11459.97,ABOVE_SMA,11500,CE,NIFTY_11500_CE_03_SEP_20.csv,2020-09-01T15:29:00+05:30,79.7,2020-09-02T09:16:00+05:30,60.5,-6360.00,50.00,-6410.00,
2020-09-02,TRADED,,2020-09-03,2020-09-03,75,4,300,2020-09-02T15:00:00+05:30,11529.0,11482.98,ABOVE_SMA,11550,CE,NIFTY_11550_CE_03_SEP_20.csv,2020-09-02T15:29:00+05:30,46.1,2020-09-03T09:16:00+05:30,45.7,-720.00,50.00,-770.00,
2020-09-03,SKIPPED,missing_entry_or_exit_timestamp,2020-09-10,2020-09-04,75,4,300,2020-09-03T15:00:00+05:30,11526.0,11546.74,BELOW_SMA,11550,PE,NIFTY_11550_PE_10_SEP_20.csv,2020-09-03T15:29:00+05:30,,2020-09-04T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11550_PE_10_SEP_20.csv missing entry 2020-09-03T15:29:00+05:30
2020-09-04,TRADED,,2020-09-10,2020-09-07,75,4,300,2020-09-04T15:00:00+05:30,11341.2,11398.54,BELOW_SMA,11350,PE,NIFTY_11350_PE_10_SEP_20.csv,2020-09-04T15:29:00+05:30,102.8,2020-09-07T09:16:00+05:30,113.4,2580.00,50.00,2530.00,
2020-09-07,TRADED,,2020-09-10,2020-09-08,75,4,300,2020-09-07T15:00:00+05:30,11356.4,11320.62,ABOVE_SMA,11350,CE,NIFTY_11350_CE_10_SEP_20.csv,2020-09-07T15:29:00+05:30,100.0,2020-09-08T09:16:00+05:30,78.15,-7155.00,50.00,-7205.00,
2020-09-08,TRADED,,2020-09-10,2020-09-09,75,4,300,2020-09-08T15:00:00+05:30,11325.5,11396.20,BELOW_SMA,11350,PE,NIFTY_11350_PE_10_SEP_20.csv,2020-09-08T15:29:00+05:30,107.05,2020-09-09T09:16:00+05:30,128.0,5685.00,50.00,5635.00,
2020-09-09,TRADED,,2020-09-10,2020-09-10,75,4,300,2020-09-09T15:00:00+05:30,11280.2,11242.76,ABOVE_SMA,11300,CE,NIFTY_11300_CE_10_SEP_20.csv,2020-09-09T15:29:00+05:30,43.9,2020-09-10T09:16:00+05:30,48.4,750.00,50.00,700.00,
2020-09-10,SKIPPED,missing_entry_or_exit_timestamp,2020-09-17,2020-09-11,75,4,300,2020-09-10T15:00:00+05:30,11452.9,11392.17,ABOVE_SMA,11450,CE,NIFTY_11450_CE_17_SEP_20.csv,2020-09-10T15:29:00+05:30,,2020-09-11T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11450_CE_17_SEP_20.csv missing entry 2020-09-10T15:29:00+05:30
2020-09-11,TRADED,,2020-09-17,2020-09-14,75,4,300,2020-09-11T15:00:00+05:30,11470.2,11454.79,ABOVE_SMA,11450,CE,NIFTY_11450_CE_17_SEP_20.csv,2020-09-11T15:29:00+05:30,99.9,2020-09-14T09:16:00+05:30,128.3,7920.00,50.00,7870.00,
2020-09-14,TRADED,,2020-09-17,2020-09-15,75,4,300,2020-09-14T15:00:00+05:30,11446.2,11513.88,BELOW_SMA,11450,PE,NIFTY_11450_PE_17_SEP_20.csv,2020-09-14T15:29:00+05:30,93.5,2020-09-15T09:16:00+05:30,71.65,-7155.00,50.00,-7205.00,
2020-09-15,TRADED,,2020-09-17,2020-09-16,75,4,300,2020-09-15T15:00:00+05:30,11520.7,11489.08,ABOVE_SMA,11500,CE,NIFTY_11500_CE_17_SEP_20.csv,2020-09-15T15:29:00+05:30,76.3,2020-09-16T09:16:00+05:30,67.65,-3195.00,50.00,-3245.00,
2020-09-16,TRADED,,2020-09-17,2020-09-17,75,4,300,2020-09-16T15:00:00+05:30,11601.2,11561.86,ABOVE_SMA,11600,CE,NIFTY_11600_CE_17_SEP_20.csv,2020-09-16T15:29:00+05:30,44.3,2020-09-17T09:16:00+05:30,8.0,-11490.00,50.00,-11540.00,
2020-09-17,SKIPPED,missing_entry_or_exit_timestamp,2020-09-24,2020-09-18,75,4,300,2020-09-17T15:00:00+05:30,11523.2,11546.50,BELOW_SMA,11500,PE,NIFTY_11500_PE_24_SEP_20.csv,2020-09-17T15:29:00+05:30,,2020-09-18T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11500_PE_24_SEP_20.csv missing entry 2020-09-17T15:29:00+05:30
2020-09-18,TRADED,,2020-09-24,2020-09-21,75,4,300,2020-09-18T15:00:00+05:30,11508.2,11547.78,BELOW_SMA,11500,PE,NIFTY_11500_PE_24_SEP_20.csv,2020-09-18T15:29:00+05:30,84.45,2020-09-21T09:16:00+05:30,88.35,570.00,50.00,520.00,
2020-09-21,TRADED,,2020-09-24,2020-09-22,75,4,300,2020-09-21T15:00:00+05:30,11262.2,11445.77,BELOW_SMA,11250,PE,NIFTY_11250_PE_24_SEP_20.csv,2020-09-21T15:29:00+05:30,113.15,2020-09-22T09:16:00+05:30,83.75,-9420.00,50.00,-9470.00,
