date,net_pnl,equity,peak,drawdown
2020-01-02,-1215.00,298785.00,300000.00,1215.00
2020-01-09,-23178.75,275606.25,300000.00,24393.75
2020-01-16,5070.00,280676.25,300000.00,19323.75
2020-01-23,1428.75,282105.00,300000.00,17895.00
2020-01-30,-1957.50,280147.50,300000.00,19852.50
2020-02-06,11445.00,291592.50,300000.00,8407.50
2020-02-13,4777.50,296370.00,300000.00,3630.00
2020-02-20,3678.75,300048.75,300048.75,0.00
2020-02-27,-6611.25,293437.50,300048.75,6611.25
2020-03-05,2673.75,296111.25,300048.75,3937.50
2020-03-12,-60277.50,235833.75,300048.75,64215.00
2020-03-26,28282.50,264116.25,300048.75,35932.50
2020-04-01,40770.00,304886.25,304886.25,0.00
2020-04-09,-22908.75,281977.50,304886.25,22908.75
2020-04-16,24776.25,306753.75,306753.75,0.00
2020-04-23,15502.50,322256.25,322256.25,0.00
2020-04-30,-18652.50,303603.75,322256.25,18652.50
2020-05-07,19218.75,322822.50,322822.50,0.00
2020-05-14,-1998.75,320823.75,322822.50,1998.75
2020-05-21,22740.00,343563.75,343563.75,0.00
2020-05-28,-8040.00,335523.75,343563.75,8040.00
2020-06-04,-3982.50,331541.25,343563.75,12022.50
2020-06-11,-386.25,331155.00,343563.75,12408.75
2020-06-18,-16166.25,314988.75,343563.75,28575.00
2020-06-25,22357.50,337346.25,343563.75,6217.50
2020-07-02,8760.00,346106.25,346106.25,0.00
2020-07-09,7110.00,353216.25,353216.25,0.00
2020-07-16,14051.25,367267.50,367267.50,0.00
2020-07-23,-1226.25,366041.25,367267.50,1226.25
2020-07-30,7762.50,373803.75,373803.75,0.00
2020-08-06,7477.50,381281.25,381281.25,0.00
2020-08-13,12348.75,393630.00,393630.00,0.00
2020-08-20,8902.50,402532.50,402532.50,0.00
2020-08-27,5973.75,408506.25,408506.25,0.00
2020-09-03,2666.25,411172.50,411172.50,0.00
2020-09-10,2670.00,413842.50,413842.50,0.00
2020-09-17,11628.75,425471.25,425471.25,0.00
2020-09-24,-29790.00,395681.25,425471.25,29790.00
2020-10-01,-12911.25,382770.00,425471.25,42701.25
2020-10-08,-1623.75,381146.25,425471.25,44325.00
2020-10-15,-11546.25,369600.00,425471.25,55871.25
2020-10-22,7710.00,377310.00,425471.25,48161.25
2020-10-29,3873.75,381183.75,425471.25,44287.50
2020-11-05,1560.00,382743.75,425471.25,42727.50
2020-11-12,-14493.75,368250.00,425471.25,57221.25
2020-11-19,7976.25,376226.25,425471.25,49245.00
2020-11-26,5628.75,381855.00,425471.25,43616.25
2020-12-03,11073.75,392928.75,425471.25,32542.50
2020-12-10,1575.00,394503.75,425471.25,30967.50
2020-12-17,5152.50,399656.25,425471.25,25815.00
2020-12-24,-101.25,399555.00,425471.25,25916.25
2020-12-31,9776.25,409331.25,425471.25,16140.00
2021-01-07,12783.75,422115.00,425471.25,3356.25
2021-01-14,168.75,422283.75,425471.25,3187.50
2021-01-21,7695.00,429978.75,429978.75,0.00
2021-01-28,-28398.75,401580.00,429978.75,28398.75
2021-02-04,-34796.25,366783.75,429978.75,63195.00
2021-02-11,11793.75,378577.50,429978.75,51401.25
2021-02-18,8640.00,387217.50,429978.75,42761.25
2021-02-25,3382.50,390600.00,429978.75,39378.75
2021-03-04,9600.00,400200.00,429978.75,29778.75
2021-03-10,18791.25,418991.25,429978.75,10987.50
2021-03-18,-17456.25,401535.00,429978.75,28443.75
2021-03-25,9176.25,410711.25,429978.75,19267.50
2021-04-01,5433.75,416145.00,429978.75,13833.75
2021-04-08,12468.75,428613.75,429978.75,1365.00
2021-04-15,9566.25,438180.00,438180.00,0.00
2021-04-22,11805.00,449985.00,449985.00,0.00
2021-04-29,-3056.25,446928.75,449985.00,3056.25
2021-05-06,9153.75,456082.50,456082.50,0.00
2021-05-12,14688.75,470771.25,470771.25,0.00
2021-05-20,12502.50,483273.75,483273.75,0.00
