entry_date,status,skip_reason,active_expiry,spot_atm_timestamp,spot_atm_open,atm_strike,sell_ce_strike,sell_ce_entry_timestamp,sell_ce_entry_open,sell_ce_exit_timestamp,sell_ce_exit_open,sell_pe_strike,sell_pe_entry_timestamp,sell_pe_entry_open,sell_pe_exit_timestamp,sell_pe_exit_open,buy_ce_strike,buy_ce_entry_timestamp,buy_ce_entry_open,buy_ce_exit_timestamp,buy_ce_exit_open,buy_pe_strike,buy_pe_entry_timestamp,buy_pe_entry_open,buy_pe_exit_timestamp,buy_pe_exit_open,lot_size,num_lots,total_qty,net_entry_credit_points,gross_pnl,brokerage,net_pnl,remarks
2023-03-27,TRADED,,2023-03-29,2023-03-27T09:15:00+05:30,16984.3,17000,17250,2023-03-27T09:20:00+05:30,17.95,2023-03-27T15:20:00+05:30,10.1,16750,2023-03-27T09:20:00+05:30,29.95,2023-03-27T15:20:00+05:30,15.95,17450,2023-03-27T09:20:00+05:30,3.9,2023-03-27T15:20:00+05:30,2.4,16550,2023-03-27T09:20:00+05:30,9.95,2023-03-27T15:20:00+05:30,4.75,50,6,300,34.05,2145.00,200.00,1945.00,
2023-03-28,TRADED,,2023-03-29,2023-03-28T09:15:00+05:30,17031.8,17050,17300,2023-03-28T09:20:00+05:30,6.15,2023-03-28T15:20:00+05:30,1.5,16800,2023-03-28T09:20:00+05:30,10.15,2023-03-28T15:20:00+05:30,10.6,17500,2023-03-28T09:20:00+05:30,1.75,2023-03-28T15:20:00+05:30,0.95,16600,2023-03-28T09:20:00+05:30,3.1,2023-03-28T15:20:00+05:30,1.35,50,6,300,11.45,-1905.00,200.00,-2105.00,
2023-03-29,TRADED,,2023-03-29,2023-03-29T09:15:00+05:30,16977.3,17000,17250,2023-03-29T09:20:00+05:30,1.25,2023-03-29T15:20:00+05:30,0.15,16750,2023-03-29T09:20:00+05:30,2.15,2023-03-29T15:20:00+05:30,0.05,17450,2023-03-29T09:20:00+05:30,0.55,2023-03-29T15:20:00+05:30,0.05,16550,2023-03-29T09:20:00+05:30,0.7,2023-03-29T15:20:00+05:30,0.05,50,6,300,2.15,-1785.00,200.00,-1985.00,
2023-03-31,TRADED,,2023-04-06,2023-03-31T09:15:00+05:30,17210.3,17200,17450,2023-03-31T09:20:00+05:30,28.95,2023-03-31T15:20:00+05:30,47.3,16950,2023-03-31T09:20:00+05:30,27.3,2023-03-31T15:20:00+05:30,16.2,17650,2023-03-31T09:20:00+05:30,5.3,2023-03-31T15:20:00+05:30,7.4,16750,2023-03-31T09:20:00+05:30,12.05,2023-03-31T15:20:00+05:30,7.65,50,6,300,38.90,-5265.00,200.00,-5465.00,
2023-04-03,TRADED,,2023-04-06,2023-04-03T09:15:00+05:30,17427.9,17450,17700,2023-04-03T09:20:00+05:30,6.8,2023-04-03T15:20:00+05:30,2.4,17200,2023-04-03T09:20:00+05:30,35.95,2023-04-03T15:20:00+05:30,14.55,17900,2023-04-03T09:20:00+05:30,1.75,2023-04-03T15:20:00+05:30,0.9,17000,2023-04-03T09:20:00+05:30,11.35,2023-04-03T15:20:00+05:30,4.25,50,6,300,29.65,2955.00,200.00,2755.00,
2023-04-05,TRADED,,2023-04-06,2023-04-05T09:15:00+05:30,17422.3,17400,17650,2023-04-05T09:20:00+05:30,5.0,2023-04-05T15:20:00+05:30,9.35,17150,2023-04-05T09:20:00+05:30,6.55,2023-04-05T15:20:00+05:30,2.75,17850,2023-04-05T09:20:00+05:30,1.0,2023-04-05T15:20:00+05:30,0.7,16950,2023-04-05T09:20:00+05:30,2.6,2023-04-05T15:20:00+05:30,1.85,50,6,300,7.95,-2880.00,200.00,-3080.00,
2023-04-06,TRADED,,2023-04-06,2023-04-06T09:15:00+05:30,17533.8,17550,17800,2023-04-06T09:20:00+05:30,0.7,2023-04-06T15:20:00+05:30,0.1,17300,2023-04-06T09:20:00+05:30,2.75,2023-04-06T15:20:00+05:30,0.05,18000,2023-04-06T09:20:00+05:30,0.4,2023-04-06T15:20:00+05:30,0.05,17100,2023-04-06T09:20:00+05:30,1.15,2023-04-06T15:20:00+05:30,0.05,50,6,300,1.90,-1845.00,200.00,-2045.00,
2023-04-10,TRADED,,2023-04-13,2023-04-10T09:15:00+05:30,17634.9,17650,17900,2023-04-10T09:20:00+05:30,9.35,2023-04-10T15:20:00+05:30,4.7,17400,2023-04-10T09:20:00+05:30,16.6,2023-04-10T15:20:00+05:30,10.4,18100,2023-04-10T09:20:00+05:30,1.8,2023-04-10T15:20:00+05:30,1.45,17200,2023-04-10T09:20:00+05:30,5.15,2023-04-10T15:20:00+05:30,3.15,50,6,300,19.00,150.00,200.00,-50.00,
2023-04-11,TRADED,,2023-04-13,2023-04-11T09:15:00+05:30,17704.8,17700,17950,2023-04-11T09:20:00+05:30,3.95,2023-04-11T15:20:00+05:30,3.0,17450,2023-04-11T09:20:00+05:30,7.45,2023-04-11T15:20:00+05:30,3.75,18150,2023-04-11T09:20:00+05:30,1.45,2023-04-11T15:20:00+05:30,0.7,17250,2023-04-11T09:20:00+05:30,2.8,2023-04-11T15:20:00+05:30,1.85,50,6,300,7.15,-1515.00,200.00,-1715.00,
2023-04-12,TRADED,,2023-04-13,2023-04-12T09:15:00+05:30,17759.6,17750,18000,2023-04-12T09:20:00+05:30,1.7,2023-04-12T15:20:00+05:30,2.85,17500,2023-04-12T09:20:00+05:30,4.75,2023-04-12T15:20:00+05:30,2.7,18200,2023-04-12T09:20:00+05:30,0.75,2023-04-12T15:20:00+05:30,0.6,17300,2023-04-12T09:20:00+05:30,1.8,2023-04-12T15:20:00+05:30,1.5,50,6,300,3.90,-2265.00,200.00,-2465.00,
2023-04-13,TRADED,,2023-04-13,2023-04-13T09:15:00+05:30,17807.3,17800,18050,2023-04-13T09:20:00+05:30,0.8,2023-04-13T15:20:00+05:30,0.05,17550,2023-04-13T09:20:00+05:30,1.5,2023-04-13T15:20:00+05:30,0.1,18250,2023-04-13T09:20:00+05:30,0.5,2023-04-13T15:20:00+05:30,0.05,17350,2023-04-13T09:20:00+05:30,0.85,2023-04-13T15:20:00+05:30,0.05,50,6,300,0.95,-2130.00,200.00,-2330.00,
2023-04-17,TRADED,,2023-04-20,2023-04-17T09:15:00+05:30,17863.0,17850,18100,2023-04-17T09:20:00+05:30,5.5,2023-04-17T15:20:00+05:30,3.0,17600,2023-04-17T09:20:00+05:30,55.45,2023-04-17T15:20:00+05:30,29.85,18300,2023-04-17T09:20:00+05:30,2.15,2023-04-17T15:20:00+05:30,1.75,17400,2023-04-17T09:20:00+05:30,16.0,2023-04-17T15:20:00+05:30,7.65,50,6,300,42.80,3405.00,200.00,3205.00,
2023-04-18,TRADED,,2023-04-20,2023-04-18T09:15:00+05:30,17746.8,17750,18000,2023-04-18T09:20:00+05:30,5.65,2023-04-18T15:20:00+05:30,2.35,17500,2023-04-18T09:20:00+05:30,9.9,2023-04-18T15:20:00+05:30,9.85,18200,2023-04-18T09:20:00+05:30,1.95,2023-04-18T15:20:00+05:30,1.45,17300,2023-04-18T09:20:00+05:30,3.35,2023-04-18T15:20:00+05:30,1.85,50,6,300,10.25,-1995.00,200.00,-2195.00,
2023-04-19,TRADED,,2023-04-20,2023-04-19T09:15:00+05:30,17653.3,17650,17900,2023-04-19T09:20:00+05:30,2.95,2023-04-19T15:20:00+05:30,1.6,17400,2023-04-19T09:20:00+05:30,3.85,2023-04-19T15:20:00+05:30,2.5,18100,2023-04-19T09:20:00+05:30,1.35,2023-04-19T15:20:00+05:30,1.1,17200,2023-04-19T09:20:00+05:30,1.5,2023-04-19T15:20:00+05:30,1.0,50,6,300,3.95,-1815.00,200.00,-2015.00,
2023-04-20,TRADED,,2023-04-20,2023-04-20T09:15:00+05:30,17638.6,17650,17900,2023-04-20T09:20:00+05:30,0.95,2023-04-20T15:20:00+05:30,0.05,17400,2023-04-20T09:20:00+05:30,1.1,2023-04-20T15:20:00+05:30,0.05,18100,2023-04-20T09:20:00+05:30,0.7,2023-04-20T15:20:00+05:30,0.05,17200,2023-04-20T09:20:00+05:30,0.7,2023-04-20T15:20:00+05:30,0.05,50,6,300,0.65,-2205.00,200.00,-2405.00,
2023-04-21,TRADED,,2023-04-27,2023-04-21T09:15:00+05:30,17639.8,17650,17900,2023-04-21T09:20:00+05:30,14.2,2023-04-21T15:20:00+05:30,7.5,17400,2023-04-21T09:20:00+05:30,18.6,2023-04-21T15:20:00+05:30,14.45,18100,2023-04-21T09:20:00+05:30,2.65,2023-04-21T15:20:00+05:30,2.25,17200,2023-04-21T09:20:00+05:30,6.4,2023-04-21T15:20:00+05:30,4.85,50,6,300,23.75,270.00,200.00,70.00,
2023-04-24,TRADED,,2023-04-27,2023-04-24T09:15:00+05:30,17707.6,17700,17950,2023-04-24T09:20:00+05:30,5.95,2023-04-24T15:20:00+05:30,6.7,17450,2023-04-24T09:20:00+05:30,11.1,2023-04-24T15:20:00+05:30,6.7,18150,2023-04-24T09:20:00+05:30,2.0,2023-04-24T15:20:00+05:30,1.5,17250,2023-04-24T09:20:00+05:30,3.4,2023-04-24T15:20:00+05:30,3.55,50,6,300,11.65,-1410.00,200.00,-1610.00,
2023-04-25,TRADED,,2023-04-27,2023-04-25T09:15:00+05:30,17761.6,17750,18000,2023-04-25T09:20:00+05:30,3.6,2023-04-25T15:20:00+05:30,2.6,17500,2023-04-25T09:20:00+05:30,8.3,2023-04-25T15:20:00+05:30,4.6,18200,2023-04-25T09:20:00+05:30,1.25,2023-04-25T15:20:00+05:30,0.8,17300,2023-04-25T09:20:00+05:30,3.05,2023-04-25T15:20:00+05:30,2.35,50,6,300,7.60,-1335.00,200.00,-1535.00,
2023-04-26,TRADED,,2023-04-27,2023-04-26T09:15:00+05:30,17767.3,17750,18000,2023-04-26T09:20:00+05:30,2.2,2023-04-26T15:20:00+05:30,1.5,17500,2023-04-26T09:20:00+05:30,4.4,2023-04-26T15:20:00+05:30,2.4,18200,2023-04-26T09:20:00+05:30,0.95,2023-04-26T15:20:00+05:30,0.6,17300,2023-04-26T09:20:00+05:30,1.95,2023-04-26T15:20:00+05:30,1.55,50,6,300,3.70,-1815.00,200.00,-2015.00,
2023-04-27,SKIPPED,missing_candle_at_timestamp,2023-04-27,2023-04-27T09:15:00+05:30,17813.1,17800,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,NIFTY_18250_CE_27_APR_23.csv@exit
2023-04-28,TRADED,,2023-05-04,2023-04-28T09:15:00+05:30,17950.4,17950,18200,2023-04-28T09:20:00+05:30,13.95,2023-04-28T15:20:00+05:30,19.35,17700,2023-04-28T09:20:00+05:30,15.1,2023-04-28T15:20:00+05:30,7.05,18400,2023-04-28T09:20:00+05:30,3.35,2023-04-28T15:20:00+05:30,2.55,17500,2023-04-28T09:20:00+05:30,5.5,2023-04-28T15:20:00+05:30,4.05,50,6,300,20.20,-2280.00,200.00,-2480.00,
2023-05-02,TRADED,,2023-05-04,2023-05-02T09:15:00+05:30,18124.8,18100,18350,2023-05-02T09:20:00+05:30,6.5,2023-05-02T15:20:00+05:30,5.75,17850,2023-05-02T09:20:00+05:30,8.3,2023-05-02T15:20:00+05:30,4.8,18550,2023-05-02T09:20:00+05:30,1.5,2023-05-02T15:20:00+05:30,1.05,17650,2023-05-02T09:20:00+05:30,4.05,2023-05-02T15:20:00+05:30,2.5,50,6,300,9.25,-1725.00,200.00,-1925.00,
2023-05-03,TRADED,,2023-05-04,2023-05-03T09:15:00+05:30,18113.8,18100,18350,2023-05-03T09:20:00+05:30,2.75,2023-05-03T15:20:00+05:30,1.6,17850,2023-05-03T09:20:00+05:30,6.2,2023-05-03T15:20:00+05:30,3.5,18550,2023-05-03T09:20:00+05:30,1.25,2023-05-03T15:20:00+05:30,0.65,17650,2023-05-03T09:20:00+05:30,2.45,2023-05-03T15:20:00+05:30,1.45,50,6,300,5.25,-1725.00,200.00,-1925.00,
2023-05-04,TRADED,,2023-05-04,2023-05-04T09:15:00+05:30,18081.0,18100,18350,2023-05-04T09:20:00+05:30,0.75,2023-05-04T15:20:00+05:30,0.05,17850,2023-05-04T09:20:00+05:30,1.25,2023-05-04T15:20:00+05:30,0.05,18550,2023-05-04T09:20:00+05:30,0.65,2023-05-04T15:20:00+05:30,0.05,17650,2023-05-04T09:20:00+05:30,0.8,2023-05-04T15:20:00+05:30,0.05,50,6,300,0.55,-2235.00,200.00,-2435.00,
2023-05-05,TRADED,,2023-05-11,2023-05-05T09:15:00+05:30,18117.3,18100,18350,2023-05-05T09:20:00+05:30,25.65,2023-05-05T15:20:00+05:30,14.25,17850,2023-05-05T09:20:00+05:30,11.85,2023-05-05T15:20:00+05:30,19.4,18550,2023-05-05T09:20:00+05:30,5.05,2023-05-05T15:20:00+05:30,3.95,17650,2023-05-05T09:20:00+05:30,4.95,2023-05-05T15:20:00+05:30,6.15,50,6,300,27.50,-1215.00,200.00,-1415.00,
2023-05-08,TRADED,,2023-05-11,2023-05-08T09:15:00+05:30,18120.6,18100,18350,2023-05-08T09:20:00+05:30,19.4,2023-05-08T15:20:00+05:30,41.4,17850,2023-05-08T09:20:00+05:30,9.35,2023-05-08T15:20:00+05:30,4.8,18550,2023-05-08T09:20:00+05:30,3.7,2023-05-08T15:20:00+05:30,4.75,17650,2023-05-08T09:20:00+05:30,3.8,2023-05-08T15:20:00+05:30,2.8,50,6,300,21.25,-7620.00,200.00,-7820.00,
2023-05-09,TRADED,,2023-05-11,2023-05-09T09:15:00+05:30,18303.4,18300,18550,2023-05-09T09:20:00+05:30,5.75,2023-05-09T15:20:00+05:30,2.7,18050,2023-05-09T09:20:00+05:30,8.3,2023-05-09T15:20:00+05:30,8.05,18750,2023-05-09T09:20:00+05:30,1.55,2023-05-09T15:20:00+05:30,1.25,17850,2023-05-09T09:20:00+05:30,3.4,2023-05-09T15:20:00+05:30,2.95,50,6,300,9.10,-1635.00,200.00,-1835.00,
2023-05-10,TRADED,,2023-05-11,2023-05-10T09:15:00+05:30,18313.6,18300,18550,2023-05-10T09:20:00+05:30,3.6,2023-05-10T15:20:00+05:30,1.45,18050,2023-05-10T09:20:00+05:30,4.45,2023-05-10T15:20:00+05:30,3.45,18750,2023-05-10T09:20:00+05:30,1.2,2023-05-10T15:20:00+05:30,0.6,17850,2023-05-10T09:20:00+05:30,2.05,2023-05-10T15:20:00+05:30,1.75,50,6,300,4.80,-1725.00,200.00,-1925.00,
2023-05-11,TRADED,,2023-05-11,2023-05-11T09:15:00+05:30,18357.8,18350,18600,2023-05-11T09:20:00+05:30,0.7,2023-05-11T15:20:00+05:30,0.05,18100,2023-05-11T09:20:00+05:30,1.95,2023-05-11T15:20:00+05:30,0.05,18800,2023-05-11T09:20:00+05:30,0.55,2023-05-11T15:20:00+05:30,0.05,17900,2023-05-11T09:20:00+05:30,1.1,2023-05-11T15:20:00+05:30,0.1,50,6,300,1.00,-2085.00,200.00,-2285.00,
2023-05-12,TRADED,,2023-05-18,2023-05-12T09:15:00+05:30,18273.8,18250,18500,2023-05-12T09:20:00+05:30,19.45,2023-05-12T15:20:00+05:30,21.7,18000,2023-05-12T09:20:00+05:30,23.7,2023-05-12T15:20:00+05:30,15.7,18700,2023-05-12T09:20:00+05:30,4.3,2023-05-12T15:20:00+05:30,3.3,17800,2023-05-12T09:20:00+05:30,8.3,2023-05-12T15:20:00+05:30,6.05,50,6,300,30.55,-1650.00,200.00,-1850.00,
2023-05-15,TRADED,,2023-05-18,2023-05-15T09:15:00+05:30,18339.3,18350,18600,2023-05-15T09:20:00+05:30,8.3,2023-05-15T15:20:00+05:30,9.05,18100,2023-05-15T09:20:00+05:30,21.2,2023-05-15T15:20:00+05:30,12.1,18800,2023-05-15T09:20:00+05:30,1.75,2023-05-15T15:20:00+05:30,1.55,17900,2023-05-15T09:20:00+05:30,7.3,2023-05-15T15:20:00+05:30,5.55,50,6,300,20.45,-480.00,200.00,-680.00,
2023-05-16,TRADED,,2023-05-18,2023-05-16T09:15:00+05:30,18432.3,18450,18700,2023-05-16T09:20:00+05:30,3.05,2023-05-16T15:20:00+05:30,2.2,18200,2023-05-16T09:20:00+05:30,18.5,2023-05-16T15:20:00+05:30,26.5,18900,2023-05-16T09:20:00+05:30,1.35,2023-05-16T15:20:00+05:30,1.5,18000,2023-05-16T09:20:00+05:30,6.4,2023-05-16T15:20:00+05:30,5.0,50,6,300,13.80,-4920.00,200.00,-5120.00,
2023-05-17,TRADED,,2023-05-18,2023-05-17T09:15:00+05:30,18300.4,18300,18550,2023-05-17T09:20:00+05:30,3.45,2023-05-17T15:20:00+05:30,1.75,18050,2023-05-17T09:20:00+05:30,6.25,2023-05-17T15:20:00+05:30,4.9,18750,2023-05-17T09:20:00+05:30,1.8,2023-05-17T15:20:00+05:30,1.15,17850,2023-05-17T09:20:00+05:30,2.05,2023-05-17T15:20:00+05:30,0.9,50,6,300,5.85,-2025.00,200.00,-2225.00,
2023-05-18,TRADED,,2023-05-18,2023-05-18T09:15:00+05:30,18287.5,18300,18550,2023-05-18T09:20:00+05:30,1.05,2023-05-18T15:20:00+05:30,0.05,18050,2023-05-18T09:20:00+05:30,1.45,2023-05-18T15:20:00+05:30,0.05,18750,2023-05-18T09:20:00+05:30,0.7,2023-05-18T15:20:00+05:30,0.05,17850,2023-05-18T09:20:00+05:30,0.75,2023-05-18T15:20:00+05:30,0.05,50,6,300,1.05,-2085.00,200.00,-2285.00,
2023-05-19,TRADED,,2023-05-25,2023-05-19T09:15:00+05:30,18186.2,18200,18450,2023-05-19T09:20:00+05:30,14.3,2023-05-19T15:20:00+05:30,12.7,17950,2023-05-19T09:20:00+05:30,24.65,2023-05-19T15:20:00+05:30,13.5,18650,2023-05-19T09:20:00+05:30,4.05,2023-05-19T15:20:00+05:30,2.45,17750,2023-05-19T09:20:00+05:30,8.15,2023-05-19T15:20:00+05:30,4.85,50,6,300,26.75,-45.00,200.00,-245.00,
2023-05-22,TRADED,,2023-05-25,2023-05-22T09:15:00+05:30,18201.1,18200,18450,2023-05-22T09:20:00+05:30,11.35,2023-05-22T15:20:00+05:30,20.7,17950,2023-05-22T09:20:00+05:30,16.15,2023-05-22T15:20:00+05:30,7.55,18650,2023-05-22T09:20:00+05:30,2.4,2023-05-22T15:20:00+05:30,2.1,17750,2023-05-22T09:20:00+05:30,5.85,2023-05-22T15:20:00+05:30,3.95,50,6,300,19.25,-3285.00,200.00,-3485.00,
2023-05-23,TRADED,,2023-05-25,2023-05-23T09:15:00+05:30,18362.9,18350,18600,2023-05-23T09:20:00+05:30,5.4,2023-05-23T15:20:00+05:30,2.3,18100,2023-05-23T09:20:00+05:30,9.65,2023-05-23T15:20:00+05:30,7.3,18800,2023-05-23T09:20:00+05:30,1.3,2023-05-23T15:20:00+05:30,0.9,17900,2023-05-23T09:20:00+05:30,4.5,2023-05-23T15:20:00+05:30,3.35,50,6,300,9.25,-1230.00,200.00,-1430.00,
2023-05-24,TRADED,,2023-05-25,2023-05-24T09:15:00+05:30,18294.8,18300,18550,2023-05-24T09:20:00+05:30,2.95,2023-05-24T15:20:00+05:30,1.6,18050,2023-05-24T09:20:00+05:30,5.8,2023-05-24T15:20:00+05:30,2.65,18750,2023-05-24T09:20:00+05:30,1.35,2023-05-24T15:20:00+05:30,0.85,17850,2023-05-24T09:20:00+05:30,2.4,2023-05-24T15:20:00+05:30,1.05,50,6,300,5.00,-1605.00,200.00,-1805.00,
2023-05-25,TRADED,,2023-05-25,2023-05-25T09:15:00+05:30,18268.9,18250,18500,2023-05-25T09:20:00+05:30,1.5,2023-05-25T15:20:00+05:30,0.05,18000,2023-05-25T09:20:00+05:30,1.3,2023-05-25T15:20:00+05:30,0.05,18700,2023-05-25T09:20:00+05:30,0.95,2023-05-25T15:20:00+05:30,0.05,17800,2023-05-25T09:20:00+05:30,0.85,2023-05-25T15:20:00+05:30,0.05,50,6,300,1.00,-2100.00,200.00,-2300.00,
2023-05-26,TRADED,,2023-06-01,2023-05-26T09:15:00+05:30,18368.3,18350,18600,2023-05-26T09:20:00+05:30,17.7,2023-05-26T15:20:00+05:30,43.3,18100,2023-05-26T09:20:00+05:30,22.1,2023-05-26T15:20:00+05:30,10.9,18800,2023-05-26T09:20:00+05:30,3.55,2023-05-26T15:20:00+05:30,5.85,17900,2023-05-26T09:20:00+05:30,8.0,2023-05-26T15:20:00+05:30,6.0,50,6,300,28.25,-6630.00,200.00,-6830.00,
2023-05-29,TRADED,,2023-06-01,2023-05-29T09:15:00+05:30,18619.2,18600,18850,2023-05-29T09:20:00+05:30,12.7,2023-05-29T15:20:00+05:30,6.0,18350,2023-05-29T09:20:00+05:30,16.5,2023-05-29T15:20:00+05:30,16.3,19050,2023-05-29T09:20:00+05:30,2.9,2023-05-29T15:20:00+05:30,1.75,18150,2023-05-29T09:20:00+05:30,7.2,2023-05-29T15:20:00+05:30,6.85,50,6,300,19.10,-780.00,200.00,-980.00,
2023-05-30,TRADED,,2023-06-01,2023-05-30T09:15:00+05:30,18606.7,18600,18850,2023-05-30T09:20:00+05:30,7.8,2023-05-30T15:20:00+05:30,3.65,18350,2023-05-30T09:20:00+05:30,12.4,2023-05-30T15:20:00+05:30,5.9,19050,2023-05-30T09:20:00+05:30,2.05,2023-05-30T15:20:00+05:30,1.0,18150,2023-05-30T09:20:00+05:30,5.7,2023-05-30T15:20:00+05:30,3.0,50,6,300,12.45,-330.00,200.00,-530.00,
2023-05-31,TRADED,,2023-06-01,2023-05-31T09:15:00+05:30,18594.2,18600,18850,2023-05-31T09:20:00+05:30,2.05,2023-05-31T15:20:00+05:30,1.15,18350,2023-05-31T09:20:00+05:30,6.95,2023-05-31T15:20:00+05:30,3.8,19050,2023-05-31T09:20:00+05:30,1.15,2023-05-31T15:20:00+05:30,0.75,18150,2023-05-31T09:20:00+05:30,2.55,2023-05-31T15:20:00+05:30,1.45,50,6,300,5.30,-1635.00,200.00,-1835.00,
2023-06-01,TRADED,,2023-06-01,2023-06-01T09:15:00+05:30,18579.4,18600,18850,2023-06-01T09:20:00+05:30,0.95,2023-06-01T15:20:00+05:30,0.05,18350,2023-06-01T09:20:00+05:30,1.85,2023-06-01T15:20:00+05:30,0.05,19050,2023-06-01T09:20:00+05:30,0.7,2023-06-01T15:20:00+05:30,0.05,18150,2023-06-01T09:20:00+05:30,0.9,2023-06-01T15:20:00+05:30,0.05,50,6,300,1.20,-2040.00,200.00,-2240.00,
2023-06-02,TRADED,,2023-06-08,2023-06-02T09:15:00+05:30,18550.8,18550,18800,2023-06-02T09:20:00+05:30,22.2,2023-06-02T15:20:00+05:30,10.8,18300,2023-06-02T09:20:00+05:30,17.0,2023-06-02T15:20:00+05:30,17.55,19000,2023-06-02T09:20:00+05:30,5.1,2023-06-02T15:20:00+05:30,2.45,18100,2023-06-02T09:20:00+05:30,5.95,2023-06-02T15:20:00+05:30,5.2,50,6,300,28.15,-165.00,200.00,-365.00,
2023-06-05,TRADED,,2023-06-08,2023-06-05T09:15:00+05:30,18612.0,18600,18850,2023-06-05T09:20:00+05:30,10.6,2023-06-05T15:20:00+05:30,6.35,18350,2023-06-05T09:20:00+05:30,10.1,2023-06-05T15:20:00+05:30,8.05,19050,2023-06-05T09:20:00+05:30,2.45,2023-06-05T15:20:00+05:30,1.7,18150,2023-06-05T09:20:00+05:30,3.45,2023-06-05T15:20:00+05:30,2.8,50,6,300,14.80,-930.00,200.00,-1130.00,
2023-06-06,TRADED,,2023-06-08,2023-06-06T09:15:00+05:30,18600.8,18600,18850,2023-06-06T09:20:00+05:30,5.1,2023-06-06T15:20:00+05:30,2.05,18350,2023-06-06T09:20:00+05:30,7.85,2023-06-06T15:20:00+05:30,3.7,19050,2023-06-06T09:20:00+05:30,1.7,2023-06-06T15:20:00+05:30,1.0,18150,2023-06-06T09:20:00+05:30,3.25,2023-06-06T15:20:00+05:30,1.55,50,6,300,8.00,-960.00,200.00,-1160.00,
2023-06-07,TRADED,,2023-06-08,2023-06-07T09:15:00+05:30,18665.6,18650,18900,2023-06-07T09:20:00+05:30,1.5,2023-06-07T15:20:00+05:30,1.5,18400,2023-06-07T09:20:00+05:30,3.6,2023-06-07T15:20:00+05:30,3.35,19100,2023-06-07T09:20:00+05:30,0.9,2023-06-07T15:20:00+05:30,0.65,18200,2023-06-07T09:20:00+05:30,1.7,2023-06-07T15:20:00+05:30,2.2,50,6,300,2.50,-2250.00,200.00,-2450.00,
2023-06-08,TRADED,,2023-06-08,2023-06-08T09:15:00+05:30,18725.3,18750,19000,2023-06-08T09:20:00+05:30,0.8,2023-06-08T15:20:00+05:30,0.05,18500,2023-06-08T09:20:00+05:30,2.0,2023-06-08T15:20:00+05:30,0.05,19200,2023-06-08T09:20:00+05:30,0.6,2023-06-08T15:20:00+05:30,0.05,18300,2023-06-08T09:20:00+05:30,1.3,2023-06-08T15:20:00+05:30,0.1,50,6,300,0.90,-2115.00,200.00,-2315.00,
2023-06-09,TRADED,,2023-06-15,2023-06-09T09:15:00+05:30,18655.9,18650,18900,2023-06-09T09:20:00+05:30,17.65,2023-06-09T15:20:00+05:30,7.7,18400,2023-06-09T09:20:00+05:30,16.15,2023-06-09T15:20:00+05:30,22.9,19100,2023-06-09T09:20:00+05:30,3.55,2023-06-09T15:20:00+05:30,2.75,18200,2023-06-09T09:20:00+05:30,5.8,2023-06-09T15:20:00+05:30,6.05,50,6,300,24.45,-1605.00,200.00,-1805.00,
2023-06-12,TRADED,,2023-06-15,2023-06-12T09:15:00+05:30,18595.1,18600,18850,2023-06-12T09:20:00+05:30,10.05,2023-06-12T15:20:00+05:30,8.15,18350,2023-06-12T09:20:00+05:30,13.8,2023-06-12T15:20:00+05:30,7.2,19050,2023-06-12T09:20:00+05:30,2.75,2023-06-12T15:20:00+05:30,1.9,18150,2023-06-12T09:20:00+05:30,4.0,2023-06-12T15:20:00+05:30,3.0,50,6,300,17.10,-405.00,200.00,-605.00,
2023-06-13,TRADED,,2023-06-15,2023-06-13T09:15:00+05:30,18631.8,18650,18900,2023-06-13T09:20:00+05:30,5.4,2023-06-13T15:20:00+05:30,4.8,18400,2023-06-13T09:20:00+05:30,6.3,2023-06-13T15:20:00+05:30,3.6,19100,2023-06-13T09:20:00+05:30,1.85,2023-06-13T15:20:00+05:30,1.2,18200,2023-06-13T09:20:00+05:30,2.85,2023-06-13T15:20:00+05:30,2.2,50,6,300,7.00,-1800.00,200.00,-2000.00,
2023-06-14,TRADED,,2023-06-15,2023-06-14T09:15:00+05:30,18744.6,18750,19000,2023-06-14T09:20:00+05:30,1.75,2023-06-14T15:20:00+05:30,0.9,18500,2023-06-14T09:20:00+05:30,4.35,2023-06-14T15:20:00+05:30,3.45,19200,2023-06-14T09:20:00+05:30,1.05,2023-06-14T15:20:00+05:30,0.7,18300,2023-06-14T09:20:00+05:30,2.05,2023-06-14T15:20:00+05:30,1.9,50,6,300,3.00,-2025.00,200.00,-2225.00,
2023-06-15,TRADED,,2023-06-15,2023-06-15T09:15:00+05:30,18774.4,18750,19000,2023-06-15T09:20:00+05:30,0.85,2023-06-15T15:20:00+05:30,0.05,18500,2023-06-15T09:20:00+05:30,1.75,2023-06-15T15:20:00+05:30,0.05,19200,2023-06-15T09:20:00+05:30,0.7,2023-06-15T15:20:00+05:30,0.05,18300,2023-06-15T09:20:00+05:30,1.15,2023-06-15T15:20:00+05:30,0.05,50,6,300,0.75,-2175.00,200.00,-2375.00,
