index,entry_date,day_of_week,status,skip_reason,expiry_date,spot_entry_timestamp,spot_entry_open,atm_strike,lot_size,lots,quantity,ce_contract_file,ce_entry_open,ce_stop_price,ce_exit_timestamp,ce_exit_price,ce_exit_reason,ce_points_pnl,ce_gross_pnl,pe_contract_file,pe_entry_open,pe_stop_price,pe_exit_timestamp,pe_exit_price,pe_exit_reason,pe_points_pnl,pe_gross_pnl,gross_pnl,brokerage,net_pnl,remarks
NIFTY,2025-09-15,Monday,TRADED,,2025-09-16,2025-09-15T09:20:00+05:30,25091.05,25100,75,4,300,NIFTY_25100_CE_16_SEP_25.csv,67.50,81.00,2025-09-15T15:20:00+05:30,46.50,day_close,20.00,6000.00,NIFTY_25100_PE_16_SEP_25.csv,57.20,68.64,2025-09-15T15:20:00+05:30,45.15,day_close,11.05,3315.00,9315.00,100.00,9215.00,
NIFTY,2025-09-16,Tuesday,TRADED,,2025-09-16,2025-09-16T09:20:00+05:30,25107.25,25100,75,4,300,NIFTY_25100_CE_16_SEP_25.csv,41.25,49.50,2025-09-16T09:21:00+05:30,49.50,sl,-9.25,-2775.00,NIFTY_25100_PE_16_SEP_25.csv,35.45,42.54,2025-09-16T15:20:00+05:30,0.10,day_close,34.35,10305.00,7530.00,100.00,7430.00,
SENSEX,2025-09-17,Wednesday,TRADED,,2025-09-18,2025-09-17T09:20:00+05:30,82555.68,82600,10,10,100,SENSEX_82600_CE_18_SEP_25.csv,218.55,262.26,2025-09-17T09:36:00+05:30,262.26,sl,-44.71,-4471.00,SENSEX_82600_PE_18_SEP_25.csv,217.30,260.76,2025-09-17T15:20:00+05:30,124.45,day_close,91.85,9185.00,4714.00,100.00,4614.00,
SENSEX,2025-09-18,Thursday,TRADED,,2025-09-18,2025-09-18T09:20:00+05:30,83013.36,83000,10,10,100,SENSEX_83000_CE_18_SEP_25.csv,144.90,173.88,2025-09-18T09:24:00+05:30,173.88,sl,-29.98,-2998.00,SENSEX_83000_PE_18_SEP_25.csv,113.05,135.66,2025-09-18T09:20:00+05:30,135.66,sl,-23.61,-2361.00,-5359.00,100.00,-5459.00,
NIFTY,2025-09-19,Friday,TRADED,,2025-09-23,2025-09-19T09:20:00+05:30,25382.0,25400,75,4,300,NIFTY_25400_CE_23_SEP_25.csv,68.75,82.50,2025-09-19T15:20:00+05:30,57.30,day_close,10.45,3135.00,NIFTY_25400_PE_23_SEP_25.csv,77.05,92.46,2025-09-19T09:31:00+05:30,92.46,sl,-16.41,-4923.00,-1788.00,100.00,-1888.00,
NIFTY,2025-09-22,Monday,TRADED,,2025-09-23,2025-09-22T09:20:00+05:30,25257.5,25250,75,4,300,NIFTY_25250_CE_23_SEP_25.csv,77.45,92.94,2025-09-22T09:24:00+05:30,92.94,sl,-16.49,-4947.00,NIFTY_25250_PE_23_SEP_25.csv,46.25,55.50,2025-09-22T14:40:00+05:30,55.50,sl,-10.25,-3075.00,-8022.00,100.00,-8122.00,
NIFTY,2025-09-23,Tuesday,TRADED,,2025-09-23,2025-09-23T09:20:00+05:30,25224.95,25200,75,4,300,NIFTY_25200_CE_23_SEP_25.csv,61.75,74.10,2025-09-23T09:21:00+05:30,74.10,sl,-13.35,-4005.00,NIFTY_25200_PE_23_SEP_25.csv,25.85,31.02,2025-09-23T09:28:00+05:30,31.02,sl,-6.17,-1851.00,-5856.00,100.00,-5956.00,
SENSEX,2025-09-24,Wednesday,TRADED,,2025-09-25,2025-09-24T09:20:00+05:30,81851.65,81900,10,10,100,SENSEX_81900_CE_25_SEP_25.csv,225.00,270.00,2025-09-24T15:20:00+05:30,115.30,day_close,108.70,10870.00,SENSEX_81900_PE_25_SEP_25.csv,206.20,247.44,2025-09-24T09:30:00+05:30,247.44,sl,-42.24,-4224.00,6646.00,100.00,6546.00,
SENSEX,2025-09-25,Thursday,TRADED,,2025-09-25,2025-09-25T09:20:00+05:30,81683.61,81700,10,10,100,SENSEX_81700_CE_25_SEP_25.csv,165.80,198.96,2025-09-25T09:21:00+05:30,198.96,sl,-34.16,-3416.00,SENSEX_81700_PE_25_SEP_25.csv,136.30,163.56,2025-09-25T10:36:00+05:30,163.56,sl,-28.26,-2826.00,-6242.00,100.00,-6342.00,
NIFTY,2025-09-26,Friday,TRADED,,2025-09-30,2025-09-26T09:20:00+05:30,24815.15,24800,75,4,300,NIFTY_24800_CE_30_SEP_25.csv,131.35,157.62,2025-09-26T15:20:00+05:30,45.10,day_close,85.25,25575.00,NIFTY_24800_PE_30_SEP_25.csv,61.50,73.80,2025-09-26T09:21:00+05:30,73.80,sl,-13.30,-3990.00,21585.00,100.00,21485.00,
NIFTY,2025-09-29,Monday,TRADED,,2025-09-30,2025-09-29T09:20:00+05:30,24672.75,24650,75,4,300,NIFTY_24650_CE_30_SEP_25.csv,127.75,153.30,2025-09-29T09:34:00+05:30,153.30,sl,-26.55,-7965.00,NIFTY_24650_PE_30_SEP_25.csv,44.60,53.52,2025-09-29T12:10:00+05:30,53.52,sl,-9.92,-2976.00,-10941.00,100.00,-11041.00,
NIFTY,2025-09-30,Tuesday,TRADED,,2025-09-30,2025-09-30T09:20:00+05:30,24712.55,24700,75,4,300,NIFTY_24700_CE_30_SEP_25.csv,67.70,81.24,2025-09-30T09:21:00+05:30,81.24,sl,-14.54,-4362.00,NIFTY_24700_PE_30_SEP_25.csv,39.10,46.92,2025-09-30T09:24:00+05:30,46.92,sl,-8.82,-2646.00,-7008.00,100.00,-7108.00,
