index,entry_date,day_of_week,status,skip_reason,expiry_date,spot_entry_timestamp,spot_entry_open,atm_strike,lot_size,lots,quantity,ce_contract_file,ce_entry_open,ce_stop_price,ce_exit_timestamp,ce_exit_price,ce_exit_reason,ce_points_pnl,ce_gross_pnl,pe_contract_file,pe_entry_open,pe_stop_price,pe_exit_timestamp,pe_exit_price,pe_exit_reason,pe_points_pnl,pe_gross_pnl,gross_pnl,brokerage,net_pnl,remarks
SENSEX,2025-10-01,Wednesday,TRADED,,2025-10-01,2025-10-01T09:20:00+05:30,80284.74,80300,10,10,100,SENSEX_80300_CE_01_OCT_25.csv,202.85,243.42,2025-10-01T09:30:00+05:30,243.42,sl,-41.57,-4157.00,SENSEX_80300_PE_01_OCT_25.csv,195.95,235.14,2025-10-01T15:20:00+05:30,0.10,day_close,194.85,19485.00,15328.00,100.00,15228.00,
NIFTY,2025-10-03,Friday,TRADED,,2025-10-07,2025-10-03T09:20:00+05:30,24783.65,24800,75,4,300,NIFTY_24800_CE_07_OCT_25.csv,95.30,114.36,2025-10-03T09:55:00+05:30,114.36,sl,-20.06,-6018.00,NIFTY_24800_PE_07_OCT_25.csv,78.70,94.44,2025-10-03T09:28:00+05:30,94.44,sl,-16.74,-5022.00,-11040.00,100.00,-11140.00,
NIFTY,2025-10-06,Monday,TRADED,,2025-10-07,2025-10-06T09:20:00+05:30,24927.5,24950,75,4,300,NIFTY_24950_CE_07_OCT_25.csv,50.80,60.96,2025-10-06T09:48:00+05:30,60.96,sl,-11.16,-3348.00,NIFTY_24950_PE_07_OCT_25.csv,72.50,87.00,2025-10-06T09:29:00+05:30,87.00,sl,-15.50,-4650.00,-7998.00,100.00,-8098.00,
NIFTY,2025-10-07,Tuesday,TRADED,,2025-10-07,2025-10-07T09:20:00+05:30,25083.7,25100,75,4,300,NIFTY_25100_CE_07_OCT_25.csv,45.35,54.42,2025-10-07T09:22:00+05:30,54.42,sl,-10.07,-3021.00,NIFTY_25100_PE_07_OCT_25.csv,55.40,66.48,2025-10-07T15:20:00+05:30,0.30,day_close,54.10,16230.00,13209.00,100.00,13109.00,
SENSEX,2025-10-08,Wednesday,TRADED,,2025-10-09,2025-10-08T09:20:00+05:30,82082.87,82100,10,10,100,SENSEX_82100_CE_09_OCT_25.csv,214.10,256.92,2025-10-08T09:24:00+05:30,256.92,sl,-43.82,-4382.00,SENSEX_82100_PE_09_OCT_25.csv,220.30,264.36,2025-10-08T10:55:00+05:30,264.36,sl,-45.06,-4506.00,-8888.00,100.00,-8988.00,
SENSEX,2025-10-09,Thursday,TRADED,,2025-10-09,2025-10-09T09:20:00+05:30,81792.61,81800,10,10,100,SENSEX_81800_CE_09_OCT_25.csv,183.00,219.60,2025-10-09T09:20:00+05:30,219.60,sl,-37.60,-3760.00,SENSEX_81800_PE_09_OCT_25.csv,149.50,179.40,2025-10-09T09:53:00+05:30,179.40,sl,-30.90,-3090.00,-6850.00,100.00,-6950.00,
NIFTY,2025-10-10,Friday,TRADED,,2025-10-14,2025-10-10T09:20:00+05:30,25221.1,25200,75,4,300,NIFTY_25200_CE_14_OCT_25.csv,116.95,140.34,2025-10-10T09:34:00+05:30,140.34,sl,-24.39,-7317.00,NIFTY_25200_PE_14_OCT_25.csv,63.15,75.78,2025-10-10T15:20:00+05:30,29.00,day_close,33.15,9945.00,2628.00,100.00,2528.00,
NIFTY,2025-10-13,Monday,TRADED,,2025-10-14,2025-10-13T09:20:00+05:30,25213.85,25200,75,4,300,NIFTY_25200_CE_14_OCT_25.csv,95.95,115.14,2025-10-13T15:20:00+05:30,84.80,day_close,10.15,3045.00,NIFTY_25200_PE_14_OCT_25.csv,64.50,77.40,2025-10-13T09:30:00+05:30,77.40,sl,-13.90,-4170.00,-1125.00,100.00,-1225.00,
NIFTY,2025-10-14,Tuesday,TRADED,,2025-10-14,2025-10-14T09:20:00+05:30,25290.75,25300,75,4,300,NIFTY_25300_CE_14_OCT_25.csv,52.30,62.76,2025-10-14T15:20:00+05:30,0.10,day_close,51.20,15360.00,NIFTY_25300_PE_14_OCT_25.csv,46.65,55.98,2025-10-14T09:38:00+05:30,55.98,sl,-10.33,-3099.00,12261.00,100.00,12161.00,
SENSEX,2025-10-15,Wednesday,TRADED,,2025-10-16,2025-10-15T09:20:00+05:30,82329.02,82300,10,10,100,SENSEX_82300_CE_16_OCT_25.csv,327.95,393.54,2025-10-15T10:35:00+05:30,393.54,sl,-66.59,-6659.00,SENSEX_82300_PE_16_OCT_25.csv,175.05,210.06,2025-10-15T09:41:00+05:30,210.06,sl,-36.01,-3601.00,-10260.00,100.00,-10360.00,
SENSEX,2025-10-16,Thursday,TRADED,,2025-10-16,2025-10-16T09:20:00+05:30,82943.97,82900,10,10,100,SENSEX_82900_CE_16_OCT_25.csv,183.20,219.84,2025-10-16T09:55:00+05:30,219.84,sl,-37.64,-3764.00,SENSEX_82900_PE_16_OCT_25.csv,129.25,155.10,2025-10-16T15:20:00+05:30,0.50,day_close,127.75,12775.00,9011.00,100.00,8911.00,
NIFTY,2025-10-17,Friday,TRADED,,2025-10-20,2025-10-17T09:20:00+05:30,25553.2,25550,75,4,300,NIFTY_25550_CE_20_OCT_25.csv,97.90,117.48,2025-10-17T09:26:00+05:30,117.48,sl,-20.58,-6174.00,NIFTY_25550_PE_20_OCT_25.csv,80.50,96.60,2025-10-17T15:20:00+05:30,29.30,day_close,50.20,15060.00,8886.00,100.00,8786.00,
NIFTY,2025-10-20,Monday,TRADED,,2025-10-20,2025-10-20T09:20:00+05:30,25903.25,25900,75,4,300,NIFTY_25900_CE_20_OCT_25.csv,68.55,82.26,2025-10-20T15:20:00+05:30,0.15,day_close,67.40,20220.00,NIFTY_25900_PE_20_OCT_25.csv,42.75,51.30,2025-10-20T09:24:00+05:30,51.30,sl,-9.55,-2865.00,17355.00,100.00,17255.00,
NIFTY,2025-10-21,Tuesday,SKIPPED,missing_spot_entry,,,,,,,,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,No NIFTY spot candle at 2025-10-21T09:20:00+05:30.
SENSEX,2025-10-23,Thursday,TRADED,,2025-10-23,2025-10-23T09:20:00+05:30,84943.25,84900,10,10,100,SENSEX_84900_CE_23_OCT_25.csv,246.85,296.22,2025-10-23T09:24:00+05:30,296.22,sl,-50.37,-5037.00,SENSEX_84900_PE_23_OCT_25.csv,143.70,172.44,2025-10-23T14:13:00+05:30,172.44,sl,-29.74,-2974.00,-8011.00,100.00,-8111.00,
NIFTY,2025-10-24,Friday,TRADED,,2025-10-28,2025-10-24T09:20:00+05:30,25851.15,25850,75,4,300,NIFTY_25850_CE_28_OCT_25.csv,142.50,171.00,2025-10-24T09:25:00+05:30,171.00,sl,-29.50,-8850.00,NIFTY_25850_PE_28_OCT_25.csv,78.25,93.90,2025-10-24T10:19:00+05:30,93.90,sl,-16.65,-4995.00,-13845.00,100.00,-13945.00,
NIFTY,2025-10-27,Monday,TRADED,,2025-10-28,2025-10-27T09:20:00+05:30,25862.85,25850,75,4,300,NIFTY_25850_CE_28_OCT_25.csv,119.90,143.88,2025-10-27T09:27:00+05:30,143.88,sl,-24.98,-7494.00,NIFTY_25850_PE_28_OCT_25.csv,51.80,62.16,2025-10-27T15:20:00+05:30,23.60,day_close,27.20,8160.00,666.00,100.00,566.00,
NIFTY,2025-10-28,Tuesday,TRADED,,2025-10-28,2025-10-28T09:20:00+05:30,25968.05,25950,75,4,300,NIFTY_25950_CE_28_OCT_25.csv,89.45,107.34,2025-10-28T09:23:00+05:30,107.34,sl,-18.89,-5667.00,NIFTY_25950_PE_28_OCT_25.csv,52.70,63.24,2025-10-28T10:01:00+05:30,63.24,sl,-11.54,-3462.00,-9129.00,100.00,-9229.00,
SENSEX,2025-10-29,Wednesday,TRADED,,2025-10-30,2025-10-29T09:20:00+05:30,84727.01,84700,10,10,100,SENSEX_84700_CE_30_OCT_25.csv,415.70,498.84,2025-10-29T09:31:00+05:30,498.84,sl,-84.14,-8414.00,SENSEX_84700_PE_30_OCT_25.csv,213.30,255.96,2025-10-29T15:20:00+05:30,111.85,day_close,100.45,10045.00,1631.00,100.00,1531.00,
SENSEX,2025-10-30,Thursday,TRADED,,2025-10-30,2025-10-30T09:20:00+05:30,84769.49,84800,10,10,100,SENSEX_84800_CE_30_OCT_25.csv,177.35,212.82,2025-10-30T15:20:00+05:30,0.20,day_close,176.15,17615.00,SENSEX_84800_PE_30_OCT_25.csv,194.15,232.98,2025-10-30T09:22:00+05:30,232.98,sl,-39.83,-3983.00,13632.00,100.00,13532.00,
NIFTY,2025-10-31,Friday,TRADED,,2025-11-04,2025-10-31T09:20:00+05:30,25863.65,25850,75,4,300,NIFTY_25850_CE_04_NOV_25.csv,140.50,168.60,2025-10-31T09:25:00+05:30,168.60,sl,-29.10,-8730.00,NIFTY_25850_PE_04_NOV_25.csv,88.70,106.44,2025-10-31T10:31:00+05:30,106.44,sl,-18.74,-5622.00,-14352.00,100.00,-14452.00,
NIFTY,2025-11-03,Monday,TRADED,,2025-11-04,2025-11-03T09:20:00+05:30,25687.45,25700,75,4,300,NIFTY_25700_CE_04_NOV_25.csv,106.05,127.26,2025-11-03T09:41:00+05:30,127.26,sl,-22.21,-6663.00,NIFTY_25700_PE_04_NOV_25.csv,85.15,102.18,2025-11-03T15:20:00+05:30,38.90,day_close,45.25,13575.00,6912.00,100.00,6812.00,
NIFTY,2025-11-04,Tuesday,TRADED,,2025-11-04,2025-11-04T09:20:00+05:30,25754.6,25750,75,4,300,NIFTY_25750_CE_04_NOV_25.csv,64.25,77.10,2025-11-04T15:20:00+05:30,0.15,day_close,63.10,18930.00,NIFTY_25750_PE_04_NOV_25.csv,56.00,67.20,2025-11-04T09:22:00+05:30,67.20,sl,-12.20,-3660.00,15270.00,100.00,15170.00,
SENSEX,2025-11-06,Thursday,TRADED,,2025-11-06,2025-11-06T09:20:00+05:30,83808.58,83800,10,10,100,SENSEX_83800_CE_06_NOV_25.csv,161.55,193.86,2025-11-06T15:20:00+05:30,0.15,day_close,160.40,16040.00,SENSEX_83800_PE_06_NOV_25.csv,159.50,191.40,2025-11-06T09:25:00+05:30,191.40,sl,-32.90,-3290.00,12750.00,100.00,12650.00,
NIFTY,2025-11-07,Friday,TRADED,,2025-11-11,2025-11-07T09:20:00+05:30,25374.2,25350,75,4,300,NIFTY_25350_CE_11_NOV_25.csv,131.35,157.62,2025-11-07T11:28:00+05:30,157.62,sl,-27.27,-8181.00,NIFTY_25350_PE_11_NOV_25.csv,74.50,89.40,2025-11-07T09:22:00+05:30,89.40,sl,-15.90,-4770.00,-12951.00,100.00,-13051.00,
NIFTY,2025-11-10,Monday,TRADED,,2025-11-11,2025-11-10T09:20:00+05:30,25551.65,25550,75,4,300,NIFTY_25550_CE_11_NOV_25.csv,94.20,113.04,2025-11-10T10:19:00+05:30,113.04,sl,-19.84,-5952.00,NIFTY_25550_PE_11_NOV_25.csv,64.15,76.98,2025-11-10T09:23:00+05:30,76.98,sl,-13.83,-4149.00,-10101.00,100.00,-10201.00,
NIFTY,2025-11-11,Tuesday,TRADED,,2025-11-11,2025-11-11T09:20:00+05:30,25544.65,25550,75,4,300,NIFTY_25550_CE_11_NOV_25.csv,61.05,73.26,2025-11-11T13:18:00+05:30,73.26,sl,-13.21,-3963.00,NIFTY_25550_PE_11_NOV_25.csv,55.00,66.00,2025-11-11T09:20:00+05:30,66.00,sl,-12.00,-3600.00,-7563.00,100.00,-7663.00,
SENSEX,2025-11-12,Wednesday,TRADED,,2025-11-13,2025-11-12T09:20:00+05:30,84267.03,84300,10,10,100,SENSEX_84300_CE_13_NOV_25.csv,250.85,301.02,2025-11-12T09:24:00+05:30,301.02,sl,-51.17,-5117.00,SENSEX_84300_PE_13_NOV_25.csv,240.30,288.36,2025-11-12T15:20:00+05:30,111.00,day_close,128.30,12830.00,7713.00,100.00,7613.00,
SENSEX,2025-11-13,Thursday,TRADED,,2025-11-13,2025-11-13T09:20:00+05:30,84367.2,84400,10,10,100,SENSEX_84400_CE_13_NOV_25.csv,131.00,157.20,2025-11-13T09:25:00+05:30,157.20,sl,-27.20,-2720.00,SENSEX_84400_PE_13_NOV_25.csv,176.25,211.50,2025-11-13T09:22:00+05:30,211.50,sl,-36.25,-3625.00,-6345.00,100.00,-6445.00,
NIFTY,2025-11-14,Friday,TRADED,,2025-11-18,2025-11-14T09:20:00+05:30,25811.1,25800,75,4,300,NIFTY_25800_CE_18_NOV_25.csv,159.00,190.80,2025-11-14T09:33:00+05:30,190.80,sl,-32.80,-9840.00,NIFTY_25800_PE_18_NOV_25.csv,109.15,130.98,2025-11-14T10:02:00+05:30,130.98,sl,-22.83,-6849.00,-16689.00,100.00,-16789.00,
NIFTY,2025-11-17,Monday,TRADED,,2025-11-18,2025-11-17T09:20:00+05:30,25952.45,25950,75,4,300,NIFTY_25950_CE_18_NOV_25.csv,97.40,116.88,2025-11-17T14:04:00+05:30,116.88,sl,-20.48,-6144.00,NIFTY_25950_PE_18_NOV_25.csv,74.50,89.40,2025-11-17T15:20:00+05:30,40.45,day_close,33.05,9915.00,3771.00,100.00,3671.00,
NIFTY,2025-11-18,Tuesday,TRADED,,2025-11-18,2025-11-18T09:20:00+05:30,25946.1,25950,75,4,300,NIFTY_25950_CE_18_NOV_25.csv,54.85,65.82,2025-11-18T09:26:00+05:30,65.82,sl,-11.97,-3591.00,NIFTY_25950_PE_18_NOV_25.csv,62.30,74.76,2025-11-18T09:50:00+05:30,74.76,sl,-13.46,-4038.00,-7629.00,100.00,-7729.00,
SENSEX,2025-11-19,Wednesday,TRADED,,2025-11-20,2025-11-19T09:20:00+05:30,84545.8,84500,10,10,100,SENSEX_84500_CE_20_NOV_25.csv,309.65,371.58,2025-11-19T09:24:00+05:30,371.58,sl,-62.93,-6293.00,SENSEX_84500_PE_20_NOV_25.csv,211.65,253.98,2025-11-19T15:20:00+05:30,49.55,day_close,161.10,16110.00,9817.00,100.00,9717.00,
SENSEX,2025-11-20,Thursday,TRADED,,2025-11-20,2025-11-20T09:20:00+05:30,85352.34,85400,10,10,100,SENSEX_85400_CE_20_NOV_25.csv,136.75,164.10,2025-11-20T10:47:00+05:30,164.10,sl,-28.35,-2835.00,SENSEX_85400_PE_20_NOV_25.csv,183.05,219.66,2025-11-20T09:24:00+05:30,219.66,sl,-37.61,-3761.00,-6596.00,100.00,-6696.00,
NIFTY,2025-11-21,Friday,TRADED,,2025-11-25,2025-11-21T09:20:00+05:30,26136.5,26150,75,4,300,NIFTY_26150_CE_25_NOV_25.csv,118.35,142.02,2025-11-21T15:20:00+05:30,73.00,day_close,44.35,13305.00,NIFTY_26150_PE_25_NOV_25.csv,110.75,132.90,2025-11-21T09:55:00+05:30,132.90,sl,-23.15,-6945.00,6360.00,100.00,6260.00,
NIFTY,2025-11-24,Monday,TRADED,,2025-11-25,2025-11-24T09:20:00+05:30,26096.95,26100,75,4,300,NIFTY_26100_CE_25_NOV_25.csv,98.30,117.96,2025-11-24T15:20:00+05:30,30.80,day_close,66.50,19950.00,NIFTY_26100_PE_25_NOV_25.csv,72.50,87.00,2025-11-24T09:45:00+05:30,87.00,sl,-15.50,-4650.00,15300.00,100.00,15200.00,
NIFTY,2025-11-25,Tuesday,TRADED,,2025-11-25,2025-11-25T09:20:00+05:30,25963.75,25950,75,4,300,NIFTY_25950_CE_25_NOV_25.csv,63.00,75.60,2025-11-25T09:54:00+05:30,75.60,sl,-13.60,-4080.00,NIFTY_25950_PE_25_NOV_25.csv,46.95,56.34,2025-11-25T09:21:00+05:30,56.34,sl,-10.39,-3117.00,-7197.00,100.00,-7297.00,
SENSEX,2025-11-26,Wednesday,TRADED,,2025-11-27,2025-11-26T09:20:00+05:30,84854.54,84900,10,10,100,SENSEX_84900_CE_27_NOV_25.csv,275.45,330.54,2025-11-26T09:43:00+05:30,330.54,sl,-56.09,-5609.00,SENSEX_84900_PE_27_NOV_25.csv,190.15,228.18,2025-11-26T15:20:00+05:30,40.30,day_close,148.85,14885.00,9276.00,100.00,9176.00,
SENSEX,2025-11-27,Thursday,TRADED,,2025-11-27,2025-11-27T09:20:00+05:30,85781.92,85800,10,10,100,SENSEX_85800_CE_27_NOV_25.csv,160.00,192.00,2025-11-27T09:21:00+05:30,192.00,sl,-33.00,-3300.00,SENSEX_85800_PE_27_NOV_25.csv,144.90,173.88,2025-11-27T09:43:00+05:30,173.88,sl,-29.98,-2998.00,-6298.00,100.00,-6398.00,
NIFTY,2025-11-28,Friday,TRADED,,2025-12-02,2025-11-28T09:20:00+05:30,26242.95,26250,75,4,300,NIFTY_26250_CE_02_DEC_25.csv,114.25,137.10,2025-11-28T15:20:00+05:30,82.05,day_close,31.20,9360.00,NIFTY_26250_PE_02_DEC_25.csv,93.95,112.74,2025-11-28T15:20:00+05:30,90.40,day_close,2.55,765.00,10125.00,100.00,10025.00,
NIFTY,2025-12-01,Monday,TRADED,,2025-12-02,2025-12-01T09:20:00+05:30,26283.5,26300,75,4,300,NIFTY_26300_CE_02_DEC_25.csv,81.40,97.68,2025-12-01T15:20:00+05:30,23.15,day_close,57.25,17175.00,NIFTY_26300_PE_02_DEC_25.csv,73.55,88.26,2025-12-01T10:51:00+05:30,88.26,sl,-15.71,-4713.00,12462.00,100.00,12362.00,
NIFTY,2025-12-02,Tuesday,TRADED,,2025-12-02,2025-12-02T09:20:00+05:30,26141.55,26150,75,4,300,NIFTY_26150_CE_02_DEC_25.csv,50.95,61.14,2025-12-02T15:20:00+05:30,0.05,day_close,49.90,14970.00,NIFTY_26150_PE_02_DEC_25.csv,51.10,61.32,2025-12-02T09:30:00+05:30,61.32,sl,-11.22,-3366.00,11604.00,100.00,11504.00,
SENSEX,2025-12-03,Wednesday,TRADED,,2025-12-04,2025-12-03T09:20:00+05:30,85190.19,85200,10,10,100,SENSEX_85200_CE_04_DEC_25.csv,244.50,293.40,2025-12-03T15:20:00+05:30,157.55,day_close,85.95,8595.00,SENSEX_85200_PE_04_DEC_25.csv,234.90,281.88,2025-12-03T09:27:00+05:30,281.88,sl,-47.98,-4798.00,3797.00,100.00,3697.00,
SENSEX,2025-12-04,Thursday,TRADED,,2025-12-04,2025-12-04T09:20:00+05:30,85002.65,85000,10,10,100,SENSEX_85000_CE_04_DEC_25.csv,129.20,155.04,2025-12-04T09:23:00+05:30,156.70,gap_sl,-28.50,-2850.00,SENSEX_85000_PE_04_DEC_25.csv,164.75,197.70,2025-12-04T15:20:00+05:30,0.15,day_close,163.60,16360.00,13510.00,100.00,13410.00,
NIFTY,2025-12-05,Friday,TRADED,,2025-12-09,2025-12-05T09:20:00+05:30,26051.35,26050,75,4,300,NIFTY_26050_CE_09_DEC_25.csv,118.75,142.50,2025-12-05T10:04:00+05:30,142.50,sl,-24.75,-7425.00,NIFTY_26050_PE_09_DEC_25.csv,88.40,106.08,2025-12-05T10:00:00+05:30,106.08,sl,-18.68,-5604.00,-13029.00,100.00,-13129.00,
NIFTY,2025-12-08,Monday,TRADED,,2025-12-09,2025-12-08T09:20:00+05:30,26157.35,26150,75,4,300,NIFTY_26150_CE_09_DEC_25.csv,88.00,105.60,2025-12-08T15:20:00+05:30,11.15,day_close,75.85,22755.00,NIFTY_26150_PE_09_DEC_25.csv,57.50,69.00,2025-12-08T09:27:00+05:30,69.00,sl,-12.50,-3750.00,19005.00,100.00,18905.00,
NIFTY,2025-12-09,Tuesday,TRADED,,2025-12-09,2025-12-09T09:20:00+05:30,25819.6,25800,75,4,300,NIFTY_25800_CE_09_DEC_25.csv,72.90,87.48,2025-12-09T10:19:00+05:30,87.48,sl,-15.58,-4674.00,NIFTY_25800_PE_09_DEC_25.csv,40.15,48.18,2025-12-09T09:20:00+05:30,48.18,sl,-9.03,-2709.00,-7383.00,100.00,-7483.00,
SENSEX,2025-12-10,Wednesday,TRADED,,2025-12-11,2025-12-10T09:20:00+05:30,84802.23,84800,10,10,100,SENSEX_84800_CE_11_DEC_25.csv,289.10,346.92,2025-12-10T09:42:00+05:30,346.92,sl,-58.82,-5882.00,SENSEX_84800_PE_11_DEC_25.csv,232.75,279.30,2025-12-10T09:25:00+05:30,279.30,sl,-47.55,-4755.00,-10637.00,100.00,-10737.00,
SENSEX,2025-12-11,Thursday,TRADED,,2025-12-11,2025-12-11T09:20:00+05:30,84368.29,84400,10,10,100,SENSEX_84400_CE_11_DEC_25.csv,194.10,232.92,2025-12-11T09:21:00+05:30,232.92,sl,-39.82,-3982.00,SENSEX_84400_PE_11_DEC_25.csv,169.20,203.04,2025-12-11T09:37:00+05:30,203.04,sl,-34.84,-3484.00,-7466.00,100.00,-7566.00,
NIFTY,2025-12-12,Friday,TRADED,,2025-12-16,2025-12-12T09:20:00+05:30,26003.3,26000,75,4,300,NIFTY_26000_CE_16_DEC_25.csv,108.95,130.74,2025-12-12T09:37:00+05:30,130.74,sl,-22.79,-6837.00,NIFTY_26000_PE_16_DEC_25.csv,83.00,99.60,2025-12-12T10:24:00+05:30,99.60,sl,-17.60,-5280.00,-12117.00,100.00,-12217.00,
NIFTY,2025-12-15,Monday,TRADED,,2025-12-16,2025-12-15T09:20:00+05:30,25952.3,25950,75,4,300,NIFTY_25950_CE_16_DEC_25.csv,78.55,94.26,2025-12-15T10:54:00+05:30,94.26,sl,-16.71,-5013.00,NIFTY_25950_PE_16_DEC_25.csv,71.35,85.62,2025-12-15T09:24:00+05:30,85.62,sl,-15.27,-4581.00,-9594.00,100.00,-9694.00,
NIFTY,2025-12-16,Tuesday,TRADED,,2025-12-16,2025-12-16T09:20:00+05:30,25938.35,25950,75,4,300,NIFTY_25950_CE_16_DEC_25.csv,45.60,54.72,2025-12-16T15:20:00+05:30,0.05,day_close,44.55,13365.00,NIFTY_25950_PE_16_DEC_25.csv,56.50,67.80,2025-12-16T09:30:00+05:30,67.80,sl,-12.30,-3690.00,9675.00,100.00,9575.00,
SENSEX,2025-12-17,Wednesday,TRADED,,2025-12-18,2025-12-17T09:20:00+05:30,84710.35,84700,10,10,100,SENSEX_84700_CE_18_DEC_25.csv,274.80,329.76,2025-12-17T09:22:00+05:30,329.76,sl,-55.96,-5596.00,SENSEX_84700_PE_18_DEC_25.csv,201.50,241.80,2025-12-17T10:04:00+05:30,241.80,sl,-41.30,-4130.00,-9726.00,100.00,-9826.00,
SENSEX,2025-12-18,Thursday,TRADED,,2025-12-18,2025-12-18T09:20:00+05:30,84397.76,84400,10,10,100,SENSEX_84400_CE_18_DEC_25.csv,160.25,192.30,2025-12-18T09:24:00+05:30,192.30,sl,-33.05,-3305.00,SENSEX_84400_PE_18_DEC_25.csv,141.90,170.28,2025-12-18T09:42:00+05:30,170.28,sl,-29.38,-2938.00,-6243.00,100.00,-6343.00,
NIFTY,2025-12-19,Friday,TRADED,,2025-12-23,2025-12-19T09:20:00+05:30,25924.1,25900,75,4,300,NIFTY_25900_CE_23_DEC_25.csv,116.45,139.74,2025-12-19T09:30:00+05:30,139.74,sl,-24.29,-7287.00,NIFTY_25900_PE_23_DEC_25.csv,73.65,88.38,2025-12-19T15:20:00+05:30,44.90,day_close,27.75,8325.00,1038.00,100.00,938.00,
NIFTY,2025-12-22,Monday,TRADED,,2025-12-23,2025-12-22T09:20:00+05:30,26094.55,26100,75,4,300,NIFTY_26100_CE_23_DEC_25.csv,76.00,91.20,2025-12-22T14:34:00+05:30,91.20,sl,-16.20,-4860.00,NIFTY_26100_PE_23_DEC_25.csv,60.00,72.00,2025-12-22T15:20:00+05:30,33.25,day_close,25.75,7725.00,2865.00,100.00,2765.00,
NIFTY,2025-12-23,Tuesday,TRADED,,2025-12-23,2025-12-23T09:20:00+05:30,26166.65,26150,75,4,300,NIFTY_26150_CE_23_DEC_25.csv,54.35,65.22,2025-12-23T14:15:00+05:30,65.22,sl,-11.87,-3561.00,NIFTY_26150_PE_23_DEC_25.csv,40.00,48.00,2025-12-23T09:22:00+05:30,48.00,sl,-9.00,-2700.00,-6261.00,100.00,-6361.00,
SENSEX,2025-12-24,Wednesday,TRADED,,2025-12-24,2025-12-24T09:20:00+05:30,85595.11,85600,10,10,100,SENSEX_85600_CE_24_DEC_25.csv,127.35,152.82,2025-12-24T09:33:00+05:30,152.82,sl,-26.47,-2647.00,SENSEX_85600_PE_24_DEC_25.csv,154.40,185.28,2025-12-24T13:32:00+05:30,185.28,sl,-31.88,-3188.00,-5835.00,100.00,-5935.00,
NIFTY,2025-12-26,Friday,TRADED,,2025-12-30,2025-12-26T09:20:00+05:30,26128.8,26150,75,4,300,NIFTY_26150_CE_30_DEC_25.csv,67.95,81.54,2025-12-26T15:20:00+05:30,32.60,day_close,34.35,10305.00,NIFTY_26150_PE_30_DEC_25.csv,89.45,107.34,2025-12-26T09:52:00+05:30,108.55,gap_sl,-20.10,-6030.00,4275.00,100.00,4175.00,
NIFTY,2025-12-29,Monday,TRADED,,2025-12-30,2025-12-29T09:20:00+05:30,26050.85,26050,75,4,300,NIFTY_26050_CE_30_DEC_25.csv,63.00,75.60,2025-12-29T09:33:00+05:30,75.60,sl,-13.60,-4080.00,NIFTY_26050_PE_30_DEC_25.csv,51.30,61.56,2025-12-29T10:33:00+05:30,61.56,sl,-11.26,-3378.00,-7458.00,100.00,-7558.00,
NIFTY,2025-12-30,Tuesday,TRADED,,2025-12-30,2025-12-30T09:20:00+05:30,25908.65,25900,75,4,300,NIFTY_25900_CE_30_DEC_25.csv,42.20,50.64,2025-12-30T09:36:00+05:30,50.64,sl,-9.44,-2832.00,NIFTY_25900_PE_30_DEC_25.csv,36.10,43.32,2025-12-30T09:20:00+05:30,43.32,sl,-8.22,-2466.00,-5298.00,100.00,-5398.00,
SENSEX,2025-12-31,Wednesday,TRADED,,2026-01-01,2025-12-31T09:20:00+05:30,84888.82,84900,10,10,100,SENSEX_84900_CE_01_JAN_26.csv,218.55,262.26,2025-12-31T12:08:00+05:30,262.26,sl,-44.71,-4471.00,SENSEX_84900_PE_01_JAN_26.csv,153.35,184.02,2025-12-31T09:25:00+05:30,184.02,sl,-31.67,-3167.00,-7638.00,100.00,-7738.00,
SENSEX,2026-01-01,Thursday,TRADED,,2026-01-01,2026-01-01T09:20:00+05:30,85329.69,85300,10,10,100,SENSEX_85300_CE_01_JAN_26.csv,139.94,167.93,2026-01-01T09:29:00+05:30,167.93,sl,-28.99,-2898.80,SENSEX_85300_PE_01_JAN_26.csv,112.00,134.40,2026-01-01T09:26:00+05:30,134.40,sl,-23.40,-2340.00,-5238.80,100.00,-5338.80,
NIFTY,2026-01-02,Friday,TRADED,,2026-01-06,2026-01-02T09:20:00+05:30,26181.75,26200,65,5,325,NIFTY_26200_CE_06_JAN_26.csv,72.80,87.36,2026-01-02T09:28:00+05:30,87.36,sl,-15.56,-5057.00,NIFTY_26200_PE_06_JAN_26.csv,71.40,85.68,2026-01-02T15:20:00+05:30,27.45,day_close,42.95,13958.75,8901.75,100.00,8801.75,
NIFTY,2026-01-05,Monday,TRADED,,2026-01-06,2026-01-05T09:20:00+05:30,26340.95,26350,65,5,325,NIFTY_26350_CE_06_JAN_26.csv,58.55,70.26,2026-01-05T10:21:00+05:30,70.26,sl,-12.71,-4130.75,NIFTY_26350_PE_06_JAN_26.csv,67.55,81.06,2026-01-05T09:21:00+05:30,81.06,sl,-14.51,-4715.75,-8846.50,100.00,-8946.50,
NIFTY,2026-01-06,Tuesday,TRADED,,2026-01-06,2026-01-06T09:20:00+05:30,26194.95,26200,65,5,325,NIFTY_26200_CE_06_JAN_26.csv,47.45,56.94,2026-01-06T09:35:00+05:30,56.94,sl,-10.49,-3409.25,NIFTY_26200_PE_06_JAN_26.csv,40.54,48.65,2026-01-06T09:28:00+05:30,48.65,sl,-9.11,-2960.10,-6369.35,100.00,-6469.35,
