entry_date,status,skip_reason,expiry_date,spot_entry,atm,short_dist,wing_width,short_ce,long_ce,short_pe,long_pe,short_ce_entry,long_ce_entry,short_pe_entry,long_pe_entry,entry_credit,sl_trigger,lot_size,condors,units,exit_time,exit_reason,short_ce_exit,long_ce_exit,short_pe_exit,long_pe_exit,liq_cost_exit,gross_pnl,brokerage,net_pnl,cum_pnl,remarks
2023-08-03,TRADED,,2023-08-03,19487.40,19500,200,100,19700,19800,19300,19200,3.85,1.90,7.15,2.70,6.40,12.80,50,22,1100,12:56,sl,1.50,1.35,16.30,2.90,13.55,-7865.00,7920.00,-15785.00,-1658887.50,
2023-08-10,TRADED,,2023-08-10,19576.20,19600,200,100,19800,19900,19400,19300,2.25,1.10,8.45,3.25,6.35,12.70,50,22,1100,15:25,eod,0.05,0.05,0.05,0.05,0.00,6985.00,7920.00,-935.00,-1659822.50,
2023-08-17,TRADED,,2023-08-17,19446.10,19450,200,100,19650,19750,19250,19150,1.75,1.05,3.30,1.25,2.75,5.50,50,22,1100,15:25,eod,0.05,0.05,0.05,0.05,0.00,3025.00,7920.00,-4895.00,-1664717.50,
2023-08-24,TRADED,,2023-08-24,19534.90,19550,200,100,19750,19850,19350,19250,1.10,0.90,2.40,1.40,1.20,2.40,50,22,1100,12:12,sl,1.50,1.30,3.60,1.05,2.75,-1705.00,7920.00,-9625.00,-1674342.50,
2023-08-31,TRADED,,2023-08-31,19375.70,19400,200,100,19600,19700,19200,19100,1.15,0.85,2.15,1.00,1.45,2.90,50,22,1100,09:27,sl,1.20,0.85,3.75,1.05,3.05,-1760.00,7920.00,-9680.00,-1684022.50,
2023-09-07,TRADED,,2023-09-07,19576.40,19600,200,100,19800,19900,19400,19300,0.70,0.45,1.30,0.75,0.80,1.60,50,22,1100,14:37,sl,2.10,0.30,0.65,0.55,1.90,-1210.00,7920.00,-9130.00,-1693152.50,
2023-09-14,TRADED,,2023-09-14,20131.50,20150,200,100,20350,20450,19950,19850,1.15,0.70,4.20,1.65,3.00,6.00,50,22,1100,15:25,eod,0.05,0.05,0.05,0.05,0.00,3300.00,7920.00,-4620.00,-1697772.50,
2023-09-21,TRADED,,2023-09-21,19821.90,19800,200,100,20000,20100,19600,19500,2.80,1.40,1.40,0.75,2.05,4.10,50,22,1100,15:25,eod,0.05,0.05,0.05,0.05,0.00,2255.00,7920.00,-5665.00,-1703437.50,
2023-09-28,TRADED,,2023-09-28,19750.80,19750,200,100,19950,20050,19550,19450,1.90,1.05,3.25,1.40,2.70,5.40,50,22,1100,09:38,sl,1.85,1.25,7.90,2.35,6.15,-3795.00,7920.00,-11715.00,-1715152.50,
2023-10-05,TRADED,,2023-10-05,19536.90,19550,200,100,19750,19850,19350,19250,0.95,0.65,2.05,1.05,1.30,2.60,50,22,1100,15:25,eod,0.05,0.05,0.05,0.05,0.00,1430.00,7920.00,-6490.00,-1721642.50,
2023-10-12,TRADED,,2023-10-12,19826.20,19850,200,100,20050,20150,19650,19550,0.90,0.60,2.05,1.00,1.35,2.70,50,22,1100,09:56,sl,0.80,0.60,3.85,1.05,3.00,-1815.00,7920.00,-9735.00,-1731377.50,
2023-10-19,TRADED,,2023-10-19,19539.00,19550,200,100,19750,19850,19350,19250,2.00,1.20,1.50,0.80,1.50,3.00,50,22,1100,11:29,sl,3.65,0.80,1.00,0.80,3.05,-1705.00,7920.00,-9625.00,-1741002.50,
2023-10-26,TRADED,,2023-10-26,19008.00,19000,200,100,19200,19300,18800,18700,4.50,2.40,4.65,2.20,4.55,9.10,50,23,1150,10:21,sl,3.65,3.10,12.15,3.50,9.20,-5347.50,8280.00,-13627.50,-1754630.00,
2023-11-02,TRADED,,2023-11-02,19142.80,19150,200,100,19350,19450,18950,18850,1.20,0.70,2.25,1.10,1.65,3.30,50,23,1150,15:25,eod,0.05,0.05,0.05,0.05,0.00,1897.50,8280.00,-6382.50,-1761012.50,
2023-11-09,TRADED,,2023-11-09,19413.10,19400,200,100,19600,19700,19200,19100,1.50,0.65,0.95,0.60,1.20,2.40,50,22,1100,15:25,eod,0.05,0.05,0.05,0.05,0.00,1320.00,7920.00,-6600.00,-1767612.50,
2023-11-16,TRADED,,2023-11-16,19636.60,19650,200,100,19850,19950,19450,19350,0.90,0.50,1.00,0.65,0.75,1.50,50,22,1100,09:45,sl,1.70,0.45,1.00,0.65,1.60,-935.00,7920.00,-8855.00,-1776467.50,
2023-11-23,TRADED,,2023-11-23,19840.30,19850,200,100,20050,20150,19650,19550,0.85,0.50,1.70,0.75,1.30,2.60,50,22,1100,15:25,eod,0.05,0.05,0.05,0.05,0.00,1430.00,7920.00,-6490.00,-1782957.50,
2023-11-30,TRADED,,2023-11-30,20113.00,20100,200,100,20300,20400,19900,19800,2.30,1.00,2.70,1.60,2.40,4.80,50,22,1100,09:54,sl,1.80,1.10,8.30,3.65,5.35,-3245.00,7920.00,-11165.00,-1794122.50,
2023-12-07,TRADED,,2023-12-07,20866.20,20850,200,100,21050,21150,20650,20550,3.10,1.30,2.45,1.25,3.00,6.00,50,21,1050,15:25,eod,0.05,0.05,0.05,0.05,0.00,3150.00,7560.00,-4410.00,-1798532.50,
2023-12-14,TRADED,,2023-12-14,21108.80,21100,200,100,21300,21400,20900,20800,1.60,0.90,2.00,1.25,1.45,2.90,50,21,1050,09:57,sl,3.70,0.80,1.75,1.40,3.25,-1890.00,7560.00,-9450.00,-1807982.50,
2023-12-21,TRADED,,2023-12-21,21046.30,21050,200,100,21250,21350,20850,20750,6.70,3.10,19.70,7.70,15.60,31.20,50,21,1050,12:44,sl,44.00,12.55,2.05,1.85,31.65,-16852.50,7560.00,-24412.50,-1832395.00,
2023-12-28,TRADED,,2023-12-28,21720.60,21700,200,100,21900,22000,21500,21400,9.20,3.20,7.10,4.05,9.05,18.10,50,20,1000,15:25,eod,0.10,0.05,0.10,0.10,0.05,9000.00,7200.00,1800.00,-1830595.00,
2024-01-04,TRADED,,2024-01-04,21602.60,21600,200,100,21800,21900,21400,21300,1.55,0.75,3.45,1.25,3.00,6.00,50,20,1000,15:25,eod,0.05,0.10,0.05,0.05,-0.05,3050.00,7200.00,-4150.00,-1834745.00,
2024-01-11,TRADED,,2024-01-11,21720.40,21700,200,100,21900,22000,21500,21400,1.75,0.70,3.75,1.75,3.05,6.10,50,20,1000,15:25,eod,0.05,0.05,0.05,0.05,0.00,3050.00,7200.00,-4150.00,-1838895.00,
2024-01-18,TRADED,,2024-01-18,21445.10,21450,200,100,21650,21750,21250,21150,5.40,2.70,12.20,5.10,9.80,19.60,50,20,1000,09:52,sl,2.40,1.65,39.00,16.75,23.00,-13200.00,7200.00,-20400.00,-1859295.00,
2024-01-25,TRADED,,2024-01-25,21411.50,21400,200,100,21600,21700,21200,21100,12.95,5.35,14.00,6.90,14.70,29.40,50,20,1000,15:25,eod,0.10,0.05,0.10,0.05,0.10,14600.00,7200.00,7400.00,-1851895.00,
2024-02-01,TRADED,,2024-02-01,21715.20,21700,200,100,21900,22000,21500,21400,51.75,32.80,51.70,33.20,37.45,74.90,50,20,1000,15:25,eod,0.05,0.10,0.05,0.05,-0.05,37500.00,7200.00,30300.00,-1821595.00,
2024-02-08,TRADED,,2024-02-08,21992.00,22000,200,100,22200,22300,21800,21700,6.90,2.25,10.00,4.45,10.20,20.40,50,20,1000,10:57,sl,1.35,0.90,33.25,11.25,22.45,-12250.00,7200.00,-19450.00,-1841045.00,
2024-02-15,TRADED,,2024-02-15,21892.20,21900,200,100,22100,22200,21700,21600,7.40,2.35,12.25,6.05,11.25,22.50,50,20,1000,15:25,eod,0.05,0.05,0.05,0.05,0.00,11250.00,7200.00,4050.00,-1836995.00,
2024-02-22,TRADED,,2024-02-22,22047.10,22050,200,100,22250,22350,21850,21750,8.45,2.90,10.95,3.55,12.95,25.90,50,20,1000,10:00,sl,4.35,1.90,44.30,17.30,29.45,-16500.00,7200.00,-23700.00,-1860695.00,
2024-02-29,TRADED,,2024-02-29,21934.40,21950,200,100,22150,22250,21750,21650,14.90,6.95,19.90,8.25,19.60,39.20,50,20,1000,15:25,eod,0.10,0.10,0.10,0.10,0.00,19600.00,7200.00,12400.00,-1848295.00,
2024-03-07,TRADED,,2024-03-07,22502.60,22500,200,100,22700,22800,22300,22200,5.70,1.85,10.65,4.75,9.75,19.50,50,19,950,15:25,eod,0.05,0.05,0.05,0.05,0.00,9262.50,6840.00,2422.50,-1845872.50,
2024-03-14,TRADED,,2024-03-14,21930.65,21950,200,100,22150,22250,21750,21650,13.90,6.25,16.60,6.55,17.70,35.40,50,20,1000,11:38,sl,52.25,16.00,1.30,0.95,36.60,-18900.00,7200.00,-26100.00,-1871972.50,
2024-03-21,TRADED,,2024-03-21,22003.40,22000,200,100,22200,22300,21800,21700,5.60,1.80,7.40,3.35,7.85,15.70,50,20,1000,15:25,eod,0.05,0.05,0.05,0.05,0.00,7850.00,7200.00,650.00,-1871322.50,
2024-03-28,TRADED,,2024-03-28,22190.65,22200,200,100,22400,22500,22000,21900,2.60,0.90,5.75,2.15,5.30,10.60,50,20,1000,09:48,sl,17.90,2.80,3.05,1.55,16.60,-11300.00,7200.00,-18500.00,-1889822.50,
2024-04-04,TRADED,,2024-04-04,22580.30,22600,200,100,22800,22900,22400,22300,2.50,1.05,8.45,3.50,6.40,12.80,50,19,950,09:21,sl,2.35,1.00,18.70,7.20,12.85,-6127.50,6840.00,-12967.50,-1902790.00,
2024-04-10,TRADED,,2024-04-10,22697.50,22700,200,100,22900,23000,22500,22400,4.00,1.65,10.30,4.10,8.55,17.10,50,19,950,15:25,eod,0.05,0.05,0.05,0.05,0.00,8122.50,6840.00,1282.50,-1901507.50,
2024-04-18,TRADED,,2024-04-18,22246.30,22250,200,100,22450,22550,22050,21950,3.40,1.30,6.65,2.90,5.85,11.70,50,20,1000,09:43,sl,2.10,0.90,18.55,7.40,12.35,-6500.00,7200.00,-13700.00,-1915207.50,
2024-04-25,TRADED,,2024-04-25,22340.10,22350,200,100,22550,22650,22150,22050,5.15,1.75,8.45,3.95,7.90,15.80,50,20,1000,10:12,sl,21.15,6.60,3.70,1.90,16.35,-8450.00,7200.00,-15650.00,-1930857.50,
2024-05-02,TRADED,,2024-05-02,22650.05,22650,200,100,22850,22950,22450,22350,9.20,3.35,13.80,6.40,13.25,26.50,25,39,975,15:25,eod,0.05,0.05,0.05,0.05,0.00,12918.75,10140.00,2778.75,-1928078.75,
2024-05-09,TRADED,,2024-05-09,22301.45,22300,200,100,22500,22600,22100,22000,11.45,3.75,16.00,6.65,17.05,34.10,25,40,1000,12:48,sl,1.00,0.75,60.95,24.10,37.10,-20050.00,10400.00,-30450.00,-1958528.75,
2024-05-16,TRADED,,2024-05-16,22292.70,22300,200,100,22500,22600,22100,22000,4.90,1.35,13.65,5.45,11.75,23.50,25,40,1000,10:21,sl,2.40,1.00,42.05,17.55,25.90,-14150.00,10400.00,-24550.00,-1983078.75,
2024-05-23,TRADED,,2024-05-23,22596.95,22600,200,100,22800,22900,22400,22300,9.55,2.15,13.05,5.70,14.75,29.50,25,39,975,11:57,sl,52.45,19.95,2.60,1.20,33.90,-18671.25,10140.00,-28811.25,-2011890.00,
2024-05-30,TRADED,,2024-05-30,22684.45,22700,200,100,22900,23000,22500,22400,16.35,7.25,24.40,11.00,22.50,45.00,25,39,975,14:55,sl,0.25,0.25,53.60,6.95,46.65,-23546.25,10140.00,-33686.25,-2045576.25,
2024-06-06,TRADED,,2024-06-06,22716.35,22700,200,100,22900,23000,22500,22400,48.75,30.95,48.25,28.25,37.80,75.60,25,39,975,15:25,eod,0.05,0.05,0.05,0.05,0.00,36855.00,10140.00,26715.00,-2018861.25,
2024-06-13,TRADED,,2024-06-13,23434.45,23450,200,100,23650,23750,23250,23150,6.45,2.10,14.25,6.15,12.45,24.90,25,38,950,15:25,eod,0.05,0.05,0.05,0.05,0.00,11827.50,9880.00,1947.50,-2016913.75,
2024-06-20,TRADED,,2024-06-20,23504.15,23500,200,100,23700,23800,23300,23200,14.60,6.05,22.40,9.50,21.45,42.90,25,38,950,15:25,eod,0.05,0.05,0.05,0.05,0.00,20377.50,9880.00,10497.50,-2006416.25,
2024-06-27,TRADED,,2024-06-27,23842.25,23850,200,100,24050,24150,23650,23550,12.50,4.55,15.40,7.25,16.10,32.20,25,37,925,12:14,sl,50.15,15.85,2.55,1.60,35.25,-17713.75,9620.00,-27333.75,-2033750.00,
2024-07-04,TRADED,,2024-07-04,24346.05,24350,200,100,24550,24650,24150,24050,5.65,1.90,11.70,5.60,9.85,19.70,25,37,925,15:25,eod,0.05,0.05,0.05,0.05,0.00,9111.25,9620.00,-508.75,-2034258.75,
2024-07-11,TRADED,,2024-07-11,24356.00,24350,200,100,24550,24650,24150,24050,5.05,1.60,8.15,3.30,8.30,16.60,25,37,925,12:04,sl,0.90,0.60,23.70,5.65,18.35,-9296.25,9620.00,-18916.25,-2053175.00,
2024-07-18,TRADED,,2024-07-18,24567.30,24550,200,100,24750,24850,24350,24250,6.05,1.85,7.60,3.35,8.45,16.90,25,36,900,09:49,sl,20.15,4.90,3.20,1.55,16.90,-7605.00,9360.00,-16965.00,-2070140.00,
2024-07-25,TRADED,,2024-07-25,24235.15,24250,200,100,24450,24550,24050,23950,11.40,4.95,20.70,8.30,18.85,37.70,25,37,925,15:25,eod,0.10,0.05,0.05,0.05,0.05,17390.00,9620.00,7770.00,-2062370.00,
2024-08-01,TRADED,,2024-08-01,25052.90,25050,200,100,25250,25350,24850,24750,8.55,2.95,11.65,5.30,11.95,23.90,25,36,900,15:25,eod,0.05,0.05,0.05,0.05,0.00,10755.00,9360.00,1395.00,-2060975.00,
2024-08-08,TRADED,,2024-08-08,24220.85,24200,200,100,24400,24500,24000,23900,26.15,10.60,24.05,10.95,28.65,57.30,25,37,925,15:25,eod,0.05,0.05,0.05,0.05,0.00,26501.25,9620.00,16881.25,-2044093.75,
2024-08-14,TRADED,,2024-08-14,24149.20,24150,200,100,24350,24450,23950,23850,10.90,4.55,11.05,4.50,12.90,25.80,25,37,925,15:25,eod,0.10,0.05,0.05,0.05,0.05,11886.25,9620.00,2266.25,-2041827.50,
2024-08-22,TRADED,,2024-08-22,24826.40,24850,200,100,25050,25150,24650,24550,3.10,0.95,8.10,3.05,7.20,14.40,25,36,900,15:25,eod,0.05,0.05,0.05,0.05,0.00,6480.00,9360.00,-2880.00,-2044707.50,
2024-08-29,TRADED,,2024-08-29,25029.60,25050,200,100,25250,25350,24850,24750,3.40,1.00,8.30,2.65,8.05,16.10,25,36,900,15:25,eod,0.05,0.05,0.10,0.10,0.00,7245.00,9360.00,-2115.00,-2046822.50,
2024-09-05,TRADED,,2024-09-05,25241.15,25250,200,100,25450,25550,25050,24950,3.90,1.10,8.05,2.85,8.00,16.00,25,36,900,15:25,eod,0.05,0.05,0.05,0.05,0.00,7200.00,9360.00,-2160.00,-2048982.50,
2024-09-12,TRADED,,2024-09-12,25016.80,25000,200,100,25200,25300,24800,24700,6.00,2.00,5.45,1.80,7.65,15.30,25,36,900,11:25,sl,7.30,1.70,20.60,6.15,20.05,-11160.00,9360.00,-20520.00,-2069502.50,
2024-09-19,TRADED,,2024-09-19,25553.65,25550,200,100,25750,25850,25350,25250,8.55,3.60,7.30,3.85,8.40,16.80,25,35,875,15:25,eod,0.05,0.10,0.05,0.05,-0.05,7393.75,9100.00,-1706.25,-2071208.75,
2024-09-26,TRADED,,2024-09-26,26033.15,26050,200,100,26250,26350,25850,25750,10.50,3.60,12.15,5.60,13.45,26.90,25,35,875,15:25,eod,0.15,0.05,0.15,0.10,0.15,11637.50,9100.00,2537.50,-2068671.25,
2024-10-03,TRADED,,2024-10-03,25530.00,25550,200,100,25750,25850,25350,25250,11.35,5.10,29.05,14.50,20.80,41.60,25,35,875,13:26,sl,1.45,1.20,53.30,11.65,41.90,-18462.50,9100.00,-27562.50,-2096233.75,
2024-10-10,TRADED,,2024-10-10,25051.20,25050,200,100,25250,25350,24850,24750,16.65,7.05,18.95,7.65,20.90,41.80,25,36,900,15:25,eod,0.05,0.05,0.10,0.05,0.05,18765.00,9360.00,9405.00,-2086828.75,
2024-10-17,TRADED,,2024-10-17,24957.05,24950,200,100,25150,25250,24750,24650,10.95,4.20,7.40,2.60,11.55,23.10,25,36,900,15:25,eod,0.10,0.05,0.10,0.05,0.10,10305.00,9360.00,945.00,-2085883.75,
2024-10-24,TRADED,,2024-10-24,24435.45,24450,200,100,24650,24750,24250,24150,12.95,4.65,17.00,7.35,17.95,35.90,25,37,925,15:25,eod,0.05,0.05,0.05,0.05,0.00,16603.75,9620.00,6983.75,-2078900.00,
2024-10-31,TRADED,,2024-10-31,24308.95,24300,200,100,24500,24600,24100,24000,14.85,5.85,11.85,5.05,15.80,31.60,25,37,925,15:25,eod,0.05,0.05,0.15,0.05,0.10,14522.50,9620.00,4902.50,-2073997.50,
2024-11-07,TRADED,,2024-11-07,24454.30,24450,200,100,24650,24750,24250,24150,14.10,5.85,10.60,4.05,14.80,29.60,25,37,925,09:58,sl,4.95,2.35,51.95,19.80,34.75,-18453.75,9620.00,-28073.75,-2102071.25,
2024-11-14,TRADED,,2024-11-14,23604.90,23600,200,100,23800,23900,23400,23300,25.35,11.15,27.85,12.65,29.40,58.80,25,38,950,15:25,eod,0.10,0.05,0.05,0.05,0.05,27882.50,9880.00,18002.50,-2084068.75,
2024-11-21,TRADED,,2024-11-21,23373.00,23350,200,100,23550,23650,23150,23050,28.85,15.50,26.30,14.00,25.65,51.30,25,38,950,15:25,eod,0.05,0.05,0.05,0.05,0.00,24367.50,9880.00,14487.50,-2069581.25,
2024-11-28,TRADED,,2024-11-28,24278.60,24300,200,100,24500,24600,24100,24000,14.40,5.40,20.80,9.20,20.60,41.20,75,12,900,10:38,sl,7.60,3.20,99.95,57.90,46.45,-23265.00,5520.00,-28785.00,-2098366.25,
2024-12-05,TRADED,,2024-12-05,24497.70,24500,200,100,24700,24800,24300,24200,31.95,15.00,48.35,30.30,35.00,70.00,75,12,900,14:28,sl,165.90,95.15,3.95,2.40,72.30,-33570.00,5520.00,-39090.00,-2137456.25,
2024-12-12,TRADED,,2024-12-12,24648.95,24650,200,100,24850,24950,24450,24350,8.85,5.70,8.30,5.25,6.20,12.40,75,12,900,09:35,sl,18.90,10.75,11.45,6.85,12.75,-5895.00,5520.00,-11415.00,-2148871.25,
2024-12-19,TRADED,,2024-12-19,23919.50,23900,200,100,24100,24200,23700,23600,24.35,14.20,30.05,20.20,20.00,40.00,75,12,900,15:25,eod,0.10,0.10,0.05,0.05,0.00,18000.00,5520.00,12480.00,-2136391.25,
2024-12-26,TRADED,,2024-12-26,23836.55,23850,200,100,24050,24150,23650,23550,13.85,5.85,17.05,9.30,15.75,31.50,75,12,900,15:25,eod,0.05,0.05,0.05,0.05,0.00,14175.00,5520.00,8655.00,-2127736.25,
2025-01-02,TRADED,,2025-01-02,23788.20,23800,200,100,24000,24100,23600,23500,33.04,14.30,48.40,26.60,40.54,81.08,75,12,900,13:25,sl,140.19,58.00,1.90,1.45,82.64,-37890.00,5520.00,-43410.00,-2171146.25,
2025-01-09,TRADED,,2025-01-09,23616.55,23600,200,100,23800,23900,23400,23300,12.90,6.70,10.40,5.20,11.40,22.80,75,12,900,15:25,eod,0.05,0.10,0.05,0.05,-0.05,10305.00,5520.00,4785.00,-2166361.25,
2025-01-16,TRADED,,2025-01-16,23335.50,23350,200,100,23550,23650,23150,23050,5.45,2.70,5.85,3.30,5.30,10.60,75,12,900,15:25,eod,0.05,0.05,0.05,0.05,0.00,4770.00,5520.00,-750.00,-2167111.25,
2025-01-23,TRADED,,2025-01-23,23108.10,23100,200,100,23300,23400,22900,22800,11.25,5.50,8.25,4.15,9.85,19.70,75,13,975,15:25,eod,0.05,0.10,0.05,0.05,-0.05,9652.50,5980.00,3672.50,-2163438.75,
2025-01-30,TRADED,,2025-01-30,23158.20,23150,200,100,23350,23450,22950,22850,46.65,24.00,58.10,35.35,45.40,90.80,75,12,900,15:25,eod,0.15,0.10,0.10,0.05,0.10,40770.00,5520.00,35250.00,-2128188.75,
2025-02-06,TRADED,,2025-02-06,23723.70,23700,200,100,23900,24000,23500,23400,16.35,7.30,6.40,3.20,12.25,24.50,75,12,900,15:25,eod,0.05,0.05,0.05,0.05,0.00,11025.00,5520.00,5505.00,-2122683.75,
2025-02-13,TRADED,,2025-02-13,23081.45,23100,200,100,23300,23400,22900,22800,17.20,7.85,22.25,10.95,20.65,41.30,75,13,975,15:25,eod,0.05,0.05,0.10,0.05,0.05,20085.00,5980.00,14105.00,-2108578.75,
2025-02-20,TRADED,,2025-02-20,22857.20,22850,200,100,23050,23150,22650,22550,19.80,8.90,12.60,5.05,18.45,36.90,75,13,975,15:25,eod,0.05,0.10,0.05,0.05,-0.05,18037.50,5980.00,12057.50,-2096521.25,
2025-02-27,TRADED,,2025-02-27,22579.40,22600,200,100,22800,22900,22400,22300,2.90,1.65,5.05,2.35,3.95,7.90,75,13,975,15:25,eod,0.10,0.05,0.10,0.05,0.10,3753.75,5980.00,-2226.25,-2098747.50,
2025-03-06,TRADED,,2025-03-06,22433.10,22450,200,100,22650,22750,22250,22150,3.45,1.50,9.85,4.84,6.96,13.92,75,13,975,09:22,sl,3.40,1.60,22.60,10.35,14.05,-6912.75,5980.00,-12892.75,-2111640.25,
2025-03-13,TRADED,,2025-03-13,22485.00,22500,200,100,22700,22800,22300,22200,4.40,1.90,8.85,3.95,7.40,14.80,75,13,975,15:25,eod,0.10,0.05,0.05,0.05,0.05,7166.25,5980.00,1186.25,-2110454.00,
2025-03-20,TRADED,,2025-03-20,23022.30,23000,200,100,23200,23300,22800,22700,8.50,3.65,10.10,5.40,9.55,19.10,75,13,975,13:23,sl,33.04,9.35,1.50,0.95,24.24,-14322.75,5980.00,-20302.75,-2130756.75,
2025-03-27,TRADED,,2025-03-27,23507.80,23500,200,100,23700,23800,23300,23200,17.70,8.60,16.95,8.80,17.25,34.50,75,12,900,15:25,eod,0.10,0.10,0.10,0.10,0.00,15525.00,5520.00,10005.00,-2120751.75,
2025-04-03,TRADED,,2025-04-03,23218.65,23200,200,100,23400,23500,23000,22900,5.95,2.90,13.70,7.65,9.10,18.20,75,12,900,15:25,eod,0.05,0.10,0.10,0.10,-0.05,8235.00,5520.00,2715.00,-2118036.75,
2025-04-09,TRADED,,2025-04-09,22412.35,22400,200,100,22600,22700,22200,22100,47.95,26.10,59.55,38.29,43.11,86.22,75,13,975,15:25,eod,0.05,0.05,0.05,0.05,0.00,42032.25,5980.00,36052.25,-2081984.50,
2025-04-17,TRADED,,2025-04-17,23357.65,23350,200,100,23550,23650,23150,23050,8.10,3.80,7.70,3.70,8.30,16.60,75,12,900,10:41,sl,22.45,8.44,4.80,2.15,16.66,-7524.00,5520.00,-13044.00,-2095028.50,
2025-04-24,TRADED,,2025-04-24,24272.40,24250,200,100,24450,24550,24050,23950,10.85,6.55,8.69,6.95,6.04,12.08,75,12,900,09:35,sl,26.70,14.45,8.25,7.80,12.70,-5994.00,5520.00,-11514.00,-2106542.50,
2025-04-30,TRADED,,2025-04-30,24320.35,24300,200,100,24500,24600,24100,24000,6.35,3.20,6.80,4.50,5.45,10.90,75,12,900,15:25,eod,0.10,0.05,0.10,0.15,0.00,4905.00,5520.00,-615.00,-2107157.50,
2025-05-08,TRADED,,2025-05-08,24398.45,24400,200,100,24600,24700,24200,24100,4.50,2.54,6.60,4.30,4.26,8.52,75,12,900,15:25,eod,0.10,0.05,0.25,0.25,0.05,3789.00,5520.00,-1731.00,-2108888.50,
2025-05-15,TRADED,,2025-05-15,24620.00,24600,200,100,24800,24900,24400,24300,19.00,9.00,17.39,7.85,19.54,39.08,75,12,900,10:39,sl,73.55,39.85,12.10,6.15,39.65,-18099.00,5520.00,-23619.00,-2132507.50,
2025-05-22,TRADED,,2025-05-22,24644.70,24650,200,100,24850,24950,24450,24350,37.20,23.45,35.29,17.30,31.74,63.48,75,12,900,15:25,eod,0.05,0.10,0.10,0.05,0.00,28566.00,5520.00,23046.00,-2109461.50,
2025-05-29,TRADED,,2025-05-29,24845.20,24850,200,100,25050,25150,24650,24550,18.80,10.60,14.60,8.69,14.11,28.22,75,12,900,15:25,eod,0.10,0.05,0.05,0.05,0.05,12654.00,5520.00,7134.00,-2102327.50,
2025-06-05,TRADED,,2025-06-05,24625.55,24650,200,100,24850,24950,24450,24350,9.45,5.15,11.45,5.10,10.65,21.30,75,12,900,12:03,sl,42.20,17.50,1.90,0.90,25.70,-13545.00,5520.00,-19065.00,-2121392.50,
2025-06-12,TRADED,,2025-06-12,25164.90,25150,200,100,25350,25450,24950,24850,10.20,4.50,8.75,4.10,10.35,20.70,75,12,900,13:27,sl,1.05,0.65,29.80,6.80,23.40,-11745.00,5520.00,-17265.00,-2138657.50,
2025-06-19,TRADED,,2025-06-19,24755.30,24750,200,100,24950,25050,24550,24450,11.35,5.70,10.55,4.80,11.40,22.80,75,12,900,15:25,eod,0.05,0.10,0.10,0.05,0.00,10260.00,5520.00,4740.00,-2133917.50,
2025-06-26,TRADED,,2025-06-26,25282.75,25300,200,100,25500,25600,25100,25000,8.25,3.35,13.10,7.30,10.70,21.40,75,11,825,09:31,sl,29.90,11.20,10.60,6.35,22.95,-10106.25,5060.00,-15166.25,-2149083.75,
2025-07-03,TRADED,,2025-07-03,25522.75,25500,200,100,25700,25800,25300,25200,9.50,3.85,6.55,3.10,9.10,18.20,75,11,825,15:25,eod,0.10,0.05,0.10,0.05,0.10,7425.00,5060.00,2365.00,-2146718.75,
2025-07-10,TRADED,,2025-07-10,25470.60,25450,200,100,25650,25750,25250,25150,7.75,3.25,4.15,1.95,6.70,13.40,75,11,825,15:25,eod,0.10,0.05,0.10,0.05,0.10,5445.00,5060.00,385.00,-2146333.75,
2025-07-17,TRADED,,2025-07-17,25216.60,25200,200,100,25400,25500,25000,24900,5.95,2.60,3.85,1.75,5.45,10.90,75,12,900,15:25,eod,0.10,0.05,0.10,0.05,0.10,4815.00,5520.00,-705.00,-2147038.75,
2025-07-24,TRADED,,2025-07-24,25204.10,25200,200,100,25400,25500,25000,24900,3.85,1.70,4.00,2.00,4.15,8.30,75,12,900,11:57,sl,1.85,1.35,13.15,4.10,9.55,-4860.00,5520.00,-10380.00,-2157418.75,
2025-07-31,TRADED,,2025-07-31,24680.35,24700,200,100,24900,25000,24500,24400,8.05,4.05,16.15,6.90,13.25,26.50,75,12,900,12:56,sl,37.85,11.55,1.70,1.30,26.70,-12105.00,5520.00,-17625.00,-2175043.75,
2025-08-07,TRADED,,2025-08-07,24519.20,24500,200,100,24700,24800,24300,24200,9.80,4.25,7.70,3.35,9.90,19.80,75,12,900,15:25,eod,0.05,0.05,0.10,0.05,0.05,8865.00,5520.00,3345.00,-2171698.75,
2025-08-14,TRADED,,2025-08-14,24640.15,24650,200,100,24850,24950,24450,24350,4.70,1.85,8.30,3.60,7.55,15.10,75,12,900,15:25,eod,0.05,0.05,0.05,0.05,0.00,6795.00,5520.00,1275.00,-2170423.75,
2025-08-21,TRADED,,2025-08-21,25074.70,25050,200,100,25250,25350,24850,24750,5.45,1.75,4.00,1.95,5.75,11.50,75,12,900,15:25,eod,0.05,0.05,0.10,0.05,0.05,5130.00,5520.00,-390.00,-2170813.75,
2025-08-28,TRADED,,2025-08-28,24575.55,24600,200,100,24800,24900,24400,24300,7.60,4.30,7.95,3.30,7.95,15.90,75,12,900,15:25,eod,0.10,0.10,0.05,0.10,-0.05,7200.00,5520.00,1680.00,-2169133.75,
2025-09-02,TRADED,,2025-09-02,24662.05,24650,200,100,24850,24950,24450,24350,3.30,1.35,3.85,1.85,3.95,7.90,75,12,900,10:04,sl,11.50,3.50,3.55,2.55,9.00,-4545.00,5520.00,-10065.00,-2179198.75,
